# CDD238813:  DirectHits:  19    Rescued Proteins:  13    Prots with Domain in 9.B.105:  32 (100.0% from a total of 32)
# CDD223743:  DirectHits:  13    Rescued Proteins:  19    Prots with Domain in 9.B.105:  32 (100.0% from a total of 32)
# CDD239485:  DirectHits:  12    Rescued Proteins:  16    Prots with Domain in 9.B.105:  28 (87.5% from a total of 32)
# CDD239484:  DirectHits:  12    Rescued Proteins:  17    Prots with Domain in 9.B.105:  29 (90.6% from a total of 32)
# CDD426329:  DirectHits:  19    Rescued Proteins:  13    Prots with Domain in 9.B.105:  32 (100.0% from a total of 32)
# CDD239486:  DirectHits:  17    Rescued Proteins:  15    Prots with Domain in 9.B.105:  32 (100.0% from a total of 32)
# CDD239488:  DirectHits:  16    Rescued Proteins:  13    Prots with Domain in 9.B.105:  29 (90.6% from a total of 32)
# CDD214471:  DirectHits:  19    Rescued Proteins:  13    Prots with Domain in 9.B.105:  32 (100.0% from a total of 32)
# CDD239489:  DirectHits:  15    Rescued Proteins:  17    Prots with Domain in 9.B.105:  32 (100.0% from a total of 32)
1	9.B.105.1.1-Q58AJ7:358	CDD238813|73-182:6.02e-13|DirectHit	CDD214471|108-177:4.04e-09|DirectHit	CDD426329|76-188:1.45e-13|DirectHit	CDD239486|76-189:1.38e-11|DirectHit	CDD239488|73-182:1.05e-06|DirectHit	CDD239489|107-189:4.91e-09|DirectHit	CDD223743|76-187:4.50e-05|DirectHit	CDD239484|49-182:6.2e-19|Rescued1	CDD239485|116-183:1.77e-06|DirectHit
2	9.B.105.1.2-A4G5C1:312	CDD238813|71-184:5.09e-15|DirectHit	CDD214471|79-178:4.93e-09|DirectHit	CDD426329|78-188:1.52e-13|DirectHit	CDD239486|65-178:1.16e-07|DirectHit	CDD239488|113-184:8.04e-05|DirectHit	CDD239489|69-184:2.26e-11|DirectHit	CDD223743|75-190:1.83e-04|DirectHit	CDD239484|78-184:8.98e-05|DirectHit	CDD239485|117-185:1.05e-05|DirectHit
3	9.B.105.1.3-P94571:193	CDD238813|50-160:1.32e-16|DirectHit	CDD214471|53-160:7.94e-20|DirectHit	CDD426329|55-162:1.31e-11|DirectHit	CDD239486|13-155:1.61e-17|DirectHit	CDD239488|54-159:2.64e-08|DirectHit	CDD239489|14-161:7.19e-12|DirectHit	CDD223743|18-175:9.53e-09|DirectHit	CDD239484|19-161:5e-07|Rescued1	CDD239485|48-161:1.7e-08|Rescued1
4	9.B.105.1.4-Q7UF32:223	CDD238813|89-138:0.00066|Rescued2	CDD214471|89-138:0.0015|Rescued2	CDD426329|89-179:0.00014|Rescued2	CDD239486|105-185:4.8e-06|Rescued2	CDD239488|Nohit	CDD239489|105-185:3e-06|Rescued2	CDD223743|105-185:3.5e-06|Rescued2	CDD239484|Nohit	CDD239485|Nohit
5	9.B.105.1.5-B8I766:163	CDD238813|49-126:0.0066|Rescued1	CDD214471|49-126:0.0067|Rescued1	CDD426329|49-132:0.0058|Rescued1	CDD239486|54-137:0.0049|Rescued1	CDD239488|Nohit	CDD239489|54-137:0.0057|Rescued1	CDD223743|54-137:0.0069|Rescued1	CDD239484|Nohit	CDD239485|Nohit
6	9.B.105.1.6-Q8F9Y4:178	CDD238813|56-164:5.79e-14|DirectHit	CDD214471|65-164:1.06e-09|DirectHit	CDD426329|60-164:1.43e-10|DirectHit	CDD239486|56-168:2.92e-09|DirectHit	CDD239488|60-162:2.65e-09|DirectHit	CDD239489|4-172:1.11e-41|DirectHit	CDD223743|20-174:8.1e-08|Rescued1	CDD239484|102-164:5.88e-04|DirectHit	CDD239485|73-158:2.64e-06|DirectHit
7	9.B.105.1.7-Q6MKG1:188	CDD238813|71-158:1.56e-14|DirectHit	CDD214471|81-158:7.80e-10|DirectHit	CDD426329|79-158:7.95e-09|DirectHit	CDD239486|4-158:6.25e-13|DirectHit	CDD239488|79-158:3.43e-13|DirectHit	CDD239489|1-158:1.51e-46|DirectHit	CDD223743|27-158:1.51e-06|DirectHit	CDD239484|27-173:2.1e-08|Rescued1	CDD239485|80-158:3.35e-07|DirectHit
8	9.B.105.1.8-Q6MIB9:310	CDD238813|74-134:2.1e-07|Rescued2	CDD214471|74-134:9e-07|Rescued2	CDD426329|74-137:8.5e-08|Rescued2	CDD239486|74-145:2.2e-08|Rescued2	CDD239488|Nohit	CDD239489|74-145:1.2e-08|Rescued2	CDD223743|74-145:1.5e-08|Rescued2	CDD239484|Nohit	CDD239485|Nohit
9	9.B.105.1.9-ALM14817:141	CDD238813|61-125:0.00074|Rescued2	CDD214471|61-125:0.00054|Rescued2	CDD426329|61-126:0.00098|Rescued2	CDD239486|61-131:0.0019|Rescued2	CDD239488|74-125:0.00068|Rescued2	CDD239489|61-131:0.00096|Rescued2	CDD223743|61-131:0.0019|Rescued2	CDD239484|62-125:0.00068|Rescued2	CDD239485|Nohit
10	9.B.105.1.10-CAD79428:206	CDD238813|77-189:1.52e-21|DirectHit	CDD214471|84-187:2.88e-17|DirectHit	CDD426329|83-191:2.46e-16|DirectHit	CDD239486|47-187:1.73e-20|DirectHit	CDD239488|82-181:3.18e-11|DirectHit	CDD239489|33-193:1.74e-20|DirectHit	CDD223743|37-188:2.39e-10|DirectHit	CDD239484|7-189:5.6e-09|Rescued1	CDD239485|63-181:1.90e-06|DirectHit
