# CDD395174:  DirectHits:  125    Rescued Proteins:  12    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD215092:  DirectHits:  118    Rescued Proteins:  19    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD165733:  DirectHits:  111    Rescued Proteins:  26    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD177663:  DirectHits:  112    Rescued Proteins:  25    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD238204:  DirectHits:  129    Rescued Proteins:  8    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD240230:  DirectHits:  120    Rescued Proteins:  17    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD235453:  DirectHits:  112    Rescued Proteins:  25    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD215085:  DirectHits:  107    Rescued Proteins:  30    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD223653:  DirectHits:  127    Rescued Proteins:  10    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD177778:  DirectHits:  116    Rescued Proteins:  21    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD177664:  DirectHits:  112    Rescued Proteins:  25    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD273306:  DirectHits:  126    Rescued Proteins:  11    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
# CDD165748:  DirectHits:  119    Rescued Proteins:  18    Prots with Domain in 1.A.8:  137 (100.0% from a total of 137)
1	1.A.8.1.1-P0AER0:281	CDD238204|10-254:1.74e-85|DirectHit	CDD223653|5-257:1.14e-81|DirectHit	CDD273306|13-251:5.22e-68|DirectHit	CDD395174|1-251:5.22e-77|DirectHit	CDD240230|10-256:9.27e-65|DirectHit	CDD165748|6-251:1.78e-23|DirectHit	CDD215092|12-261:1.04e-27|DirectHit	CDD177778|12-251:6.09e-24|DirectHit	CDD235453|10-257:4.36e-23|DirectHit	CDD177664|2-251:7.21e-07|DirectHit	CDD177663|13-251:9.02e-21|DirectHit	CDD165733|12-212:9.13e-11|DirectHit	CDD215085|12-255:1.10e-06|DirectHit
2	1.A.8.1.2-BBB86745:270	CDD238204|28-265:8.09e-45|DirectHit	CDD223653|21-268:1.28e-43|DirectHit	CDD273306|28-263:1.06e-33|DirectHit	CDD395174|20-263:1.04e-30|DirectHit	CDD240230|19-263:7.46e-33|DirectHit	CDD165748|22-263:9.28e-15|DirectHit	CDD215092|21-263:1.93e-14|DirectHit	CDD177778|21-263:9.59e-17|DirectHit	CDD235453|25-263:4.57e-13|DirectHit	CDD177664|19-269:1.07e-06|DirectHit	CDD177663|9-261:6.20e-15|DirectHit	CDD165733|55-263:8.93e-07|DirectHit	CDD215085|60-265:1.64e-09|DirectHit
3	1.A.8.2.1-P18156:274	CDD238204|3-231:7.11e-48|DirectHit	CDD223653|1-235:4.17e-80|DirectHit	CDD273306|6-230:2.21e-51|DirectHit	CDD395174|3-230:5.12e-35|DirectHit	CDD240230|4-230:3.04e-52|DirectHit	CDD165748|7-231:1.44e-20|DirectHit	CDD215092|7-230:5.94e-18|DirectHit	CDD177778|6-231:3.83e-19|DirectHit	CDD235453|36-230:1.09e-13|DirectHit	CDD177664|35-239:2.46e-04|DirectHit	CDD177663|7-232:4.68e-20|DirectHit	CDD165733|1-240:6.87e-10|DirectHit	CDD215085|35-231:4.58e-04|DirectHit
4	1.A.8.2.2-P22094:289	CDD238204|7-287:3.99e-64|DirectHit	CDD223653|2-288:3.09e-68|DirectHit	CDD273306|12-281:2.51e-22|DirectHit	CDD395174|8-280:1.83e-18|DirectHit	CDD240230|5-287:3.88e-25|DirectHit	CDD165748|3-287:2.32e-08|DirectHit	CDD215092|10-289:6.80e-12|DirectHit	CDD177778|1-287:9.81e-11|DirectHit	CDD235453|8-107:9.97e-09|DirectHit	CDD177664|4-289:4e-63|Rescued1	CDD177663|2-289:2.16e-12|DirectHit	CDD165733|1-289:7.7e-61|Rescued1	CDD215085|1-289:1.9e-35|Rescued1
5	1.A.8.2.3-P52280:243	CDD238204|9-237:8.05e-25|DirectHit	CDD223653|1-233:5.97e-38|DirectHit	CDD273306|10-197:7.91e-19|DirectHit	CDD395174|8-237:8.39e-16|DirectHit	CDD240230|9-233:9.58e-24|DirectHit	CDD165748|8-197:5.95e-05|DirectHit	CDD215092|1-243:7.6e-21|Rescued1	CDD177778|1-243:4.4e-21|Rescued1	CDD235453|5-243:3e-21|Rescued1	CDD177664|3-243:2e-21|Rescued1	CDD177663|2-241:4.2e-21|Rescued1	CDD165733|9-235:1.87e-05|DirectHit	CDD215085|1-242:3.4e-21|Rescued1
6	1.A.8.2.4-C6VJ63:238	CDD238204|4-230:1.04e-33|DirectHit	CDD223653|4-236:1.56e-52|DirectHit	CDD273306|7-230:1.27e-24|DirectHit	CDD395174|4-229:2.53e-22|DirectHit	CDD240230|1-226:7.22e-31|DirectHit	CDD165748|1-234:3.69e-04|DirectHit	CDD215092|5-232:6.46e-06|DirectHit	CDD177778|2-229:1.09e-05|DirectHit	CDD235453|1-236:1.4e-29|Rescued1	CDD177664|1-238:3.7e-31|Rescued1	CDD177663|1-238:5.7e-30|Rescued1	CDD165733|1-238:1.3e-29|Rescued1	CDD215085|1-237:1.8e-29|Rescued1
7	1.A.8.2.5-D7V7W8:235	CDD238204|4-228:1.23e-39|DirectHit	CDD223653|4-230:3.70e-62|DirectHit	CDD273306|6-228:1.15e-35|DirectHit	CDD395174|4-228:2.90e-29|DirectHit	CDD240230|4-230:3.11e-43|DirectHit	CDD165748|4-228:2.95e-13|DirectHit	CDD215092|5-228:1.52e-11|DirectHit	CDD177778|1-228:9.88e-14|DirectHit	CDD235453|1-228:6.93e-12|DirectHit	CDD177664|5-228:9.30e-06|DirectHit	CDD177663|7-234:3.68e-11|DirectHit	CDD165733|1-227:8.69e-07|DirectHit	CDD215085|1-228:1.26e-05|DirectHit
8	1.A.8.2.6-D7V8E7:240	CDD238204|9-239:1.57e-51|DirectHit	CDD223653|5-239:2.36e-82|DirectHit	CDD273306|12-236:3.57e-41|DirectHit	CDD395174|9-236:7.37e-36|DirectHit	CDD240230|11-236:4.54e-57|DirectHit	CDD165748|6-239:3.35e-18|DirectHit	CDD215092|10-239:1.16e-19|DirectHit	CDD177778|5-239:5.86e-17|DirectHit	CDD235453|9-239:1.26e-20|DirectHit	CDD177664|11-239:1.37e-13|DirectHit	CDD177663|6-230:1.03e-16|DirectHit	CDD165733|11-236:6.25e-14|DirectHit	CDD215085|11-237:2.37e-08|DirectHit
9	1.A.8.2.7-D7VEY8:250	CDD238204|8-247:5.87e-57|DirectHit	CDD223653|4-249:2.53e-71|DirectHit	CDD273306|11-244:1.00e-38|DirectHit	CDD395174|11-244:1.43e-32|DirectHit	CDD240230|4-247:7.92e-46|DirectHit	CDD165748|11-246:5.65e-17|DirectHit	CDD215092|11-246:2.53e-20|DirectHit	CDD177778|11-244:5.26e-21|DirectHit	CDD235453|8-249:6.62e-23|DirectHit	CDD177664|11-248:8.50e-14|DirectHit	CDD177663|11-244:8.31e-17|DirectHit	CDD165733|9-249:4.84e-13|DirectHit	CDD215085|9-244:0.001|DirectHit
10	1.A.8.2.8-D7VC84:238	CDD238204|4-230:9.33e-34|DirectHit	CDD223653|4-236:5.32e-51|DirectHit	CDD273306|7-230:5.65e-26|DirectHit	CDD395174|4-229:5.60e-22|DirectHit	CDD240230|1-224:5.09e-32|DirectHit	CDD165748|1-224:2.53e-04|DirectHit	CDD215092|5-232:2.10e-06|DirectHit	CDD177778|2-228:1.89e-05|DirectHit	CDD235453|1-236:8.2e-30|Rescued1	CDD177664|1-238:2.8e-31|Rescued1	CDD177663|1-238:5e-30|Rescued1	CDD165733|1-238:9e-30|Rescued1	CDD215085|1-237:1.4e-29|Rescued1
11	1.A.8.2.9-D0JBC9:248	CDD238204|3-243:1.44e-46|DirectHit	CDD223653|1-246:2.38e-65|DirectHit	CDD273306|6-243:8.30e-39|DirectHit	CDD395174|3-243:2.08e-31|DirectHit	CDD240230|6-246:1.41e-47|DirectHit	CDD165748|3-238:1.54e-19|DirectHit	CDD215092|4-244:1.49e-21|DirectHit	CDD177778|1-236:2.75e-22|DirectHit	CDD235453|1-238:1.83e-05|DirectHit	CDD177664|6-248:4.20e-08|DirectHit	CDD177663|3-236:6.94e-19|DirectHit	CDD165733|6-244:3.29e-12|DirectHit	CDD215085|6-243:1.60e-09|DirectHit
12	1.A.8.2.10-ABT13584:270	CDD238204|9-262:3.91e-25|DirectHit	CDD223653|3-262:1.43e-35|DirectHit	CDD273306|11-256:6.16e-20|DirectHit	CDD395174|5-259:6.90e-15|DirectHit	CDD240230|9-262:1.89e-24|DirectHit	CDD165748|1-269:7.7e-23|Rescued1	CDD215092|1-267:8.2e-23|Rescued1	CDD177778|1-269:2.7e-22|Rescued1	CDD235453|5-264:8.3e-23|Rescued1	CDD177664|1-267:3e-23|Rescued1	CDD177663|1-269:2.7e-22|Rescued1	CDD165733|1-267:6.4e-23|Rescued1	CDD215085|1-265:2.8e-22|Rescued1
13	1.A.8.2.11-Q8Y6Z1:272	CDD238204|9-237:1.28e-48|DirectHit	CDD223653|3-241:2.29e-87|DirectHit	CDD273306|12-236:9.90e-46|DirectHit	CDD395174|9-236:6.68e-35|DirectHit	CDD240230|9-240:3.36e-53|DirectHit	CDD165748|6-239:1.26e-19|DirectHit	CDD215092|2-239:8.20e-22|DirectHit	CDD177778|2-239:9.10e-18|DirectHit	CDD235453|42-239:5.43e-14|DirectHit	CDD177664|11-239:1.32e-06|DirectHit	CDD177663|3-239:2.70e-17|DirectHit	CDD165733|10-242:3.35e-12|DirectHit	CDD215085|10-240:1.25e-06|DirectHit
14	1.A.8.2.12-CZA75502:298	CDD238204|24-296:3.78e-67|DirectHit	CDD223653|19-297:3.09e-77|DirectHit	CDD273306|29-290:2.30e-34|DirectHit	CDD395174|25-289:5.11e-33|DirectHit	CDD240230|22-296:2.36e-35|DirectHit	CDD165748|20-296:8.10e-13|DirectHit	CDD215092|16-298:8.53e-17|DirectHit	CDD177778|17-293:1.48e-10|DirectHit	CDD235453|25-130:2.25e-12|DirectHit	CDD177664|27-298:1.51e-06|DirectHit	CDD177663|19-293:7.88e-15|DirectHit	CDD165733|26-278:1.01e-11|DirectHit	CDD215085|9-298:6.6e-40|Rescued1
15	1.A.8.3.1-P60844:231	CDD238204|3-209:1.20e-61|DirectHit	CDD223653|1-209:8.81e-57|DirectHit	CDD273306|7-209:2.06e-59|DirectHit	CDD395174|3-209:3.49e-41|DirectHit	CDD240230|1-189:9.08e-21|DirectHit	CDD165748|3-198:5.60e-28|DirectHit	CDD215092|3-208:3.96e-19|DirectHit	CDD177778|2-208:4.26e-34|DirectHit	CDD235453|1-231:2.11e-136|DirectHit	CDD177664|2-209:2.24e-10|DirectHit	CDD177663|3-208:1.76e-19|DirectHit	CDD165733|7-209:2.46e-14|DirectHit	CDD215085|2-198:6.10e-09|DirectHit
16	1.A.8.4.1-Q8NBQ7:271	CDD238204|46-257:1.66e-05|DirectHit	CDD223653|46-258:1.9e-16|Rescued1	CDD273306|50-254:2.1e-05|Rescued1	CDD395174|46-268:7.7e-05|Rescued1	CDD240230|42-258:0.00025|Rescued1	CDD165748|48-268:0.00025|Rescued1	CDD215092|48-257:0.00026|Rescued1	CDD177778|42-260:0.0002|Rescued1	CDD235453|48-257:0.00027|Rescued1	CDD177664|46-257:0.00024|Rescued1	CDD177663|47-260:0.00022|Rescued1	CDD165733|46-254:0.00026|Rescued1	CDD215085|46-254:1.2e-16|Rescued1
17	1.A.8.4.2-Q8IXF9:295	CDD238204|77-239:8.67e-07|DirectHit	CDD223653|75-239:2.05e-04|DirectHit	CDD273306|45-238:5.3e-05|Rescued1	CDD395174|1-239:3.5e-05|Rescued1	CDD240230|7-239:2.7e-05|Rescued1	CDD165748|45-239:2.4e-05|Rescued1	CDD215092|1-239:2.4e-05|Rescued1	CDD177778|1-239:2.8e-05|Rescued1	CDD235453|1-243:2.5e-05|Rescued1	CDD177664|1-239:2.3e-05|Rescued1	CDD177663|10-259:1.3e-05|Rescued1	CDD165733|1-239:2.6e-05|Rescued1	CDD215085|77-238:8.93e-04|DirectHit
18	1.A.8.4.3-U6PXB1:259	CDD238204|37-245:3.1e-07|Rescued1	CDD223653|37-241:3.7e-07|Rescued1	CDD273306|37-245:0.0025|Rescued1	CDD395174|31-245:0.0012|Rescued1	CDD240230|37-241:0.0051|Rescued1	CDD165748|37-241:0.0051|Rescued1	CDD215092|37-241:0.0045|Rescued1	CDD177778|37-241:0.0043|Rescued1	CDD235453|37-241:0.0051|Rescued1	CDD177664|30-241:0.004|Rescued1	CDD177663|37-241:0.0049|Rescued1	CDD165733|37-241:0.0045|Rescued1	CDD215085|30-241:2.7e-07|Rescued1
19	1.A.8.4.4-ALA27403:263	CDD238204|41-252:4.7e-14|Rescued1	CDD223653|88-249:6.1e-14|Rescued1	CDD273306|154-249:3.3e-06|Rescued1	CDD395174|154-249:1.3e-05|Rescued1	CDD240230|10-257:0.0071|Rescued2	CDD165748|10-263:0.0091|Rescued2	CDD215092|29-252:0.0057|Rescued1	CDD177778|29-252:0.008|Rescued1	CDD235453|9-262:0.0099|Rescued2	CDD177664|9-263:0.009|Rescued2	CDD177663|10-263:0.0095|Rescued2	CDD165733|38-259:0.0067|Rescued1	CDD215085|88-249:3.4e-14|Rescued1
20	1.A.8.4.5-ARX80212:256	CDD238204|31-245:1.2e-14|Rescued1	CDD223653|31-241:1.5e-14|Rescued1	CDD273306|38-245:0.00029|Rescued1	CDD395174|34-245:0.00012|Rescued1	CDD240230|34-241:0.00012|Rescued1	CDD165748|34-241:0.00012|Rescued1	CDD215092|28-254:0.00012|Rescued1	CDD177778|36-241:0.00016|Rescued1	CDD235453|71-241:0.002|Rescued1	CDD177664|27-256:0.0076|Rescued2	CDD177663|34-241:0.00012|Rescued1	CDD165733|71-241:0.0018|Rescued1	CDD215085|34-241:8.3e-15|Rescued1
21	1.A.8.4.6-Q16GU8:261	CDD238204|39-253:1.5e-13|Rescued1	CDD223653|47-253:2e-13|Rescued1	CDD273306|47-253:1.7e-05|Rescued1	CDD395174|47-253:3.3e-05|Rescued1	CDD240230|47-244:0.0017|Rescued1	CDD165748|47-244:0.0016|Rescued1	CDD215092|47-244:0.0015|Rescued1	CDD177778|47-253:0.0015|Rescued1	CDD235453|47-244:0.0025|Rescued1	CDD177664|47-244:0.0014|Rescued1	CDD177663|47-244:0.0017|Rescued1	CDD165733|47-253:0.0015|Rescued1	CDD215085|47-244:1.3e-13|Rescued1
