# CDD234795:  DirectHits:  11    Rescued Proteins:  3    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD426405:  DirectHits:  12    Rescued Proteins:  2    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD272967:  DirectHits:  12    Rescued Proteins:  2    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD224881:  DirectHits:  11    Rescued Proteins:  3    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD184416:  DirectHits:  12    Rescued Proteins:  2    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD237569:  DirectHits:  11    Rescued Proteins:  3    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD172460:  DirectHits:  12    Rescued Proteins:  2    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
# CDD184415:  DirectHits:  12    Rescued Proteins:  2    Prots with Domain in 1.A.22:  14 (100.0% from a total of 14)
1	1.A.22.1.1-P0A742:136	CDD184415|5-132:3.32e-42|DirectHit	CDD172460|3-132:1.68e-35|DirectHit	CDD272967|3-132:6.33e-59|DirectHit	CDD426405|4-130:2.97e-67|DirectHit	CDD184416|5-136:2.22e-56|DirectHit	CDD237569|1-133:8.66e-58|DirectHit	CDD234795|3-136:3.62e-81|DirectHit	CDD224881|1-132:1.14e-60|DirectHit
2	1.A.22.1.2-P0A5K8:151	CDD184415|1-123:1.43e-15|DirectHit	CDD172460|1-123:8.34e-21|DirectHit	CDD272967|1-123:2.36e-22|DirectHit	CDD426405|1-122:1.78e-47|DirectHit	CDD184416|1-125:1.80e-21|DirectHit	CDD237569|1-123:2.58e-27|DirectHit	CDD234795|1-125:1.46e-47|DirectHit	CDD224881|1-123:6.18e-43|DirectHit
3	1.A.22.1.3-P94585:130	CDD184415|1-127:1.08e-32|DirectHit	CDD172460|1-125:1.53e-18|DirectHit	CDD272967|1-125:4.51e-36|DirectHit	CDD426405|1-123:2.49e-36|DirectHit	CDD184416|1-130:1.31e-49|DirectHit	CDD237569|1-126:1.07e-28|DirectHit	CDD234795|1-129:1.03e-33|DirectHit	CDD224881|1-125:5.19e-35|DirectHit
4	1.A.22.1.4-Q2KCQ1:145	CDD184415|1-142:3.36e-31|DirectHit	CDD172460|1-142:4.11e-22|DirectHit	CDD272967|1-139:2.15e-30|DirectHit	CDD426405|1-140:7.75e-55|DirectHit	CDD184416|1-142:3.71e-35|DirectHit	CDD237569|1-143:2.98e-71|DirectHit	CDD234795|1-142:5.91e-48|DirectHit	CDD224881|1-142:7.59e-52|DirectHit
5	1.A.22.1.5-P68805:120	CDD184415|1-120:3.84e-34|DirectHit	CDD172460|1-119:1.97e-58|DirectHit	CDD272967|1-119:5.95e-26|DirectHit	CDD426405|1-117:2.95e-46|DirectHit	CDD184416|1-119:3.59e-33|DirectHit	CDD237569|1-120:2.82e-36|DirectHit	CDD234795|1-120:9.60e-42|DirectHit	CDD224881|1-119:7.57e-42|DirectHit
6	1.A.22.1.6-D9T6D3:156	CDD184415|1-128:2.39e-22|DirectHit	CDD172460|1-128:3.26e-19|DirectHit	CDD272967|1-128:6.16e-21|DirectHit	CDD426405|1-128:1.51e-51|DirectHit	CDD184416|1-128:1.50e-22|DirectHit	CDD237569|1-128:2.85e-36|DirectHit	CDD234795|1-135:1.76e-40|DirectHit	CDD224881|1-128:7.85e-41|DirectHit
7	1.A.22.1.7-Q5N075:133	CDD184415|14-120:3.57e-20|DirectHit	CDD172460|12-105:9.29e-21|DirectHit	CDD272967|11-129:1.48e-27|DirectHit	CDD426405|11-121:6.48e-39|DirectHit	CDD184416|14-120:6.12e-28|DirectHit	CDD237569|10-133:3.80e-30|DirectHit	CDD234795|11-133:4.11e-36|DirectHit	CDD224881|10-133:4.09e-35|DirectHit
8	1.A.22.1.8-B1MZU9:126	CDD184415|1-125:5.50e-29|DirectHit	CDD172460|1-123:4.23e-21|DirectHit	CDD272967|1-123:1.48e-27|DirectHit	CDD426405|1-120:5.26e-51|DirectHit	CDD184416|1-125:1.93e-30|DirectHit	CDD237569|1-124:9.52e-44|DirectHit	CDD234795|1-125:7.70e-50|DirectHit	CDD224881|1-123:4.06e-44|DirectHit
9	1.A.22.1.9-A9WMF7:133	CDD184415|1-130:3.33e-23|DirectHit	CDD172460|1-132:1.43e-23|DirectHit	CDD272967|1-132:7.66e-26|DirectHit	CDD426405|1-130:4.99e-46|DirectHit	CDD184416|1-133:3.00e-29|DirectHit	CDD237569|1-132:3.57e-35|DirectHit	CDD234795|1-132:1.18e-38|DirectHit	CDD224881|1-132:3.64e-40|DirectHit
10	1.A.22.1.10-Q9KYV5:156	CDD184415|9-149:9.36e-17|DirectHit	CDD172460|13-148:2.66e-12|DirectHit	CDD272967|9-148:1.95e-18|DirectHit	CDD426405|10-145:4.40e-50|DirectHit	CDD184416|9-154:4.32e-24|DirectHit	CDD237569|8-145:2.59e-30|DirectHit	CDD234795|9-149:1.89e-35|DirectHit	CDD224881|8-148:4.88e-37|DirectHit
11	1.A.22.1.11-Q8TNK0:101	CDD184415|3-81:2.28e-06|DirectHit	CDD172460|3-45:9.88e-05|DirectHit	CDD272967|3-77:5.46e-06|DirectHit	CDD426405|3-77:3.02e-14|DirectHit	CDD184416|3-81:2.07e-05|DirectHit	CDD237569|1-77:5.32e-10|DirectHit	CDD234795|3-77:9.14e-10|DirectHit	CDD224881|1-101:4.72e-25|DirectHit
12	1.A.22.1.12-R7QNM6:170	CDD184415|36-116:3.00e-12|DirectHit	CDD172460|37-116:9.65e-11|DirectHit	CDD272967|34-116:2.64e-15|DirectHit	CDD426405|37-117:7.28e-19|DirectHit	CDD184416|37-116:6.30e-15|DirectHit	CDD237569|33-148:9.7e-09|Rescued1	CDD234795|34-148:9.6e-09|Rescued1	CDD224881|33-148:1e-08|Rescued1
13	1.A.22.1.13-AUF82136:101	CDD184415|7-98:2.2e-07|Rescued1	CDD172460|7-98:2e-07|Rescued1	CDD272967|7-98:2e-07|Rescued1	CDD426405|7-98:2e-07|Rescued1	CDD184416|7-98:2.1e-07|Rescued1	CDD237569|7-98:2.1e-07|Rescued1	CDD234795|7-98:2.2e-07|Rescued1	CDD224881|7-98:2.1e-07|Rescued1
14	1.A.22.1.14-YP_003969926:101	CDD184415|4-100:1.7e-06|Rescued1	CDD172460|4-100:1.6e-06|Rescued1	CDD272967|4-100:2.5e-06|Rescued1	CDD426405|4-100:2.5e-06|Rescued1	CDD184416|4-100:1.8e-06|Rescued1	CDD237569|4-100:2.3e-06|Rescued1	CDD234795|4-100:2.5e-06|Rescued1	CDD224881|4-100:2.8e-06|Rescued1
