# CDD431455:  DirectHits:  4    Rescued Proteins:  10    Prots with Domain in 1.M.13:  14 (77.8% from a total of 18)
1	1.M.13.1.1-QXV85012:109	CDD431455|23-108:0.0072|Rescued1
2	1.M.13.1.2-S4TW58:118	CDD431455|4-83:1.7e-07|Rescued1
3	1.M.13.1.3-WP_023295993:120	CDD431455|3-68:0.0015|Rescued1
4	1.M.13.1.4-CDZ85374:130	CDD431455|9-123:0.00041|Rescued2
5	1.M.13.1.5-WP_202738225:121	CDD431455|7-118:0.0071|Rescued2
6	1.M.13.1.6-H6X3G7:122	CDD431455|16-79:0.0045|Rescued1
7	1.M.13.1.7-WP_050175075:105	CDD431455|10-74:2.7e-05|Rescued1
8	1.M.13.1.8-MCK9789692:125	CDD431455|5-77:0.0019|Rescued2
9	1.M.13.1.9-MBS3998466:123	CDD431455|6-112:0.0074|Rescued2
10	1.M.13.1.10-G9Z5S7:109	CDD431455|15-53:0.0021|Rescued2
11	1.M.13.2.1-WEV89068:163	CDD431455|33-158:8.15e-19|DirectHit
12	1.M.13.2.2-WP_142483240:164	CDD431455|10-159:4.52e-16|DirectHit
13	1.M.13.2.3-DAE34117:168	CDD431455|45-163:3.14e-17|DirectHit
14	1.M.13.2.4-YP_010053377:162	CDD431455|40-159:5.68e-18|DirectHit
15	1.M.13.3.1-R5E807:112	CDD431455|Nohit
16	1.M.13.3.2-MDD6333145:109	CDD431455|Nohit
17	1.M.13.3.3-MCI6020862:147	CDD431455|Nohit
18	1.M.13.3.4-WP_012740194:109	CDD431455|Nohit
