# CDD427116:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 9.B.371:  14 (100.0% from a total of 14)
# CDD224523:  DirectHits:  7    Rescued Proteins:  7    Prots with Domain in 9.B.371:  14 (100.0% from a total of 14)
# CDD161843:  DirectHits:  9    Rescued Proteins:  5    Prots with Domain in 9.B.371:  14 (100.0% from a total of 14)
# CDD224961:  DirectHits:  10    Rescued Proteins:  4    Prots with Domain in 9.B.371:  14 (100.0% from a total of 14)
# CDD239524:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 9.B.371:  14 (100.0% from a total of 14)
# CDD239527:  DirectHits:  13    Rescued Proteins:  1    Prots with Domain in 9.B.371:  14 (100.0% from a total of 14)
1	9.B.371.1.1-WP_080065080:141	CDD427116|51-125:7.07e-12|DirectHit	CDD239524|37-125:2.13e-12|DirectHit	CDD239527|24-133:1.29e-27|DirectHit	CDD224961|24-133:4.99e-20|DirectHit	CDD161843|24-125:7.91e-16|DirectHit	CDD224523|34-120:4.79e-05|DirectHit
2	9.B.371.1.2-WP_137231904:158	CDD427116|51-117:2.85e-11|DirectHit	CDD239524|37-137:6.86e-12|DirectHit	CDD239527|24-138:1.85e-29|DirectHit	CDD224961|16-143:1.49e-22|DirectHit	CDD161843|20-138:1.18e-16|DirectHit	CDD224523|34-156:1.5e-09|Rescued1
3	9.B.371.1.3-XP_013259095:169	CDD427116|75-147:1.75e-09|DirectHit	CDD239524|61-156:1.80e-11|DirectHit	CDD239527|49-162:2.40e-17|DirectHit	CDD224961|49-166:6.88e-12|DirectHit	CDD161843|40-147:6.17e-06|DirectHit	CDD224523|59-150:1.6e-09|Rescued1
4	9.B.371.1.4-WP_108369336:134	CDD427116|46-120:4.71e-11|DirectHit	CDD239524|32-126:1.18e-11|DirectHit	CDD239527|19-128:1.23e-24|DirectHit	CDD224961|1-132:5.69e-26|DirectHit	CDD161843|15-128:1.93e-24|DirectHit	CDD224523|29-121:2e-09|Rescued1
5	9.B.371.1.5-WP_043136389:131	CDD427116|42-121:1.11e-06|DirectHit	CDD239524|28-127:7.81e-12|DirectHit	CDD239527|15-128:1.74e-31|DirectHit	CDD224961|1-127:1.30e-23|DirectHit	CDD161843|15-126:2.05e-10|DirectHit	CDD224523|25-112:6.2e-09|Rescued1
6	9.B.371.1.6-WP_167500488:173	CDD427116|71-150:1.47e-14|DirectHit	CDD239524|57-157:6.30e-16|DirectHit	CDD239527|44-158:5.38e-38|DirectHit	CDD224961|38-160:4.58e-33|DirectHit	CDD161843|40-158:3.67e-24|DirectHit	CDD224523|55-165:4e-10|Rescued1
7	9.B.371.1.7-WP_221563781:164	CDD427116|49-123:1.84e-10|DirectHit	CDD239524|49-127:1.53e-10|DirectHit	CDD239527|19-130:1.88e-25|DirectHit	CDD224961|15-130:3.24e-21|DirectHit	CDD161843|15-129:9.51e-30|DirectHit	CDD224523|40-114:7.9e-08|Rescued1
8	9.B.371.1.8-P0ADP2:155	CDD427116|58-146:1.13e-10|DirectHit	CDD239524|58-153:1.26e-08|DirectHit	CDD239527|27-154:4.10e-24|DirectHit	CDD224961|5-154:3.39e-28|DirectHit	CDD161843|23-154:2.26e-11|DirectHit	CDD224523|59-140:1.9e-05|Rescued1
9	9.B.371.2.1-Q8WYK0:555	CDD427116|24-100:9.70e-09|197-274:2.32e-10|DirectHit	CDD239524|9-112:1.12e-08|189-281:3.87e-08|DirectHit	CDD239527|1-112:8.59e-04|DirectHit	CDD224961|7-119:7.4e-13|181-295:2.7e-06|Rescued1	CDD161843|7-97:1.5e-10|181-245:3.2e-06|Rescued1	CDD224523|1-149:1.83e-26|186-328:7.79e-25|DirectHit
10	9.B.371.2.2-WP_144794409:342	CDD427116|35-111:1.60e-06|193-267:1.37e-14|DirectHit	CDD239524|20-106:1.96e-05|179-265:8.49e-13|DirectHit	CDD239527|177-267:1.05e-07|DirectHit	CDD224961|177-287:6.53e-07|DirectHit	CDD161843|28-92:3e-06|178-278:1e-07|Rescued1	CDD224523|7-163:1.70e-35|179-319:4.27e-40|DirectHit
11	9.B.371.2.3-XP_023908334:592	CDD427116|282-346:1.57e-04|DirectHit	CDD239524|252-365:7.62e-06|DirectHit	CDD239527|260-365:6e-08|453-520:6.9e-05|Rescued1	CDD224961|262-365:2.5e-08|453-549:6e-05|Rescued1	CDD161843|260-342:7.7e-07|456-519:8.2e-05|Rescued1	CDD224523|264-397:5.45e-20|457-582:2.21e-08|DirectHit
12	9.B.371.2.4-WP_132849460:166	CDD427116|36-98:1.73e-11|DirectHit	CDD239524|22-125:1.16e-11|DirectHit	CDD239527|21-98:3.31e-08|DirectHit	CDD224961|6-127:9.14e-11|DirectHit	CDD161843|6-95:4.27e-05|DirectHit	CDD224523|28-163:8.76e-35|DirectHit
13	9.B.371.2.5-WP_143505982:137	CDD427116|31-103:6.03e-16|DirectHit	CDD239524|18-120:1.04e-11|DirectHit	CDD239527|10-103:3.90e-06|DirectHit	CDD224961|13-122:6e-11|Rescued1	CDD161843|13-102:7.6e-08|Rescued1	CDD224523|1-131:1.14e-46|DirectHit
14	9.B.371.2.6-WP_119313807:145	CDD427116|32-109:1.24e-17|DirectHit	CDD239524|19-121:2.66e-14|DirectHit	CDD239527|30-113:4.63e-05|DirectHit	CDD224961|4-126:2.8e-12|Rescued1	CDD161843|19-121:6.1e-10|Rescued1	CDD224523|22-137:9.57e-51|DirectHit
