# CDD411558:  DirectHits:  4    Rescued Proteins:  8    Prots with Domain in 1.M.2:  12 (100.0% from a total of 12)
1	1.M.2.1.1-Q6XQ97:133	CDD411558|16-87:0.0076|Rescued1
2	1.M.2.1.2-YP_004539126:188	CDD411558|11-108:0.00089|Rescued2
3	1.M.2.1.3-YP_277497:134	CDD411558|7-81:0.00089|Rescued1
4	1.M.2.1.4-YP_009147876:134	CDD411558|6-106:0.0046|Rescued2
5	1.M.2.1.5-ASP46273:132	CDD411558|18-114:3.1e-05|Rescued1
6	1.M.2.2.1-YP_006489227:161	CDD411558|9-99:3.8e-05|Rescued1
7	1.M.2.2.2-APC44378:141	CDD411558|8-99:9.7e-07|Rescued1
8	1.M.2.2.3-WP_042179714:135	CDD411558|21-115:0.0082|Rescued2
9	1.M.2.3.1-WP_093120881:117	CDD411558|6-100:3.50e-44|DirectHit
10	1.M.2.3.2-WP_075782954:109	CDD411558|21-93:3.50e-30|DirectHit
11	1.M.2.3.3-WP_088671139:124	CDD411558|26-87:1.63e-22|DirectHit
12	1.M.2.3.4-NP_064759:112	CDD411558|8-94:2.81e-14|DirectHit
