# CDD225605:  DirectHits:  1    Rescued Proteins:  0    Prots with Domain in 9.B.147:  1 (8.3% from a total of 12)
# CDD223533:  DirectHits:  1    Rescued Proteins:  0    Prots with Domain in 9.B.147:  1 (8.3% from a total of 12)
# CDD131573:  DirectHits:  1    Rescued Proteins:  0    Prots with Domain in 9.B.147:  1 (8.3% from a total of 12)
# CDD276809:  DirectHits:  1    Rescued Proteins:  0    Prots with Domain in 9.B.147:  1 (8.3% from a total of 12)
1	9.B.147.1.1-Q7UER8:379	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
2	9.B.147.1.2-F8CBJ3:325	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
3	9.B.147.1.3-D4G175:427	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
4	9.B.147.1.4-G2Z718:338	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
5	9.B.147.1.5-Q09CH6:381	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
6	9.B.147.1.6-Q989B9:380	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
7	9.B.147.1.7-K0VHI2:368	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
8	9.B.147.1.8-Q1INJ4:728	CDD131573|446-566:4.60e-04|DirectHit	CDD225605|446-552:0.001|DirectHit	CDD223533|449-643:5.94e-04|DirectHit	CDD276809|467-550:6.52e-11|492-597:1.11e-07|DirectHit
9	9.B.147.2.1-Q7UNA5:419	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
10	9.B.147.2.2-E8R3Q1:322	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
11	9.B.147.2.3-D5SRZ7:341	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
12	9.B.147.2.4-I7ZA57:571	CDD131573|Nohit	CDD225605|Nohit	CDD223533|Nohit	CDD276809|Nohit
