# CDD273236:  DirectHits:  23    Rescued Proteins:  1    Prots with Domain in 2.A.67:  24 (100.0% from a total of 24)
# CDD367370:  DirectHits:  24    Rescued Proteins:  0    Prots with Domain in 2.A.67:  24 (100.0% from a total of 24)
# CDD224216:  DirectHits:  18    Rescued Proteins:  6    Prots with Domain in 2.A.67:  24 (100.0% from a total of 24)
# CDD273239:  DirectHits:  15    Rescued Proteins:  9    Prots with Domain in 2.A.67:  24 (100.0% from a total of 24)
1	2.A.67.1.1-O14411:783	CDD367370|89-740:0.0|DirectHit	CDD273236|73-742:0.0|DirectHit	CDD224216|86-736:7.71e-04|DirectHit	CDD273239|89-728:7.2e-09|Rescued1
2	2.A.67.1.2-P40900:785	CDD367370|89-741:0.0|DirectHit	CDD273236|73-743:0.0|DirectHit	CDD224216|79-744:3.7e-122|Rescued1	CDD273239|91-735:8.2e-09|Rescued1
3	2.A.67.1.3-P40897:799	CDD367370|107-758:2.32e-162|DirectHit	CDD273236|88-760:0.0|DirectHit	CDD224216|101-754:5.3e-93|Rescued1	CDD273239|108-747:0.00033|Rescued1
4	2.A.67.1.4-Q06593:877	CDD367370|163-832:0.0|DirectHit	CDD273236|147-834:0.0|DirectHit	CDD224216|160-828:3e-66|Rescued1	CDD273239|165-832:0.00069|Rescued1
5	2.A.67.1.5-O14031:851	CDD367370|151-811:0.0|DirectHit	CDD273236|135-813:0.0|DirectHit	CDD224216|149-807:1.8e-105|Rescued1	CDD273239|176-806:7.5e-05|Rescued1
6	2.A.67.1.6-Q9FJD2:741	CDD367370|43-703:1.94e-150|DirectHit	CDD273236|27-704:1.40e-177|DirectHit	CDD224216|40-699:7.6e-82|Rescued1	CDD273239|57-691:7.3e-05|Rescued1
7	2.A.67.1.7-O23482:737	CDD367370|40-701:7.94e-164|DirectHit	CDD273236|30-702:8.96e-168|DirectHit	CDD224216|37-698:8.3e-83|Rescued1	CDD273239|49-689:1.6e-06|Rescued1
8	2.A.67.2.1-Q9AY27:682	CDD367370|51-666:1.27e-139|DirectHit	CDD273236|51-659:4.40e-87|DirectHit	CDD224216|51-543:2.49e-22|DirectHit	CDD273239|51-545:4.91e-11|DirectHit
9	2.A.67.2.2-Q6R3L0:673	CDD367370|46-658:2.78e-137|DirectHit	CDD273236|35-653:2.48e-153|DirectHit	CDD224216|45-664:2.22e-26|DirectHit	CDD273239|46-657:6.33e-12|DirectHit
10	2.A.67.2.3-Q6R3K9:664	CDD367370|30-648:8.73e-148|DirectHit	CDD273236|26-643:3.05e-107|DirectHit	CDD224216|23-639:7.97e-28|DirectHit	CDD273239|30-520:7.52e-13|DirectHit
11	2.A.67.2.4-Q2EF88:675	CDD367370|41-656:1.77e-145|DirectHit	CDD273236|37-651:4.58e-107|DirectHit	CDD224216|41-647:3.44e-24|DirectHit	CDD273239|41-528:1.54e-11|DirectHit
12	2.A.67.2.5-Q941V3:679	CDD367370|28-647:3.22e-160|DirectHit	CDD273236|24-649:7.79e-69|DirectHit	CDD224216|28-646:6.68e-23|DirectHit	CDD273239|28-646:7e-95|Rescued1
13	2.A.67.2.6-Q54EF1:777	CDD367370|110-768:5.41e-103|DirectHit	CDD273236|107-764:5.85e-81|DirectHit	CDD224216|107-766:3.53e-63|DirectHit	CDD273239|110-768:1.08e-20|DirectHit
14	2.A.67.2.7-P53134:725	CDD367370|23-718:1.27e-122|DirectHit	CDD273236|8-722:0.0|DirectHit	CDD224216|9-725:0.0|DirectHit	CDD273239|23-713:2.28e-13|DirectHit
15	2.A.67.2.8-G3XDL3:702	CDD367370|73-686:3.22e-133|DirectHit	CDD273236|64-678:3.82e-81|DirectHit	CDD224216|73-692:1.51e-17|DirectHit	CDD273239|204-565:3.64e-11|DirectHit
16	2.A.67.2.9-Q9SHY2:688	CDD367370|43-660:4.96e-166|DirectHit	CDD273236|39-664:1.29e-104|DirectHit	CDD224216|42-667:3.54e-34|DirectHit	CDD273239|43-651:4.10e-16|DirectHit
17	2.A.67.2.10-J7QZU1:600	CDD367370|1-584:1.27e-138|DirectHit	CDD273236|4-584:2.42e-87|DirectHit	CDD224216|7-590:3.86e-23|DirectHit	CDD273239|87-537:6.37e-16|DirectHit
18	2.A.67.2.11-Q6H3Z6:674	CDD367370|36-657:1.00e-134|DirectHit	CDD273236|27-650:4.21e-88|DirectHit	CDD224216|36-664:3.42e-21|DirectHit	CDD273239|163-537:1.78e-14|DirectHit
19	2.A.67.2.12-Q6R3K8:670	CDD367370|34-654:2.52e-131|DirectHit	CDD273236|34-650:1.24e-84|DirectHit	CDD224216|34-649:3.28e-24|DirectHit	CDD273239|34-654:1.37e-06|DirectHit
20	2.A.67.3.1-Q9S433:592	CDD367370|33-587:4.25e-74|DirectHit	CDD273236|25-591:4.42e-103|DirectHit	CDD224216|33-590:7.21e-34|DirectHit	CDD273239|33-588:5.61e-20|DirectHit
21	2.A.67.4.1-P44016:633	CDD367370|1-584:1.07e-72|DirectHit	CDD273236|1-588:1.03e-117|DirectHit	CDD224216|1-598:0.0|DirectHit	CDD273239|2-585:0.0|DirectHit
22	2.A.67.4.2-O58099:626	CDD367370|15-591:4.23e-75|DirectHit	CDD273236|6-587:3.54e-123|DirectHit	CDD224216|2-601:0.0|DirectHit	CDD273239|15-592:0.0|DirectHit
23	2.A.67.4.3-Q9A523:666	CDD367370|12-617:4.01e-77|DirectHit	CDD273236|12-611:2.76e-80|DirectHit	CDD224216|1-627:0.0|DirectHit	CDD273239|12-618:4.03e-154|DirectHit
24	2.A.67.5.1-Q1D9V0:586	CDD367370|63-470:9.92e-11|DirectHit	CDD273236|8-584:1.9e-07|Rescued1	CDD224216|16-411:7.13e-07|DirectHit	CDD273239|8-586:3.3e-07|Rescued1
