# CDD223778:  DirectHits:  18    Rescued Proteins:  3    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD179580:  DirectHits:  11    Rescued Proteins:  10    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD234941:  DirectHits:  12    Rescued Proteins:  9    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD410992:  DirectHits:  16    Rescued Proteins:  5    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD234942:  DirectHits:  17    Rescued Proteins:  4    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD235040:  DirectHits:  14    Rescued Proteins:  7    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD410993:  DirectHits:  18    Rescued Proteins:  3    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD179310:  DirectHits:  17    Rescued Proteins:  4    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD234665:  DirectHits:  16    Rescued Proteins:  5    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD179508:  DirectHits:  15    Rescued Proteins:  6    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD234887:  DirectHits:  13    Rescued Proteins:  8    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD178945:  DirectHits:  9    Rescued Proteins:  12    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD410994:  DirectHits:  17    Rescued Proteins:  4    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD274665:  DirectHits:  18    Rescued Proteins:  3    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD426598:  DirectHits:  17    Rescued Proteins:  4    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
# CDD235012:  DirectHits:  11    Rescued Proteins:  10    Prots with Domain in 2.A.9:  21 (100.0% from a total of 21)
1	2.A.9.1.1-P39952:402	CDD223778|16-334:6.62e-59|DirectHit	CDD410993|125-319:1.58e-74|DirectHit	CDD274665|128-316:2.19e-23|DirectHit	CDD234942|123-332:1.73e-07|DirectHit	CDD179310|110-325:5.64e-16|DirectHit	CDD410994|132-318:4.12e-19|DirectHit	CDD426598|128-318:1.31e-17|DirectHit	CDD410992|129-316:1.12e-19|DirectHit	CDD234665|131-316:2.54e-06|DirectHit	CDD179508|110-317:5.69e-13|DirectHit	CDD235040|110-334:3.31e-06|DirectHit	CDD234887|33-324:7.8e-25|Rescued1	CDD234941|102-324:4.3e-11|Rescued1	CDD179580|102-324:5.3e-11|Rescued1	CDD235012|102-324:4.9e-11|Rescued1	CDD178945|110-395:3.6e-11|Rescued1
2	2.A.9.1.2-Q15070:435	CDD223778|49-329:6.11e-34|DirectHit	CDD410993|137-336:4.48e-100|DirectHit	CDD274665|140-329:1.90e-27|DirectHit	CDD234942|125-329:1.17e-11|DirectHit	CDD179310|124-334:7.52e-14|DirectHit	CDD410994|143-329:1.02e-22|DirectHit	CDD426598|140-329:1.40e-19|DirectHit	CDD410992|141-329:1.43e-28|DirectHit	CDD234665|127-341:1.21e-08|DirectHit	CDD179508|143-339:1.47e-14|DirectHit	CDD235040|121-329:4.64e-09|DirectHit	CDD234887|128-329:1.46e-05|DirectHit	CDD234941|124-339:5.2e-12|Rescued1	CDD179580|124-347:4.1e-12|Rescued1	CDD235012|120-335:1.2e-11|Rescued1	CDD178945|124-386:1.2e-11|Rescued1
3	2.A.9.1.3-Q8N8Q8:333	CDD223778|71-299:1.16e-20|DirectHit	CDD410993|79-299:1.63e-77|DirectHit	CDD274665|82-296:1.45e-16|DirectHit	CDD234942|83-297:4.18e-07|DirectHit	CDD179310|74-297:2.50e-07|DirectHit	CDD410994|85-297:2.56e-13|DirectHit	CDD426598|82-297:4.33e-13|DirectHit	CDD410992|83-296:2.80e-21|DirectHit	CDD234665|85-315:8.82e-09|DirectHit	CDD179508|45-303:2e-12|Rescued1	CDD235040|45-307:9.2e-17|Rescued1	CDD234887|83-292:5.45e-08|DirectHit	CDD234941|69-303:6.3e-08|Rescued1	CDD179580|69-303:4.6e-08|Rescued1	CDD235012|53-300:6e-08|Rescued1	CDD178945|61-300:4.2e-08|Rescued1
4	2.A.9.1.4-O94587:202	CDD223778|1-202:2.47e-34|DirectHit	CDD410993|12-199:7.25e-48|DirectHit	CDD274665|18-194:3.13e-17|DirectHit	CDD234942|70-194:5.17e-06|DirectHit	CDD179310|21-201:3.01e-11|DirectHit	CDD410994|18-200:3.02e-14|DirectHit	CDD426598|18-200:2.34e-15|DirectHit	CDD410992|21-194:2.33e-09|DirectHit	CDD234665|21-201:3.15e-14|DirectHit	CDD179508|18-194:4.15e-05|DirectHit	CDD235040|1-201:1.2e-11|Rescued1	CDD234887|1-202:1.2e-11|Rescued1	CDD234941|1-202:6.1e-12|Rescued1	CDD179580|1-202:1e-11|Rescued1	CDD235012|1-202:4.7e-12|Rescued1	CDD178945|5-201:5.4e-08|Rescued1
5	2.A.9.2.1-Q8LBP4:462	CDD223778|111-354:1.12e-46|DirectHit	CDD410993|143-353:3.18e-32|DirectHit	CDD274665|140-352:5.54e-63|DirectHit	CDD234942|111-368:1.56e-54|DirectHit	CDD179310|133-355:8.12e-31|DirectHit	CDD410994|141-354:1.58e-66|DirectHit	CDD426598|140-354:1.43e-74|DirectHit	CDD410992|141-354:5.32e-31|DirectHit	CDD234665|113-366:1.77e-41|DirectHit	CDD179508|140-359:1.56e-27|DirectHit	CDD235040|133-350:1.01e-13|DirectHit	CDD234887|111-360:5.19e-31|DirectHit	CDD234941|139-352:2.27e-34|DirectHit	CDD179580|139-380:3.06e-29|DirectHit	CDD235012|142-354:4.62e-12|DirectHit	CDD178945|116-404:5.55e-20|DirectHit
6	2.A.9.2.2-Q9FYL3:499	CDD223778|72-338:1.56e-43|DirectHit	CDD410993|127-336:6.10e-29|DirectHit	CDD274665|123-336:1.16e-62|DirectHit	CDD234942|123-348:2.61e-48|DirectHit	CDD179310|119-338:5.66e-32|DirectHit	CDD410994|125-338:1.09e-64|DirectHit	CDD426598|124-338:9.20e-71|DirectHit	CDD410992|125-333:1.18e-30|DirectHit	CDD234665|97-348:1.95e-39|DirectHit	CDD179508|123-343:5.27e-28|DirectHit	CDD235040|124-418:1.96e-16|DirectHit	CDD234887|96-338:9.56e-24|DirectHit	CDD234941|123-333:4.08e-29|DirectHit	CDD179580|127-336:1.20e-23|DirectHit	CDD235012|100-348:2.68e-11|DirectHit	CDD178945|123-480:5.35e-17|DirectHit
7	2.A.9.3.1-P25714:548	CDD223778|248-547:1.61e-113|DirectHit	CDD410993|354-530:7.46e-40|DirectHit	CDD274665|353-531:1.36e-101|DirectHit	CDD234942|1-548:0.0|DirectHit	CDD179310|318-537:7.11e-42|DirectHit	CDD410994|355-533:2.55e-97|DirectHit	CDD426598|354-533:2.13e-98|DirectHit	CDD410992|355-533:2.37e-89|DirectHit	CDD234665|345-539:9.41e-50|DirectHit	CDD179508|332-547:8.77e-46|DirectHit	CDD235040|330-531:7.70e-29|DirectHit	CDD234887|297-548:2.39e-51|DirectHit	CDD234941|334-533:9.20e-41|DirectHit	CDD179580|332-537:8.43e-29|DirectHit	CDD235012|325-532:3.82e-18|DirectHit	CDD178945|354-538:1.14e-14|DirectHit
8	2.A.9.3.2-Q01625:261	CDD223778|6-261:9.14e-67|DirectHit	CDD410993|79-245:2.09e-40|DirectHit	CDD274665|82-242:9.53e-73|DirectHit	CDD234942|82-243:4.29e-52|DirectHit	CDD179310|1-243:5.67e-67|DirectHit	CDD410994|82-243:5.04e-79|DirectHit	CDD426598|82-243:3.01e-71|DirectHit	CDD410992|82-243:1.43e-51|DirectHit	CDD234665|82-256:3.04e-55|DirectHit	CDD179508|3-261:1.38e-152|DirectHit	CDD235040|1-261:1.90e-39|DirectHit	CDD234887|84-261:6.38e-25|DirectHit	CDD234941|82-253:5.27e-33|DirectHit	CDD179580|82-256:1.25e-32|DirectHit	CDD235012|82-242:8.34e-21|DirectHit	CDD178945|82-242:9.70e-14|DirectHit
9	2.A.9.3.3-P54544:275	CDD223778|1-275:2.19e-54|DirectHit	CDD410993|65-257:2.30e-32|DirectHit	CDD274665|63-257:3.76e-60|DirectHit	CDD234942|38-270:2.48e-38|DirectHit	CDD179310|1-266:6.97e-139|DirectHit	CDD410994|64-258:1.14e-59|DirectHit	CDD426598|63-258:1.17e-54|DirectHit	CDD410992|64-257:6.40e-36|DirectHit	CDD234665|63-258:1.00e-38|DirectHit	CDD179508|8-266:2.82e-52|DirectHit	CDD235040|1-256:6.31e-55|DirectHit	CDD234887|38-265:1.69e-28|DirectHit	CDD234941|48-257:1.65e-28|DirectHit	CDD179580|48-257:9.31e-21|DirectHit	CDD235012|38-275:7.18e-20|DirectHit	CDD178945|42-260:8.41e-15|DirectHit
10	2.A.9.3.4-Q1CVG1:603	CDD223778|280-588:1.15e-59|DirectHit	CDD410993|425-578:2.49e-27|DirectHit	CDD274665|398-575:1.08e-68|DirectHit	CDD234942|137-585:1.55e-104|DirectHit	CDD179310|351-585:1.96e-26|DirectHit	CDD410994|418-579:5.40e-74|DirectHit	CDD426598|418-579:1.10e-67|DirectHit	CDD410992|418-575:3.09e-35|DirectHit	CDD234665|420-579:3.29e-28|DirectHit	CDD179508|376-575:4.01e-35|DirectHit	CDD235040|418-574:4.80e-12|DirectHit	CDD234887|282-584:3.46e-37|DirectHit	CDD234941|420-594:6.21e-24|DirectHit	CDD179580|420-583:1.05e-22|DirectHit	CDD235012|418-588:2.06e-13|DirectHit	CDD178945|385-603:1.3e-32|Rescued1
11	2.A.9.3.5-Q9RCA5:257	CDD223778|6-257:1.07e-64|DirectHit	CDD410993|61-235:1.66e-28|DirectHit	CDD274665|58-236:7.17e-67|DirectHit	CDD234942|36-251:1.27e-53|DirectHit	CDD179310|2-233:1.54e-63|DirectHit	CDD410994|60-236:3.99e-69|DirectHit	CDD426598|59-236:2.56e-63|DirectHit	CDD410992|60-236:1.57e-52|DirectHit	CDD234665|56-236:2.41e-45|DirectHit	CDD179508|1-257:3.38e-137|DirectHit	CDD235040|2-237:1.01e-42|DirectHit	CDD234887|47-257:4.50e-27|DirectHit	CDD234941|58-236:9.47e-30|DirectHit	CDD179580|42-238:6.88e-32|DirectHit	CDD235012|23-236:3.69e-23|DirectHit	CDD178945|38-233:1.75e-17|DirectHit
