# CDD397363:  DirectHits:  18    Rescued Proteins:  3    Prots with Domain in 2.A.12:  21 (100.0% from a total of 21)
# CDD273262:  DirectHits:  14    Rescued Proteins:  7    Prots with Domain in 2.A.12:  21 (100.0% from a total of 21)
# CDD225743:  DirectHits:  21    Rescued Proteins:  0    Prots with Domain in 2.A.12:  21 (100.0% from a total of 21)
1	2.A.12.1.1-P19568:498	CDD225743|1-498:0.0|DirectHit	CDD397363|3-489:0.0|DirectHit	CDD273262|20-489:0.0|DirectHit
2	2.A.12.1.2-Q9S6V3:528	CDD225743|6-496:0.0|DirectHit	CDD397363|2-492:0.0|DirectHit	CDD273262|19-492:0.0|DirectHit
3	2.A.12.1.3-Q842J1:499	CDD225743|1-495:1.11e-172|DirectHit	CDD397363|3-491:5.28e-176|DirectHit	CDD273262|20-491:5.03e-174|DirectHit
4	2.A.12.1.4-Q9ZD47:512	CDD225743|9-512:0.0|DirectHit	CDD397363|12-503:0.0|DirectHit	CDD273262|29-503:2.39e-123|DirectHit
5	2.A.12.1.5-O05962:500	CDD225743|1-500:0.0|DirectHit	CDD397363|4-496:0.0|DirectHit	CDD273262|21-496:1.18e-113|DirectHit
6	2.A.12.1.6-Q6MEM5:513	CDD225743|9-497:1.15e-165|DirectHit	CDD397363|2-491:0.0|DirectHit	CDD273262|19-491:0.0|DirectHit
7	2.A.12.1.7-Q6MEN4:516	CDD225743|2-496:1.37e-147|DirectHit	CDD397363|1-484:0.0|DirectHit	CDD273262|18-484:3.09e-175|DirectHit
8	2.A.12.1.8-Q6MEN5:536	CDD225743|1-503:1.57e-155|DirectHit	CDD397363|4-499:0.0|DirectHit	CDD273262|21-499:4.01e-176|DirectHit
9	2.A.12.1.9-Q6MBI2:489	CDD225743|15-471:7.40e-89|DirectHit	CDD397363|15-473:6.85e-116|DirectHit	CDD273262|15-473:4.33e-103|DirectHit
10	2.A.12.1.10-Q8SRA2:559	CDD225743|18-542:1.83e-174|DirectHit	CDD397363|35-527:1.21e-36|DirectHit	CDD273262|38-527:4.2e-30|Rescued1
11	2.A.12.1.11-Q8SUF9:553	CDD225743|14-546:1.27e-175|DirectHit	CDD397363|28-531:2.05e-33|DirectHit	CDD273262|39-531:3.2e-30|Rescued1
12	2.A.12.1.12-Q8SUG0:543	CDD225743|26-543:1.28e-174|DirectHit	CDD397363|38-528:1.22e-26|DirectHit	CDD273262|38-528:3.8e-27|Rescued1
13	2.A.12.1.13-Q8SUG7:536	CDD225743|14-534:1.36e-172|DirectHit	CDD397363|78-519:2.12e-30|DirectHit	CDD273262|40-519:1.7e-27|Rescued1
14	2.A.12.1.14-B0RZB7:521	CDD225743|14-517:1.23e-146|DirectHit	CDD397363|3-498:0.0|DirectHit	CDD273262|20-498:3.94e-155|DirectHit
15	2.A.12.1.15-D0V1N0:469	CDD225743|1-468:1.07e-157|DirectHit	CDD397363|1-462:4.37e-176|DirectHit	CDD273262|1-462:5.68e-155|DirectHit
16	2.A.12.1.16-Q39002:624	CDD225743|104-577:5.48e-152|DirectHit	CDD397363|102-574:0.0|DirectHit	CDD273262|108-574:0.0|DirectHit
17	2.A.12.1.17-Q9X9D2:540	CDD225743|2-506:5.52e-178|DirectHit	CDD397363|1-500:0.0|DirectHit	CDD273262|18-500:1.97e-170|DirectHit
18	2.A.12.1.18-Q6MDZ0:431	CDD225743|8-381:6.71e-21|DirectHit	CDD397363|3-428:2.6e-15|Rescued1	CDD273262|9-428:2.2e-15|Rescued1
19	2.A.12.1.19-P92935:618	CDD225743|101-572:6.90e-149|DirectHit	CDD397363|88-571:0.0|DirectHit	CDD273262|105-571:0.0|DirectHit
20	2.A.12.2.1-L0TV08:927	CDD225743|47-320:2.63e-05|DirectHit	CDD397363|2-420:1.1e-09|Rescued1	CDD273262|2-420:6.1e-10|Rescued1
21	2.A.12.2.2-F6IN47:878	CDD225743|11-339:6.33e-11|DirectHit	CDD397363|3-446:2.7e-09|Rescued1	CDD273262|5-446:4.3e-09|Rescued1
