# CDD251109:  DirectHits:  28    Rescued Proteins:  1    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD271404:  DirectHits:  21    Rescued Proteins:  8    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD224864:  DirectHits:  26    Rescued Proteins:  3    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD271378:  DirectHits:  22    Rescued Proteins:  7    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD271376:  DirectHits:  21    Rescued Proteins:  8    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD224374:  DirectHits:  28    Rescued Proteins:  1    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD273275:  DirectHits:  22    Rescued Proteins:  7    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD271375:  DirectHits:  22    Rescued Proteins:  7    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD183106:  DirectHits:  19    Rescued Proteins:  10    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD271377:  DirectHits:  28    Rescued Proteins:  1    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
# CDD271358:  DirectHits:  27    Rescued Proteins:  2    Prots with Domain in 2.A.39:  29 (100.0% from a total of 29)
1	2.A.39.1.1-P0AA82:419	CDD224374|1-404:4.25e-106|DirectHit	CDD251109|11-397:5.21e-80|DirectHit	CDD271377|12-404:5.63e-117|DirectHit	CDD271358|17-404:7.60e-90|DirectHit	CDD224864|10-416:5.45e-16|DirectHit	CDD273275|6-390:4.18e-79|DirectHit	CDD271375|33-383:3.08e-09|DirectHit	CDD271378|40-401:1.38e-17|DirectHit	CDD271376|44-398:2.34e-12|DirectHit	CDD271404|40-397:1.86e-04|DirectHit	CDD183106|40-348:1.69e-04|DirectHit
2	2.A.39.1.2-B1JAG2:427	CDD224374|12-393:1.28e-38|DirectHit	CDD251109|12-388:2.96e-12|DirectHit	CDD271377|14-392:3.99e-50|DirectHit	CDD271358|21-388:3.55e-12|DirectHit	CDD224864|12-388:4.37e-09|DirectHit	CDD273275|12-389:2.60e-23|DirectHit	CDD271375|7-424:8e-11|Rescued1	CDD271378|11-388:7.82e-06|DirectHit	CDD271376|5-420:9.1e-11|Rescued1	CDD271404|4-424:2.7e-10|Rescued1	CDD183106|7-424:1.6e-09|Rescued1
3	2.A.39.1.3-A1KWE6:407	CDD224374|16-391:3.44e-79|DirectHit	CDD251109|17-344:2.36e-12|DirectHit	CDD271377|14-401:7.23e-65|DirectHit	CDD271358|17-362:3.75e-10|DirectHit	CDD224864|17-343:0.001|DirectHit	CDD273275|1-396:3.8e-32|Rescued1	CDD271375|8-396:9.3e-10|Rescued1	CDD271378|8-396:9.6e-32|Rescued1	CDD271376|8-386:1.2e-09|Rescued1	CDD271404|8-396:4.4e-10|Rescued1	CDD183106|8-385:9.1e-10|Rescued1
4	2.A.39.1.4-F8IKT4:490	CDD224374|25-475:9.59e-41|DirectHit	CDD251109|27-449:9.93e-36|DirectHit	CDD271377|28-472:2.09e-39|DirectHit	CDD271358|36-472:6.12e-19|DirectHit	CDD224864|18-472:1.16e-18|DirectHit	CDD273275|21-453:4.8e-26|Rescued1	CDD271375|31-431:8.55e-13|DirectHit	CDD271378|62-472:1.41e-20|DirectHit	CDD271376|36-440:1.20e-04|DirectHit	CDD271404|38-472:3.46e-14|DirectHit	CDD183106|22-474:2.1e-19|Rescued1
5	2.A.39.1.5-P94369:457	CDD224374|8-452:5.62e-115|DirectHit	CDD251109|10-428:5.98e-109|DirectHit	CDD271377|12-445:1.72e-95|DirectHit	CDD271358|23-441:5.24e-22|DirectHit	CDD224864|11-450:5.36e-21|DirectHit	CDD273275|6-428:1.7e-13|Rescued1	CDD271375|11-441:4.01e-16|DirectHit	CDD271378|11-441:4.81e-19|DirectHit	CDD271376|15-447:1.17e-09|DirectHit	CDD271404|45-442:1.02e-09|DirectHit	CDD183106|12-441:1.23e-09|DirectHit
6	2.A.39.1.6-Q9ZBQ0:485	CDD224374|13-463:9.58e-34|DirectHit	CDD251109|18-445:4.52e-105|DirectHit	CDD271377|20-466:5.72e-69|DirectHit	CDD271358|28-431:4.21e-16|DirectHit	CDD224864|11-462:2.19e-18|DirectHit	CDD273275|13-421:7.55e-18|DirectHit	CDD271375|19-460:3.24e-12|DirectHit	CDD271378|19-462:1.16e-12|DirectHit	CDD271376|21-435:5.49e-10|DirectHit	CDD271404|19-463:1.59e-13|DirectHit	CDD183106|14-462:3.3e-13|Rescued1
7	2.A.39.1.7-O86506:476	CDD224374|6-467:7.00e-26|DirectHit	CDD251109|10-448:9.13e-89|DirectHit	CDD271377|12-455:6.82e-21|DirectHit	CDD271358|74-455:2.62e-05|DirectHit	CDD224864|11-468:1.10e-06|DirectHit	CDD273275|6-436:6.3e-15|Rescued1	CDD271375|8-458:5.9e-16|Rescued1	CDD271378|8-458:1.2e-17|Rescued1	CDD271376|9-461:3.4e-16|Rescued1	CDD271404|8-458:1.6e-17|Rescued1	CDD183106|4-461:1.7e-10|Rescued1
8	2.A.39.2.1-P17064:533	CDD224374|65-533:5.39e-142|DirectHit	CDD251109|76-494:4.26e-113|DirectHit	CDD271377|79-529:1.19e-93|DirectHit	CDD271358|86-329:9.06e-09|DirectHit	CDD224864|88-450:5.11e-04|DirectHit	CDD273275|71-508:2.5e-79|Rescued1	CDD271375|72-523:5.6e-57|Rescued1	CDD271378|72-523:3.6e-13|Rescued1	CDD271376|72-529:2.3e-13|Rescued1	CDD271404|72-525:1.4e-11|Rescued1	CDD183106|72-523:3.3e-13|Rescued1
9	2.A.39.2.2-P53099:579	CDD224374|64-579:3.03e-104|DirectHit	CDD251109|118-441:2.05e-11|DirectHit	CDD271377|80-490:1.28e-70|DirectHit	CDD271358|88-566:4.4e-31|Rescued1	CDD224864|68-566:4.7e-30|Rescued1	CDD273275|70-510:6.32e-106|DirectHit	CDD271375|76-566:6.4e-23|Rescued1	CDD271378|70-566:4.1e-08|Rescued1	CDD271376|70-566:3.9e-08|Rescued1	CDD271404|70-566:1.5e-07|Rescued1	CDD183106|70-566:3.9e-08|Rescued1
10	2.A.39.2.3-Q708J7:514	CDD224374|51-512:3.24e-91|DirectHit	CDD251109|64-476:5.09e-56|DirectHit	CDD271377|64-511:1.48e-70|DirectHit	CDD271358|70-478:4.11e-06|DirectHit	CDD224864|70-470:5.82e-08|DirectHit	CDD273275|55-487:7.15e-76|DirectHit	CDD271375|70-356:3.07e-05|DirectHit	CDD271378|61-505:3.3e-08|Rescued1	CDD271376|63-505:3.7e-08|Rescued1	CDD271404|61-498:7.4e-08|Rescued1	CDD183106|63-505:3.8e-08|Rescued1
