# CDD428752:  DirectHits:  17    Rescued Proteins:  3    Prots with Domain in 1.W.9:  20 (100.0% from a total of 20)
# CDD226818:  DirectHits:  13    Rescued Proteins:  7    Prots with Domain in 1.W.9:  20 (100.0% from a total of 20)
1	1.W.9.1.1-Q9T1W5:512	CDD428752|3-507:0.0|DirectHit	CDD226818|3-510:0.0|DirectHit
2	1.W.9.1.2-AZF88291:487	CDD428752|22-480:3.01e-54|DirectHit	CDD226818|22-478:8.18e-34|DirectHit
3	1.W.9.1.3-HCL55457:401	CDD428752|21-390:3.58e-83|DirectHit	CDD226818|44-364:1.35e-31|DirectHit
4	1.W.9.1.4-WP_109651723:1036	CDD428752|81-458:5.35e-22|DirectHit	CDD226818|220-478:1.50e-10|DirectHit
5	1.W.9.1.5-WP_060826166:467	CDD428752|57-456:5.14e-49|DirectHit	CDD226818|177-458:4.67e-17|DirectHit
6	1.W.9.1.6-TVP80452:509	CDD428752|18-452:2.94e-27|DirectHit	CDD226818|19-453:2.53e-10|DirectHit
7	1.W.9.1.7-WP_148878533:416	CDD428752|45-394:9.61e-37|DirectHit	CDD226818|45-412:1.07e-10|DirectHit
8	1.W.9.1.8-TXH42089:617	CDD428752|129-397:1.69e-15|DirectHit	CDD226818|129-430:2.53e-07|DirectHit
9	1.W.9.1.9-RXG66789:557	CDD428752|52-417:1.81e-32|DirectHit	CDD226818|53-408:1.38e-14|DirectHit
10	1.W.9.1.10-ASJ79155:498	CDD428752|75-404:3.41e-13|DirectHit	CDD226818|64-489:8.6e-09|Rescued1
11	1.W.9.1.11-AYD81498:472	CDD428752|147-440:4.45e-11|DirectHit	CDD226818|48-444:2.9e-13|Rescued1
12	1.W.9.1.12-WP_145056293:452	CDD428752|54-451:5.20e-15|DirectHit	CDD226818|55-450:2.78e-07|DirectHit
13	1.W.9.1.13-A7XXR3:448	CDD428752|56-397:3.1e-15|Rescued1	CDD226818|58-397:6.5e-10|Rescued1
14	1.W.9.1.14-WP_053235977:584	CDD428752|28-452:1.96e-76|DirectHit	CDD226818|40-467:1.24e-36|DirectHit
15	1.W.9.1.15-WP_025803616:429	CDD428752|77-424:3.83e-22|DirectHit	CDD226818|22-276:9.15e-08|DirectHit
16	1.W.9.1.16-RXG66789:557	CDD428752|52-417:1.81e-32|DirectHit	CDD226818|53-408:1.38e-14|DirectHit
17	1.W.9.2.1-RLD10056:408	CDD428752|172-398:6.51e-12|DirectHit	CDD226818|93-404:3.5e-11|Rescued1
18	1.W.9.2.2-HBY62778:433	CDD428752|208-386:7.42e-16|DirectHit	CDD226818|4-433:7.2e-10|Rescued1
19	1.W.9.3.1-AXH46464:589	CDD428752|72-506:8.1e-11|Rescued1	CDD226818|72-506:7.2e-11|Rescued1
20	1.W.9.4.1-HAM56808:340	CDD428752|45-294:4.1e-06|Rescued2	CDD226818|153-313:0.0025|Rescued1
