# CDD277198:  DirectHits:  12    Rescued Proteins:  2    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277199:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277197:  DirectHits:  13    Rescued Proteins:  1    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD238105:  DirectHits:  11    Rescued Proteins:  0    Prots with Domain in 8.A.91:  11 (78.6% from a total of 14)
# CDD277201:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD214699:  DirectHits:  10    Rescued Proteins:  1    Prots with Domain in 8.A.91:  11 (78.6% from a total of 14)
# CDD277193:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD425876:  DirectHits:  9    Rescued Proteins:  4    Prots with Domain in 8.A.91:  13 (92.9% from a total of 14)
# CDD428611:  DirectHits:  11    Rescued Proteins:  3    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277202:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277235:  DirectHits:  13    Rescued Proteins:  1    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277234:  DirectHits:  11    Rescued Proteins:  3    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD227406:  DirectHits:  9    Rescued Proteins:  5    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277200:  DirectHits:  13    Rescued Proteins:  1    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277229:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277232:  DirectHits:  8    Rescued Proteins:  6    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277236:  DirectHits:  10    Rescued Proteins:  4    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD227635:  DirectHits:  9    Rescued Proteins:  5    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277233:  DirectHits:  11    Rescued Proteins:  3    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277231:  DirectHits:  9    Rescued Proteins:  5    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD197699:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
# CDD277228:  DirectHits:  14    Rescued Proteins:  0    Prots with Domain in 8.A.91:  14 (100.0% from a total of 14)
1	8.A.91.1.1-Q42374:310	CDD197699|214-274:9.77e-12|DirectHit	CDD277201|211-273:9.50e-22|DirectHit	CDD277202|214-275:3.05e-09|DirectHit	CDD277228|215-274:2.58e-06|DirectHit	CDD277193|215-272:2.00e-12|DirectHit	CDD277229|215-281:9.09e-09|DirectHit	CDD277199|216-272:1.75e-07|DirectHit	CDD277200|215-274:1.47e-07|DirectHit	CDD277235|214-278:6.90e-10|DirectHit	CDD277197|215-271:4.10e-06|DirectHit	CDD277198|215-272:1.93e-06|DirectHit	CDD277233|211-278:6.05e-10|DirectHit	CDD238105|45-199:4.67e-41|DirectHit	CDD277234|214-279:1.75e-07|DirectHit	CDD428611|248-286:5.85e-09|DirectHit	CDD214699|43-162:2.18e-29|DirectHit	CDD277236|214-273:2.30e-06|DirectHit	CDD227406|41-286:4.58e-13|DirectHit	CDD227635|61-284:8.26e-10|DirectHit	CDD277231|214-272:2.85e-05|DirectHit	CDD425876|47-247:3.60e-71|DirectHit	CDD277232|212-272:8.3e-17|Rescued1
2	8.A.91.1.2-Q6DDI9:290	CDD197699|189-254:7.47e-14|DirectHit	CDD277201|191-253:1.03e-28|DirectHit	CDD277202|192-255:1.37e-14|DirectHit	CDD277228|195-254:4.32e-10|DirectHit	CDD277193|195-253:1.15e-14|DirectHit	CDD277229|195-261:2.53e-11|DirectHit	CDD277199|205-253:6.29e-08|DirectHit	CDD277200|195-254:8.86e-09|DirectHit	CDD277235|191-259:5.99e-35|DirectHit	CDD277197|195-283:7.93e-10|DirectHit	CDD277198|195-253:5.37e-09|DirectHit	CDD277233|191-259:2.03e-28|DirectHit	CDD238105|30-181:7.29e-51|DirectHit	CDD277234|191-259:1.00e-26|DirectHit	CDD428611|228-279:5.10e-12|DirectHit	CDD214699|28-146:5.02e-24|DirectHit	CDD277236|191-252:3.86e-18|DirectHit	CDD227406|33-283:3.02e-27|DirectHit	CDD227635|33-285:2.44e-10|DirectHit	CDD277231|191-253:5.90e-16|DirectHit	CDD425876|32-227:6.52e-62|DirectHit	CDD277232|192-252:7.63e-13|DirectHit
3	8.A.91.1.3-Q7ZWP6:259	CDD197699|165-225:7.46e-12|DirectHit	CDD277201|166-224:7.83e-15|DirectHit	CDD277202|166-225:9.47e-09|DirectHit	CDD277228|166-225:2.92e-29|DirectHit	CDD277193|166-222:1.32e-19|DirectHit	CDD277229|166-232:1.06e-25|DirectHit	CDD277199|176-223:2.28e-10|DirectHit	CDD277200|166-225:7.30e-24|DirectHit	CDD277235|166-229:1.84e-11|DirectHit	CDD277197|166-245:9.07e-13|DirectHit	CDD277198|166-222:8.14e-14|DirectHit	CDD277233|166-229:1.74e-11|DirectHit	CDD238105|11-137:3.47e-17|DirectHit	CDD277234|166-230:1.53e-09|DirectHit	CDD428611|199-250:1.46e-14|DirectHit	CDD214699|11-114:6.14e-14|DirectHit	CDD277236|166-224:3.60e-06|DirectHit	CDD227406|147-258:1.33e-10|DirectHit	CDD227635|69-254:2.44e-22|DirectHit	CDD277231|166-222:3.54e-06|DirectHit	CDD425876|76-198:3.23e-05|DirectHit	CDD277232|163-221:2.23e-06|DirectHit
4	8.A.91.1.4-Q16623:288	CDD197699|189-254:1.83e-17|DirectHit	CDD277201|191-253:2.02e-32|DirectHit	CDD277202|192-255:3.10e-15|DirectHit	CDD277228|195-254:6.10e-09|DirectHit	CDD277193|195-253:7.26e-17|DirectHit	CDD277229|195-261:2.02e-11|DirectHit	CDD277199|205-245:8.75e-09|DirectHit	CDD277200|198-254:2.48e-08|DirectHit	CDD277235|191-259:7.73e-29|DirectHit	CDD277197|195-278:2.05e-07|DirectHit	CDD277198|195-253:4.55e-12|DirectHit	CDD277233|191-259:8.16e-37|DirectHit	CDD238105|30-181:1.46e-56|DirectHit	CDD277234|191-259:2.84e-28|DirectHit	CDD428611|228-279:7.44e-17|DirectHit	CDD214699|29-146:9.13e-27|DirectHit	CDD277236|191-252:2.68e-19|DirectHit	CDD227406|30-286:8.58e-26|DirectHit	CDD227635|33-286:2.6e-56|Rescued1	CDD277231|191-253:4.21e-17|DirectHit	CDD425876|32-227:6.42e-56|DirectHit	CDD277232|192-245:3.47e-13|DirectHit
5	8.A.91.1.5-P32867:290	CDD197699|187-252:2.58e-10|DirectHit	CDD277201|189-251:6.38e-15|DirectHit	CDD277202|190-253:1.36e-21|DirectHit	CDD277228|193-252:2.28e-04|DirectHit	CDD277193|193-251:8.24e-12|DirectHit	CDD277229|193-259:5.78e-04|DirectHit	CDD277199|190-248:8.20e-07|DirectHit	CDD277200|196-252:2.34e-05|DirectHit	CDD277235|189-254:3.97e-10|DirectHit	CDD277197|194-260:8.69e-09|DirectHit	CDD277198|193-246:1.08e-08|DirectHit	CDD277233|189-254:1.67e-11|DirectHit	CDD238105|33-176:2.98e-29|DirectHit	CDD277234|189-254:1.33e-07|DirectHit	CDD428611|226-268:1.18e-08|DirectHit	CDD214699|31-141:1.07e-10|DirectHit	CDD277236|189-249:9.60e-06|DirectHit	CDD227406|1-268:2.25e-122|DirectHit	CDD227635|36-283:4e-15|Rescued1	CDD277231|189-251:5.48e-06|DirectHit	CDD425876|108-225:4.45e-14|DirectHit	CDD277232|190-239:3.76e-04|DirectHit
6	8.A.91.1.6-Q13277:289	CDD197699|188-253:4.39e-12|DirectHit	CDD277201|190-252:2.67e-27|DirectHit	CDD277202|191-254:3.96e-14|DirectHit	CDD277228|194-253:1.45e-08|DirectHit	CDD277193|194-252:3.16e-14|DirectHit	CDD277229|194-260:2.97e-09|DirectHit	CDD277199|203-244:1.49e-05|DirectHit	CDD277200|197-253:9.68e-07|DirectHit	CDD277235|190-258:1.32e-27|DirectHit	CDD277197|194-252:3.87e-06|DirectHit	CDD277198|194-252:5.57e-10|DirectHit	CDD277233|190-258:3.85e-27|DirectHit	CDD238105|32-181:1.80e-52|DirectHit	CDD277234|190-258:3.53e-38|DirectHit	CDD428611|227-263:5.64e-09|DirectHit	CDD214699|30-146:3.89e-31|DirectHit	CDD277236|190-251:2.39e-16|DirectHit	CDD227406|15-263:2.22e-21|DirectHit	CDD227635|37-263:2.35e-10|DirectHit	CDD277231|190-252:2.90e-16|DirectHit	CDD425876|34-226:1.01e-59|DirectHit	CDD277232|191-251:1.04e-12|DirectHit
7	8.A.91.1.7-Q9ZSD4:346	CDD197699|212-276:4.75e-15|DirectHit	CDD277201|213-275:1.80e-24|DirectHit	CDD277202|215-276:4.55e-12|DirectHit	CDD277228|217-276:2.02e-09|DirectHit	CDD277193|217-274:2.97e-15|DirectHit	CDD277229|217-283:4.92e-12|DirectHit	CDD277199|218-274:4.70e-08|DirectHit	CDD277200|217-276:1.02e-08|DirectHit	CDD277235|214-280:8.56e-13|DirectHit	CDD277197|217-281:2.27e-05|DirectHit	CDD277198|217-274:1.39e-05|DirectHit	CDD277233|213-280:3.10e-12|DirectHit	CDD238105|44-201:2.71e-47|DirectHit	CDD277234|214-281:2.46e-12|DirectHit	CDD428611|251-288:1.12e-09|DirectHit	CDD214699|42-165:2.23e-29|DirectHit	CDD277236|214-275:5.06e-10|DirectHit	CDD227406|47-298:7.39e-07|DirectHit	CDD227635|47-306:2.2e-44|Rescued1	CDD277231|214-274:3.92e-09|DirectHit	CDD425876|46-249:1.63e-84|DirectHit	CDD277232|216-256:1.12e-04|DirectHit
8	8.A.91.1.8-Q8N4C7:294	CDD197699|206-267:1.31e-08|DirectHit	CDD277201|208-266:2.75e-17|DirectHit	CDD277202|209-272:3.28e-06|DirectHit	CDD277228|212-271:6.32e-04|DirectHit	CDD277193|212-263:3.51e-08|DirectHit	CDD277229|212-278:2.03e-04|DirectHit	CDD277199|217-262:6.28e-04|DirectHit	CDD277200|212-271:8e-14|Rescued1	CDD277235|209-275:1.21e-13|DirectHit	CDD277197|212-288:7.3e-15|Rescued1	CDD277198|212-268:7.1e-14|Rescued1	CDD277233|208-275:1.10e-11|DirectHit	CDD238105|47-196:5.72e-27|DirectHit	CDD277234|209-276:3.14e-15|DirectHit	CDD428611|245-285:3.5e-05|Rescued1	CDD214699|48-163:2.8e-07|Rescued1	CDD277236|209-267:6.86e-08|DirectHit	CDD227406|20-288:2e-23|Rescued1	CDD227635|53-287:9.5e-23|Rescued1	CDD277231|209-265:4.46e-13|DirectHit	CDD425876|49-244:3.22e-56|DirectHit	CDD277232|208-270:2.74e-24|DirectHit
9	8.A.91.1.9-Q13190:355	CDD197699|260-325:5.37e-10|DirectHit	CDD277201|264-324:4.66e-08|DirectHit	CDD277202|266-322:2.42e-10|DirectHit	CDD277228|266-322:7.82e-06|DirectHit	CDD277193|266-324:1.17e-12|DirectHit	CDD277229|266-327:8.43e-05|DirectHit	CDD277199|267-324:5.74e-06|DirectHit	CDD277200|269-324:9.27e-10|DirectHit	CDD277235|266-324:4.95e-04|DirectHit	CDD277197|266-338:6.92e-38|DirectHit	CDD277198|266-324:3.98e-07|DirectHit	CDD277233|262-324:2.3e-11|Rescued1	CDD238105|Nohit	CDD277234|264-324:5.2e-08|Rescued1	CDD428611|299-338:2.70e-06|DirectHit	CDD214699|Nohit	CDD277236|266-322:1.14e-05|DirectHit	CDD227406|100-354:1.2e-06|Rescued1	CDD227635|182-324:1.02e-05|DirectHit	CDD277231|264-324:3.4e-08|Rescued1	CDD425876|99-297:0.0036|Rescued1	CDD277232|262-322:7.7e-07|Rescued1
10	8.A.91.1.10-Q01590:340	CDD197699|248-311:3.39e-12|DirectHit	CDD277201|251-310:3.65e-08|DirectHit	CDD277202|253-308:5.92e-07|DirectHit	CDD277228|252-308:7.24e-10|DirectHit	CDD277193|252-310:5.92e-13|DirectHit	CDD277229|252-308:1.54e-06|DirectHit	CDD277199|253-310:1.61e-06|DirectHit	CDD277200|252-310:3.73e-09|DirectHit	CDD277235|248-319:6e-13|Rescued1	CDD277197|252-324:9.31e-32|DirectHit	CDD277198|252-310:1.31e-10|DirectHit	CDD277233|252-295:1.10e-04|DirectHit	CDD238105|Nohit	CDD277234|252-319:1.5e-09|Rescued1	CDD428611|285-324:4.32e-07|DirectHit	CDD214699|Nohit	CDD277236|252-308:5e-12|Rescued1	CDD227406|93-339:3.9e-10|Rescued1	CDD227635|88-339:2.8e-10|Rescued1	CDD277231|252-310:3.6e-10|Rescued1	CDD425876|115-284:3e-05|Rescued1	CDD277232|245-308:8.6e-10|Rescued1
