# CDD238537:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD238535:  DirectHits:  9    Rescued Proteins:  3    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD238536:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD223983:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD238538:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD238344:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD427389:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD215070:  DirectHits:  9    Rescued Proteins:  3    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
# CDD223547:  DirectHits:  8    Rescued Proteins:  4    Prots with Domain in 2.A.45:  12 (100.0% from a total of 12)
1	2.A.45.1.1-P30329:429	CDD238537|29-420:6.49e-22|DirectHit	CDD223983|1-425:4.23e-130|DirectHit	CDD238536|29-424:2.60e-31|DirectHit	CDD427389|13-365:4.85e-39|DirectHit	CDD238344|15-422:4.54e-69|DirectHit	CDD238538|4-423:9.88e-168|DirectHit	CDD215070|1-355:2.31e-05|DirectHit	CDD238535|10-424:7.92e-14|DirectHit	CDD223547|1-424:4.34e-10|DirectHit
2	2.A.45.1.2-WP_078436298:422	CDD238537|21-416:6.43e-20|DirectHit	CDD223983|1-420:5.68e-75|DirectHit	CDD238536|7-408:2.08e-20|DirectHit	CDD427389|21-346:5.42e-20|DirectHit	CDD238344|13-418:2.20e-49|DirectHit	CDD238538|2-419:1.54e-115|DirectHit	CDD215070|1-420:3.8e-34|Rescued1	CDD238535|1-420:1.1e-40|Rescued1	CDD223547|1-420:3.6e-42|Rescued1
3	2.A.45.2.1-Q04671:838	CDD238537|374-830:1.57e-47|643-830:9.83e-08|DirectHit	CDD223983|329-829:3.60e-82|DirectHit	CDD238536|338-829:2.30e-164|DirectHit	CDD427389|342-775:9.33e-68|648-831:4.28e-17|DirectHit	CDD238344|342-828:3.46e-94|648-829:4.66e-15|DirectHit	CDD238538|391-818:5.67e-22|DirectHit	CDD215070|383-825:4.14e-20|DirectHit	CDD238535|390-831:7.29e-15|627-830:1.46e-14|DirectHit	CDD223547|387-837:7.47e-18|622-820:1.26e-05|DirectHit
4	2.A.45.2.2-P0A607:429	CDD238537|20-420:2.00e-54|237-424:3.84e-06|DirectHit	CDD223983|1-423:8.19e-122|228-424:6.98e-06|DirectHit	CDD238536|9-421:9.01e-128|DirectHit	CDD427389|13-367:3.22e-61|250-421:1.03e-12|DirectHit	CDD238344|13-420:3.72e-79|250-424:3.22e-10|DirectHit	CDD238538|4-419:6.70e-39|DirectHit	CDD215070|21-415:2.57e-23|DirectHit	CDD238535|8-420:1.18e-22|DirectHit	CDD223547|7-422:4.13e-25|DirectHit
5	2.A.45.2.3-Q6NE56:437	CDD238537|28-303:4.48e-24|DirectHit	CDD223983|1-433:2.60e-44|DirectHit	CDD238536|10-433:1.33e-122|DirectHit	CDD427389|23-366:7.44e-34|DirectHit	CDD238344|14-432:2.62e-59|DirectHit	CDD238538|5-330:1.06e-09|DirectHit	CDD215070|1-191:4.24e-09|DirectHit	CDD238535|1-192:3.90e-09|61-435:2.25e-08|DirectHit	CDD223547|11-435:4.88e-11|DirectHit
6	2.A.45.2.4-Q10SY9:472	CDD238537|29-469:8.99e-119|DirectHit	CDD223983|12-201:5.26e-05|16-465:8.71e-45|DirectHit	CDD238536|10-201:1.25e-06|34-465:9.21e-37|DirectHit	CDD427389|33-417:1.53e-57|DirectHit	CDD238344|12-200:4.05e-08|31-469:1.51e-70|DirectHit	CDD238538|15-396:2.90e-19|DirectHit	CDD215070|2-472:0.0|DirectHit	CDD238535|15-204:4.31e-07|32-205:5.83e-11|DirectHit	CDD223547|21-431:7.27e-06|DirectHit
7	2.A.45.2.5-P75788:372	CDD238537|8-366:2.12e-99|DirectHit	CDD223983|39-368:2.68e-29|DirectHit	CDD238536|17-367:1.45e-23|DirectHit	CDD427389|19-304:2.15e-24|DirectHit	CDD238344|17-366:1.29e-54|DirectHit	CDD238538|39-347:2.32e-09|DirectHit	CDD215070|38-366:1.96e-08|DirectHit	CDD238535|17-304:1.37e-09|DirectHit	CDD223547|1-370:2.58e-42|DirectHit
8	2.A.45.2.6-K4IPL7:393	CDD238537|4-385:3.81e-69|DirectHit	CDD223983|18-392:5.25e-15|DirectHit	CDD238536|11-351:2.84e-10|DirectHit	CDD427389|13-323:1.04e-17|DirectHit	CDD238344|11-391:5.46e-39|DirectHit	CDD238538|16-354:2.09e-05|DirectHit	CDD215070|22-181:2.48e-06|DirectHit	CDD238535|17-184:1.78e-04|DirectHit	CDD223547|15-392:1.04e-07|DirectHit
9	2.A.45.2.7-XP_015614851:567	CDD238537|28-564:3.01e-113|DirectHit	CDD223983|1-562:8.56e-45|4-204:3.21e-07|DirectHit	CDD238536|8-200:6.77e-11|33-565:2.79e-31|DirectHit	CDD427389|30-512:1.02e-54|389-565:1.25e-05|DirectHit	CDD238344|10-199:1.64e-12|32-564:6.33e-72|392-565:9.33e-07|DirectHit	CDD238538|39-210:8.20e-15|DirectHit	CDD215070|1-564:0.0|DirectHit	CDD238535|15-204:1.18e-10|39-193:2.96e-16|393-564:3.86e-07|DirectHit	CDD223547|13-204:6.09e-08|20-203:1.52e-08|DirectHit
10	2.A.45.2.8-UYL04267:578	CDD238537|27-576:5.35e-97|DirectHit	CDD223983|10-201:2.89e-07|33-576:2.21e-37|DirectHit	CDD238536|7-194:1.57e-07|11-572:1.47e-26|DirectHit	CDD427389|32-524:3.24e-45|DirectHit	CDD238344|10-199:4.72e-09|32-576:7.58e-61|DirectHit	CDD238538|15-213:2.47e-14|DirectHit	CDD215070|1-576:0.0|DirectHit	CDD238535|16-203:3.39e-06|17-212:7.74e-11|407-567:4.08e-04|DirectHit	CDD223547|14-576:1.4e-69|Rescued1
