# CDD146463:  DirectHits:  14    Rescued Proteins:  2    Prots with Domain in 2.A.32:  16 (100.0% from a total of 16)
# CDD273281:  DirectHits:  14    Rescued Proteins:  2    Prots with Domain in 2.A.32:  16 (100.0% from a total of 16)
1	2.A.32.1.1-Q39510:548	CDD273281|1-545:0.0|DirectHit	CDD146463|1-540:0.0|DirectHit
2	2.A.32.1.2-Q0QVN6:549	CDD273281|4-543:0.0|DirectHit	CDD146463|2-548:0.0|DirectHit
3	2.A.32.1.3-C3TYS7:571	CDD273281|59-485:6.60e-169|DirectHit	CDD146463|56-500:0.0|278-560:8.47e-20|DirectHit
4	2.A.32.1.4-ALJ75583:503	CDD273281|65-481:6.13e-78|DirectHit	CDD146463|34-499:8.70e-92|DirectHit
5	2.A.32.1.5-AOW69268:527	CDD273281|71-474:4.68e-62|DirectHit	CDD146463|35-503:2.76e-68|DirectHit
6	2.A.32.1.6-KAI2499937:225	CDD273281|3-123:1.04e-05|17-180:7.68e-61|DirectHit	CDD146463|14-215:8.33e-70|20-179:2.81e-06|DirectHit
7	2.A.32.1.7-AOW69275:477	CDD273281|31-442:9.05e-23|DirectHit	CDD146463|33-442:6.58e-26|DirectHit
8	2.A.32.1.8-XP_039259878:407	CDD273281|10-219:3.13e-26|10-204:1.51e-19|DirectHit	CDD146463|6-213:8.55e-30|10-218:2.86e-24|DirectHit
9	2.A.32.1.9-CAB3263294:352	CDD273281|8-217:1.66e-21|14-220:1.03e-26|DirectHit	CDD146463|8-213:6.85e-29|12-220:3.78e-27|DirectHit
10	2.A.32.1.10-XP_026694216:361	CDD273281|8-213:2.51e-20|10-220:1.03e-26|DirectHit	CDD146463|8-213:5.47e-27|10-215:1.10e-24|DirectHit
11	2.A.32.1.11-AOW69255:368	CDD273281|5-210:1.94e-10|5-204:1.09e-06|DirectHit	CDD146463|5-196:8.04e-07|6-210:4.12e-15|DirectHit
12	2.A.32.1.13-MAR05592:225	CDD273281|14-203:3.49e-10|DirectHit	CDD146463|14-223:9.60e-09|DirectHit
13	2.A.32.1.14-WP_028953550:222	CDD273281|101-212:1.30e-06|DirectHit	CDD146463|58-212:1.88e-06|58-166:3.82e-06|DirectHit
14	2.A.32.1.15-HAU68160:525	CDD273281|85-319:2.7e-23|Rescued1	CDD146463|85-319:5.4e-26|Rescued1
15	2.A.32.1.16-KAG7338439:1555	CDD273281|174-390:1.33e-07|185-625:9.94e-147|639-1073:2.70e-112|1092-1534:6.94e-159|DirectHit	CDD146463|189-633:1.64e-150|639-1073:9.10e-115|1088-1523:3.82e-170|DirectHit
16	2.A.32.1.17-NQV17468:542	CDD273281|60-356:1.8e-21|Rescued1	CDD146463|60-356:6.8e-25|Rescued1
