# CDD225121:  DirectHits:  31    Rescued Proteins:  15    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
# CDD340890:  DirectHits:  33    Rescued Proteins:  13    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
# CDD340883:  DirectHits:  26    Rescued Proteins:  20    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
# CDD433134:  DirectHits:  35    Rescued Proteins:  11    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
# CDD349949:  DirectHits:  41    Rescued Proteins:  5    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
# CDD273270:  DirectHits:  24    Rescued Proteins:  22    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
# CDD340871:  DirectHits:  37    Rescued Proteins:  9    Prots with Domain in 2.A.2:  46 (97.9% from a total of 47)
1	2.A.2.1.1-A7ZUZ0:473	CDD349949|11-393:5.52e-17|DirectHit	CDD340871|11-413:1.9e-26|Rescued1	CDD433134|10-432:3.95e-64|DirectHit	CDD340890|8-436:7.48e-109|DirectHit	CDD225121|1-464:4.45e-153|DirectHit	CDD340883|3-433:7e-31|Rescued1	CDD273270|8-450:0.0|DirectHit
2	2.A.2.1.2-B3W8U5:476	CDD349949|16-431:5.3e-20|Rescued1	CDD340871|17-428:3.2e-16|Rescued1	CDD433134|29-450:9.42e-36|DirectHit	CDD340890|36-450:2.17e-43|DirectHit	CDD225121|36-476:3.63e-38|DirectHit	CDD340883|16-448:3.1e-17|Rescued1	CDD273270|36-465:2.99e-35|DirectHit
3	2.A.2.1.3-KKK41257:474	CDD349949|24-418:1.27e-05|DirectHit	CDD340871|21-435:8.18e-07|DirectHit	CDD433134|23-452:1.16e-21|DirectHit	CDD340890|24-458:2.27e-34|DirectHit	CDD225121|9-471:2.57e-24|DirectHit	CDD340883|33-456:2.7e-11|Rescued1	CDD273270|21-470:2.05e-16|DirectHit
4	2.A.2.2.1-P23936:634	CDD349949|55-414:1.92e-13|DirectHit	CDD340871|15-363:8.45e-07|DirectHit	CDD433134|13-448:3.45e-73|DirectHit	CDD340890|11-453:4.72e-96|DirectHit	CDD225121|8-479:6.46e-63|DirectHit	CDD340883|59-345:5.77e-06|DirectHit	CDD273270|11-467:8.90e-180|DirectHit
5	2.A.2.2.2-P43466:641	CDD349949|56-425:2.67e-11|DirectHit	CDD340871|56-368:7.46e-06|DirectHit	CDD433134|16-445:3.64e-69|DirectHit	CDD340890|13-455:3.72e-102|DirectHit	CDD225121|13-485:2.35e-62|DirectHit	CDD340883|55-369:9.23e-05|DirectHit	CDD273270|13-467:1.01e-171|DirectHit
6	2.A.2.2.3-Q9X761:462	CDD349949|21-410:4.12e-04|DirectHit	CDD340871|64-350:1.60e-08|DirectHit	CDD433134|11-439:1.95e-68|DirectHit	CDD340890|9-446:4.57e-77|DirectHit	CDD225121|1-460:4.35e-53|DirectHit	CDD340883|139-361:8.17e-04|DirectHit	CDD273270|9-460:1.62e-110|DirectHit
7	2.A.2.3.1-P0CE45:457	CDD349949|21-386:9.32e-06|DirectHit	CDD340871|69-347:1.49e-05|DirectHit	CDD433134|12-431:1.76e-73|DirectHit	CDD340890|11-431:3.74e-109|DirectHit	CDD225121|4-451:4.20e-142|DirectHit	CDD340883|55-427:1.30e-07|DirectHit	CDD273270|11-444:5.01e-163|DirectHit
8	2.A.2.3.2-P94488:463	CDD349949|22-424:2.05e-12|DirectHit	CDD340871|18-350:2.35e-09|DirectHit	CDD433134|16-437:2.81e-93|DirectHit	CDD340890|14-437:1.11e-139|DirectHit	CDD225121|3-457:1.04e-173|DirectHit	CDD340883|22-424:1.67e-10|DirectHit	CDD273270|14-450:1.50e-174|DirectHit
9	2.A.2.3.3-P96792:479	CDD349949|40-414:1.80e-14|DirectHit	CDD340871|40-334:5.37e-10|DirectHit	CDD433134|34-455:1.83e-88|DirectHit	CDD340890|32-455:6.98e-146|DirectHit	CDD225121|28-472:1.82e-135|DirectHit	CDD340883|33-224:5.82e-05|36-415:4.10e-12|DirectHit	CDD273270|32-467:8.31e-179|DirectHit
10	2.A.2.3.4-P31435:460	CDD349949|36-389:1.69e-10|DirectHit	CDD340871|11-428:4e-43|Rescued1	CDD433134|13-427:5.75e-77|DirectHit	CDD340890|11-431:3.18e-135|DirectHit	CDD225121|1-459:1.94e-174|DirectHit	CDD340883|5-427:2.3e-57|Rescued1	CDD273270|11-445:1.21e-174|DirectHit
11	2.A.2.3.5-P75683:460	CDD349949|20-388:7.07e-10|DirectHit	CDD340871|38-233:1.65e-04|DirectHit	CDD433134|11-430:3.92e-83|DirectHit	CDD340890|9-430:1.32e-134|DirectHit	CDD225121|1-450:3.95e-163|DirectHit	CDD340883|4-426:6.1e-48|Rescued1	CDD273270|9-441:5.75e-171|DirectHit
12	2.A.2.3.6-A1S5F2:444	CDD349949|32-325:2.60e-08|DirectHit	CDD340871|36-211:1.24e-05|DirectHit	CDD433134|9-426:5.82e-84|DirectHit	CDD340890|7-426:2.57e-115|DirectHit	CDD225121|2-443:6.87e-140|DirectHit	CDD340883|1-199:1.43e-04|16-345:1.13e-05|DirectHit	CDD273270|7-440:3.11e-122|DirectHit
13	2.A.2.3.7-Q0HIQ0:481	CDD349949|36-391:4.05e-09|DirectHit	CDD340871|40-313:1.00e-05|DirectHit	CDD433134|13-432:3.17e-97|DirectHit	CDD340890|11-432:9.58e-110|DirectHit	CDD225121|1-442:2.75e-128|DirectHit	CDD340883|23-413:5.01e-07|DirectHit	CDD273270|11-442:1.43e-103|DirectHit
14	2.A.2.3.8-Q8NA29:543	CDD349949|58-418:8.91e-04|DirectHit	CDD340871|111-458:8.87e-06|DirectHit	CDD433134|48-509:1.18e-93|DirectHit	CDD340890|46-509:1.40e-99|DirectHit	CDD225121|40-523:6.25e-50|DirectHit	CDD340883|255-412:1.46e-05|DirectHit	CDD273270|46-514:2.55e-27|DirectHit
15	2.A.2.3.9-P32137:461	CDD349949|40-400:1.40e-09|DirectHit	CDD340871|37-403:1.99e-09|DirectHit	CDD433134|21-444:5.19e-67|DirectHit	CDD340890|19-444:7.65e-108|DirectHit	CDD225121|6-459:4.12e-170|DirectHit	CDD340883|14-440:4.4e-37|Rescued1	CDD273270|19-457:0.0|DirectHit
16	2.A.2.3.10-Q14CX5:517	CDD349949|19-426:1.61e-06|DirectHit	CDD340871|31-353:0.00022|Rescued1	CDD433134|19-426:2.44e-09|DirectHit	CDD340890|23-429:8.35e-06|DirectHit	CDD225121|11-504:6.5e-06|Rescued1	CDD340883|10-179:0.0038|Rescued1	CDD273270|17-504:2.3e-05|Rescued1
17	2.A.2.3.11-Q4DWT9:476	CDD349949|16-398:2.3e-13|Rescued1	CDD340871|1-421:0.0054|Rescued2	CDD433134|16-398:2.3e-13|Rescued1	CDD340890|16-413:1.5e-13|Rescued1	CDD225121|1-465:0.0033|Rescued1	CDD340883|6-421:0.005|Rescued2	CDD273270|1-465:0.0031|Rescued1
18	2.A.2.3.12-Q745T8:417	CDD349949|6-397:8.8e-17|Rescued1	CDD340871|6-407:1.6e-14|Rescued1	CDD433134|6-412:1.03e-36|DirectHit	CDD340890|6-412:7.93e-53|DirectHit	CDD225121|6-412:3.33e-32|DirectHit	CDD340883|27-281:1.28e-04|DirectHit	CDD273270|6-411:2.20e-21|DirectHit
19	2.A.2.3.13-OLS28251:444	CDD349949|38-333:9.36e-07|DirectHit	CDD340871|62-385:4.95e-16|DirectHit	CDD433134|10-425:2.39e-24|DirectHit	CDD340890|7-425:6.12e-32|DirectHit	CDD225121|6-425:2.03e-28|DirectHit	CDD340883|43-330:1.41e-07|DirectHit	CDD273270|7-430:7.85e-18|DirectHit
20	2.A.2.3.14-Q14CX5:517	CDD349949|19-426:1.61e-06|DirectHit	CDD340871|31-353:0.00022|Rescued1	CDD433134|19-426:2.44e-09|DirectHit	CDD340890|23-429:8.35e-06|DirectHit	CDD225121|11-504:6.5e-06|Rescued1	CDD340883|10-179:0.0038|Rescued1	CDD273270|17-504:2.3e-05|Rescued1
21	2.A.2.3.15-P32136:467	CDD349949|37-394:4.84e-08|DirectHit	CDD340871|37-402:4.97e-07|DirectHit	CDD433134|18-438:8.76e-69|DirectHit	CDD340890|16-437:6.53e-117|DirectHit	CDD225121|4-454:2.06e-167|DirectHit	CDD340883|11-433:7e-35|Rescued1	CDD273270|16-451:0.0|DirectHit
22	2.A.2.3.16-A6NFX1:504	CDD349949|47-470:1.4e-54|Rescued1	CDD340871|45-432:1.75e-08|DirectHit	CDD433134|46-477:3.68e-74|DirectHit	CDD340890|44-477:3.15e-73|DirectHit	CDD225121|37-477:2.42e-50|DirectHit	CDD340883|39-476:3.6e-24|Rescued1	CDD273270|44-476:7.85e-35|DirectHit
23	2.A.2.3.17-Q8I3H5:548	CDD349949|111-465:1.99e-07|DirectHit	CDD340871|81-453:3.50e-04|DirectHit	CDD433134|74-507:2.78e-127|DirectHit	CDD340890|73-507:2.31e-29|DirectHit	CDD225121|66-524:1.94e-35|DirectHit	CDD340883|71-503:8.1e-10|Rescued1	CDD273270|88-514:2.02e-12|DirectHit
24	2.A.2.4.1-Q39232:513	CDD349949|45-472:4.06e-11|DirectHit	CDD340871|33-494:3.67e-126|DirectHit	CDD433134|34-296:6.98e-05|DirectHit	CDD340890|38-496:2.4e-80|Rescued1	CDD225121|29-496:9.2e-150|Rescued1	CDD340883|5-245:5.49e-05|36-471:7.33e-08|DirectHit	CDD273270|38-496:0.00011|Rescued1
