# CDD226129:  DirectHits:  8    Rescued Proteins:  7    Prots with Domain in 2.A.87:  15 (100.0% from a total of 15)
1	2.A.87.1.1-Q1RN04:206	CDD226129|1-206:2.38e-45|DirectHit
2	2.A.87.1.2-P50726:190	CDD226129|2-186:2.17e-55|DirectHit
3	2.A.87.1.3-D3EWM9:181	CDD226129|1-181:1.58e-48|DirectHit
4	2.A.87.1.4-Q8Y5W0:203	CDD226129|5-187:7.76e-58|DirectHit
5	2.A.87.2.1-Q03YI6:204	CDD226129|4-189:1.6e-06|Rescued2
6	2.A.87.2.3-F9LXW4:187	CDD226129|1-179:0.00069|Rescued1
7	2.A.87.3.1-A5N7N1:172	CDD226129|1-161:0.00035|Rescued1
8	2.A.87.3.2-A7VSQ7:173	CDD226129|6-155:7.2e-05|Rescued1
9	2.A.87.3.3-A9NEB8:169	CDD226129|1-162:0.0002|Rescued1
10	2.A.87.4.1-Q6F0N9:228	CDD226129|42-212:7.8e-09|Rescued1
11	2.A.87.4.2-Q2SR56:227	CDD226129|45-217:4.4e-07|Rescued1
12	2.A.87.4.3-Q14P12:234	CDD226129|21-203:5.33e-12|DirectHit
13	2.A.87.5.1-WP_147663164:221	CDD226129|34-204:4.57e-08|DirectHit
14	2.A.87.5.2-TET29359:238	CDD226129|47-225:2.09e-07|DirectHit
15	2.A.87.5.4-AFN04413:236	CDD226129|47-230:2.66e-30|DirectHit
