# CDD185194:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185167:  DirectHits:  16    Rescued Proteins:  7    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185129:  DirectHits:  16    Rescued Proteins:  7    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD182098:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD237919:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185139:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185198:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185145:  DirectHits:  18    Rescued Proteins:  5    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD433602:  DirectHits:  15    Rescued Proteins:  2    Prots with Domain in 1.B.11:  17 (73.9% from a total of 23)
# CDD425762:  DirectHits:  20    Rescued Proteins:  3    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD237926:  DirectHits:  19    Rescued Proteins:  4    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185150:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD237937:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185160:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185176:  DirectHits:  16    Rescued Proteins:  7    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185120:  DirectHits:  16    Rescued Proteins:  7    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD433603:  DirectHits:  16    Rescued Proteins:  4    Prots with Domain in 1.B.11:  20 (87.0% from a total of 23)
# CDD225729:  DirectHits:  21    Rescued Proteins:  2    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
# CDD185184:  DirectHits:  17    Rescued Proteins:  6    Prots with Domain in 1.B.11:  23 (100.0% from a total of 23)
1	1.B.11.1.1-P06970:812	CDD225729|18-796:2.50e-145|DirectHit	CDD425762|185-734:5.46e-94|DirectHit	CDD237926|8-812:0.0|DirectHit	CDD185145|60-758:5.40e-52|DirectHit	CDD185194|60-730:2.63e-38|DirectHit	CDD237919|3-788:9.14e-46|DirectHit	CDD185139|16-788:3.41e-41|DirectHit	CDD182098|5-788:3.74e-53|DirectHit	CDD185150|18-752:8.50e-38|DirectHit	CDD185160|23-775:5.00e-41|DirectHit	CDD237937|64-784:2.62e-46|DirectHit	CDD185184|15-775:4.40e-42|DirectHit	CDD185198|61-786:2.25e-41|DirectHit	CDD185176|60-775:5.52e-35|DirectHit	CDD185120|63-811:6.04e-51|DirectHit	CDD185129|19-796:1.15e-44|DirectHit	CDD185167|16-795:2.48e-31|DirectHit	CDD433603|40-175:1.14e-23|DirectHit	CDD433602|743-795:0.00044|Rescued1
2	1.B.11.1.2-Q07686:805	CDD225729|1-804:0.0|DirectHit	CDD425762|174-722:2.70e-156|DirectHit	CDD237926|1-805:0.0|DirectHit	CDD185145|51-786:5.94e-65|DirectHit	CDD185194|50-722:5.89e-62|DirectHit	CDD237919|40-782:2.69e-71|DirectHit	CDD185139|51-783:2.81e-67|DirectHit	CDD182098|49-762:4.28e-72|DirectHit	CDD185150|9-718:1.31e-42|DirectHit	CDD185160|49-786:9.28e-61|DirectHit	CDD237937|51-745:6.70e-29|DirectHit	CDD185184|2-762:9.16e-63|DirectHit	CDD185198|12-786:3.18e-63|DirectHit	CDD185176|18-789:1.39e-60|DirectHit	CDD185120|49-740:7.85e-67|DirectHit	CDD185129|9-786:8.15e-77|DirectHit	CDD185167|128-789:5.13e-43|DirectHit	CDD433603|49-164:1.78e-25|DirectHit	CDD433602|730-787:0.0039|Rescued1
3	1.B.11.2.1-P07110:836	CDD225729|13-832:0.0|DirectHit	CDD425762|198-750:1.09e-162|DirectHit	CDD237926|14-818:3.58e-84|DirectHit	CDD185145|22-817:6.71e-78|DirectHit	CDD185194|36-817:7.29e-73|DirectHit	CDD237919|44-827:9.24e-97|DirectHit	CDD185139|9-787:1.04e-69|DirectHit	CDD182098|12-836:1.40e-115|DirectHit	CDD185150|55-811:9.22e-58|DirectHit	CDD185160|44-832:1.40e-86|DirectHit	CDD237937|14-822:3.75e-50|DirectHit	CDD185184|1-832:0.0|DirectHit	CDD185198|14-817:2.51e-72|DirectHit	CDD185176|16-832:0.0|DirectHit	CDD185120|14-819:7.20e-82|DirectHit	CDD185129|4-816:5.36e-82|DirectHit	CDD185167|9-832:0.0|DirectHit	CDD433603|29-181:3.41e-42|DirectHit	CDD433602|762-817:3.33e-13|DirectHit
4	1.B.11.2.2-P75750:815	CDD225729|1-815:0.0|DirectHit	CDD425762|179-731:0.0|DirectHit	CDD237926|5-773:2.86e-84|DirectHit	CDD185145|8-795:3.14e-82|DirectHit	CDD185194|30-791:2.06e-80|DirectHit	CDD237919|38-815:1.39e-91|DirectHit	CDD185139|50-570:2.02e-70|DirectHit	CDD182098|9-812:1.26e-97|DirectHit	CDD185150|50-802:4.84e-52|DirectHit	CDD185160|38-794:1.44e-78|DirectHit	CDD237937|38-801:6.67e-44|DirectHit	CDD185184|22-814:0.0|DirectHit	CDD185198|31-795:6.75e-81|DirectHit	CDD185176|22-814:1.22e-169|DirectHit	CDD185120|24-801:6.27e-80|DirectHit	CDD185129|4-806:4.71e-88|DirectHit	CDD185167|1-814:0.0|DirectHit	CDD433603|23-164:9.94e-39|DirectHit	CDD433602|743-801:2.52e-10|DirectHit
5	1.B.11.3.1-P33410:873	CDD225729|27-828:0.0|DirectHit	CDD425762|198-751:0.0|DirectHit	CDD237926|39-791:1.04e-67|DirectHit	CDD185145|29-838:3.69e-105|DirectHit	CDD185194|40-827:7.12e-78|DirectHit	CDD237919|5-824:7.54e-115|DirectHit	CDD185139|32-820:3.58e-106|DirectHit	CDD182098|29-828:3.22e-140|DirectHit	CDD185150|57-826:3.36e-79|DirectHit	CDD185160|32-829:6.34e-124|DirectHit	CDD237937|185-825:1.48e-41|DirectHit	CDD185184|27-818:7.69e-55|DirectHit	CDD185198|39-821:1.61e-74|DirectHit	CDD185176|42-818:1.46e-41|DirectHit	CDD185120|40-828:2.59e-108|DirectHit	CDD185129|45-821:2.32e-101|DirectHit	CDD185167|29-818:3.07e-51|DirectHit	CDD433603|31-184:1.35e-47|DirectHit	CDD433602|773-821:8.43e-07|DirectHit
6	1.B.11.3.2-P21647:828	CDD225729|1-826:0.0|DirectHit	CDD425762|198-751:0.0|DirectHit	CDD237926|13-827:3.94e-75|DirectHit	CDD185145|10-825:1.22e-107|DirectHit	CDD185194|22-815:3.54e-102|DirectHit	CDD237919|8-828:6.28e-129|DirectHit	CDD185139|13-828:2.66e-173|DirectHit	CDD182098|1-826:0.0|DirectHit	CDD185150|63-814:2.56e-82|DirectHit	CDD185160|2-795:7.45e-141|DirectHit	CDD237937|63-804:1.04e-46|DirectHit	CDD185184|14-817:2.81e-75|DirectHit	CDD185198|38-823:1.22e-91|DirectHit	CDD185176|19-826:3.25e-59|DirectHit	CDD185120|6-811:7.48e-107|DirectHit	CDD185129|140-797:1.22e-107|DirectHit	CDD185167|37-822:2.01e-66|DirectHit	CDD433603|37-181:3.26e-38|DirectHit	CDD433602|761-818:2.28e-08|DirectHit
7	1.B.11.3.3-P33129:865	CDD225729|2-863:0.0|DirectHit	CDD425762|199-771:1.12e-171|DirectHit	CDD237926|15-827:1.66e-85|DirectHit	CDD185145|40-843:4.54e-121|DirectHit	CDD185194|47-829:1.44e-125|DirectHit	CDD237919|35-854:1.38e-138|DirectHit	CDD185139|12-817:1.75e-162|DirectHit	CDD182098|1-865:0.0|DirectHit	CDD185150|42-860:1.94e-75|DirectHit	CDD185160|20-848:2.31e-136|DirectHit	CDD237937|12-863:6.28e-55|DirectHit	CDD185184|27-829:1.36e-95|DirectHit	CDD185198|16-863:3.81e-114|DirectHit	CDD185176|29-857:1.43e-83|DirectHit	CDD185120|35-862:1.04e-136|DirectHit	CDD185129|47-863:1.85e-134|DirectHit	CDD185167|12-829:1.56e-102|DirectHit	CDD433603|34-185:3.65e-55|DirectHit	CDD433602|780-846:3.15e-19|DirectHit
8	1.B.11.3.4-P53513:802	CDD225729|23-789:2.08e-148|DirectHit	CDD425762|178-716:3.11e-105|DirectHit	CDD237926|17-774:2.62e-62|DirectHit	CDD185145|22-781:1.97e-86|DirectHit	CDD185194|60-776:6.81e-82|DirectHit	CDD237919|2-776:4.13e-82|DirectHit	CDD185139|20-763:3.73e-68|DirectHit	CDD182098|30-779:1.85e-61|DirectHit	CDD185150|12-802:1.10e-85|DirectHit	CDD185160|19-802:1.86e-67|DirectHit	CDD237937|35-767:4.77e-48|DirectHit	CDD185184|30-779:1.12e-62|DirectHit	CDD185198|55-781:1.17e-71|DirectHit	CDD185176|23-778:2.21e-53|DirectHit	CDD185120|20-802:1.28e-77|DirectHit	CDD185129|5-785:2.00e-79|DirectHit	CDD185167|61-787:1.13e-50|DirectHit	CDD433603|40-166:1.64e-17|DirectHit	CDD433602|725-786:3.29e-12|DirectHit
9	1.B.11.3.5-Q8CVM4:864	CDD225729|22-864:0.0|DirectHit	CDD425762|196-773:0.0|DirectHit	CDD237926|18-831:1.73e-82|DirectHit	CDD185145|18-848:2.67e-169|DirectHit	CDD185194|17-864:0.0|DirectHit	CDD237919|24-864:0.0|DirectHit	CDD185139|64-773:2.68e-108|DirectHit	CDD182098|39-850:9.20e-157|DirectHit	CDD185150|64-849:1.97e-104|DirectHit	CDD185160|24-864:1.88e-125|DirectHit	CDD237937|52-850:1.64e-47|DirectHit	CDD185184|37-849:1.10e-81|DirectHit	CDD185198|39-864:5.97e-179|DirectHit	CDD185176|24-850:4.85e-57|DirectHit	CDD185120|24-863:0.0|DirectHit	CDD185129|24-864:0.0|DirectHit	CDD185167|17-850:5.14e-87|DirectHit	CDD433603|39-183:1.93e-51|DirectHit	CDD433602|782-849:1.68e-18|DirectHit
10	1.B.11.3.6-P42915:838	CDD225729|12-838:0.0|DirectHit	CDD425762|206-748:0.0|DirectHit	CDD237926|13-791:1.18e-109|DirectHit	CDD185145|20-837:0.0|DirectHit	CDD185194|44-838:0.0|DirectHit	CDD237919|11-838:0.0|DirectHit	CDD185139|33-793:3.23e-115|DirectHit	CDD182098|36-833:5.26e-169|DirectHit	CDD185150|72-823:6.86e-117|DirectHit	CDD185160|38-837:4.68e-134|DirectHit	CDD237937|10-827:4.40e-75|DirectHit	CDD185184|23-826:2.60e-92|DirectHit	CDD185198|11-838:4.18e-180|DirectHit	CDD185176|61-816:3.03e-68|DirectHit	CDD185120|25-837:0.0|DirectHit	CDD185129|33-837:0.0|DirectHit	CDD185167|57-819:3.40e-91|DirectHit	CDD433603|44-191:2.17e-55|DirectHit	CDD433602|757-823:1.06e-20|DirectHit
