# CDD182488:  DirectHits:  13    Rescued Proteins:  7    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD183211:  DirectHits:  11    Rescued Proteins:  9    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD224482:  DirectHits:  17    Rescued Proteins:  3    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD433286:  DirectHits:  13    Rescued Proteins:  7    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD435440:  DirectHits:  14    Rescued Proteins:  6    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD130902:  DirectHits:  13    Rescued Proteins:  7    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD273776:  DirectHits:  15    Rescued Proteins:  6    Prots with Domain in 8.A.1:  21 (100.0% from a total of 21)
# CDD223914:  DirectHits:  17    Rescued Proteins:  3    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD433206:  DirectHits:  18    Rescued Proteins:  3    Prots with Domain in 8.A.1:  21 (100.0% from a total of 21)
# CDD425733:  DirectHits:  20    Rescued Proteins:  0    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
# CDD235136:  DirectHits:  11    Rescued Proteins:  9    Prots with Domain in 8.A.1:  20 (95.2% from a total of 21)
1	8.A.1.1.1-P27303:390	CDD425733|47-347:2.25e-63|DirectHit	CDD433206|217-338:2.59e-07|DirectHit	CDD223914|57-293:5.17e-09|DirectHit	CDD224482|9-351:8.26e-136|DirectHit	CDD273776|57-289:7.49e-21|DirectHit	CDD435440|55-329:5.1e-22|Rescued1	CDD130902|31-340:5.81e-10|DirectHit	CDD182488|32-345:3.89e-33|DirectHit	CDD433286|60-109:1.79e-04|DirectHit	CDD235136|20-289:2.88e-21|DirectHit	CDD183211|66-289:3.05e-06|DirectHit
2	8.A.1.1.2-Q9RQ30:394	CDD425733|57-355:1.12e-44|DirectHit	CDD433206|226-314:1.29e-12|DirectHit	CDD223914|64-292:3.47e-09|DirectHit	CDD224482|52-358:3.41e-113|DirectHit	CDD273776|64-297:1.72e-20|DirectHit	CDD435440|193-298:3.61e-12|DirectHit	CDD130902|64-282:2.18e-07|DirectHit	CDD182488|58-358:3.52e-36|DirectHit	CDD433286|67-115:4.34e-04|DirectHit	CDD235136|52-300:4.42e-18|DirectHit	CDD183211|65-280:1.48e-08|DirectHit
3	8.A.1.1.3-B1LPP9:343	CDD425733|35-291:4.72e-56|DirectHit	CDD433206|210-293:7.52e-12|DirectHit	CDD223914|48-285:1.06e-11|DirectHit	CDD224482|28-338:1.73e-94|DirectHit	CDD273776|47-284:6.81e-30|DirectHit	CDD435440|45-323:1.1e-14|Rescued1	CDD130902|8-336:1.6e-20|Rescued1	CDD182488|1-343:0.0|DirectHit	CDD433286|47-96:1.81e-11|DirectHit	CDD235136|55-281:7.90e-26|DirectHit	CDD183211|28-284:1.38e-14|DirectHit
4	8.A.1.1.4-P37683:378	CDD425733|49-302:1.03e-50|DirectHit	CDD433206|221-335:8.7e-09|Rescued1	CDD223914|3-323:3.69e-12|DirectHit	CDD224482|5-356:1.36e-106|DirectHit	CDD273776|53-305:4.37e-24|DirectHit	CDD435440|167-301:6.44e-08|DirectHit	CDD130902|37-349:2.9e-10|Rescued1	CDD182488|21-301:5.84e-31|DirectHit	CDD433286|63-110:1.64e-05|DirectHit	CDD235136|85-299:5.67e-10|DirectHit	CDD183211|60-299:2.38e-09|DirectHit
5	8.A.1.2.1-P37973:395	CDD425733|80-377:7.33e-29|DirectHit	CDD433206|209-295:2.90e-09|DirectHit	CDD223914|57-385:2.95e-15|DirectHit	CDD224482|101-265:2.54e-07|DirectHit	CDD273776|78-384:3.07e-32|DirectHit	CDD435440|86-304:2.00e-16|DirectHit	CDD130902|63-368:2.9e-05|Rescued1	CDD182488|136-280:5.29e-06|DirectHit	CDD433286|103-153:0.00031|Rescued1	CDD235136|106-265:3.61e-07|DirectHit	CDD183211|108-377:5.22e-06|DirectHit
6	8.A.1.2.2-M4VE83:314	CDD425733|48-288:6.45e-05|DirectHit	CDD433206|120-220:1.04e-07|DirectHit	CDD223914|1-296:8.67e-22|DirectHit	CDD224482|39-179:0.0019|Rescued1	CDD273776|35-288:4.66e-27|DirectHit	CDD435440|41-223:4.32e-19|DirectHit	CDD130902|6-182:1.35e-05|DirectHit	CDD182488|39-179:0.0057|Rescued1	CDD433286|58-103:4.46e-06|DirectHit	CDD235136|102-227:2.93e-06|DirectHit	CDD183211|1-288:1.94e-15|DirectHit
7	8.A.1.3.1-P06739:478	CDD425733|77-409:1.15e-47|DirectHit	CDD433206|329-431:9.80e-12|DirectHit	CDD223914|76-469:3.85e-07|DirectHit	CDD224482|48-455:5.33e-08|DirectHit	CDD273776|86-457:1e-19|Rescued1	CDD435440|258-394:2.62e-07|DirectHit	CDD130902|54-478:6.14e-167|DirectHit	CDD182488|58-422:7.1e-20|Rescued1	CDD433286|98-143:6.8e-05|Rescued1	CDD235136|211-394:9.3e-05|Rescued1	CDD183211|60-454:0.0047|Rescued2
8	8.A.1.3.2-P11091:440	CDD425733|74-397:6.63e-55|DirectHit	CDD433206|291-401:3.19e-11|DirectHit	CDD223914|69-430:1.10e-07|DirectHit	CDD224482|48-374:7.51e-21|DirectHit	CDD273776|83-419:2.30e-06|DirectHit	CDD435440|278-408:1.90e-06|DirectHit	CDD130902|51-440:1.52e-85|DirectHit	CDD182488|51-367:5.86e-09|DirectHit	CDD433286|96-143:7.95e-04|DirectHit	CDD235136|60-372:2.4e-06|Rescued1	CDD183211|56-416:2.3e-06|Rescued1
9	8.A.1.3.3-C1DS85:441	CDD425733|44-400:9.99e-51|DirectHit	CDD433206|292-390:1.30e-13|DirectHit	CDD223914|40-432:7.31e-16|DirectHit	CDD224482|72-423:1.04e-11|DirectHit	CDD273776|225-420:2.47e-05|DirectHit	CDD435440|71-409:2.1e-12|Rescued1	CDD130902|26-441:2.02e-116|DirectHit	CDD182488|25-390:0.001|DirectHit	CDD433286|72-110:3.16e-05|DirectHit	CDD235136|65-372:0.00065|Rescued1	CDD183211|29-372:0.00034|Rescued1
10	8.A.1.3.4-P18790:477	CDD425733|79-408:1.59e-43|DirectHit	CDD433206|328-407:7.55e-11|DirectHit	CDD223914|69-468:8.40e-11|DirectHit	CDD224482|207-408:2.61e-10|DirectHit	CDD273776|86-456:4e-17|Rescued1	CDD435440|316-411:1.31e-07|DirectHit	CDD130902|54-477:3.74e-126|DirectHit	CDD182488|54-421:2.7e-17|Rescued1	CDD433286|98-144:5.3e-06|Rescued1	CDD235136|300-393:0.00011|Rescued1	CDD183211|222-387:0.0096|Rescued1
