# CDD153059:  DirectHits:  14    Rescued Proteins:  3    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD165024:  DirectHits:  13    Rescued Proteins:  5    Prots with Domain in 1.C.111:  18 (100.0% from a total of 18)
# CDD153064:  DirectHits:  16    Rescued Proteins:  1    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153057:  DirectHits:  17    Rescued Proteins:  0    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD425446:  DirectHits:  17    Rescued Proteins:  0    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153072:  DirectHits:  12    Rescued Proteins:  5    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153073:  DirectHits:  12    Rescued Proteins:  5    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153060:  DirectHits:  17    Rescued Proteins:  0    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153068:  DirectHits:  10    Rescued Proteins:  7    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153061:  DirectHits:  11    Rescued Proteins:  6    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153063:  DirectHits:  17    Rescued Proteins:  0    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153062:  DirectHits:  10    Rescued Proteins:  7    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153058:  DirectHits:  15    Rescued Proteins:  2    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD153066:  DirectHits:  12    Rescued Proteins:  5    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
# CDD214480:  DirectHits:  17    Rescued Proteins:  0    Prots with Domain in 1.C.111:  17 (94.4% from a total of 18)
1	1.C.111.1.1-O09049:174	CDD153063|40-171:7.19e-13|DirectHit	CDD153060|40-171:2.10e-13|DirectHit	CDD425446|58-172:7.77e-23|DirectHit	CDD214480|40-171:5.20e-31|DirectHit	CDD153057|50-172:1.57e-23|DirectHit	CDD153064|40-172:2.65e-51|DirectHit	CDD153058|40-171:7.44e-14|DirectHit	CDD153059|40-171:1.76e-24|DirectHit	CDD165024|4-171:5.2e-22|Rescued1	CDD153066|40-172:1.29e-10|DirectHit	CDD153072|52-170:1.71e-09|DirectHit	CDD153073|52-143:1.10e-07|DirectHit	CDD153061|52-172:3.58e-05|DirectHit	CDD153068|51-172:5.99e-08|DirectHit	CDD153062|52-171:6.5e-22|Rescued1
2	1.C.111.1.2-Q06141:175	CDD153063|40-172:1.93e-11|DirectHit	CDD153060|40-172:8.49e-14|DirectHit	CDD425446|58-173:4.37e-26|DirectHit	CDD214480|40-172:5.97e-28|DirectHit	CDD153057|50-173:1.05e-25|DirectHit	CDD153064|40-173:1.18e-60|DirectHit	CDD153058|40-172:2.65e-11|DirectHit	CDD153059|40-172:5.03e-21|DirectHit	CDD165024|28-172:7.2e-25|Rescued1	CDD153066|40-173:2.18e-10|DirectHit	CDD153072|58-171:2.55e-10|DirectHit	CDD153073|50-136:3.49e-07|DirectHit	CDD153061|52-173:8e-42|Rescued1	CDD153068|51-173:1.28e-09|DirectHit	CDD153062|52-172:4.3e-25|Rescued1
3	1.C.111.1.3-M9T7C0:160	CDD153063|27-156:1.41e-16|DirectHit	CDD153060|27-155:3.50e-26|DirectHit	CDD425446|46-155:7.97e-22|DirectHit	CDD214480|27-155:3.17e-37|DirectHit	CDD153057|37-155:3.00e-29|DirectHit	CDD153064|27-156:1.18e-46|DirectHit	CDD153058|27-155:9.48e-15|DirectHit	CDD153059|27-155:3.08e-29|DirectHit	CDD165024|26-111:7.74e-06|DirectHit	CDD153066|38-154:1.09e-07|DirectHit	CDD153072|39-154:3.08e-11|DirectHit	CDD153073|39-143:2.95e-15|DirectHit	CDD153061|39-154:2.54e-22|DirectHit	CDD153068|36-154:3.36e-15|DirectHit	CDD153062|39-154:1.52e-12|DirectHit
4	1.C.111.1.4-Q45FX4:192	CDD153063|30-188:1.79e-12|DirectHit	CDD153060|30-189:8.47e-29|DirectHit	CDD425446|51-189:2.19e-19|DirectHit	CDD214480|30-188:4.67e-32|DirectHit	CDD153057|40-188:2.15e-30|DirectHit	CDD153064|30-188:3.56e-24|DirectHit	CDD153058|30-174:2.00e-22|DirectHit	CDD153059|30-189:3.51e-59|DirectHit	CDD165024|30-128:1.89e-04|DirectHit	CDD153066|75-184:2.07e-09|DirectHit	CDD153072|42-187:2.10e-07|DirectHit	CDD153073|40-172:7.55e-14|DirectHit	CDD153061|112-187:1.35e-12|DirectHit	CDD153068|41-187:8.00e-09|DirectHit	CDD153062|44-184:8.26e-09|DirectHit
5	1.C.111.1.5-A8D3H7:192	CDD153063|60-147:1.03e-10|DirectHit	CDD153060|60-185:1.17e-29|DirectHit	CDD425446|79-185:1.39e-16|DirectHit	CDD214480|60-185:2.83e-30|DirectHit	CDD153057|70-185:3.22e-28|DirectHit	CDD153064|60-185:1.13e-22|DirectHit	CDD153058|60-185:1.79e-24|DirectHit	CDD153059|60-185:1.37e-29|DirectHit	CDD165024|53-185:8.8e-19|Rescued1	CDD153066|69-185:8.66e-08|DirectHit	CDD153072|72-185:1.59e-12|DirectHit	CDD153073|72-176:3.54e-14|DirectHit	CDD153061|72-185:4.79e-16|DirectHit	CDD153068|69-186:7.24e-14|DirectHit	CDD153062|73-185:9.01e-18|DirectHit
6	1.C.111.1.6-C3UZX8:155	CDD153063|26-152:2.35e-12|DirectHit	CDD153060|26-152:9.57e-30|DirectHit	CDD425446|44-152:8.96e-22|DirectHit	CDD214480|26-150:1.33e-35|DirectHit	CDD153057|36-152:1.26e-31|DirectHit	CDD153064|26-150:9.93e-28|DirectHit	CDD153058|26-152:4.11e-19|DirectHit	CDD153059|26-150:3.52e-35|DirectHit	CDD165024|23-116:3.00e-10|DirectHit	CDD153066|54-150:5.91e-13|DirectHit	CDD153072|44-152:1.47e-10|DirectHit	CDD153073|43-141:5.70e-14|DirectHit	CDD153061|45-150:3.91e-24|DirectHit	CDD153068|36-151:8.22e-18|DirectHit	CDD153062|40-152:4.02e-16|DirectHit
7	1.C.111.1.7-E3TDI9:181	CDD153063|52-151:1.90e-09|DirectHit	CDD153060|52-178:1.73e-24|DirectHit	CDD425446|70-176:1.11e-17|DirectHit	CDD214480|52-176:1.10e-31|DirectHit	CDD153057|62-178:4.59e-29|DirectHit	CDD153064|52-176:1.58e-23|DirectHit	CDD153058|52-178:1.54e-24|DirectHit	CDD153059|52-176:4.23e-27|DirectHit	CDD165024|52-133:1.58e-05|DirectHit	CDD153066|63-176:5.58e-08|DirectHit	CDD153072|71-176:1.63e-10|DirectHit	CDD153073|64-167:9.81e-09|DirectHit	CDD153061|70-176:2.90e-13|DirectHit	CDD153068|61-177:2.75e-06|DirectHit	CDD153062|64-176:5.65e-12|DirectHit
8	1.C.111.1.8-Q27J51:177	CDD153063|31-118:2.70e-11|DirectHit	CDD153060|31-162:6.13e-17|DirectHit	CDD425446|49-163:2.53e-13|DirectHit	CDD214480|31-162:1.28e-25|DirectHit	CDD153057|42-163:1.12e-25|DirectHit	CDD153064|31-163:1.93e-24|DirectHit	CDD153058|31-162:5.46e-14|DirectHit	CDD153059|31-162:2.25e-26|DirectHit	CDD165024|10-162:1.3e-16|Rescued1	CDD153066|31-163:1.6e-15|Rescued1	CDD153072|43-162:2.2e-16|Rescued1	CDD153073|43-160:2.90e-16|DirectHit	CDD153061|43-163:5.22e-07|DirectHit	CDD153068|42-127:1.55e-08|DirectHit	CDD153062|43-161:1.14e-14|DirectHit
9	1.C.111.1.9-M7BR32:205	CDD153063|64-199:2.91e-26|DirectHit	CDD153060|64-200:1.66e-53|DirectHit	CDD425446|83-200:3.71e-23|DirectHit	CDD214480|64-199:1.98e-33|DirectHit	CDD153057|74-199:1.64e-32|DirectHit	CDD153064|64-199:1.26e-16|DirectHit	CDD153058|64-191:2.45e-17|DirectHit	CDD153059|64-198:1.69e-23|DirectHit	CDD165024|52-197:3.15e-11|DirectHit	CDD153066|75-199:9.90e-05|DirectHit	CDD153072|68-198:1.5e-13|Rescued1	CDD153073|76-189:1.19e-18|DirectHit	CDD153061|76-199:2.95e-21|DirectHit	CDD153068|68-199:1.5e-14|Rescued1	CDD153062|76-200:7.05e-17|DirectHit
10	1.C.111.1.10-D8VNA2:153	CDD153063|28-151:1.35e-15|DirectHit	CDD153060|28-151:9.45e-30|DirectHit	CDD425446|47-151:1.05e-21|DirectHit	CDD214480|28-150:7.13e-29|DirectHit	CDD153057|38-151:1.57e-28|DirectHit	CDD153064|28-150:3.63e-13|DirectHit	CDD153058|28-151:2.16e-16|DirectHit	CDD153059|28-149:1.63e-22|DirectHit	CDD165024|26-145:7.64e-11|DirectHit	CDD153066|36-150:4.52e-04|DirectHit	CDD153072|48-149:4.03e-13|DirectHit	CDD153073|38-139:1.45e-18|DirectHit	CDD153061|40-150:3.74e-22|DirectHit	CDD153068|37-149:8.84e-05|DirectHit	CDD153062|47-151:9.85e-18|DirectHit
