# CDD183200:  DirectHits:  17    Rescued Proteins:  5    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
# CDD426138:  DirectHits:  22    Rescued Proteins:  0    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
# CDD137485:  DirectHits:  18    Rescued Proteins:  4    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
# CDD182746:  DirectHits:  19    Rescued Proteins:  3    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
# CDD274951:  DirectHits:  12    Rescued Proteins:  10    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
# CDD225027:  DirectHits:  22    Rescued Proteins:  0    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
# CDD273269:  DirectHits:  17    Rescued Proteins:  5    Prots with Domain in 1.A.16:  22 (100.0% from a total of 22)
1	1.A.16.1.1-P0AC23:285	CDD426138|15-275:2.92e-80|DirectHit	CDD225027|5-285:1.18e-103|DirectHit	CDD182746|1-285:0.0|DirectHit	CDD137485|1-281:3.26e-78|DirectHit	CDD183200|69-275:3.27e-16|DirectHit	CDD273269|26-280:1.49e-101|DirectHit	CDD274951|13-279:4.82e-153|DirectHit
2	1.A.16.1.2-P77733:282	CDD426138|16-273:8.01e-62|DirectHit	CDD225027|5-282:8.36e-88|DirectHit	CDD182746|1-281:1.42e-96|DirectHit	CDD137485|1-281:1.75e-164|DirectHit	CDD183200|16-273:5.22e-12|DirectHit	CDD273269|26-279:3.10e-90|DirectHit	CDD274951|13-278:2.25e-90|DirectHit
3	1.A.16.1.3-F9A868:267	CDD426138|1-262:3.65e-77|DirectHit	CDD225027|1-267:1.01e-89|DirectHit	CDD182746|1-266:1.77e-102|DirectHit	CDD137485|2-266:8.70e-60|DirectHit	CDD183200|52-261:3.05e-16|DirectHit	CDD273269|12-266:3.11e-73|DirectHit	CDD274951|1-265:1.07e-119|DirectHit
4	1.A.16.2.1-P35839:280	CDD426138|11-269:3.89e-89|DirectHit	CDD225027|1-273:3.76e-62|DirectHit	CDD182746|7-277:2.97e-30|DirectHit	CDD137485|18-273:8.30e-13|DirectHit	CDD183200|9-269:5.88e-29|DirectHit	CDD273269|22-273:5.03e-91|DirectHit	CDD274951|37-272:5.17e-49|DirectHit
5	1.A.16.2.2-Q5AST3:310	CDD426138|13-260:5.98e-91|DirectHit	CDD225027|6-263:4.26e-61|DirectHit	CDD182746|6-263:1.57e-30|DirectHit	CDD137485|32-265:5.17e-22|DirectHit	CDD183200|75-260:1.11e-22|DirectHit	CDD273269|24-263:7.05e-62|DirectHit	CDD274951|12-264:7.1e-26|Rescued1
6	1.A.16.2.3-Q6LXP8:274	CDD426138|9-266:5.56e-79|DirectHit	CDD225027|6-273:2.48e-62|DirectHit	CDD182746|2-270:1.39e-26|DirectHit	CDD137485|55-270:1.11e-09|DirectHit	CDD183200|24-272:5.87e-17|DirectHit	CDD273269|20-270:2.68e-54|DirectHit	CDD274951|8-270:1.17e-46|DirectHit
7	1.A.16.2.4-Q9LE25:355	CDD426138|111-334:1.85e-72|DirectHit	CDD225027|112-334:3.57e-55|DirectHit	CDD182746|112-334:3.13e-34|DirectHit	CDD137485|114-338:5.64e-14|DirectHit	CDD183200|119-334:2.16e-26|DirectHit	CDD273269|112-334:9.15e-53|DirectHit	CDD274951|111-334:4.52e-47|DirectHit
8	1.A.16.2.5-A1RWM1:382	CDD426138|30-291:2.45e-70|DirectHit	CDD225027|30-291:3.52e-53|DirectHit	CDD182746|30-292:2.47e-22|DirectHit	CDD137485|35-289:3.10e-09|DirectHit	CDD183200|95-291:8.40e-20|DirectHit	CDD273269|31-291:5.89e-51|DirectHit	CDD274951|31-292:5.35e-45|DirectHit
9	1.A.16.2.6-T2I725:476	CDD426138|13-260:1.13e-90|DirectHit	CDD225027|7-263:1.79e-64|DirectHit	CDD182746|67-263:8.13e-17|DirectHit	CDD137485|8-251:1.42e-10|DirectHit	CDD183200|68-260:7.10e-15|DirectHit	CDD273269|24-264:1.71e-75|DirectHit	CDD274951|12-263:1.8e-22|Rescued1
10	1.A.16.2.7-SCP04225:313	CDD426138|27-279:7.10e-64|DirectHit	CDD225027|32-282:4.61e-47|DirectHit	CDD182746|30-281:1.35e-15|DirectHit	CDD137485|80-289:8.22e-10|DirectHit	CDD183200|49-273:2.67e-17|DirectHit	CDD273269|35-281:9.03e-73|DirectHit	CDD274951|27-286:1e-18|Rescued1
