# CDD435123:  DirectHits:  4    Rescued Proteins:  11    Prots with Domain in 1.E.29:  15 (100.0% from a total of 15)
1	1.E.29.1.1-A3QSC5:85	CDD435123|15-80:1.29e-18|DirectHit
2	1.E.29.1.2-Q24LG4:85	CDD435123|15-80:1.40e-20|DirectHit
3	1.E.29.1.3-C6VLH6:94	CDD435123|16-85:9.4e-07|Rescued1
4	1.E.29.1.4-G4L6P2:87	CDD435123|11-77:8.17e-14|DirectHit
5	1.E.29.1.5-RYS64810:89	CDD435123|14-81:1.71e-14|DirectHit
6	1.E.29.2.1-Q9ZXH7:117	CDD435123|11-83:0.00014|Rescued1
7	1.E.29.2.2-D5T0T5:101	CDD435123|9-79:3.1e-08|Rescued1
8	1.E.29.2.3-D8MHA1:97	CDD435123|20-86:9.8e-06|Rescued1
9	1.E.29.2.4-O03941:142	CDD435123|15-81:0.0017|Rescued1
10	1.E.29.2.5-A5D089:78	CDD435123|5-73:1.4e-05|Rescued1
11	1.E.29.2.6-F9DMS4:87	CDD435123|20-74:0.00025|Rescued1
12	1.E.29.2.7-QOQ37200:79	CDD435123|1-65:1.1e-07|Rescued1
13	1.E.29.3.1-F7TY91:81	CDD435123|11-73:0.0045|Rescued1
14	1.E.29.3.2-WP_076238539:69	CDD435123|15-63:0.0079|Rescued1
15	1.E.29.3.3-WP_116059751:101	CDD435123|11-76:0.0098|Rescued2
