# CDD395662:  DirectHits:  24    Rescued Proteins:  7    Prots with Domain in 1.H.1:  31 (91.2% from a total of 34)
1	1.H.1.1.1-Q9Y5I7:305	CDD395662|81-253:1.07e-07|DirectHit
2	1.H.1.1.2-O95471:211	CDD395662|4-182:6.36e-54|DirectHit
3	1.H.1.1.3-Q8N7P3:220	CDD395662|10-172:4.93e-15|DirectHit
4	1.H.1.1.4-Q96B33:292	CDD395662|41-137:6.08e-08|DirectHit
5	1.H.1.1.5-Q8N6F1:224	CDD395662|4-182:8.15e-38|DirectHit
6	1.H.1.1.6-O14493:209	CDD395662|4-170:8.59e-25|DirectHit
7	1.H.1.1.7-P56748:225	CDD395662|5-182:3.15e-22|DirectHit
8	1.H.1.1.8-P56857:264	CDD395662|43-194:2.44e-21|DirectHit
9	1.H.1.1.9-P56746:228	CDD395662|3-177:1.40e-21|DirectHit
10	1.H.1.1.10-Q9Z0S6:231	CDD395662|4-179:2.85e-45|DirectHit
11	1.H.1.1.11-O88552:230	CDD395662|5-181:7.80e-13|DirectHit
12	1.H.1.1.12-Q9Z0S5:227	CDD395662|27-177:1.17e-22|DirectHit
13	1.H.1.1.13-P56750:224	CDD395662|6-182:1.21e-20|DirectHit
14	1.H.1.1.14-O95832:211	CDD395662|5-173:2.17e-47|DirectHit
15	1.H.1.1.15-O15551:220	CDD395662|3-167:1.20e-19|DirectHit
16	1.H.1.1.16-O00501:218	CDD395662|5-181:8.50e-19|DirectHit
17	1.H.1.1.17-A8WGR6:233	CDD395662|4-179:5.20e-38|DirectHit
18	1.H.1.1.18-KPP61858:411	CDD395662|173-367:3.74e-22|DirectHit
19	1.H.1.1.19-O95484:217	CDD395662|4-163:1.29e-12|DirectHit
20	1.H.1.2.1-Q8CGC1:172	CDD395662|1-165:5.69e-57|DirectHit
21	1.H.1.2.2-Q01453:160	CDD395662|1-153:9.04e-48|DirectHit
22	1.H.1.3.1-Q55HH6:252	CDD395662|157-243:0.00048|Rescued1
23	1.H.1.4.1-F5H8T9:315	CDD395662|95-293:0.00041|Rescued1
24	1.H.1.4.2-Q06991:263	CDD395662|47-241:0.0059|Rescued2
25	1.H.1.4.3-G3XZI4:330	CDD395662|82-265:1.6e-15|Rescued2
26	1.H.1.4.4-P34231:750	CDD395662|Nohit
27	1.H.1.4.5-Q2TX92:287	CDD395662|147-278:0.0076|Rescued1
28	1.H.1.4.6-Q06200:448	CDD395662|Nohit
29	1.H.1.5.1-Q65Z38:264	CDD395662|15-186:6.28e-05|DirectHit
30	1.H.1.5.2-Q65Z39:263	CDD395662|15-186:7.46e-04|DirectHit
31	1.H.1.6.1-F6YNZ8:157	CDD395662|5-149:3e-08|Rescued1
32	1.H.1.6.2-XP_025091616:164	CDD395662|12-156:9.90e-07|DirectHit
33	1.H.1.7.1-P54003:302	CDD395662|Nohit
34	1.H.1.7.2-Q5A4M8:270	CDD395662|109-204:0.0087|Rescued2
