# CDD238055:  DirectHits:  5    Rescued Proteins:  12    Prots with Domain in 8.B.1:  17 (85.0% from a total of 20)
# CDD214700:  DirectHits:  5    Rescued Proteins:  11    Prots with Domain in 8.B.1:  16 (80.0% from a total of 20)
# CDD395428:  DirectHits:  8    Rescued Proteins:  8    Prots with Domain in 8.B.1:  16 (80.0% from a total of 20)
1	8.B.1.1.1-P45697:84	CDD395428|21-74:3.37e-23|DirectHit	CDD238055|33-68:9.16e-06|DirectHit	CDD214700|27-67:1.01e-04|DirectHit
2	8.B.1.1.2-P59853:85	CDD395428|21-74:1.92e-22|DirectHit	CDD238055|33-68:2.23e-06|DirectHit	CDD214700|27-67:8.11e-05|DirectHit
3	8.B.1.1.3-O77463:84	CDD395428|21-71:4.34e-12|DirectHit	CDD238055|36-65:3e-07|Rescued1	CDD214700|21-66:3.6e-08|Rescued1
4	8.B.1.1.4-P19855:82	CDD395428|21-71:1.58e-15|DirectHit	CDD238055|37-66:1.09e-06|DirectHit	CDD214700|35-67:1.75e-05|DirectHit
5	8.B.1.1.5-O61668:88	CDD395428|20-68:1.8e-07|Rescued1	CDD238055|33-63:0.00028|Rescued1	CDD214700|20-64:2.3e-05|Rescued1
6	8.B.1.1.6-F8UWP3:97	CDD395428|35-84:5.05e-10|DirectHit	CDD238055|47-78:0.001|DirectHit	CDD214700|35-79:4.9e-08|Rescued1
7	8.B.1.1.7-P01484:85	CDD395428|21-74:7.12e-19|DirectHit	CDD238055|33-68:2.30e-05|DirectHit	CDD214700|20-69:8.84e-04|DirectHit
8	8.B.1.1.8-P56678:67	CDD395428|2-56:7.16e-21|DirectHit	CDD238055|14-49:3.1e-06|Rescued1	CDD214700|1-49:3.9e-07|Rescued1
9	8.B.1.1.9-P41964:70	CDD395428|34-69:9.3e-06|Rescued1	CDD238055|37-68:3.5e-06|Rescued1	CDD214700|29-69:3.17e-04|DirectHit
10	8.B.1.1.10-ADY39516:83	CDD395428|6-57:0.0001|Rescued1	CDD238055|25-53:0.0014|Rescued1	CDD214700|6-51:0.0009|Rescued1
11	8.B.1.1.11-C9X4K7:85	CDD395428|22-73:1.1e-06|Rescued1	CDD238055|36-66:0.002|Rescued1	CDD214700|22-66:5.9e-05|Rescued1
12	8.B.1.1.12-S5TR00:68	CDD395428|30-67:6.3e-05|Rescued1	CDD238055|42-67:0.0011|Rescued1	CDD214700|29-67:0.00022|Rescued1
13	8.B.1.1.13-P63019:67	CDD395428|1-52:1.7e-09|Rescued1	CDD238055|22-48:1.6e-05|Rescued1	CDD214700|1-48:2e-05|Rescued1
14	8.B.1.2.1-P45667:66	CDD395428|1-54:1.49e-04|DirectHit	CDD238055|14-49:1.5e-08|Rescued1	CDD214700|1-50:1e-08|Rescued1
15	8.B.1.2.2-P60266:87	CDD395428|20-72:4e-14|Rescued1	CDD238055|33-68:2.6e-06|Rescued1	CDD214700|20-67:3.6e-05|Rescued1
16	8.B.1.3.1-TKW02011:100	CDD395428|40-83:0.00016|Rescued1	CDD238055|54-82:0.0036|Rescued1	CDD214700|42-83:3.5e-08|Rescued1
17	8.B.1.4.1-P0DM16:90	CDD395428|Nohit	CDD238055|Nohit	CDD214700|Nohit
18	8.B.1.4.2-AXL95534:86	CDD395428|Nohit	CDD238055|Nohit	CDD214700|Nohit
19	8.B.1.4.3-W4VS70:90	CDD395428|Nohit	CDD238055|Nohit	CDD214700|Nohit
20	8.B.1.4.4-AME17663:83	CDD395428|Nohit	CDD238055|32-61:0.0084|Rescued2	CDD214700|Nohit
