# CDD223912:  DirectHits:  2    Rescued Proteins:  8    Prots with Domain in 9.B.359:  10 (83.3% from a total of 12)
# CDD271154:  DirectHits:  3    Rescued Proteins:  0    Prots with Domain in 9.B.359:  3 (25.0% from a total of 12)
# CDD224196:  DirectHits:  2    Rescued Proteins:  4    Prots with Domain in 9.B.359:  6 (50.0% from a total of 12)
1	9.B.359.1.1-WP_007131716:727	CDD271154|Nohit	CDD223912|Nohit	CDD224196|Nohit
2	9.B.359.1.2-WP_127038916:739	CDD271154|Nohit	CDD223912|7-161:0.0006|Rescued1	CDD224196|7-208:0.00014|Rescued1
3	9.B.359.2.1-SEJ34406:645	CDD271154|Nohit	CDD223912|21-177:4.36e-04|DirectHit	CDD224196|Nohit
4	9.B.359.2.2-WP_105205467:685	CDD271154|Nohit	CDD223912|Nohit	CDD224196|Nohit
5	9.B.359.2.3-WP_094263337:316	CDD271154|Nohit	CDD223912|52-178:0.0026|Rescued1	CDD224196|Nohit
6	9.B.359.2.4-WP_064220474:678	CDD271154|Nohit	CDD223912|17-174:0.0067|Rescued1	CDD224196|Nohit
7	9.B.359.2.5-WP_143404490:630	CDD271154|Nohit	CDD223912|1-119:2.7e-07|Rescued2	CDD224196|Nohit
8	9.B.359.3.1-WP_118450850:1118	CDD271154|997-1114:2.48e-12|DirectHit	CDD223912|12-255:1.9e-16|Rescued1	CDD224196|6-273:3.4e-19|Rescued1
9	9.B.359.3.3-WP_068691471:1111	CDD271154|1001-1108:1.08e-12|DirectHit	CDD223912|4-250:6.5e-25|Rescued1	CDD224196|3-196:2.70e-06|DirectHit
10	9.B.359.3.4-KAA3612492:1106	CDD271154|997-1102:1.73e-13|DirectHit	CDD223912|2-249:6.11e-06|DirectHit	CDD224196|7-271:1.96e-07|DirectHit
11	9.B.359.4.1-WP_146038958:657	CDD271154|Nohit	CDD223912|28-267:0.0043|Rescued2	CDD224196|17-267:8.1e-06|Rescued2
12	9.B.359.4.2-WP_111326133:747	CDD271154|Nohit	CDD223912|29-259:2.9e-05|Rescued1	CDD224196|5-259:2.9e-05|Rescued1
