# CDD206757:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206756:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206759:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206758:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206760:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD425552:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206763:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206755:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206762:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD128412:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD227373:  DirectHits:  9    Rescued Proteins:  2    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206761:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
# CDD206764:  DirectHits:  11    Rescued Proteins:  0    Prots with Domain in 8.A.98:  11 (91.7% from a total of 12)
1	8.A.98.1.1-P29310:248	CDD206764|5-234:3.05e-164|DirectHit	CDD206762|6-238:5.55e-120|DirectHit	CDD206755|7-229:4.71e-136|DirectHit	CDD206763|6-234:2.59e-121|DirectHit	CDD128412|6-241:3.02e-118|DirectHit	CDD227373|1-247:2.06e-122|DirectHit	CDD206757|6-233:6.43e-123|DirectHit	CDD206756|4-240:7.80e-127|DirectHit	CDD206759|4-237:7.88e-144|DirectHit	CDD206758|5-233:1.01e-154|DirectHit	CDD206760|4-240:7.88e-113|DirectHit	CDD425552|12-231:3.03e-151|DirectHit	CDD206761|5-239:5.12e-107|DirectHit
2	8.A.98.1.2-P63104:245	CDD206764|2-231:2.16e-151|DirectHit	CDD206762|3-235:5.75e-116|DirectHit	CDD206755|4-226:1.06e-134|DirectHit	CDD206763|3-231:6.55e-122|DirectHit	CDD128412|3-238:4.05e-114|DirectHit	CDD227373|3-244:5.49e-123|DirectHit	CDD206757|3-230:3.84e-122|DirectHit	CDD206756|1-244:2.56e-133|DirectHit	CDD206759|1-234:1.38e-152|DirectHit	CDD206758|2-230:7.08e-170|DirectHit	CDD206760|1-240:1.05e-112|DirectHit	CDD425552|9-228:3.65e-153|DirectHit	CDD206761|2-236:4.87e-107|DirectHit
3	8.A.98.1.3-C0H4V6:262	CDD206764|17-246:2.03e-105|DirectHit	CDD206762|11-250:3.92e-114|DirectHit	CDD206755|13-241:3.03e-122|DirectHit	CDD206763|11-246:2.60e-117|DirectHit	CDD128412|16-254:4.09e-129|DirectHit	CDD227373|1-262:1.08e-115|DirectHit	CDD206757|11-245:9.81e-114|DirectHit	CDD206756|17-254:4.01e-98|DirectHit	CDD206759|11-246:4.57e-101|DirectHit	CDD206758|11-245:5.01e-107|DirectHit	CDD206760|17-254:1.56e-83|DirectHit	CDD425552|19-243:2.64e-133|DirectHit	CDD206761|17-251:3.52e-79|DirectHit
4	8.A.98.1.4-Q23GC1:269	CDD206764|110-258:7.29e-06|DirectHit	CDD206762|110-243:7.75e-07|DirectHit	CDD206755|111-260:1.05e-09|DirectHit	CDD206763|110-260:1.86e-09|DirectHit	CDD128412|110-260:5.54e-05|DirectHit	CDD227373|109-260:1.23e-08|DirectHit	CDD206757|110-244:2.86e-08|DirectHit	CDD206756|108-258:6.55e-07|DirectHit	CDD206759|108-258:6.76e-04|DirectHit	CDD206758|110-260:1.10e-04|DirectHit	CDD206760|108-260:1.60e-05|DirectHit	CDD425552|118-260:2.00e-07|DirectHit	CDD206761|110-262:6.3e-08|Rescued1
5	8.A.98.1.5-U1LZE8:212	CDD206764|5-199:5.97e-05|DirectHit	CDD206762|5-199:4.6e-05|Rescued1	CDD206755|6-199:5.2e-05|Rescued1	CDD206763|5-199:3.8e-05|Rescued1	CDD128412|5-199:5e-05|Rescued1	CDD227373|5-211:5.4e-05|Rescued1	CDD206757|5-199:3.5e-05|Rescued1	CDD206756|5-199:5.8e-05|Rescued1	CDD206759|5-199:4.6e-05|Rescued1	CDD206758|5-199:3.9e-05|Rescued1	CDD206760|5-199:6.1e-05|Rescued1	CDD425552|11-199:0.00029|Rescued1	CDD206761|5-199:5.4e-05|Rescued1
6	8.A.98.1.6-S3D9Y7:363	CDD206764|Nohit	CDD206762|Nohit	CDD206755|Nohit	CDD206763|Nohit	CDD128412|Nohit	CDD227373|Nohit	CDD206757|Nohit	CDD206756|Nohit	CDD206759|Nohit	CDD206758|Nohit	CDD206760|Nohit	CDD425552|Nohit	CDD206761|Nohit
7	8.A.98.1.7-X6M894:233	CDD206764|51-194:3.82e-10|DirectHit	CDD206762|64-187:7.69e-05|DirectHit	CDD206755|64-193:7.03e-18|DirectHit	CDD206763|65-194:1.63e-08|DirectHit	CDD128412|65-194:1.49e-04|DirectHit	CDD227373|65-196:1.03e-06|DirectHit	CDD206757|64-194:3.90e-09|DirectHit	CDD206756|51-227:3.36e-08|DirectHit	CDD206759|51-194:5.63e-08|DirectHit	CDD206758|60-194:2.62e-09|DirectHit	CDD206760|51-194:3.15e-04|DirectHit	CDD425552|64-193:3.12e-16|DirectHit	CDD206761|60-194:2.11e-06|DirectHit
8	8.A.98.1.8-P48349:248	CDD206764|6-240:4.51e-111|DirectHit	CDD206762|7-244:1.41e-150|DirectHit	CDD206755|8-235:6.67e-126|DirectHit	CDD206763|7-240:3.93e-131|DirectHit	CDD128412|7-243:7.39e-144|DirectHit	CDD227373|7-248:3.51e-124|DirectHit	CDD206757|7-239:4.83e-128|DirectHit	CDD206756|5-240:6.32e-106|DirectHit	CDD206759|5-240:3.52e-108|DirectHit	CDD206758|7-239:1.47e-109|DirectHit	CDD206760|7-243:1.73e-87|DirectHit	CDD425552|13-237:4.84e-137|DirectHit	CDD206761|7-244:3.02e-82|DirectHit
9	8.A.98.1.9-P27348:245	CDD206764|2-231:1.78e-144|DirectHit	CDD206762|3-231:6.05e-115|DirectHit	CDD206755|5-226:1.50e-130|DirectHit	CDD206763|10-231:4.55e-117|DirectHit	CDD128412|3-238:2.29e-109|DirectHit	CDD227373|5-245:9.25e-117|DirectHit	CDD206757|3-230:1.69e-118|DirectHit	CDD206756|1-236:2.84e-138|DirectHit	CDD206759|1-234:5.62e-169|DirectHit	CDD206758|2-230:9.44e-156|DirectHit	CDD206760|1-242:3.53e-109|DirectHit	CDD425552|9-228:1.12e-147|DirectHit	CDD206761|2-236:1.45e-106|DirectHit
10	8.A.98.1.10-P62258:255	CDD206764|3-234:3.35e-125|DirectHit	CDD206762|4-238:2.48e-150|DirectHit	CDD206755|5-229:1.53e-137|DirectHit	CDD206763|4-234:6.27e-153|DirectHit	CDD128412|4-245:1.44e-141|DirectHit	CDD227373|4-255:5.76e-146|DirectHit	CDD206757|4-233:1.49e-172|DirectHit	CDD206756|3-241:1.37e-110|DirectHit	CDD206759|3-234:2.35e-118|DirectHit	CDD206758|3-233:2.65e-126|DirectHit	CDD206760|3-243:1.33e-97|DirectHit	CDD425552|11-231:3.14e-150|DirectHit	CDD206761|3-238:1.04e-90|DirectHit
