# CDD397160:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD435072:  DirectHits:  10    Rescued Proteins:  1    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD270161:  DirectHits:  6    Rescued Proteins:  4    Prots with Domain in 9.B.198:  10 (83.3% from a total of 12)
# CDD270039:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD275406:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD214725:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD275420:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD275403:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD275393:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
# CDD275404:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 9.B.198:  11 (91.7% from a total of 12)
1	9.B.198.1.1-P38851:1228	CDD435072|778-948:6.4e-19|Rescued1	CDD275406|599-653:0.002|Rescued2	CDD397160|599-653:0.0029|Rescued2	CDD275393|605-653:0.003|Rescued2	CDD275420|605-653:0.0033|Rescued2	CDD214725|599-653:0.0012|Rescued2	CDD270039|605-653:0.0033|Rescued2	CDD275404|605-653:0.003|Rescued2	CDD275403|605-653:0.0027|Rescued2	CDD270161|Nohit
2	9.B.198.1.2-P38717:1229	CDD435072|776-946:5.14e-06|DirectHit	CDD275406|606-682:0.00046|Rescued2	CDD397160|606-682:0.00068|Rescued2	CDD275393|606-682:0.00041|Rescued2	CDD275420|606-682:0.00046|Rescued2	CDD214725|606-652:0.0052|Rescued2	CDD270039|606-682:0.00047|Rescued2	CDD275404|606-682:0.00042|Rescued2	CDD275403|606-671:0.0035|Rescued2	CDD270161|623-682:0.0025|Rescued2
3	9.B.198.1.3-C9SP96:482	CDD435072|Nohit	CDD275406|Nohit	CDD397160|Nohit	CDD275393|Nohit	CDD275420|Nohit	CDD214725|Nohit	CDD270039|Nohit	CDD275404|Nohit	CDD275403|Nohit	CDD270161|Nohit
4	9.B.198.1.4-U9SI45:1363	CDD435072|640-781:5.45e-39|DirectHit	CDD275406|411-487:1.14e-06|DirectHit	CDD397160|401-507:3.7e-07|Rescued1	CDD275393|417-506:1.6e-06|Rescued1	CDD275420|416-506:1.7e-06|Rescued1	CDD214725|409-469:1.2e-05|Rescued1	CDD270039|416-507:1.7e-06|Rescued1	CDD275404|417-506:1.9e-06|Rescued1	CDD275403|416-492:4.9e-06|Rescued1	CDD270161|432-498:0.00017|Rescued1
5	9.B.198.1.5-S2IYZ3:1234	CDD435072|881-1020:1.02e-30|DirectHit	CDD275406|625-660:9.6e-05|Rescued1	CDD397160|625-706:4.8e-08|Rescued2	CDD275393|625-706:2.1e-08|Rescued2	CDD275420|625-706:2.6e-08|Rescued2	CDD214725|623-660:0.0099|Rescued2	CDD270039|625-706:2.6e-08|Rescued2	CDD275404|625-706:2.1e-08|Rescued2	CDD275403|625-687:1.9e-07|Rescued2	CDD270161|627-687:3.5e-07|Rescued2
6	9.B.198.2.1-Q06681:1438	CDD435072|854-998:9.51e-47|1062-1205:7.88e-45|DirectHit	CDD275406|660-753:6.91e-49|DirectHit	CDD397160|647-758:1.71e-26|DirectHit	CDD275393|661-753:2.29e-10|DirectHit	CDD275420|662-754:3.41e-09|DirectHit	CDD214725|657-716:2.64e-19|DirectHit	CDD270039|662-754:2.32e-15|DirectHit	CDD275404|662-749:1.62e-06|DirectHit	CDD275403|661-744:4.76e-08|DirectHit	CDD270161|680-751:3.05e-07|DirectHit
7	9.B.198.2.2-P38800:1345	CDD435072|761-910:1.01e-45|974-1119:5.06e-40|DirectHit	CDD275406|561-654:2.35e-49|DirectHit	CDD397160|550-659:1.41e-28|DirectHit	CDD275393|562-654:5.72e-09|DirectHit	CDD275420|563-655:4.08e-08|DirectHit	CDD214725|558-615:7.64e-19|DirectHit	CDD270039|563-655:7.87e-16|DirectHit	CDD275404|563-650:2.05e-06|DirectHit	CDD275403|562-650:4.36e-08|DirectHit	CDD270161|581-652:6.75e-05|DirectHit
8	9.B.198.2.3-P43560:674	CDD435072|418-562:3.00e-41|DirectHit	CDD275406|209-302:5.64e-45|DirectHit	CDD397160|198-307:1.76e-26|DirectHit	CDD275393|228-302:1.20e-05|DirectHit	CDD275420|210-300:2.13e-10|DirectHit	CDD214725|206-265:1.91e-17|DirectHit	CDD270039|210-302:2.03e-11|DirectHit	CDD275404|228-298:9.11e-05|DirectHit	CDD275403|210-298:9.89e-07|DirectHit	CDD270161|229-300:5.3e-19|Rescued1
9	9.B.198.2.4-Q08001:693	CDD435072|406-556:2.29e-39|DirectHit	CDD275406|175-265:5.87e-37|DirectHit	CDD397160|164-270:2.73e-29|DirectHit	CDD275393|178-265:1.02e-08|DirectHit	CDD275420|177-273:5.43e-10|DirectHit	CDD214725|172-231:8.07e-20|DirectHit	CDD270039|179-265:3.98e-10|DirectHit	CDD275404|177-275:5.52e-10|DirectHit	CDD275403|176-224:1.58e-08|DirectHit	CDD270161|195-262:5.08e-06|DirectHit
10	9.B.198.2.5-Q3KR37:738	CDD435072|375-523:5.08e-49|DirectHit	CDD275406|107-200:7.24e-56|DirectHit	CDD397160|96-205:4.55e-30|DirectHit	CDD275393|109-200:2.05e-09|DirectHit	CDD275420|109-199:7.22e-13|DirectHit	CDD214725|105-163:7.72e-20|DirectHit	CDD270039|109-156:3.34e-11|DirectHit	CDD275404|109-204:1.17e-09|DirectHit	CDD275403|108-196:2.24e-09|DirectHit	CDD270161|127-191:2.41e-04|DirectHit
