# CDD430750:  DirectHits:  8    Rescued Proteins:  5    Prots with Domain in 1.C.37:  13 (100.0% from a total of 13)
1	1.C.37.1.1-O86283:91	CDD430750|27-87:1.16e-09|DirectHit
2	1.C.37.1.2-WP_106057555:127	CDD430750|63-123:5.41e-06|DirectHit
3	1.C.37.1.3-WP_147598834:131	CDD430750|65-127:2.2e-07|Rescued1
4	1.C.37.1.4-EAD1630396:131	CDD430750|67-128:2.12e-04|DirectHit
5	1.C.37.1.5-WP_133014295:99	CDD430750|34-96:6.56e-09|DirectHit
6	1.C.37.1.6-WP_086461906:129	CDD430750|57-126:1.9e-06|Rescued1
7	1.C.37.1.7-WP_009203249:148	CDD430750|84-145:4.1e-07|Rescued1
8	1.C.37.1.8-WP_154778109:129	CDD430750|63-126:7.2e-05|Rescued1
9	1.C.37.1.9-WP_154799247:98	CDD430750|34-92:2.4e-05|Rescued1
10	1.C.37.1.10-WP_143590995:220	CDD430750|61-121:2.45e-17|DirectHit
11	1.C.37.1.11-WP_121688872:179	CDD430750|113-176:2.19e-09|DirectHit
12	1.C.37.1.12-WP_142504358:133	CDD430750|58-127:8.00e-08|DirectHit
13	1.C.37.1.13-CRH85725:98	CDD430750|34-95:1.92e-08|DirectHit
