# CDD273444:  DirectHits:  32    Rescued Proteins:  0    Prots with Domain in 3.A.10:  32 (100.0% from a total of 32)
# CDD226330:  DirectHits:  32    Rescued Proteins:  0    Prots with Domain in 3.A.10:  32 (100.0% from a total of 32)
# CDD234827:  DirectHits:  32    Rescued Proteins:  0    Prots with Domain in 3.A.10:  32 (100.0% from a total of 32)
# CDD215143:  DirectHits:  32    Rescued Proteins:  0    Prots with Domain in 3.A.10:  32 (100.0% from a total of 32)
# CDD177916:  DirectHits:  32    Rescued Proteins:  0    Prots with Domain in 3.A.10:  32 (100.0% from a total of 32)
# CDD427106:  DirectHits:  32    Rescued Proteins:  0    Prots with Domain in 3.A.10:  32 (100.0% from a total of 32)
1	3.A.10.1.1-P31414:770	CDD177916|79-759:1.51e-168|DirectHit	CDD427106|76-755:0.0|DirectHit	CDD234827|76-765:0.0|DirectHit	CDD215143|4-770:0.0|DirectHit	CDD226330|76-760:0.0|DirectHit	CDD273444|12-766:0.0|DirectHit
2	3.A.10.1.2-Q93Y49:762	CDD177916|69-745:5.35e-170|DirectHit	CDD427106|17-741:0.0|DirectHit	CDD234827|64-745:0.0|DirectHit	CDD215143|4-759:0.0|DirectHit	CDD226330|64-745:0.0|DirectHit	CDD273444|9-745:0.0|DirectHit
3	3.A.10.1.3-Q2RIS7:672	CDD177916|10-670:0.0|DirectHit	CDD427106|10-665:0.0|DirectHit	CDD234827|23-672:0.0|DirectHit	CDD215143|32-669:0.0|DirectHit	CDD226330|3-670:0.0|DirectHit	CDD273444|2-671:0.0|DirectHit
4	3.A.10.1.4-Q9S5X0:726	CDD177916|25-720:9.75e-164|DirectHit	CDD427106|25-716:0.0|DirectHit	CDD234827|25-726:0.0|DirectHit	CDD215143|34-720:8.03e-167|DirectHit	CDD226330|1-724:0.0|DirectHit	CDD273444|25-722:0.0|DirectHit
5	3.A.10.1.5-B0M926:678	CDD177916|31-672:0.0|DirectHit	CDD427106|31-667:0.0|DirectHit	CDD234827|44-677:0.0|DirectHit	CDD215143|40-678:0.0|DirectHit	CDD226330|20-675:0.0|DirectHit	CDD273444|24-678:0.0|DirectHit
6	3.A.10.1.6-B3ECG6:694	CDD177916|15-693:4.24e-180|DirectHit	CDD427106|15-690:0.0|DirectHit	CDD234827|28-694:0.0|DirectHit	CDD215143|37-694:0.0|DirectHit	CDD226330|5-694:0.0|DirectHit	CDD273444|8-694:0.0|DirectHit
7	3.A.10.1.7-Q898Q9:673	CDD177916|13-662:0.0|DirectHit	CDD427106|13-657:0.0|DirectHit	CDD234827|26-667:0.0|DirectHit	CDD215143|35-672:0.0|DirectHit	CDD226330|1-660:0.0|DirectHit	CDD273444|9-668:0.0|DirectHit
8	3.A.10.1.8-P21616:765	CDD177916|75-754:2.11e-171|DirectHit	CDD427106|73-750:0.0|DirectHit	CDD234827|76-759:0.0|DirectHit	CDD215143|3-765:0.0|DirectHit	CDD226330|76-755:0.0|DirectHit	CDD273444|11-761:0.0|DirectHit
9	3.A.10.1.9-E2E6H3:762	CDD177916|67-746:3.17e-168|DirectHit	CDD427106|17-742:0.0|DirectHit	CDD234827|64-752:0.0|DirectHit	CDD215143|1-760:0.0|DirectHit	CDD226330|8-747:0.0|DirectHit	CDD273444|11-751:0.0|DirectHit
10	3.A.10.1.10-A6L2M4:734	CDD177916|15-725:1.04e-172|DirectHit	CDD427106|14-724:0.0|DirectHit	CDD234827|27-734:0.0|DirectHit	CDD215143|39-725:5.83e-170|DirectHit	CDD226330|1-729:0.0|DirectHit	CDD273444|8-725:0.0|DirectHit
