# CDD182867:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 1.B.39:  12 (100.0% from a total of 12)
# CDD225589:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 1.B.39:  12 (100.0% from a total of 12)
# CDD397830:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 1.B.39:  12 (100.0% from a total of 12)
# CDD433263:  DirectHits:  8    Rescued Proteins:  4    Prots with Domain in 1.B.39:  12 (100.0% from a total of 12)
1	1.B.39.1.1-Q8ZP50:212	CDD397830|23-212:7.61e-83|DirectHit	CDD225589|1-212:8.92e-101|DirectHit	CDD182867|1-212:4.32e-145|DirectHit	CDD433263|7-212:3.1e-42|Rescued1
2	1.B.39.1.2-Q00595:230	CDD397830|39-230:5.74e-26|DirectHit	CDD225589|18-230:3.90e-31|DirectHit	CDD182867|74-230:7.09e-26|DirectHit	CDD433263|48-230:1.02e-04|DirectHit
3	1.B.39.1.3-Q9HWW1:232	CDD397830|28-232:3.21e-89|DirectHit	CDD225589|6-232:6.44e-88|DirectHit	CDD182867|1-232:3.06e-86|DirectHit	CDD433263|8-232:2.61e-05|DirectHit
4	1.B.39.1.4-Q3K638:232	CDD397830|24-232:6.87e-63|DirectHit	CDD225589|21-232:7.93e-64|DirectHit	CDD182867|22-232:1.05e-75|DirectHit	CDD433263|49-232:5.34e-06|DirectHit
5	1.B.39.1.5-Q8KJH6:230	CDD397830|49-230:9.96e-51|DirectHit	CDD225589|19-230:6.63e-89|DirectHit	CDD182867|60-230:7.97e-32|DirectHit	CDD433263|88-230:2.65e-04|DirectHit
6	1.B.39.1.6-P0A915:212	CDD397830|23-212:4.36e-90|DirectHit	CDD225589|1-212:1.01e-101|DirectHit	CDD182867|1-212:5.57e-151|DirectHit	CDD433263|5-212:1.6e-43|Rescued1
7	1.B.39.1.7-Q9A8R4:226	CDD397830|29-226:1.78e-74|DirectHit	CDD225589|5-226:3.06e-64|DirectHit	CDD182867|92-226:4.28e-12|DirectHit	CDD433263|11-226:7.8e-17|Rescued1
8	1.B.39.1.8-Q9A8E5:214	CDD397830|28-214:4.60e-78|DirectHit	CDD225589|30-214:3.97e-66|DirectHit	CDD182867|30-214:4.67e-21|DirectHit	CDD433263|63-214:1.91e-04|DirectHit
9	1.B.39.1.9-V1E4I3:216	CDD397830|29-216:1.38e-69|DirectHit	CDD225589|10-216:1.57e-78|DirectHit	CDD182867|3-216:9.36e-147|DirectHit	CDD433263|13-216:3.14e-06|DirectHit
10	1.B.39.2.1-A5GAN4:224	CDD397830|27-221:4.72e-07|DirectHit	CDD225589|42-221:2.60e-08|DirectHit	CDD182867|42-221:3.5e-07|Rescued1	CDD433263|69-199:4.26e-11|DirectHit
11	1.B.39.2.2-B9M7K9:200	CDD397830|23-198:2.7e-27|Rescued1	CDD225589|10-198:2.9e-24|Rescued1	CDD182867|1-183:0.00016|Rescued1	CDD433263|14-164:3.62e-08|DirectHit
12	1.B.39.3.1-B0VUV8:356	CDD397830|126-356:2.59e-14|DirectHit	CDD225589|127-356:3.66e-20|DirectHit	CDD182867|127-356:1.13e-14|DirectHit	CDD433263|123-356:3.7e-07|Rescued1
