# CDD198145:  DirectHits:  7    Rescued Proteins:  5    Prots with Domain in 1.A.55:  12 (100.0% from a total of 12)
# CDD431157:  DirectHits:  8    Rescued Proteins:  4    Prots with Domain in 1.A.55:  12 (100.0% from a total of 12)
1	1.A.55.1.1-Q9UGQ2:172	CDD431157|35-143:6.50e-34|DirectHit	CDD198145|35-143:4.01e-44|DirectHit
2	1.A.55.1.2-Q95T12:194	CDD431157|35-147:9.51e-30|DirectHit	CDD198145|36-147:1.20e-33|DirectHit
3	1.A.55.1.3-Q93533:166	CDD431157|33-142:3.80e-29|DirectHit	CDD198145|34-142:6.31e-34|DirectHit
4	1.A.55.2.2-E9CB09:175	CDD431157|35-115:7.76e-07|DirectHit	CDD198145|36-145:1.1e-09|Rescued1
5	1.A.55.2.3-F2UA94:193	CDD431157|19-124:6.98e-15|DirectHit	CDD198145|19-124:1.21e-09|DirectHit
6	1.A.55.3.1-Q5DFV8:195	CDD431157|15-115:1.61e-07|DirectHit	CDD198145|16-113:1.25e-08|DirectHit
7	1.A.55.4.1-B8N1Q6:149	CDD431157|19-131:1.50e-42|DirectHit	CDD198145|20-131:2.36e-33|DirectHit
8	1.A.55.4.2-E7NLH4:102	CDD431157|30-75:2.27e-11|DirectHit	CDD198145|31-73:3.61e-11|DirectHit
9	1.A.55.4.3-D8LWX8:127	CDD431157|19-110:0.0023|Rescued2	CDD198145|19-110:0.0023|Rescued2
10	1.A.55.5.1-D8LKG3:151	CDD431157|19-121:6.5e-06|Rescued1	CDD198145|19-121:6.6e-06|Rescued1
11	1.A.55.6.1-F4PIU2:176	CDD431157|36-134:0.0086|Rescued2	CDD198145|36-134:0.0084|Rescued2
12	1.A.55.6.2-Q54CR4:154	CDD431157|38-123:0.0091|Rescued1	CDD198145|38-123:0.0091|Rescued1
