# CDD132884:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132898:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD226943:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD185371:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132897:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD425954:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132899:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132894:  DirectHits:  8    Rescued Proteins:  4    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132893:  DirectHits:  9    Rescued Proteins:  3    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132885:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD132896:  DirectHits:  9    Rescued Proteins:  3    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD185363:  DirectHits:  8    Rescued Proteins:  4    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
# CDD197945:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.S.1:  12 (100.0% from a total of 12)
1	1.S.1.1.1-P0A1C7:94	CDD226943|3-94:2.23e-35|DirectHit	CDD132897|5-89:1.13e-26|DirectHit	CDD185371|4-92:3.75e-23|DirectHit	CDD425954|5-78:1.42e-24|DirectHit	CDD132899|5-89:2.37e-33|DirectHit	CDD197945|5-80:2.54e-21|DirectHit	CDD132885|5-88:1.42e-33|DirectHit	CDD132898|5-89:4.83e-20|DirectHit	CDD132884|5-55:2.55e-15|DirectHit	CDD132896|5-80:4.21e-15|DirectHit	CDD132893|5-55:6.72e-10|DirectHit	CDD132894|5-80:5.39e-06|DirectHit	CDD185363|5-85:5.13e-14|DirectHit
2	1.S.1.1.2-P0ABF4:97	CDD226943|1-96:1.61e-36|DirectHit	CDD132897|3-88:1.66e-27|DirectHit	CDD185371|1-97:9.03e-49|DirectHit	CDD425954|3-76:1.10e-24|DirectHit	CDD132899|3-87:1.45e-29|DirectHit	CDD197945|3-78:2.78e-21|DirectHit	CDD132885|3-86:3.01e-31|DirectHit	CDD132898|3-87:5.64e-20|DirectHit	CDD132884|3-53:1.34e-10|DirectHit	CDD132896|3-78:8.92e-11|DirectHit	CDD132893|3-79:8.93e-08|DirectHit	CDD132894|3-78:1.50e-07|DirectHit	CDD185363|3-83:9.82e-15|DirectHit
3	1.S.1.1.3-WP_118167459:103	CDD226943|1-103:1.93e-26|DirectHit	CDD132897|4-91:2.51e-29|DirectHit	CDD185371|4-97:2.20e-05|DirectHit	CDD425954|4-79:3.34e-10|DirectHit	CDD132899|4-90:2.53e-07|DirectHit	CDD197945|4-81:2.74e-06|DirectHit	CDD132885|4-89:2.42e-12|DirectHit	CDD132898|3-90:3.2e-17|Rescued1	CDD132884|4-63:6.5e-14|Rescued1	CDD132896|4-81:2.2e-15|Rescued1	CDD132893|4-83:7.3e-15|Rescued1	CDD132894|4-81:1.1e-14|Rescued1	CDD185363|1-93:1.2e-16|Rescued1
4	1.S.1.1.4-WP_068749265:185	CDD226943|1-157:4.96e-28|99-181:8.48e-11|DirectHit	CDD132897|4-81:9.24e-07|99-180:7.76e-07|DirectHit	CDD185371|99-174:1.77e-04|DirectHit	CDD425954|4-75:3.00e-17|99-174:2.07e-20|DirectHit	CDD132899|4-81:1.49e-04|99-180:1.18e-06|DirectHit	CDD197945|4-77:9.80e-14|99-165:1.53e-13|DirectHit	CDD132885|4-85:1.65e-07|99-180:1.89e-10|DirectHit	CDD132898|4-81:2.81e-04|99-159:3.04e-04|DirectHit	CDD132884|4-61:3.97e-05|99-161:2.46e-09|DirectHit	CDD132896|4-76:4.12e-06|99-174:5.77e-06|DirectHit	CDD132893|4-79:8.94e-32|99-178:3.49e-08|DirectHit	CDD132894|99-174:2.63e-25|DirectHit	CDD185363|1-85:1.6e-07|99-180:9.5e-09|Rescued1
5	1.S.1.1.5-WP_033292571:96	CDD226943|1-87:3.07e-12|DirectHit	CDD132897|4-86:1.35e-09|DirectHit	CDD185371|3-65:8.23e-07|DirectHit	CDD425954|4-76:1.79e-10|DirectHit	CDD132899|4-65:2.86e-06|DirectHit	CDD197945|4-76:4.87e-08|DirectHit	CDD132885|4-87:9.9e-13|Rescued1	CDD132898|4-84:4.71e-07|DirectHit	CDD132884|4-64:3.70e-05|DirectHit	CDD132896|4-80:1.3e-12|Rescued1	CDD132893|4-82:4.1e-11|Rescued1	CDD132894|4-80:2.2e-12|Rescued1	CDD185363|1-91:2.2e-12|Rescued1
6	1.S.1.1.6-PZO17530:103	CDD226943|1-86:1.87e-20|DirectHit	CDD132897|4-91:1.86e-36|DirectHit	CDD185371|4-97:7.87e-06|DirectHit	CDD425954|8-65:1.85e-15|DirectHit	CDD132899|4-85:3.49e-07|DirectHit	CDD197945|8-81:4.53e-13|DirectHit	CDD132885|8-85:2.94e-14|DirectHit	CDD132898|3-89:1.67e-08|DirectHit	CDD132884|8-64:1.65e-08|DirectHit	CDD132896|7-81:1.55e-06|DirectHit	CDD132893|19-67:3.51e-06|DirectHit	CDD132894|4-65:4.74e-04|DirectHit	CDD185363|1-64:2.22e-06|DirectHit
7	1.S.1.1.7-P72760:111	CDD226943|1-110:7.61e-48|DirectHit	CDD132897|4-91:1.28e-46|DirectHit	CDD185371|4-93:3.67e-21|DirectHit	CDD425954|4-79:6.57e-28|DirectHit	CDD132899|4-90:2.60e-25|DirectHit	CDD197945|4-81:5.53e-23|DirectHit	CDD132885|4-89:2.03e-35|DirectHit	CDD132898|3-90:1.27e-20|DirectHit	CDD132884|4-64:9.85e-17|DirectHit	CDD132896|4-81:2.35e-14|DirectHit	CDD132893|4-83:3.63e-14|DirectHit	CDD132894|4-81:3.94e-05|DirectHit	CDD185363|1-89:1.98e-15|DirectHit
8	1.S.1.1.8-Q31RK3:102	CDD226943|1-102:5.12e-18|DirectHit	CDD132897|4-91:6.12e-32|DirectHit	CDD185371|4-97:1.50e-04|DirectHit	CDD425954|4-79:5.33e-10|DirectHit	CDD132899|4-90:1.07e-04|DirectHit	CDD197945|4-81:3.27e-07|DirectHit	CDD132885|4-86:9.22e-10|DirectHit	CDD132898|3-90:3.6e-20|Rescued1	CDD132884|4-65:1.5e-14|Rescued1	CDD132896|4-81:2.8e-18|Rescued1	CDD132893|4-83:3.3e-15|Rescued1	CDD132894|4-81:8.6e-14|Rescued1	CDD185363|1-94:3.7e-16|Rescued1
9	1.S.1.1.9-P73407:112	CDD226943|3-112:1.05e-38|DirectHit	CDD132897|6-93:1.55e-42|DirectHit	CDD185371|6-95:6.72e-11|DirectHit	CDD425954|6-81:1.45e-18|DirectHit	CDD132899|6-92:2.32e-14|DirectHit	CDD197945|6-83:6.79e-17|DirectHit	CDD132885|6-91:5.92e-29|DirectHit	CDD132898|6-92:9.42e-09|DirectHit	CDD132884|6-66:1.23e-12|DirectHit	CDD132896|6-83:1.12e-07|DirectHit	CDD132893|17-85:7.42e-05|DirectHit	CDD132894|6-83:2.5e-17|Rescued1	CDD185363|5-69:1.26e-04|DirectHit
10	1.S.1.1.11-WP_094276346:94	CDD226943|1-87:3.28e-34|DirectHit	CDD132897|4-83:2.46e-23|DirectHit	CDD185371|3-86:2.36e-24|DirectHit	CDD425954|4-77:7.20e-29|DirectHit	CDD132899|4-87:1.79e-29|DirectHit	CDD197945|4-79:3.90e-24|DirectHit	CDD132885|4-87:6.74e-36|DirectHit	CDD132898|2-87:6.04e-22|DirectHit	CDD132884|4-60:2.24e-14|DirectHit	CDD132896|4-79:7.90e-19|DirectHit	CDD132893|4-80:5.83e-15|DirectHit	CDD132894|4-79:5.22e-09|DirectHit	CDD185363|1-91:1.37e-23|DirectHit
11	1.S.1.1.13-6NER_A:213	CDD226943|1-174:4.77e-35|117-202:5.08e-34|DirectHit	CDD132897|4-89:3.53e-29|118-203:3.53e-29|DirectHit	CDD185371|3-90:8.23e-25|117-204:8.23e-25|DirectHit	CDD425954|4-77:7.10e-27|118-191:7.10e-27|DirectHit	CDD132899|4-88:1.01e-27|118-202:1.01e-27|DirectHit	CDD197945|4-79:2.35e-21|118-193:2.35e-21|DirectHit	CDD132885|4-87:3.44e-33|118-201:3.44e-33|DirectHit	CDD132898|4-88:3.33e-20|118-202:3.33e-20|DirectHit	CDD132884|4-64:6.10e-13|118-178:6.10e-13|DirectHit	CDD132896|4-79:1.08e-16|118-193:1.08e-16|DirectHit	CDD132893|4-80:6.27e-11|118-194:6.27e-11|DirectHit	CDD132894|4-79:7.17e-08|118-193:7.17e-08|DirectHit	CDD185363|1-119:1.54e-18|117-193:1.20e-16|DirectHit
12	1.S.1.1.14-MBT6724251:208	CDD226943|1-93:3.80e-14|124-208:2.96e-20|DirectHit	CDD132897|4-86:1.34e-06|124-208:1.02e-14|DirectHit	CDD185371|124-208:3.04e-13|DirectHit	CDD425954|4-68:3.75e-14|124-197:7.02e-18|DirectHit	CDD132899|124-208:2.85e-18|DirectHit	CDD197945|4-75:7.16e-11|124-199:5.34e-14|DirectHit	CDD132885|124-207:4.55e-25|DirectHit	CDD132898|4-87:3.71e-06|124-208:2.07e-13|DirectHit	CDD132884|4-64:7.44e-11|124-169:1.61e-10|DirectHit	CDD132896|4-79:1.35e-13|124-199:5.88e-10|DirectHit	CDD132893|4-66:3.27e-06|DirectHit	CDD132894|4-68:1.64e-04|124-199:2.19e-04|DirectHit	CDD185363|124-199:3.52e-08|DirectHit
