# CDD308617:  DirectHits:  13    Rescued Proteins:  0    Prots with Domain in 2.A.71:  13 (100.0% from a total of 13)
# CDD341037:  DirectHits:  13    Rescued Proteins:  0    Prots with Domain in 2.A.71:  13 (100.0% from a total of 13)
# CDD349949:  DirectHits:  7    Rescued Proteins:  6    Prots with Domain in 2.A.71:  13 (100.0% from a total of 13)
# CDD273268:  DirectHits:  11    Rescued Proteins:  2    Prots with Domain in 2.A.71:  13 (100.0% from a total of 13)
1	2.A.71.1.1-Q25272:627	CDD341037|173-580:1.45e-67|DirectHit	CDD308617|59-606:1.39e-152|DirectHit	CDD273268|17-611:0.0|DirectHit	CDD349949|56-271:9.9e-27|306-579:9.9e-27|Rescued1
2	2.A.71.1.2-O76729:631	CDD341037|176-584:3.86e-66|DirectHit	CDD308617|65-610:2.06e-140|DirectHit	CDD273268|23-615:0.0|DirectHit	CDD349949|54-261:5.9e-28|345-583:5.9e-28|Rescued1
3	2.A.71.1.3-Q9UAC2:704	CDD341037|187-629:1.85e-94|DirectHit	CDD308617|76-655:0.0|DirectHit	CDD273268|34-649:3.83e-95|DirectHit	CDD349949|93-253:4.5e-27|368-587:4.5e-27|Rescued1
4	2.A.71.1.4-Q07492:686	CDD341037|249-645:1.40e-39|DirectHit	CDD308617|138-667:2.66e-174|DirectHit	CDD273268|96-671:0.0|DirectHit	CDD349949|139-645:5.8e-31|Rescued1
5	2.A.71.1.5-A8WCI8:706	CDD341037|189-631:3.57e-93|DirectHit	CDD308617|78-657:0.0|DirectHit	CDD273268|36-651:3.22e-95|DirectHit	CDD349949|95-255:4.5e-27|369-589:4.5e-27|Rescued1
6	2.A.71.1.6-V5B8W0:1057	CDD341037|48-506:7.60e-63|DirectHit	CDD308617|49-518:7.12e-78|DirectHit	CDD273268|48-529:4.58e-65|DirectHit	CDD349949|135-460:3.82e-06|DirectHit
7	2.A.71.2.1-O68867:453	CDD341037|29-405:4.39e-155|DirectHit	CDD308617|38-406:9.81e-150|DirectHit	CDD273268|1-449:4.60e-172|DirectHit	CDD349949|31-384:5.40e-13|DirectHit
8	2.A.71.2.2-Q9SKZ5:560	CDD341037|128-527:1.11e-176|DirectHit	CDD308617|137-527:1.44e-161|DirectHit	CDD273268|115-560:2.14e-175|DirectHit	CDD349949|133-526:5.02e-26|DirectHit
9	2.A.71.2.3-Q55721:494	CDD341037|37-426:3.65e-166|DirectHit	CDD308617|46-457:7.05e-153|DirectHit	CDD273268|15-425:1.59e-118|DirectHit	CDD349949|39-402:5.89e-14|DirectHit
10	2.A.71.2.4-M5DKB8:537	CDD341037|24-527:1.71e-18|DirectHit	CDD308617|42-533:1.26e-09|DirectHit	CDD273268|1-528:1.7e-15|Rescued1	CDD349949|24-489:2.6e-16|Rescued1
11	2.A.71.2.5-W2qlk8:551	CDD341037|92-440:3.40e-18|DirectHit	CDD308617|61-440:1.17e-09|DirectHit	CDD273268|26-500:5.4e-13|Rescued1	CDD349949|60-454:4.60e-08|DirectHit
12	2.A.71.2.6-Q9XIQ7:442	CDD341037|21-424:9.75e-77|DirectHit	CDD308617|30-441:7.42e-149|DirectHit	CDD273268|27-437:6.02e-53|DirectHit	CDD349949|23-425:3.53e-05|DirectHit
13	2.A.71.2.7-Q8IBB7:505	CDD341037|55-450:9.76e-113|DirectHit	CDD308617|72-463:3.47e-50|DirectHit	CDD273268|64-453:1.72e-39|DirectHit	CDD349949|58-450:2.04e-06|DirectHit
