# CDD395170:  DirectHits:  10    Rescued Proteins:  0    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237656:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237664:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD182347:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237662:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD197617:  DirectHits:  10    Rescued Proteins:  0    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237666:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237654:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD184604:  DirectHits:  6    Rescued Proteins:  4    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237667:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD274090:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD172774:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237660:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD184611:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237657:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD99751:  DirectHits:  10    Rescued Proteins:  0    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD184603:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237653:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237668:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237655:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237661:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD184599:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237658:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237663:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD237659:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD184612:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD172778:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD223560:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD240236:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD225124:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD172773:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD172788:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
# CDD236757:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 8.A.192:  10 (100.0% from a total of 10)
1	8.A.192.1.1-P60904:198	CDD197617|14-72:2.70e-24|DirectHit	CDD395170|15-77:2.64e-32|DirectHit	CDD99751|17-69:4.74e-24|DirectHit	CDD184604|1-96:7.34e-24|DirectHit	CDD237654|17-80:4.4e-19|Rescued1	CDD237666|17-80:2.2e-19|Rescued1	CDD237656|17-80:4e-19|Rescued1	CDD237664|17-80:8.5e-19|Rescued1	CDD237657|17-80:2.9e-19|Rescued1	CDD184611|17-80:3.5e-19|Rescued1	CDD172774|17-80:4.4e-19|Rescued1	CDD274090|17-80:3.6e-20|Rescued1	CDD237667|17-80:4.4e-19|Rescued1	CDD237659|17-80:9.9e-20|Rescued1	CDD237658|17-80:2.2e-19|Rescued1	CDD237663|17-80:2.6e-19|Rescued1	CDD237661|17-80:3.6e-19|Rescued1	CDD237653|17-80:1.1e-19|Rescued1	CDD237668|17-80:2.6e-18|Rescued1	CDD172773|17-80:3.3e-19|Rescued1	CDD236757|17-80:1.9e-19|Rescued1	CDD225124|17-99:6.6e-22|Rescued1	CDD223560|17-80:3.4e-20|Rescued1	CDD172778|17-80:7.6e-20|Rescued1	CDD237662|17-80:6.5e-19|Rescued1	CDD182347|17-80:9.2e-20|Rescued1	CDD237660|17-80:1.7e-20|Rescued1	CDD184599|17-80:1.3e-19|Rescued1	CDD237655|17-80:1.9e-19|Rescued1	CDD184603|17-80:6.8e-20|Rescued1	CDD172788|17-80:1.7e-19|Rescued1	CDD240236|1-84:1.05e-22|DirectHit	CDD184612|17-80:6.5e-20|Rescued1
2	8.A.192.1.2-KAF9150406:377	CDD197617|8-65:1.32e-25|DirectHit	CDD395170|8-70:9.83e-34|DirectHit	CDD99751|8-62:9.12e-25|DirectHit	CDD184604|3-348:2.26e-75|DirectHit	CDD237654|8-349:8.09e-66|DirectHit	CDD237666|8-349:1.28e-52|DirectHit	CDD237656|8-377:2.50e-76|DirectHit	CDD237664|8-349:2.89e-87|DirectHit	CDD237657|8-348:2.39e-68|DirectHit	CDD184611|5-348:7.12e-71|DirectHit	CDD172774|9-349:1.49e-76|DirectHit	CDD274090|8-349:1.36e-108|DirectHit	CDD237667|4-356:3.13e-35|DirectHit	CDD237659|8-377:9.34e-56|DirectHit	CDD237658|7-349:4.40e-60|DirectHit	CDD237663|7-349:9.48e-66|DirectHit	CDD237661|8-342:1.41e-77|DirectHit	CDD237653|4-352:2.83e-73|DirectHit	CDD237668|8-349:8.20e-69|DirectHit	CDD172773|8-349:8.61e-60|DirectHit	CDD236757|8-371:1.15e-98|DirectHit	CDD225124|8-104:8.96e-20|DirectHit	CDD223560|8-349:3.09e-123|DirectHit	CDD172778|8-355:1.08e-64|DirectHit	CDD237662|7-349:7.77e-64|DirectHit	CDD182347|8-359:1.51e-28|DirectHit	CDD237660|3-349:4.99e-74|DirectHit	CDD184599|3-353:6.99e-82|DirectHit	CDD237655|8-356:8.12e-65|DirectHit	CDD184603|8-349:1.16e-74|DirectHit	CDD172788|8-349:1.48e-61|DirectHit	CDD240236|9-341:4.04e-79|DirectHit	CDD184612|8-364:5.20e-73|DirectHit
3	8.A.192.1.3-XP_006763275:233	CDD197617|2-61:4.78e-32|DirectHit	CDD395170|3-66:1.60e-36|DirectHit	CDD99751|3-58:2.63e-29|DirectHit	CDD184604|3-112:1.32e-24|DirectHit	CDD237654|3-106:6.69e-30|DirectHit	CDD237666|3-105:1.52e-17|DirectHit	CDD237656|3-106:7.78e-32|DirectHit	CDD237664|4-105:5.88e-31|DirectHit	CDD237657|3-106:7.13e-31|DirectHit	CDD184611|3-106:1.51e-30|DirectHit	CDD172774|4-106:1.88e-28|DirectHit	CDD274090|4-106:4.40e-41|DirectHit	CDD237667|3-106:4.22e-24|DirectHit	CDD237659|3-106:2.98e-20|DirectHit	CDD237658|3-114:4.65e-31|DirectHit	CDD237663|1-106:1.64e-24|DirectHit	CDD237661|3-112:4.70e-30|DirectHit	CDD237653|4-106:1.58e-28|DirectHit	CDD237668|3-131:5.09e-31|DirectHit	CDD172773|3-106:2.12e-26|DirectHit	CDD236757|3-106:1.87e-41|DirectHit	CDD225124|1-134:2.79e-24|DirectHit	CDD223560|2-106:1.46e-41|DirectHit	CDD172778|3-126:3.94e-34|DirectHit	CDD237662|1-107:9.19e-29|DirectHit	CDD182347|3-105:3.56e-17|DirectHit	CDD237660|3-111:3.18e-28|DirectHit	CDD184599|3-106:2.08e-29|DirectHit	CDD237655|3-107:6.55e-26|DirectHit	CDD184603|3-103:8.07e-31|DirectHit	CDD172788|3-106:2.93e-20|DirectHit	CDD240236|4-106:6.47e-22|DirectHit	CDD184612|3-106:9.18e-29|DirectHit
4	8.A.192.1.4-MBA24612:374	CDD197617|4-62:1.21e-27|DirectHit	CDD395170|5-67:1.55e-36|DirectHit	CDD99751|5-59:1.91e-28|DirectHit	CDD184604|1-373:1.80e-116|DirectHit	CDD237654|4-359:1.11e-98|DirectHit	CDD237666|1-358:9.04e-79|DirectHit	CDD237656|1-354:4.19e-120|DirectHit	CDD237664|1-373:3.58e-114|DirectHit	CDD237657|2-359:2.30e-143|DirectHit	CDD184611|1-366:3.67e-116|DirectHit	CDD172774|1-374:2.86e-106|DirectHit	CDD274090|5-358:9.21e-147|DirectHit	CDD237667|1-358:4.75e-52|DirectHit	CDD237659|1-354:2.36e-99|DirectHit	CDD237658|5-373:5.70e-99|DirectHit	CDD237663|4-358:1.04e-107|DirectHit	CDD237661|3-362:1.07e-91|DirectHit	CDD237653|1-352:6.98e-113|DirectHit	CDD237668|1-373:1.59e-112|DirectHit	CDD172773|2-372:1.27e-79|DirectHit	CDD236757|1-358:9.00e-139|DirectHit	CDD225124|1-152:7.19e-20|DirectHit	CDD223560|1-373:7.15e-142|DirectHit	CDD172778|2-366:1.04e-84|DirectHit	CDD237662|5-352:4.37e-83|DirectHit	CDD182347|1-358:9.23e-44|DirectHit	CDD237660|1-373:5.58e-124|DirectHit	CDD184599|1-373:1.12e-123|DirectHit	CDD237655|2-350:1.51e-93|DirectHit	CDD184603|1-358:7.32e-95|DirectHit	CDD172788|2-373:7.31e-69|DirectHit	CDD240236|6-366:4.44e-47|DirectHit	CDD184612|3-373:1.89e-120|DirectHit
5	8.A.192.1.5-WP_224341048:335	CDD197617|8-66:9.89e-30|DirectHit	CDD395170|9-71:3.98e-38|DirectHit	CDD99751|9-63:9.31e-29|DirectHit	CDD184604|8-322:4.16e-65|DirectHit	CDD237654|8-319:1.53e-59|DirectHit	CDD237666|8-332:1.49e-47|DirectHit	CDD237656|8-322:1.64e-66|DirectHit	CDD237664|8-333:1.07e-63|DirectHit	CDD237657|8-324:1.11e-66|DirectHit	CDD184611|8-313:2.82e-62|DirectHit	CDD172774|8-325:3.80e-61|DirectHit	CDD274090|9-322:3.71e-98|DirectHit	CDD237667|7-318:3.02e-85|DirectHit	CDD237659|8-322:6.49e-55|DirectHit	CDD237658|9-334:6.21e-60|DirectHit	CDD237663|9-323:1.56e-60|DirectHit	CDD237661|8-305:3.14e-73|DirectHit	CDD237653|8-313:7.09e-57|DirectHit	CDD237668|8-334:6.02e-53|DirectHit	CDD172773|8-318:1.00e-45|DirectHit	CDD236757|8-329:2.46e-88|DirectHit	CDD225124|4-241:1.27e-42|DirectHit	CDD223560|8-329:4.27e-99|DirectHit	CDD172778|8-321:4.78e-49|DirectHit	CDD237662|9-316:1.97e-50|DirectHit	CDD182347|6-331:1.13e-61|DirectHit	CDD237660|4-332:2.02e-60|DirectHit	CDD184599|8-329:4.36e-72|DirectHit	CDD237655|8-327:6.77e-63|DirectHit	CDD184603|8-318:3.10e-59|DirectHit	CDD172788|8-330:1.15e-58|DirectHit	CDD240236|4-321:5e-41|Rescued1	CDD184612|8-329:1.87e-63|DirectHit
6	8.A.192.1.6-P25491:409	CDD197617|5-62:1.19e-25|DirectHit	CDD395170|7-67:2.93e-33|DirectHit	CDD99751|7-59:1.24e-24|DirectHit	CDD184604|1-352:2.91e-65|DirectHit	CDD237654|5-351:2.16e-72|DirectHit	CDD237666|2-352:1.42e-56|DirectHit	CDD237656|7-338:6.44e-68|DirectHit	CDD237664|7-353:2.42e-69|DirectHit	CDD237657|7-354:3.24e-63|DirectHit	CDD184611|7-338:4.22e-61|DirectHit	CDD172774|2-333:1.13e-66|DirectHit	CDD274090|7-353:2.95e-101|DirectHit	CDD237667|7-356:5.79e-34|DirectHit	CDD237659|7-346:3.27e-51|DirectHit	CDD237658|5-364:9.28e-53|DirectHit	CDD237663|7-352:3.28e-64|DirectHit	CDD237661|7-354:1.33e-75|DirectHit	CDD237653|4-338:1.14e-74|DirectHit	CDD237668|7-365:2.88e-64|DirectHit	CDD172773|7-338:8.18e-61|DirectHit	CDD236757|7-353:3.25e-83|DirectHit	CDD225124|1-267:1.77e-23|DirectHit	CDD223560|2-368:2.18e-134|DirectHit	CDD172778|1-344:3.56e-56|DirectHit	CDD237662|7-337:8.80e-53|DirectHit	CDD182347|7-330:5.93e-24|DirectHit	CDD237660|1-351:6.12e-74|DirectHit	CDD184599|1-352:1.00e-65|DirectHit	CDD237655|4-338:9.42e-57|DirectHit	CDD184603|7-359:4.27e-61|DirectHit	CDD172788|7-352:2.79e-51|DirectHit	CDD240236|2-409:4.26e-120|DirectHit	CDD184612|1-353:9.02e-76|DirectHit
7	8.A.192.2.1-NP_001156498:2243	CDD197617|1301-1354:2.62e-14|DirectHit	CDD395170|1301-1354:5.81e-15|DirectHit	CDD99751|1301-1354:2.93e-14|DirectHit	CDD184604|1298-1362:2e-07|Rescued1	CDD237654|1303-1362:1.1e-06|Rescued1	CDD237666|1303-1362:8.3e-07|Rescued1	CDD237656|1303-1362:1.1e-06|Rescued1	CDD237664|1303-1362:1.4e-06|Rescued1	CDD237657|1303-1362:9.6e-07|Rescued1	CDD184611|1303-1362:1e-06|Rescued1	CDD172774|1303-1362:1.1e-06|Rescued1	CDD274090|1303-1362:4e-07|Rescued1	CDD237667|1303-1362:1.1e-06|Rescued1	CDD237659|1303-1362:6.3e-07|Rescued1	CDD237658|1303-1362:9.2e-07|Rescued1	CDD237663|1303-1362:8.9e-07|Rescued1	CDD237661|1303-1362:1e-06|Rescued1	CDD237653|1303-1362:6.3e-07|Rescued1	CDD237668|1303-1362:2.6e-06|Rescued1	CDD172773|1303-1362:9.9e-07|Rescued1	CDD236757|1303-1362:8.1e-07|Rescued1	CDD225124|1301-1362:2.2e-08|Rescued1	CDD223560|1303-1362:4.2e-07|Rescued1	CDD172778|1303-1362:6.4e-07|Rescued1	CDD237662|1303-1362:1.3e-06|Rescued1	CDD182347|1303-1362:5.9e-07|Rescued1	CDD237660|1303-1362:3.4e-07|Rescued1	CDD184599|1303-1362:7e-07|Rescued1	CDD237655|1303-1362:8.2e-07|Rescued1	CDD184603|1303-1362:5.4e-07|Rescued1	CDD172788|1303-1362:7.8e-07|Rescued1	CDD240236|1298-1362:1.2e-07|Rescued1	CDD184612|1303-1362:5.3e-07|Rescued1
8	8.A.192.2.2-G5ED36:2279	CDD197617|1324-1378:9.88e-12|DirectHit	CDD395170|1324-1378:7.12e-13|DirectHit	CDD99751|1324-1375:1.69e-11|DirectHit	CDD184604|1341-1381:3.1e-07|Rescued1	CDD237654|1324-1386:8.1e-09|Rescued2	CDD237666|1324-1386:8e-09|Rescued2	CDD237656|1324-1386:8.2e-09|Rescued2	CDD237664|1324-1386:8.2e-09|Rescued2	CDD237657|1324-1386:7.8e-09|Rescued2	CDD184611|1324-1386:8e-09|Rescued2	CDD172774|1324-1386:8e-09|Rescued2	CDD274090|1324-1386:8.2e-09|Rescued2	CDD237667|1324-1386:8.1e-09|Rescued2	CDD237659|1324-1386:7.9e-09|Rescued2	CDD237658|1324-1386:8.1e-09|Rescued2	CDD237663|1324-1386:8e-09|Rescued2	CDD237661|1324-1386:8.1e-09|Rescued2	CDD237653|1324-1386:8e-09|Rescued2	CDD237668|1324-1386:8.1e-09|Rescued2	CDD172773|1324-1386:8.1e-09|Rescued2	CDD236757|1324-1386:8.1e-09|Rescued2	CDD225124|1341-1388:3e-07|Rescued1	CDD223560|1324-1386:8.1e-09|Rescued2	CDD172778|1324-1386:8.1e-09|Rescued2	CDD237662|1324-1386:8e-09|Rescued2	CDD182347|1324-1386:8.1e-09|Rescued2	CDD237660|1324-1386:8.1e-09|Rescued2	CDD184599|1324-1386:8e-09|Rescued2	CDD237655|1324-1386:8e-09|Rescued2	CDD184603|1324-1386:8e-09|Rescued2	CDD172788|1324-1386:8.1e-09|Rescued2	CDD240236|1341-1381:1.8e-07|Rescued1	CDD184612|1324-1386:6.7e-09|Rescued2
9	8.A.192.2.3-NP_001286236:2407	CDD197617|1302-1355:1.04e-10|DirectHit	CDD395170|1303-1355:1.44e-11|DirectHit	CDD99751|1303-1355:1.46e-10|DirectHit	CDD184604|1303-1366:5.1e-08|Rescued1	CDD237654|1303-1366:9.4e-08|Rescued1	CDD237666|1303-1366:6.9e-08|Rescued1	CDD237656|1303-1366:9.1e-08|Rescued1	CDD237664|1303-1366:1.3e-07|Rescued1	CDD237657|1303-1366:8.1e-08|Rescued1	CDD184611|1303-1366:8.6e-08|Rescued1	CDD172774|1303-1366:9.4e-08|Rescued1	CDD274090|1303-1366:3e-08|Rescued1	CDD237667|1303-1366:9.9e-08|Rescued1	CDD237659|1303-1366:5e-08|Rescued1	CDD237658|1303-1366:7.6e-08|Rescued1	CDD237663|1303-1366:7.5e-08|Rescued1	CDD237661|1303-1366:9e-08|Rescued1	CDD237653|1303-1366:5.1e-08|Rescued1	CDD237668|1303-1366:2.5e-07|Rescued1	CDD172773|1303-1366:8.4e-08|Rescued1	CDD236757|1303-1366:6.7e-08|Rescued1	CDD225124|1303-1366:9.6e-08|Rescued1	CDD223560|1303-1366:3.1e-08|Rescued1	CDD172778|1303-1366:5e-08|Rescued1	CDD237662|1303-1366:1.2e-07|Rescued1	CDD182347|1303-1366:4.7e-08|Rescued1	CDD237660|1303-1366:2.4e-08|Rescued1	CDD184599|1303-1366:5.7e-08|Rescued1	CDD237655|1303-1366:6.8e-08|Rescued1	CDD184603|1303-1366:4.2e-08|Rescued1	CDD172788|1303-1366:6.4e-08|Rescued1	CDD240236|1303-1366:2.9e-08|Rescued1	CDD184612|1303-1366:4.1e-08|Rescued1
10	8.A.192.2.4-F4IVL6:2554	CDD197617|1527-1577:3.23e-12|DirectHit	CDD395170|1527-1576:1.73e-12|DirectHit	CDD99751|1536-1576:1.63e-11|DirectHit	CDD184604|1513-1576:2.8e-07|Rescued1	CDD237654|1536-1579:1.8e-08|Rescued2	CDD237666|1536-1579:1.7e-08|Rescued2	CDD237656|1536-1579:1.8e-08|Rescued2	CDD237664|1536-1579:1.8e-08|Rescued2	CDD237657|1536-1579:1.7e-08|Rescued2	CDD184611|1536-1579:1.7e-08|Rescued2	CDD172774|1536-1579:1.8e-08|Rescued2	CDD274090|1536-1579:1.8e-08|Rescued2	CDD237667|1536-1579:1.8e-08|Rescued2	CDD237659|1536-1579:1.7e-08|Rescued2	CDD237658|1536-1579:1.8e-08|Rescued2	CDD237663|1536-1579:1.7e-08|Rescued2	CDD237661|1536-1579:1.8e-08|Rescued2	CDD237653|1536-1579:1.7e-08|Rescued2	CDD237668|1536-1579:1.8e-08|Rescued2	CDD172773|1536-1579:1.8e-08|Rescued2	CDD236757|1536-1579:1.8e-08|Rescued2	CDD225124|1536-1585:3.6e-08|Rescued2	CDD223560|1536-1579:1.8e-08|Rescued2	CDD172778|1536-1579:1.8e-08|Rescued2	CDD237662|1536-1579:1.7e-08|Rescued2	CDD182347|1536-1579:1.8e-08|Rescued2	CDD237660|1536-1579:1.8e-08|Rescued2	CDD184599|1536-1579:1.7e-08|Rescued2	CDD237655|1536-1579:1.7e-08|Rescued2	CDD184603|1536-1579:1.8e-08|Rescued2	CDD172788|1536-1579:1.8e-08|Rescued2	CDD240236|1513-1576:1.7e-07|Rescued1	CDD184612|1536-1579:1.5e-08|Rescued2
