# CDD239303:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD181812:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239290:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD238829:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD200072:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239298:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239302:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD273457:  DirectHits:  9    Rescued Proteins:  3    Prots with Domain in 8.A.88:  12 (100.0% from a total of 12)
# CDD239291:  DirectHits:  6    Rescued Proteins:  5    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239259:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239292:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239296:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239301:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD404691:  DirectHits:  7    Rescued Proteins:  1    Prots with Domain in 8.A.88:  8 (66.7% from a total of 12)
# CDD223600:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239297:  DirectHits:  6    Rescued Proteins:  5    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239299:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD395972:  DirectHits:  6    Rescued Proteins:  5    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD395038:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239295:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239293:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239294:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD182889:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239279:  DirectHits:  6    Rescued Proteins:  6    Prots with Domain in 8.A.88:  12 (100.0% from a total of 12)
# CDD239300:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239254:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD173347:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
# CDD239245:  DirectHits:  8    Rescued Proteins:  3    Prots with Domain in 8.A.88:  11 (91.7% from a total of 12)
1	8.A.88.1.1-P31415:396	CDD273457|93-385:3.08e-14|DirectHit	CDD239302|86-153:2.1e-05|Rescued1	CDD200072|89-134:0.0064|Rescued1	CDD238829|89-141:0.0021|Rescued1	CDD182889|89-142:0.0005|Rescued1	CDD239292|86-153:5.5e-05|Rescued1	CDD239298|86-154:2.9e-05|Rescued1	CDD239303|86-153:6e-05|Rescued1	CDD181812|88-152:5.1e-05|Rescued1	CDD239294|86-153:1.7e-05|Rescued1	CDD239293|86-153:1.7e-05|Rescued1	CDD395038|86-153:4.5e-05|Rescued1	CDD239245|86-153:0.00011|Rescued1	CDD239296|86-153:5.4e-05|Rescued1	CDD239259|86-153:3e-05|Rescued1	CDD239299|88-154:2.5e-05|Rescued1	CDD239295|86-153:1.7e-05|Rescued1	CDD173347|100-142:0.0055|Rescued1	CDD239301|88-152:2.1e-05|Rescued1	CDD239290|86-153:0.00014|Rescued1	CDD239254|88-149:0.00035|Rescued1	CDD239300|86-154:8.2e-06|Rescued1	CDD223600|86-156:0.00011|Rescued1	CDD404691|186-379:1.81e-18|DirectHit	CDD239291|89-149:0.00024|Rescued1	CDD395972|37-386:0.0|DirectHit	CDD239279|49-155:1.36e-06|161-259:4.38e-19|DirectHit	CDD239297|86-153:3.6e-05|Rescued1
2	8.A.88.1.2-F6P0J3:454	CDD273457|89-387:1.11e-09|DirectHit	CDD239302|87-153:1.7e-12|Rescued2	CDD200072|87-153:0.008|Rescued2	CDD238829|87-141:5.6e-17|Rescued2	CDD182889|87-142:2e-17|Rescued2	CDD239292|89-153:0.0073|Rescued1	CDD239298|89-153:0.0064|Rescued1	CDD239303|34-153:2.4e-20|Rescued2	CDD181812|34-152:1.9e-19|Rescued2	CDD239294|87-153:1.9e-12|Rescued2	CDD239293|87-153:2e-12|Rescued2	CDD395038|89-153:0.0065|Rescued1	CDD239245|89-153:0.0059|Rescued1	CDD239296|87-153:1.9e-12|Rescued2	CDD239259|89-153:0.006|Rescued1	CDD239299|87-153:8.8e-13|Rescued2	CDD239295|89-153:0.006|Rescued1	CDD173347|100-142:1.2e-16|Rescued2	CDD239301|87-152:1.8e-12|Rescued2	CDD239290|98-156:0.0099|Rescued1	CDD239254|89-147:0.0086|Rescued1	CDD239300|87-153:8.7e-13|Rescued2	CDD223600|98-156:0.008|Rescued1	CDD404691|186-379:1.80e-18|DirectHit	CDD239291|87-149:1.1e-18|Rescued2	CDD395972|23-386:0.0|DirectHit	CDD239279|35-155:1.75e-07|161-259:7.14e-18|DirectHit	CDD239297|89-150:0.0069|Rescued1
3	8.A.88.1.3-V5IFI8:484	CDD273457|60-360:2.3e-21|Rescued1	CDD239302|Nohit	CDD200072|Nohit	CDD238829|Nohit	CDD182889|Nohit	CDD239292|Nohit	CDD239298|Nohit	CDD239303|Nohit	CDD181812|Nohit	CDD239294|Nohit	CDD239293|Nohit	CDD395038|Nohit	CDD239245|Nohit	CDD239296|Nohit	CDD239259|Nohit	CDD239299|Nohit	CDD239295|Nohit	CDD173347|Nohit	CDD239301|Nohit	CDD239290|Nohit	CDD239254|Nohit	CDD239300|Nohit	CDD223600|Nohit	CDD404691|157-360:9.5e-17|Rescued1	CDD239291|Nohit	CDD395972|17-360:1.87e-25|DirectHit	CDD239279|55-126:4.5e-12|134-231:4.5e-12|Rescued1	CDD239297|Nohit
4	8.A.88.1.5-O14958:399	CDD273457|120-370:2.31e-10|DirectHit	CDD239302|74-137:0.00089|Rescued1	CDD200072|74-139:0.0064|Rescued2	CDD238829|74-126:3.2e-15|Rescued2	CDD182889|74-127:1.1e-15|Rescued2	CDD239292|33-137:0.0011|Rescued1	CDD239298|33-141:0.00047|Rescued1	CDD239303|33-137:0.0011|Rescued1	CDD181812|33-137:0.001|Rescued1	CDD239294|74-137:0.00077|Rescued1	CDD239293|74-137:0.00076|Rescued1	CDD395038|74-137:0.0016|Rescued1	CDD239245|84-137:0.0017|Rescued1	CDD239296|74-137:0.0019|Rescued1	CDD239259|74-137:0.0012|Rescued1	CDD239299|74-139:0.00092|Rescued1	CDD239295|74-137:0.00077|Rescued1	CDD173347|74-128:0.0095|Rescued2	CDD239301|74-137:0.00089|Rescued1	CDD239290|84-137:0.0022|Rescued1	CDD239254|73-134:0.0056|Rescued2	CDD239300|74-139:0.00038|Rescued1	CDD223600|84-137:0.0017|Rescued1	CDD404691|171-364:8.42e-17|DirectHit	CDD239291|74-134:0.0056|Rescued2	CDD395972|22-371:0.0|DirectHit	CDD239279|38-140:8.06e-04|146-244:8.47e-21|DirectHit	CDD239297|33-137:0.00077|Rescued1
5	8.A.88.2.1-KAE8286768:441	CDD273457|66-264:6.18e-23|DirectHit	CDD239302|27-123:4.42e-37|163-255:1.97e-27|DirectHit	CDD200072|30-139:4.07e-18|166-251:2.54e-19|DirectHit	CDD238829|47-106:1.43e-10|183-248:3.62e-08|DirectHit	CDD182889|26-104:8.00e-11|162-248:1.60e-18|DirectHit	CDD239292|26-137:2.40e-15|162-264:7.40e-20|DirectHit	CDD239298|43-127:2.35e-21|164-264:5.29e-28|DirectHit	CDD239303|27-123:7.96e-24|163-258:3.08e-28|DirectHit	CDD181812|24-104:2.14e-13|163-264:5.48e-16|DirectHit	CDD239294|26-125:2.26e-14|162-258:3.42e-17|DirectHit	CDD239293|27-125:6.40e-23|163-264:5.56e-23|DirectHit	CDD395038|27-130:3.03e-33|163-263:2.68e-32|DirectHit	CDD239245|33-104:9.94e-16|169-264:5.21e-18|DirectHit	CDD239296|26-124:1.01e-35|162-264:8.40e-35|DirectHit	CDD239259|28-125:1.19e-42|164-264:6.78e-43|DirectHit	CDD239299|26-128:2.58e-67|162-267:1.35e-58|DirectHit	CDD239295|26-125:1.23e-23|162-264:1.99e-31|DirectHit	CDD173347|28-113:2.37e-09|167-260:1.53e-10|DirectHit	CDD239301|26-127:1.00e-19|162-259:2.01e-15|DirectHit	CDD239290|25-110:2.04e-21|163-245:2.18e-16|DirectHit	CDD239254|33-123:2.64e-09|169-256:8.77e-10|DirectHit	CDD239300|27-125:4.50e-37|163-264:9.44e-30|DirectHit	CDD223600|47-125:1.48e-08|183-269:2.51e-07|DirectHit	CDD404691|Nohit	CDD239291|46-118:2.16e-09|162-247:2.82e-07|DirectHit	CDD395972|59-188:3e-06|Rescued1	CDD239279|66-125:0.0073|211-268:0.00048|Rescued1	CDD239297|47-104:5.90e-08|179-247:6.72e-09|DirectHit
6	8.A.88.2.2-U3IW20:406	CDD273457|29-356:2.73e-45|DirectHit	CDD239302|29-136:6.49e-14|DirectHit	CDD200072|34-121:1.20e-18|DirectHit	CDD238829|50-120:4.45e-08|DirectHit	CDD182889|38-118:2.95e-08|DirectHit	CDD239292|29-136:2.25e-07|DirectHit	CDD239298|47-135:2.07e-13|DirectHit	CDD239303|33-136:7.06e-17|DirectHit	CDD181812|41-116:4.08e-10|DirectHit	CDD239294|29-136:9.82e-75|DirectHit	CDD239293|38-136:2.13e-12|DirectHit	CDD395038|40-137:3.58e-20|DirectHit	CDD239245|38-136:1.07e-18|DirectHit	CDD239296|31-136:1.57e-23|DirectHit	CDD239259|32-136:1.14e-35|DirectHit	CDD239299|34-134:5.12e-17|DirectHit	CDD239295|30-136:2.40e-15|DirectHit	CDD173347|30-116:1.04e-14|DirectHit	CDD239301|30-135:8.54e-08|DirectHit	CDD239290|31-139:7.22e-11|DirectHit	CDD239254|50-116:3.76e-08|DirectHit	CDD239300|31-136:1.25e-13|DirectHit	CDD223600|48-138:1.42e-07|DirectHit	CDD404691|167-348:1.59e-48|DirectHit	CDD239291|30-128:7.6e-14|Rescued1	CDD395972|62-357:7.21e-07|DirectHit	CDD239279|144-234:3.62e-11|DirectHit	CDD239297|44-136:3.16e-11|DirectHit
7	8.A.88.2.3-Q96JJ7:454	CDD273457|29-346:4.96e-41|DirectHit	CDD239302|28-126:9.22e-20|DirectHit	CDD200072|32-108:1.90e-16|DirectHit	CDD238829|45-113:1.88e-07|DirectHit	CDD182889|45-106:8.36e-08|DirectHit	CDD239292|26-125:1.92e-19|DirectHit	CDD239298|27-130:5.05e-71|DirectHit	CDD239303|33-125:2.50e-28|DirectHit	CDD181812|32-125:2.24e-11|DirectHit	CDD239294|39-125:4.42e-09|DirectHit	CDD239293|45-125:3.00e-23|DirectHit	CDD395038|32-125:5.48e-26|DirectHit	CDD239245|45-125:3.20e-14|DirectHit	CDD239296|28-125:4.59e-22|DirectHit	CDD239259|32-126:7.54e-35|DirectHit	CDD239299|28-126:2.12e-32|DirectHit	CDD239295|32-125:2.14e-21|DirectHit	CDD173347|41-106:1.19e-06|DirectHit	CDD239301|42-126:7.39e-11|DirectHit	CDD239290|44-135:1.98e-10|DirectHit	CDD239254|45-107:5.74e-05|DirectHit	CDD239300|45-126:2.12e-15|DirectHit	CDD223600|45-129:2.12e-07|DirectHit	CDD404691|160-338:4.81e-24|DirectHit	CDD239291|37-122:9.49e-11|DirectHit	CDD395972|68-344:3.50e-05|DirectHit	CDD239279|68-125:9.8e-05|141-213:0.0064|Rescued1	CDD239297|40-125:1.39e-11|DirectHit
8	8.A.88.2.4-KDB12436:455	CDD273457|29-250:1.84e-35|DirectHit	CDD239302|29-125:1.11e-19|DirectHit	CDD200072|32-119:1.09e-12|DirectHit	CDD238829|49-113:6.11e-11|DirectHit	CDD182889|29-115:2.49e-09|DirectHit	CDD239292|49-128:3.45e-09|DirectHit	CDD239298|49-134:3.53e-13|DirectHit	CDD239303|29-128:6.80e-26|DirectHit	CDD181812|29-117:1.95e-06|DirectHit	CDD239294|41-136:1.17e-10|DirectHit	CDD239293|28-134:9.09e-21|DirectHit	CDD395038|28-136:4.87e-24|DirectHit	CDD239245|49-136:5.77e-14|DirectHit	CDD239296|29-136:6.50e-25|DirectHit	CDD239259|30-136:9.46e-34|DirectHit	CDD239299|28-137:1.43e-33|DirectHit	CDD239295|29-134:3.16e-24|DirectHit	CDD173347|28-112:8.71e-09|DirectHit	CDD239301|49-134:1.01e-15|DirectHit	CDD239290|28-126:1.62e-22|DirectHit	CDD239254|49-129:1.15e-06|DirectHit	CDD239300|28-137:2.08e-55|DirectHit	CDD223600|44-143:5.23e-08|DirectHit	CDD404691|Nohit	CDD239291|44-105:1.10e-06|DirectHit	CDD395972|72-240:5.3e-06|Rescued1	CDD239279|148-239:3.53e-06|DirectHit	CDD239297|28-136:1.2e-24|Rescued1
9	8.A.88.2.5-Q9H3N1:280	CDD273457|26-139:1e-17|Rescued1	CDD239302|29-116:1.36e-14|DirectHit	CDD200072|34-129:5.92e-15|DirectHit	CDD238829|48-114:1.52e-08|DirectHit	CDD182889|35-110:2.38e-10|DirectHit	CDD239292|29-129:2.25e-72|DirectHit	CDD239298|44-126:8.63e-16|DirectHit	CDD239303|30-127:6.13e-17|DirectHit	CDD181812|44-110:6.68e-06|DirectHit	CDD239294|29-127:1.08e-07|DirectHit	CDD239293|31-127:1.21e-16|DirectHit	CDD395038|30-129:2.04e-21|DirectHit	CDD239245|37-127:7.41e-16|DirectHit	CDD239296|30-127:1.07e-15|DirectHit	CDD239259|33-127:3.74e-33|DirectHit	CDD239299|30-126:2.30e-18|DirectHit	CDD239295|34-127:1.64e-17|DirectHit	CDD173347|33-110:3.93e-08|DirectHit	CDD239301|47-126:1.63e-07|DirectHit	CDD239290|47-103:9.74e-07|DirectHit	CDD239254|49-109:1.19e-06|DirectHit	CDD239300|48-128:1.39e-11|DirectHit	CDD223600|48-128:9.90e-06|DirectHit	CDD404691|Nohit	CDD239291|29-83:8.45e-07|DirectHit	CDD395972|60-125:0.0013|Rescued2	CDD239279|60-127:0.00051|Rescued2	CDD239297|51-127:3.40e-06|DirectHit
10	8.A.88.2.6-NP_648847:430	CDD273457|28-355:5.65e-25|DirectHit	CDD239302|44-124:6.12e-15|DirectHit	CDD200072|45-105:2.07e-13|DirectHit	CDD238829|45-112:1.70e-09|DirectHit	CDD182889|45-113:4.18e-09|DirectHit	CDD239292|27-123:1.36e-13|DirectHit	CDD239298|27-128:1.64e-59|DirectHit	CDD239303|27-123:9.41e-18|DirectHit	CDD181812|27-123:7.18e-09|DirectHit	CDD239294|45-123:1.19e-06|DirectHit	CDD239293|45-123:2.38e-15|DirectHit	CDD395038|28-123:1.69e-22|DirectHit	CDD239245|45-105:4.73e-14|DirectHit	CDD239296|28-123:8.75e-21|DirectHit	CDD239259|32-124:2.02e-27|DirectHit	CDD239299|28-125:2.02e-24|DirectHit	CDD239295|45-123:1.34e-21|DirectHit	CDD173347|33-117:7.8e-18|Rescued1	CDD239301|44-124:8.35e-08|DirectHit	CDD239290|44-116:3.36e-09|DirectHit	CDD239254|45-105:2.20e-05|DirectHit	CDD239300|45-125:6.29e-17|DirectHit	CDD223600|45-119:7.26e-07|DirectHit	CDD404691|164-351:3.76e-08|DirectHit	CDD239291|39-118:1.75e-11|DirectHit	CDD395972|27-350:8.4e-35|Rescued1	CDD239279|60-125:2.2e-05|Rescued1	CDD239297|27-123:2.21e-09|DirectHit
