# CDD172699:  DirectHits:  16    Rescued Proteins:  15    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD184569:  DirectHits:  16    Rescued Proteins:  15    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD184579:  DirectHits:  16    Rescued Proteins:  15    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD184566:  DirectHits:  23    Rescued Proteins:  8    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD172710:  DirectHits:  16    Rescued Proteins:  15    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD184564:  DirectHits:  18    Rescued Proteins:  13    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD184563:  DirectHits:  18    Rescued Proteins:  13    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD129585:  DirectHits:  22    Rescued Proteins:  9    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD172685:  DirectHits:  17    Rescued Proteins:  14    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD426820:  DirectHits:  31    Rescued Proteins:  0    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD223317:  DirectHits:  30    Rescued Proteins:  1    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
# CDD184572:  DirectHits:  20    Rescued Proteins:  11    Prots with Domain in 1.A.43:  31 (100.0% from a total of 31)
1	1.A.43.1.1-P37002:127	CDD426820|7-116:1.52e-28|DirectHit	CDD223317|1-123:2.28e-34|DirectHit	CDD184566|6-96:5.36e-13|DirectHit	CDD129585|6-121:6.91e-35|DirectHit	CDD184572|5-117:2.36e-14|DirectHit	CDD184563|2-100:6.06e-15|DirectHit	CDD184564|1-127:1.29e-58|DirectHit	CDD172685|2-116:5.81e-16|DirectHit	CDD172699|5-122:1.51e-09|DirectHit	CDD172710|2-116:2.45e-15|DirectHit	CDD184579|34-116:1.97e-06|DirectHit	CDD184569|5-122:3.06e-18|DirectHit
2	1.A.43.1.2-O07591:131	CDD426820|6-111:4.49e-28|DirectHit	CDD223317|1-120:4.84e-31|DirectHit	CDD184566|4-120:1.48e-15|DirectHit	CDD129585|6-115:1.28e-12|DirectHit	CDD184572|5-119:4.25e-17|DirectHit	CDD184563|1-120:1.15e-15|DirectHit	CDD184564|1-112:2.98e-13|DirectHit	CDD172685|7-88:8.66e-11|DirectHit	CDD172699|7-113:4.84e-15|DirectHit	CDD172710|1-119:1.83e-09|DirectHit	CDD184579|7-119:1.79e-13|DirectHit	CDD184569|7-122:1.65e-11|DirectHit
3	1.A.43.1.3-G7U9A2:143	CDD426820|17-129:2.85e-23|DirectHit	CDD223317|17-128:3.32e-19|DirectHit	CDD184566|18-129:3.89e-11|DirectHit	CDD129585|17-128:5.12e-09|DirectHit	CDD184572|8-141:9.77e-16|DirectHit	CDD184563|17-132:2.79e-11|DirectHit	CDD184564|18-135:1.71e-11|DirectHit	CDD172685|17-110:2.20e-04|DirectHit	CDD172699|15-129:1.72e-05|DirectHit	CDD172710|13-135:1.10e-10|DirectHit	CDD184579|22-126:1.09e-10|DirectHit	CDD184569|17-126:5.90e-09|DirectHit
4	1.A.43.1.4-C7P777:124	CDD426820|7-114:1.58e-28|DirectHit	CDD223317|1-123:3.19e-31|DirectHit	CDD184566|6-115:7.78e-11|DirectHit	CDD129585|6-119:1.36e-27|DirectHit	CDD184572|3-119:4.09e-13|DirectHit	CDD184563|5-123:2.95e-14|DirectHit	CDD184564|1-115:1.11e-23|DirectHit	CDD172685|5-118:7.51e-23|DirectHit	CDD172699|5-115:8.66e-14|DirectHit	CDD172710|5-119:2.63e-18|DirectHit	CDD184579|5-119:5.04e-12|DirectHit	CDD184569|4-119:1.09e-18|DirectHit
5	1.A.43.1.5-E0TB42:172	CDD426820|55-162:5.80e-24|DirectHit	CDD223317|50-171:8.95e-25|DirectHit	CDD184566|53-166:1.71e-08|DirectHit	CDD129585|54-163:5.95e-12|DirectHit	CDD184572|54-171:2.56e-09|DirectHit	CDD184563|54-168:2.00e-17|DirectHit	CDD184564|50-162:1.41e-09|DirectHit	CDD172685|51-167:1.42e-16|DirectHit	CDD172699|52-166:1.34e-07|DirectHit	CDD172710|51-163:1.58e-06|DirectHit	CDD184579|53-170:7.39e-05|DirectHit	CDD184569|54-166:2.03e-09|DirectHit
6	1.A.43.1.6-Q3B199:129	CDD426820|11-119:1.22e-29|DirectHit	CDD223317|8-126:4.26e-28|DirectHit	CDD184566|10-122:1.83e-12|DirectHit	CDD129585|10-121:5.82e-16|DirectHit	CDD184572|12-126:1.35e-16|DirectHit	CDD184563|9-126:7.94e-24|DirectHit	CDD184564|6-129:3.77e-17|DirectHit	CDD172685|8-101:1.58e-10|DirectHit	CDD172699|7-122:1.06e-13|DirectHit	CDD172710|7-126:4.10e-18|DirectHit	CDD184579|10-121:3.83e-08|DirectHit	CDD184569|9-125:1.54e-15|DirectHit
7	1.A.43.1.7-F0LJH3:118	CDD426820|15-111:1.75e-22|DirectHit	CDD223317|15-118:5.83e-26|DirectHit	CDD184566|28-118:5.47e-07|DirectHit	CDD129585|27-116:1.13e-13|DirectHit	CDD184572|28-118:1.59e-11|DirectHit	CDD184563|27-118:1.80e-16|DirectHit	CDD184564|23-117:8.98e-16|DirectHit	CDD172685|26-115:2.68e-18|DirectHit	CDD172699|1-115:3.09e-10|DirectHit	CDD172710|15-117:3.26e-20|DirectHit	CDD184579|27-118:9.74e-07|DirectHit	CDD184569|28-118:7.62e-14|DirectHit
8	1.A.43.1.8-D2NQE5:151	CDD426820|23-129:8.91e-09|DirectHit	CDD223317|22-138:6.67e-13|DirectHit	CDD184566|10-138:6.1e-08|Rescued1	CDD129585|23-130:2.73e-04|DirectHit	CDD184572|12-137:1.2e-08|Rescued1	CDD184563|4-138:8e-08|Rescued1	CDD184564|24-140:1.63e-05|DirectHit	CDD172685|4-130:1.5e-08|Rescued1	CDD172699|12-131:1.4e-08|Rescued1	CDD172710|11-137:2.1e-08|Rescued1	CDD184579|10-140:7.5e-08|Rescued1	CDD184569|4-138:1.2e-08|Rescued1
9	1.A.43.1.9-Q18FV1:113	CDD426820|13-102:4.18e-10|DirectHit	CDD223317|13-113:1.39e-08|DirectHit	CDD184566|3-112:5.1e-10|Rescued1	CDD129585|31-108:1.40e-05|DirectHit	CDD184572|32-110:1.47e-07|DirectHit	CDD184563|32-113:1.58e-05|DirectHit	CDD184564|3-112:6.6e-10|Rescued1	CDD172685|3-108:3e-10|Rescued1	CDD172699|3-108:6.3e-10|Rescued1	CDD172710|3-112:4.2e-10|Rescued1	CDD184579|3-112:3.1e-10|Rescued1	CDD184569|3-112:3e-10|Rescued1
10	1.A.43.1.10-D6ZH23:164	CDD426820|53-148:1.49e-08|DirectHit	CDD223317|1-158:4.9e-09|Rescued1	CDD184566|1-156:4.3e-09|Rescued1	CDD129585|4-156:6e-09|Rescued1	CDD184572|4-156:4.6e-09|Rescued1	CDD184563|53-157:3.37e-06|DirectHit	CDD184564|1-158:4.8e-09|Rescued1	CDD172685|4-155:4.8e-09|Rescued1	CDD172699|1-152:4.3e-09|Rescued1	CDD172710|4-152:4.4e-09|Rescued1	CDD184579|1-152:6.4e-09|Rescued1	CDD184569|48-149:1.77e-06|DirectHit
