# CDD182055:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 1.E.53:  12 (80.0% from a total of 15)
# CDD182063:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 1.E.53:  12 (80.0% from a total of 15)
# CDD426473:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 1.E.53:  12 (80.0% from a total of 15)
1	1.E.53.1.1-P0ACG4:50	CDD182055|4-49:1.65e-08|DirectHit	CDD182063|4-46:2.21e-06|DirectHit	CDD426473|7-47:6.72e-12|DirectHit
2	1.E.53.1.2-P37305:50	CDD182055|1-46:1.94e-08|DirectHit	CDD182063|1-50:4.76e-25|DirectHit	CDD426473|6-46:2.42e-12|DirectHit
3	1.E.53.1.3-P77494:49	CDD182055|1-49:6.04e-21|DirectHit	CDD182063|1-46:1.17e-05|DirectHit	CDD426473|6-46:6.61e-11|DirectHit
4	1.E.53.1.4-L4XY02:70	CDD182055|26-70:1.79e-06|DirectHit	CDD182063|23-70:6.37e-06|DirectHit	CDD426473|26-66:4.27e-11|DirectHit
5	1.E.53.1.5-I6WWT9:50	CDD182055|7-50:7.59e-04|DirectHit	CDD182063|1-50:3.45e-08|DirectHit	CDD426473|6-46:3.90e-07|DirectHit
6	1.E.53.1.6-H3LJ26:50	CDD182055|7-50:2.20e-04|DirectHit	CDD182063|1-50:1.15e-08|DirectHit	CDD426473|6-46:1.09e-08|DirectHit
7	1.E.53.1.7-Q19NA9:71	CDD182055|20-71:2.23e-25|DirectHit	CDD182063|22-66:4.47e-09|DirectHit	CDD426473|28-67:4.50e-09|DirectHit
8	1.E.53.1.8-G2H2C1:69	CDD182055|18-69:1.57e-11|DirectHit	CDD182063|20-69:7.09e-16|DirectHit	CDD426473|26-65:3.30e-12|DirectHit
9	1.E.53.1.9-K4WL31:82	CDD182055|39-82:5.55e-06|DirectHit	CDD182063|33-82:1.43e-09|DirectHit	CDD426473|38-78:1.07e-09|DirectHit
10	1.E.53.1.10-E7J6N6:43	CDD182055|3-40:7.19e-05|DirectHit	CDD182063|3-43:4.35e-09|DirectHit	CDD426473|3-39:5.65e-06|DirectHit
11	1.E.53.1.11-P13970:68	CDD182055|28-68:4.93e-04|DirectHit	CDD182063|22-63:8.98e-05|DirectHit	CDD426473|24-64:1.7e-11|Rescued1
12	1.E.53.2.1-E9U5S4:164	CDD182055|132-164:1.62e-10|DirectHit	CDD182063|132-161:4.9e-15|Rescued1	CDD426473|132-161:2.2e-16|Rescued1
13	1.E.53.2.2-CPL17418:128	CDD182055|Nohit	CDD182063|Nohit	CDD426473|Nohit
14	1.E.53.2.3-WP_227471793:72	CDD182055|Nohit	CDD182063|Nohit	CDD426473|Nohit
15	1.E.53.3.1-WP_167077535:143	CDD182055|Nohit	CDD182063|Nohit	CDD426473|Nohit
