# CDD223489:  DirectHits:  12    Rescued Proteins:  10    Prots with Domain in 4.C.3:  22 (100.0% from a total of 22)
# CDD224423:  DirectHits:  11    Rescued Proteins:  11    Prots with Domain in 4.C.3:  22 (100.0% from a total of 22)
1	4.C.3.1.1-Q6Q2Z6:421	CDD223489|137-410:2.99e-11|DirectHit	CDD224423|22-413:1.56e-06|DirectHit
2	4.C.3.1.2-WP_077746587:432	CDD223489|147-426:2.8e-13|Rescued1	CDD224423|41-429:3.3e-15|Rescued1
3	4.C.3.1.3-WP_077734558:359	CDD223489|120-254:1.1e-07|Rescued1	CDD224423|21-254:6.1e-11|Rescued1
4	4.C.3.1.4-WP_052523837:325	CDD223489|8-149:7.53e-17|DirectHit	CDD224423|1-212:6.4e-11|Rescued1
5	4.C.3.1.5-KXH70689:264	CDD223489|8-128:2.84e-09|DirectHit	CDD224423|15-256:2.06e-19|DirectHit
6	4.C.3.1.6-SCO78342:449	CDD223489|219-396:1.5e-06|Rescued1	CDD224423|228-432:0.0011|Rescued1
7	4.C.3.1.7-WP_012476773:574	CDD223489|89-232:4.49e-13|DirectHit	CDD224423|81-345:1.1e-12|Rescued1
8	4.C.3.1.8-WP_116709617:647	CDD223489|337-638:2.1e-09|Rescued1	CDD224423|235-638:8.6e-13|Rescued1
9	4.C.3.1.9-WP_083674212:471	CDD223489|142-282:1.02e-10|DirectHit	CDD224423|134-358:2.8e-07|Rescued1
10	4.C.3.1.10-WP_142714279:774	CDD223489|523-656:9.77e-09|DirectHit	CDD224423|166-292:0.00052|499-771:8.7e-06|Rescued1
11	4.C.3.1.11-WP_144228417:308	CDD223489|74-273:1.42e-11|DirectHit	CDD224423|76-283:8.81e-24|DirectHit
12	4.C.3.1.12-RPJ02816:603	CDD223489|367-493:3.15e-13|DirectHit	CDD224423|368-562:1.8e-07|Rescued1
13	4.C.3.1.13-WP_162220023:254	CDD223489|14-229:2.2e-10|Rescued1	CDD224423|10-251:1.27e-14|DirectHit
14	4.C.3.1.14-TQN42874:257	CDD223489|16-256:3.16e-50|DirectHit	CDD224423|16-257:3.27e-09|DirectHit
15	4.C.3.1.15-WP_139384319:274	CDD223489|23-273:1.23e-40|DirectHit	CDD224423|34-242:2.11e-13|DirectHit
16	4.C.3.1.16-WP_033531996:280	CDD223489|27-280:2.45e-19|DirectHit	CDD224423|14-279:2.37e-32|DirectHit
17	4.C.3.2.1-Q96GS6:310	CDD223489|97-305:3.1e-14|Rescued1	CDD224423|67-301:1.39e-05|DirectHit
18	4.C.3.2.2-MBK5260097:318	CDD223489|65-258:2.7e-20|Rescued1	CDD224423|57-241:4.88e-07|DirectHit
19	4.C.3.2.3-CDO95046:278	CDD223489|57-269:1.7e-10|Rescued1	CDD224423|35-272:1.9e-20|Rescued1
20	4.C.3.2.4-WP_096125789:314	CDD223489|81-293:3.80e-08|DirectHit	CDD224423|85-275:1.38e-15|DirectHit
21	4.C.3.2.5-WP_202784107:284	CDD223489|48-256:3.4e-22|Rescued1	CDD224423|19-280:1.22e-16|DirectHit
22	4.C.3.2.6-XP_039437053:519	CDD223489|260-388:0.0014|Rescued1	CDD224423|212-388:8.4e-14|Rescued1
