# CDD340865:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340969:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340974:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340975:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD349949:  DirectHits:  30    Rescued Proteins:  24    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340977:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340906:  DirectHits:  51    Rescued Proteins:  3    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340909:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD225646:  DirectHits:  53    Rescued Proteins:  1    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340973:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340971:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD273342:  DirectHits:  32    Rescued Proteins:  22    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340908:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340907:  DirectHits:  35    Rescued Proteins:  19    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340905:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340904:  DirectHits:  49    Rescued Proteins:  5    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD273343:  DirectHits:  51    Rescued Proteins:  3    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340970:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD425909:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340972:  DirectHits:  49    Rescued Proteins:  5    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340976:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
1	2.A.17.1.1-P0C2U2:497	CDD340975|25-202:1.10e-12|DirectHit	CDD340977|31-201:3.14e-10|DirectHit	CDD340971|21-195:1.07e-11|DirectHit	CDD340909|21-198:1.54e-15|DirectHit	CDD340976|21-201:1.17e-12|DirectHit	CDD425909|91-465:2.44e-98|DirectHit	CDD340865|24-463:4.55e-32|DirectHit	CDD340973|21-201:1.00e-07|DirectHit	CDD340905|15-469:2.36e-40|DirectHit	CDD225646|1-497:9.20e-170|DirectHit	CDD340969|25-443:7.99e-16|DirectHit	CDD340974|24-201:1.53e-04|DirectHit	CDD340908|25-196:2.66e-11|DirectHit	CDD340970|25-443:3.01e-19|DirectHit	CDD340906|17-468:8.8e-83|Rescued1	CDD273343|30-384:5.48e-18|DirectHit	CDD340904|15-459:1.79e-132|DirectHit	CDD340972|16-468:8.6e-36|Rescued1	CDD340907|19-468:1.7e-18|Rescued1	CDD273342|8-446:6.16e-114|DirectHit	CDD349949|30-263:1.99e-07|DirectHit
2	2.A.17.1.2-P77304:500	CDD340975|21-197:5.64e-12|DirectHit	CDD340977|20-197:5.18e-07|DirectHit	CDD340971|25-197:2.21e-12|DirectHit	CDD340909|25-198:2.39e-13|DirectHit	CDD340976|21-199:2.99e-11|DirectHit	CDD425909|88-447:8.61e-103|DirectHit	CDD340865|23-481:4.93e-46|DirectHit	CDD340973|26-224:9.14e-06|DirectHit	CDD340905|20-475:5.23e-38|DirectHit	CDD225646|1-487:0.0|DirectHit	CDD340969|20-438:4.58e-11|DirectHit	CDD340974|30-202:2.45e-09|DirectHit	CDD340908|20-477:6.53e-12|DirectHit	CDD340970|20-445:6.70e-17|DirectHit	CDD340906|29-444:6.18e-04|DirectHit	CDD273343|35-366:3.69e-14|DirectHit	CDD340904|20-481:8.83e-141|DirectHit	CDD340972|21-198:5.76e-12|DirectHit	CDD340907|25-477:6.1e-16|Rescued1	CDD273342|17-485:3.60e-119|DirectHit	CDD349949|38-443:7.94e-06|DirectHit
3	2.A.17.1.3-P36837:489	CDD340975|19-190:2.14e-10|DirectHit	CDD340977|29-192:7.73e-06|DirectHit	CDD340971|18-192:1.51e-10|DirectHit	CDD340909|17-196:7.69e-11|DirectHit	CDD340976|15-172:7.30e-05|DirectHit	CDD425909|81-444:4.93e-104|DirectHit	CDD340865|16-478:1.04e-45|DirectHit	CDD340973|15-191:1.73e-04|DirectHit	CDD340905|13-442:4.54e-26|DirectHit	CDD225646|1-487:0.0|DirectHit	CDD340969|23-200:7.70e-13|DirectHit	CDD340974|15-479:1.2e-40|Rescued1	CDD340908|17-474:1.04e-12|DirectHit	CDD340970|13-442:4.82e-15|DirectHit	CDD340906|19-441:5.56e-06|DirectHit	CDD273343|28-364:3.68e-14|DirectHit	CDD340904|13-478:5.66e-134|DirectHit	CDD340972|17-192:5.94e-08|DirectHit	CDD340907|15-479:1.2e-15|Rescued1	CDD273342|9-483:5.24e-171|DirectHit	CDD349949|13-446:1e-80|Rescued1
4	2.A.17.1.4-P75742:493	CDD340975|9-234:7.88e-20|DirectHit	CDD340977|24-213:1.14e-19|DirectHit	CDD340971|21-239:5.65e-16|DirectHit	CDD340909|13-222:2.28e-20|DirectHit	CDD340976|9-213:2.96e-13|DirectHit	CDD425909|76-444:1.39e-106|DirectHit	CDD340865|13-434:3.05e-26|DirectHit	CDD340973|13-188:2.23e-13|DirectHit	CDD340905|8-198:1.28e-30|DirectHit	CDD225646|1-493:0.0|DirectHit	CDD340969|8-200:2.82e-19|DirectHit	CDD340974|13-190:1.38e-10|DirectHit	CDD340908|8-478:1.6e-35|Rescued1	CDD340970|8-200:3.32e-22|DirectHit	CDD340906|14-213:8.03e-08|DirectHit	CDD273343|23-361:8.44e-22|DirectHit	CDD340904|8-477:1.53e-126|DirectHit	CDD340972|9-192:7.08e-11|DirectHit	CDD340907|9-483:1.5e-18|Rescued1	CDD273342|7-440:1.61e-60|DirectHit	CDD349949|22-437:3.37e-05|DirectHit
5	2.A.17.1.5-P39276:485	CDD340975|8-227:1.04e-15|DirectHit	CDD340977|23-187:3.50e-12|DirectHit	CDD340971|13-213:5.13e-08|DirectHit	CDD340909|12-228:3.17e-14|DirectHit	CDD340976|8-213:1.12e-08|DirectHit	CDD425909|75-441:1.10e-99|DirectHit	CDD340865|12-468:1.05e-25|DirectHit	CDD340973|12-197:1.38e-07|DirectHit	CDD340905|7-229:4.42e-31|DirectHit	CDD225646|1-473:5.42e-174|DirectHit	CDD340969|7-207:6.13e-16|DirectHit	CDD340974|12-213:3.41e-06|DirectHit	CDD340908|7-467:2.3e-35|Rescued1	CDD340970|7-199:8.52e-21|DirectHit	CDD340906|13-213:3.99e-05|DirectHit	CDD273343|21-363:3.9e-85|Rescued1	CDD340904|7-467:1.83e-128|DirectHit	CDD340972|8-220:8.54e-10|DirectHit	CDD340907|13-467:2.5e-17|Rescued1	CDD273342|6-451:1.24e-61|DirectHit	CDD349949|21-215:5.56e-04|DirectHit
6	2.A.17.1.6-Q5M4H8:483	CDD340975|18-196:2.49e-12|DirectHit	CDD340977|28-196:1.08e-10|DirectHit	CDD340971|18-446:1.31e-11|DirectHit	CDD340909|18-196:3.17e-14|DirectHit	CDD340976|18-196:1.13e-12|DirectHit	CDD425909|87-452:6.89e-72|DirectHit	CDD340865|17-472:5.55e-37|DirectHit	CDD340973|18-196:1.53e-05|DirectHit	CDD340905|21-474:3.37e-36|DirectHit	CDD225646|1-483:7.46e-136|DirectHit	CDD340969|12-437:6.04e-17|DirectHit	CDD340974|21-196:3.53e-04|DirectHit	CDD340908|18-199:7.02e-12|DirectHit	CDD340970|12-435:1.88e-16|DirectHit	CDD340906|13-448:8.24e-08|DirectHit	CDD273343|27-373:1.92e-14|DirectHit	CDD340904|12-474:2.83e-134|DirectHit	CDD340972|13-477:1e-35|Rescued1	CDD340907|18-477:9.1e-20|Rescued1	CDD273342|6-479:1.53e-100|DirectHit	CDD349949|48-270:1.86e-05|DirectHit
7	2.A.17.1.7-Q5KYD1:496	CDD340975|32-204:2.88e-11|DirectHit	CDD340977|38-205:7.63e-10|DirectHit	CDD340971|28-205:1.15e-07|DirectHit	CDD340909|28-205:5.23e-16|DirectHit	CDD340976|31-203:2.34e-11|DirectHit	CDD425909|96-443:1.74e-73|DirectHit	CDD340865|27-487:1.35e-36|DirectHit	CDD340973|28-204:1.98e-04|DirectHit	CDD340905|22-443:2.59e-42|DirectHit	CDD225646|14-496:7.50e-161|DirectHit	CDD340969|32-443:1.20e-21|DirectHit	CDD340974|31-205:1.65e-04|DirectHit	CDD340908|22-204:2.82e-15|DirectHit	CDD340970|22-443:1.62e-27|DirectHit	CDD340906|24-494:6.5e-87|Rescued1	CDD273343|37-384:3.82e-23|DirectHit	CDD340904|22-487:1.19e-140|DirectHit	CDD340972|23-494:5.3e-38|Rescued1	CDD340907|28-494:5.8e-21|Rescued1	CDD273342|15-492:3.20e-116|DirectHit	CDD349949|28-204:1.64e-05|49-204:6.89e-04|DirectHit
8	2.A.17.1.8-Q9JXB5:485	CDD340975|23-210:2.20e-12|DirectHit	CDD340977|33-197:6.79e-08|DirectHit	CDD340971|23-442:1.10e-10|DirectHit	CDD340909|23-197:1.26e-16|DirectHit	CDD340976|17-194:2.25e-13|DirectHit	CDD425909|91-442:1.24e-47|DirectHit	CDD340865|26-442:6.73e-27|DirectHit	CDD340973|27-194:5.18e-05|DirectHit	CDD340905|27-205:3.66e-28|DirectHit	CDD225646|1-485:3.63e-155|DirectHit	CDD340969|27-197:1.48e-17|DirectHit	CDD340974|17-485:2e-36|Rescued1	CDD340908|26-186:1.07e-13|DirectHit	CDD340970|27-205:1.03e-17|DirectHit	CDD340906|17-485:6.9e-54|Rescued1	CDD273343|32-425:7.8e-51|Rescued1	CDD340904|17-476:5.18e-114|DirectHit	CDD340972|17-485:9.2e-28|Rescued1	CDD340907|23-485:9.3e-18|Rescued1	CDD273342|9-481:0.0|DirectHit	CDD349949|32-200:3.98e-04|39-197:7.72e-07|DirectHit
9	2.A.17.2.1-Q9P380:618	CDD340975|83-527:9.85e-29|DirectHit	CDD340977|83-527:5.64e-26|DirectHit	CDD340971|83-527:2.06e-29|DirectHit	CDD340909|85-563:1.52e-44|DirectHit	CDD340976|83-530:6.81e-33|DirectHit	CDD425909|158-542:5.09e-106|DirectHit	CDD340865|88-561:3.54e-91|DirectHit	CDD340973|88-527:8.02e-16|DirectHit	CDD340905|86-556:5.53e-65|DirectHit	CDD225646|63-586:2.61e-156|DirectHit	CDD340969|82-534:2.45e-32|DirectHit	CDD340974|88-564:3.51e-21|DirectHit	CDD340908|82-563:0.0|DirectHit	CDD340970|82-564:2.11e-36|DirectHit	CDD340906|88-542:2.31e-35|DirectHit	CDD273343|97-454:2.02e-22|DirectHit	CDD340904|82-559:7.91e-20|DirectHit	CDD340972|85-536:1.57e-15|DirectHit	CDD340907|85-564:1.1e-28|Rescued1	CDD273342|82-559:5.56e-10|DirectHit	CDD349949|80-558:5e-79|Rescued1
10	2.A.17.2.2-P32901:601	CDD340975|82-555:4.99e-33|DirectHit	CDD340977|138-531:1.42e-29|DirectHit	CDD340971|84-514:1.95e-24|DirectHit	CDD340909|82-531:1.18e-40|DirectHit	CDD340976|82-531:1.48e-35|DirectHit	CDD425909|155-533:7.17e-110|DirectHit	CDD340865|82-554:1.64e-156|DirectHit	CDD340973|89-531:6.10e-14|DirectHit	CDD340905|83-543:3.56e-67|DirectHit	CDD225646|60-577:2.47e-161|DirectHit	CDD340969|79-517:1.98e-30|DirectHit	CDD340974|85-555:9.41e-22|DirectHit	CDD340908|79-554:0.0|DirectHit	CDD340970|79-517:1.72e-31|DirectHit	CDD340906|82-533:3.22e-32|DirectHit	CDD273343|94-450:9.40e-20|DirectHit	CDD340904|83-550:5.03e-29|DirectHit	CDD340972|103-524:1.64e-13|DirectHit	CDD340907|82-551:2e-28|Rescued1	CDD273342|79-556:1.73e-13|DirectHit	CDD349949|133-549:2.42e-05|DirectHit
