# CDD428306:  DirectHits:  33    Rescued Proteins:  1    Prots with Domain in 1.E.19:  34 (100.0% from a total of 34)
# CDD273708:  DirectHits:  27    Rescued Proteins:  7    Prots with Domain in 1.E.19:  34 (100.0% from a total of 34)
# CDD227161:  DirectHits:  23    Rescued Proteins:  11    Prots with Domain in 1.E.19:  34 (100.0% from a total of 34)
1	1.E.19.1.1-E0QMM0:161	CDD428306|33-140:3.37e-38|DirectHit	CDD273708|22-141:2.95e-21|DirectHit	CDD227161|18-146:2.71e-29|DirectHit
2	1.E.19.1.2-F3AY70:182	CDD428306|65-172:7.83e-47|DirectHit	CDD273708|55-171:4.80e-24|DirectHit	CDD227161|55-171:1.55e-27|DirectHit
3	1.E.19.1.3-C0ZFD3:152	CDD428306|36-135:1.56e-12|DirectHit	CDD273708|23-150:1.12e-11|DirectHit	CDD227161|29-145:4.94e-14|DirectHit
4	1.E.19.1.4-B5LPS8:141	CDD428306|22-127:8.59e-40|DirectHit	CDD273708|12-138:1.94e-24|DirectHit	CDD227161|5-136:3.70e-37|DirectHit
5	1.E.19.1.5-A8RGE2:142	CDD428306|22-135:1.53e-25|DirectHit	CDD273708|22-138:6.51e-12|DirectHit	CDD227161|22-138:2.60e-13|DirectHit
6	1.E.19.1.6-H2HGQ5:156	CDD428306|24-128:2.41e-41|DirectHit	CDD273708|14-127:5.76e-21|DirectHit	CDD227161|8-127:4.07e-26|DirectHit
7	1.E.19.1.7-A9BFJ4:139	CDD428306|27-129:1.01e-44|DirectHit	CDD273708|33-139:1.99e-21|DirectHit	CDD227161|33-137:5.88e-27|DirectHit
8	1.E.19.1.8-G0VPG2:148	CDD428306|37-142:9.55e-39|DirectHit	CDD273708|29-148:6.79e-22|DirectHit	CDD227161|19-148:1.60e-26|DirectHit
9	1.E.19.1.9-F7L041:129	CDD428306|18-124:1.18e-30|DirectHit	CDD273708|9-129:2.56e-16|DirectHit	CDD227161|2-129:9.91e-25|DirectHit
10	1.E.19.1.10-A9NFW5:142	CDD428306|21-135:2.46e-30|DirectHit	CDD273708|14-142:8.85e-18|DirectHit	CDD227161|6-141:2.29e-22|DirectHit
11	1.E.19.1.11-Q3Z7L3:141	CDD428306|22-130:1.89e-45|DirectHit	CDD273708|12-139:2.70e-23|DirectHit	CDD227161|7-136:4.24e-30|DirectHit
12	1.E.19.1.12-Q0H258:137	CDD428306|22-128:3.76e-40|DirectHit	CDD273708|13-137:5.38e-26|DirectHit	CDD227161|5-136:1.29e-39|DirectHit
13	1.E.19.1.13-R5MWK1:124	CDD428306|9-115:4.01e-27|DirectHit	CDD273708|2-121:7.08e-14|DirectHit	CDD227161|12-123:7.13e-19|DirectHit
14	1.E.19.1.14-A9B2D1:142	CDD428306|19-115:5.76e-24|DirectHit	CDD273708|19-121:3.27e-16|DirectHit	CDD227161|22-124:4.94e-10|DirectHit
15	1.E.19.1.15-D4ILZ0:141	CDD428306|18-130:5.39e-08|DirectHit	CDD273708|8-137:0.00026|Rescued1	CDD227161|8-137:0.00042|Rescued1
16	1.E.19.1.16-I1TLF5:138	CDD428306|22-126:1.79e-35|DirectHit	CDD273708|13-137:3.13e-21|DirectHit	CDD227161|8-135:4.67e-31|DirectHit
17	1.E.19.1.17-OCR43742:139	CDD428306|22-133:1.58e-08|DirectHit	CDD273708|13-139:9.9e-07|Rescued1	CDD227161|13-139:1e-06|Rescued1
18	1.E.19.1.18-DAI59057:131	CDD428306|21-121:1.98e-24|DirectHit	CDD273708|11-109:1.48e-14|DirectHit	CDD227161|8-124:2.20e-17|DirectHit
19	1.E.19.2.1-B9EBS4:170	CDD428306|20-125:1.80e-32|DirectHit	CDD273708|19-130:2.95e-18|DirectHit	CDD227161|4-125:1.03e-23|DirectHit
20	1.E.19.2.2-Q859J1:140	CDD428306|18-125:6.40e-35|DirectHit	CDD273708|16-134:2.84e-21|DirectHit	CDD227161|17-132:1.67e-23|DirectHit
21	1.E.19.2.3-H2ABT5:135	CDD428306|35-126:1.04e-23|DirectHit	CDD273708|10-132:7.67e-21|DirectHit	CDD227161|6-132:9.34e-30|DirectHit
22	1.E.19.3.1-P16153:166	CDD428306|35-154:7.11e-20|DirectHit	CDD273708|21-164:1.15e-24|DirectHit	CDD227161|14-163:6.1e-07|Rescued1
23	1.E.19.3.2-Q46343:141	CDD428306|11-125:3.09e-17|DirectHit	CDD273708|13-118:2.19e-14|DirectHit	CDD227161|1-134:5e-07|Rescued1
24	1.E.19.4.1-Q8SBN5:125	CDD428306|11-112:2.17e-18|DirectHit	CDD273708|9-118:4.35e-12|DirectHit	CDD227161|12-118:1.81e-06|DirectHit
25	1.E.19.4.2-N2BVM5:137	CDD428306|23-107:1.19e-12|DirectHit	CDD273708|20-107:1.98e-06|DirectHit	CDD227161|20-137:1.1e-05|Rescued1
26	1.E.19.4.3-F5LUH1:158	CDD428306|15-100:2.96e-12|DirectHit	CDD273708|1-114:5.1e-06|Rescued1	CDD227161|1-113:7.1e-06|Rescued1
27	1.E.19.4.4-RLI41943:161	CDD428306|44-156:1.81e-19|DirectHit	CDD273708|36-156:3.51e-10|DirectHit	CDD227161|27-156:7.81e-10|DirectHit
28	1.E.19.4.5-WP_292561314:146	CDD428306|38-139:1.27e-06|DirectHit	CDD273708|9-146:4e-06|Rescued1	CDD227161|2-146:3e-06|Rescued1
29	1.E.19.5.1-Q72FL1:162	CDD428306|36-148:3.56e-25|DirectHit	CDD273708|28-143:2.25e-08|DirectHit	CDD227161|27-150:2.30e-07|DirectHit
30	1.E.19.5.2-WP_051677195:199	CDD428306|24-137:1.44e-23|DirectHit	CDD273708|19-140:4.21e-12|DirectHit	CDD227161|7-146:3e-13|Rescued1
31	1.E.19.5.3-WP_302465421:166	CDD428306|37-144:1.71e-16|DirectHit	CDD273708|34-153:1.23e-08|DirectHit	CDD227161|31-153:2.17e-07|DirectHit
32	1.E.19.6.1-F0SAE1:178	CDD428306|50-168:4.46e-13|DirectHit	CDD273708|46-176:0.00069|Rescued1	CDD227161|37-176:0.00041|Rescued1
33	1.E.19.6.2-E2N5U7:181	CDD428306|49-164:4.93e-07|DirectHit	CDD273708|37-165:0.0047|Rescued1	CDD227161|32-165:0.0044|Rescued1
34	1.E.19.6.3-G0IZ72:170	CDD428306|49-167:5.3e-19|Rescued1	CDD273708|51-147:0.0028|Rescued1	CDD227161|27-169:0.0094|Rescued2
