# CDD426051:  DirectHits:  10    Rescued Proteins:  0    Prots with Domain in 9.B.188:  10 (100.0% from a total of 10)
1	9.B.188.1.1-Q13445:227	CDD426051|33-220:7.03e-40|DirectHit
2	9.B.188.1.2-Q15363:201	CDD426051|20-196:8.54e-62|DirectHit
3	9.B.188.1.3-Q9Y3Q3:217	CDD426051|28-205:4.28e-60|DirectHit
4	9.B.188.1.4-P49755:219	CDD426051|31-213:5.85e-61|DirectHit
5	9.B.188.1.5-Q9I7K5:216	CDD426051|20-211:1.95e-62|DirectHit
6	9.B.188.1.6-Q8SXY6:206	CDD426051|20-200:9.07e-50|DirectHit
7	9.B.188.1.7-Q9VYT6:210	CDD426051|21-197:1.95e-53|DirectHit
8	9.B.188.1.8-Q9Y3B3:224	CDD426051|36-213:1.14e-68|DirectHit
9	9.B.188.1.9-Q9BVK6:235	CDD426051|37-230:5.07e-67|DirectHit
10	9.B.188.1.10-Q6NWI7:209	CDD426051|22-203:7.57e-58|DirectHit
