# CDD113152:  DirectHits:  3    Rescued Proteins:  6    Prots with Domain in 1.C.22:  9 (90.0% from a total of 10)
1	1.C.22.1.1-P0A312:75	CDD113152|1-60:4.42e-27|DirectHit
2	1.C.22.1.2-P35518:68	CDD113152|1-60:1.37e-30|DirectHit
3	1.C.22.1.3-P38578:71	CDD113152|5-48:0.0054|Rescued2
4	1.C.22.1.4-O34017:71	CDD113152|5-51:0.0054|Rescued2
5	1.C.22.1.5-P80323:38	CDD113152|Nohit
6	1.C.22.1.6-P80214:48	CDD113152|9-47:1.6e-05|Rescued2
7	1.C.22.1.7-Q6VMM8:69	CDD113152|3-57:0.0014|Rescued1
8	1.C.22.1.8-P80696:65	CDD113152|2-47:0.0072|Rescued1
9	1.C.22.1.9-Q46313:51	CDD113152|5-46:0.00055|Rescued2
10	1.C.22.1.10-BAU29928:70	CDD113152|6-62:2.08e-10|DirectHit
