# CDD395418:  DirectHits:  8    Rescued Proteins:  2    Prots with Domain in 1.G.2:  10 (100.0% from a total of 10)
1	1.G.2.1.1-Q5S8E4:545	CDD395418|23-495:0.0|DirectHit
2	1.G.2.1.2-P04855:565	CDD395418|28-497:0.0|DirectHit
3	1.G.2.1.3-P03420:574	CDD395418|29-520:2.72e-150|DirectHit
4	1.G.2.1.4-B0FL97:94	CDD395418|21-91:1.3e-08|Rescued1
5	1.G.2.1.5-Q9QEW7:550	CDD395418|26-496:0.0|DirectHit
6	1.G.2.1.6-W5QKP1:529	CDD395418|25-488:3.99e-116|DirectHit
7	1.G.2.1.7-G5CPY6:546	CDD395418|29-495:0.0|DirectHit
8	1.G.2.1.8-O92765:111	CDD395418|1-111:2.83e-41|DirectHit
9	1.G.2.1.9-Q9IH63:546	CDD395418|29-495:0.0|DirectHit
10	1.G.2.2.1-WP_150375648:374	CDD395418|42-113:1.7e-06|Rescued1
