# CDD176490:  DirectHits:  18    Rescued Proteins:  1    Prots with Domain in 5.B.2:  19 (95.0% from a total of 20)
# CDD214769:  DirectHits:  19    Rescued Proteins:  0    Prots with Domain in 5.B.2:  19 (95.0% from a total of 20)
# CDD176491:  DirectHits:  13    Rescued Proteins:  6    Prots with Domain in 5.B.2:  19 (95.0% from a total of 20)
# CDD427188:  DirectHits:  14    Rescued Proteins:  5    Prots with Domain in 5.B.2:  19 (95.0% from a total of 20)
# CDD176489:  DirectHits:  15    Rescued Proteins:  4    Prots with Domain in 5.B.2:  19 (95.0% from a total of 20)
1	5.B.2.1.1-P10897:252	CDD214769|53-180:1.54e-39|DirectHit	CDD176490|32-181:3.88e-09|DirectHit	CDD176489|50-180:1.21e-46|DirectHit	CDD427188|53-186:4.02e-48|DirectHit	CDD176491|41-182:3.44e-13|DirectHit
2	5.B.2.1.2-Q9WUE3:222	CDD214769|47-167:1.63e-18|DirectHit	CDD176490|34-184:4.9e-08|Rescued1	CDD176489|45-167:1.50e-16|DirectHit	CDD427188|47-184:5.77e-23|DirectHit	CDD176491|25-205:3.82e-40|DirectHit
3	5.B.2.1.3-Q53TN4:286	CDD214769|49-178:1.30e-40|DirectHit	CDD176490|33-179:1.49e-06|DirectHit	CDD176489|46-178:8.47e-45|DirectHit	CDD427188|49-185:1.11e-56|DirectHit	CDD176491|21-219:3.26e-14|DirectHit
4	5.B.2.1.4-P49447:251	CDD214769|53-179:4.05e-39|DirectHit	CDD176490|31-180:6.32e-10|DirectHit	CDD176489|49-179:9.56e-47|DirectHit	CDD427188|53-185:2.88e-49|DirectHit	CDD176491|40-181:1.02e-13|DirectHit
5	5.B.2.1.5-Q6P1H1:242	CDD214769|46-175:1.05e-33|DirectHit	CDD176490|42-175:3.28e-11|DirectHit	CDD176489|43-175:4.08e-39|DirectHit	CDD427188|46-181:1.16e-49|DirectHit	CDD176491|44-180:1.01e-11|DirectHit
6	5.B.2.1.6-Q6I681:236	CDD214769|51-178:2.39e-40|DirectHit	CDD176490|31-208:1.35e-08|DirectHit	CDD176489|48-178:5.15e-38|DirectHit	CDD427188|51-185:2.23e-54|DirectHit	CDD176491|52-180:3.38e-13|DirectHit
7	5.B.2.1.7-Q5D8X4:242	CDD214769|57-184:3.00e-30|DirectHit	CDD176490|45-185:9.96e-05|DirectHit	CDD176489|55-184:6.43e-38|DirectHit	CDD427188|57-191:2.85e-42|DirectHit	CDD176491|29-193:2.40e-09|DirectHit
8	5.B.2.1.8-Q9SWS1:230	CDD214769|50-176:1.05e-37|DirectHit	CDD176490|32-176:8.45e-08|DirectHit	CDD176489|47-176:1.48e-39|DirectHit	CDD427188|50-183:3.15e-49|DirectHit	CDD176491|51-178:2.60e-11|DirectHit
9	5.B.2.2.1-G7ZYU6:308	CDD214769|153-273:2.83e-28|DirectHit	CDD176490|130-302:5.09e-48|DirectHit	CDD176489|152-273:1.25e-05|DirectHit	CDD427188|153-273:1.31e-05|DirectHit	CDD176491|149-300:3.6e-06|Rescued1
10	5.B.2.2.2-Q0WRW8:369	CDD214769|212-334:1.32e-35|DirectHit	CDD176490|187-363:5.09e-53|DirectHit	CDD176489|213-334:3.72e-04|DirectHit	CDD427188|213-337:3.2e-32|Rescued1	CDD176491|195-363:3.9e-07|Rescued1
11	5.B.2.2.3-Q8MSU3:647	CDD214769|408-533:2.75e-32|DirectHit	CDD176490|358-553:2.10e-45|DirectHit	CDD176489|407-534:2.41e-09|DirectHit	CDD427188|408-535:5.5e-07|Rescued1	CDD176491|408-560:0.0017|Rescued1
12	5.B.2.2.4-M2VZF5:415	CDD214769|26-135:3.31e-09|DirectHit	CDD176490|15-169:2.03e-15|DirectHit	CDD176489|16-171:4.6e-13|Rescued1	CDD427188|17-168:6.6e-11|Rescued1	CDD176491|15-215:0.0014|Rescued1
13	5.B.2.2.5-A8IUR9:535	CDD214769|257-403:1.13e-13|DirectHit	CDD176490|247-438:1.30e-27|DirectHit	CDD176489|256-403:2.3e-07|Rescued1	CDD427188|257-403:3.3e-07|Rescued1	CDD176491|257-431:3.7e-06|Rescued1
14	5.B.2.2.6-NP_001136437:293	CDD214769|Nohit	CDD176490|Nohit	CDD176489|Nohit	CDD427188|Nohit	CDD176491|Nohit
15	5.B.2.2.7-Q9SV71:394	CDD214769|220-345:2.25e-34|DirectHit	CDD176490|187-374:6.69e-51|DirectHit	CDD176489|219-345:3.4e-23|Rescued1	CDD427188|220-346:6.8e-22|Rescued1	CDD176491|207-370:8.9e-10|Rescued1
16	5.B.2.3.1-R0K6W2:403	CDD214769|233-355:2.82e-13|DirectHit	CDD176490|180-383:2.54e-30|DirectHit	CDD176489|232-355:5.61e-06|DirectHit	CDD427188|234-355:1.07e-07|DirectHit	CDD176491|234-383:9.06e-07|DirectHit
17	5.B.2.3.2-G9NAJ2:453	CDD214769|256-374:1.08e-10|DirectHit	CDD176490|250-404:3.60e-26|DirectHit	CDD176489|256-374:5.2e-23|Rescued1	CDD427188|256-374:1.77e-05|DirectHit	CDD176491|257-398:8.31e-09|DirectHit
18	5.B.2.3.3-EQK99033:476	CDD214769|229-350:1.49e-12|DirectHit	CDD176490|186-378:2.03e-27|DirectHit	CDD176489|228-350:1.13e-05|DirectHit	CDD427188|229-354:1.18e-04|DirectHit	CDD176491|230-376:1.99e-08|DirectHit
19	5.B.2.3.4-Q7SC62:563	CDD214769|339-459:2.17e-12|DirectHit	CDD176490|334-488:3.01e-36|DirectHit	CDD176489|340-444:1.72e-07|DirectHit	CDD427188|340-460:8.70e-07|DirectHit	CDD176491|327-483:1.89e-11|DirectHit
20	5.B.2.3.5-KHN35905:272	CDD214769|78-201:1.36e-24|DirectHit	CDD176490|54-234:1.70e-40|DirectHit	CDD176489|78-201:1.18e-06|DirectHit	CDD427188|78-201:1.83e-05|DirectHit	CDD176491|77-201:5.42e-06|DirectHit
