# CDD435126:  DirectHits:  21    Rescued Proteins:  7    Prots with Domain in 1.E.5:  28 (96.6% from a total of 29)
1	1.E.5.1.1-Q3T4L9:117	CDD435126|11-87:8.89e-18|DirectHit
2	1.E.5.1.2-I0DYZ2:101	CDD435126|15-91:3.6e-17|Rescued1
3	1.E.5.1.3-I3PH10:109	CDD435126|18-90:1.13e-05|DirectHit
4	1.E.5.1.4-H3RDR5:106	CDD435126|13-89:1.16e-07|DirectHit
5	1.E.5.1.5-F5R8J6:110	CDD435126|23-99:7.89e-12|DirectHit
6	1.E.5.1.6-Q6UKC1:115	CDD435126|12-85:4.71e-14|DirectHit
7	1.E.5.1.7-TSC84565:112	CDD435126|40-85:0.0053|Rescued1
8	1.E.5.2.1-A6Q287:105	CDD435126|14-92:4.79e-20|DirectHit
9	1.E.5.2.2-D0H0R9:100	CDD435126|17-91:5.44e-16|DirectHit
10	1.E.5.2.3-A8HP16:134	CDD435126|25-96:4.44e-15|DirectHit
11	1.E.5.2.4-Q0AG33:110	CDD435126|19-96:4.87e-13|DirectHit
12	1.E.5.2.5-F4SWK5:105	CDD435126|17-94:3.85e-17|DirectHit
13	1.E.5.2.6-PAX78874:107	CDD435126|21-97:7.19e-15|DirectHit
14	1.E.5.2.7-WP_111639978:138	CDD435126|53-130:9.48e-18|DirectHit
15	1.E.5.2.8-Q2WCV0:103	CDD435126|15-92:1.94e-21|DirectHit
16	1.E.5.2.9-Q8ZX12:291	CDD435126|Nohit
17	1.E.5.3.1-B8DS69:115	CDD435126|17-90:5.46e-09|DirectHit
18	1.E.5.3.2-D5EF91:108	CDD435126|15-88:4.81e-15|DirectHit
19	1.E.5.3.3-D2Z3Q3:104	CDD435126|33-90:7.59e-06|DirectHit
20	1.E.5.3.4-C9M6W7:121	CDD435126|23-91:3.43e-06|DirectHit
21	1.E.5.3.5-D1Y2C7:123	CDD435126|23-93:4.8e-10|Rescued1
22	1.E.5.4.1-WP_107108791:108	CDD435126|22-97:7.94e-13|DirectHit
23	1.E.5.4.2-WP_051258859:108	CDD435126|19-95:5.63e-05|DirectHit
24	1.E.5.4.3-WP_143266560:111	CDD435126|22-92:1.09e-04|DirectHit
25	1.E.5.4.4-WP_045775922:117	CDD435126|21-99:1.90e-04|DirectHit
26	1.E.5.4.5-WP_309717245:107	CDD435126|15-95:5.4e-07|Rescued1
27	1.E.5.4.6-MAM95665:108	CDD435126|23-99:7.9e-08|Rescued1
28	1.E.5.4.7-WP_290891338:121	CDD435126|26-105:2.3e-08|Rescued1
29	1.E.5.5.1-YP_010774382:96	CDD435126|9-86:0.00063|Rescued1
