# CDD398687:  DirectHits:  15    Rescued Proteins:  10    Prots with Domain in 1.W.7:  25 (71.4% from a total of 35)
1	1.W.7.1.1-P54309:503	CDD398687|46-453:8.71e-94|DirectHit
2	1.W.7.1.2-WP_107240636:474	CDD398687|23-448:3.17e-85|DirectHit
3	1.W.7.1.3-WP_145463781:515	CDD398687|47-491:4.08e-107|DirectHit
4	1.W.7.1.4-WP_154257794:523	CDD398687|76-504:1.24e-64|DirectHit
5	1.W.7.1.5-WP_075398061:441	CDD398687|27-423:4.24e-57|DirectHit
6	1.W.7.2.1-WP_037497514:497	CDD398687|89-485:9.62e-32|DirectHit
7	1.W.7.2.2-WP_055426360:456	CDD398687|67-436:2.59e-21|DirectHit
8	1.W.7.2.3-WP_070907675:479	CDD398687|60-466:2.41e-33|DirectHit
9	1.W.7.2.4-WP_118774266:506	CDD398687|65-478:4.63e-19|DirectHit
10	1.W.7.2.5-WP_015406919:454	CDD398687|17-433:1.52e-25|DirectHit
11	1.W.7.2.6-WP_130731962:470	CDD398687|46-463:3.7e-10|Rescued1
12	1.W.7.2.7-OGO60715:535	CDD398687|30-498:1.07e-06|DirectHit
13	1.W.7.3.1-WP_078530960:473	CDD398687|71-436:6.30e-39|DirectHit
14	1.W.7.3.2-WP_087507917:464	CDD398687|62-447:4.1e-12|Rescued1
15	1.W.7.3.3-WP_130079611:480	CDD398687|65-451:5.5e-23|Rescued1
16	1.W.7.3.4-WP_060210323:501	CDD398687|37-444:2.23e-05|DirectHit
17	1.W.7.3.5-WP_154562420:445	CDD398687|18-420:3.2e-13|Rescued1
18	1.W.7.3.6-AWN04284:465	CDD398687|Nohit
19	1.W.7.3.7-Q05220:486	CDD398687|62-447:3.25e-27|DirectHit
20	1.W.7.4.1-KZZ65354:435	CDD398687|Nohit
21	1.W.7.4.2-ANT61922:558	CDD398687|Nohit
22	1.W.7.4.3-WP_135505732:576	CDD398687|Nohit
23	1.W.7.5.1-WP_081554217:460	CDD398687|73-421:1.7e-11|Rescued2
24	1.W.7.5.2-RQW07506:485	CDD398687|108-421:2.5e-13|Rescued2
25	1.W.7.5.3-OIO41903:474	CDD398687|45-409:0.00032|Rescued1
26	1.W.7.7.1-WP_106788023:470	CDD398687|Nohit
27	1.W.7.7.2-MWQ87508:465	CDD398687|82-425:0.0022|Rescued2
28	1.W.7.7.3-WP_153824994:492	CDD398687|Nohit
29	1.W.7.7.4-WP_068413027:537	CDD398687|Nohit
30	1.W.7.7.5-GDX75969:503	CDD398687|Nohit
31	1.W.7.7.6-WP_034858685:479	CDD398687|135-363:0.00097|Rescued2
32	1.W.7.8.1-MAH44640:584	CDD398687|230-476:2.3e-07|Rescued1
33	1.W.7.8.2-MAH46071:591	CDD398687|Nohit
34	1.W.7.8.3-WP_038188212:560	CDD398687|Nohit
35	1.W.7.8.4-WP_061399288:602	CDD398687|35-477:5.00e-34|DirectHit
