# CDD426026:  DirectHits:  16    Rescued Proteins:  0    Prots with Domain in 4.F.1:  16 (100.0% from a total of 16)
# CDD223632:  DirectHits:  14    Rescued Proteins:  2    Prots with Domain in 4.F.1:  16 (100.0% from a total of 16)
1	4.F.1.1.1-Q9Y6K0:416	CDD426026|84-158:2.18e-16|DirectHit	CDD223632|82-270:2.41e-13|DirectHit
2	4.F.1.1.2-O82567:389	CDD426026|47-120:2.62e-15|DirectHit	CDD223632|30-245:1.1e-30|Rescued1
3	4.F.1.1.3-A4IE03:417	CDD426026|62-136:1.01e-15|DirectHit	CDD223632|59-161:4.02e-07|DirectHit
4	4.F.1.1.4-A0ECR8:380	CDD426026|49-123:5.34e-11|DirectHit	CDD223632|48-241:4.22e-04|DirectHit
5	4.F.1.1.5-WP_061331047:244	CDD426026|70-138:5.21e-08|DirectHit	CDD223632|70-229:2.47e-07|DirectHit
6	4.F.1.1.6-U2ZTT2:377	CDD426026|180-243:6.28e-13|DirectHit	CDD223632|174-364:5.20e-09|DirectHit
7	4.F.1.1.7-Q6ADZ6:189	CDD426026|6-75:2.83e-15|DirectHit	CDD223632|4-186:3.25e-31|DirectHit
8	4.F.1.1.8-K0WKG7:186	CDD426026|3-69:2.97e-14|DirectHit	CDD223632|1-181:2.27e-43|DirectHit
9	4.F.1.1.9-TAJ02730:302	CDD426026|7-95:1.09e-12|DirectHit	CDD223632|1-107:1.87e-05|DirectHit
10	4.F.1.2.1-N1MXH3:230	CDD426026|40-109:6.61e-07|DirectHit	CDD223632|38-219:5.26e-04|DirectHit
11	4.F.1.2.2-G5SQC7:268	CDD426026|73-142:8.10e-07|DirectHit	CDD223632|71-176:2.75e-04|DirectHit
12	4.F.1.3.1-Q5JEG6:189	CDD426026|26-89:4.81e-17|DirectHit	CDD223632|13-189:2.83e-27|DirectHit
13	4.F.1.3.2-E8V3S2:210	CDD426026|28-98:8.78e-17|DirectHit	CDD223632|18-205:7.35e-23|DirectHit
14	4.F.1.3.3-D6I8Y6:201	CDD426026|27-94:9.46e-10|DirectHit	CDD223632|14-201:5.60e-26|DirectHit
15	4.F.1.3.4-D8J2B2:202	CDD426026|27-95:4.23e-10|DirectHit	CDD223632|14-201:4.46e-23|DirectHit
16	4.F.1.3.5-OIO15329:308	CDD426026|43-108:4.12e-15|DirectHit	CDD223632|33-152:5.7e-09|Rescued1
