# CDD429619:  DirectHits:  1    Rescued Proteins:  0    Prots with Domain in 9.B.353:  1 (5.9% from a total of 17)
# CDD276809:  DirectHits:  1    Rescued Proteins:  0    Prots with Domain in 9.B.353:  1 (5.9% from a total of 17)
1	9.B.353.1.1-WP_116980769:565	CDD429619|Nohit	CDD276809|Nohit
2	9.B.353.1.2-PYK72904:581	CDD429619|Nohit	CDD276809|Nohit
3	9.B.353.1.3-WP_015810985:435	CDD429619|Nohit	CDD276809|Nohit
4	9.B.353.1.4-WP_011308559:361	CDD429619|Nohit	CDD276809|Nohit
5	9.B.353.1.5-WP_105221498:586	CDD429619|Nohit	CDD276809|Nohit
6	9.B.353.1.6-WP_074978260:555	CDD429619|Nohit	CDD276809|Nohit
7	9.B.353.1.7-WP_090713975:594	CDD429619|Nohit	CDD276809|Nohit
8	9.B.353.1.8-WP_143828919:565	CDD429619|Nohit	CDD276809|Nohit
9	9.B.353.1.9-WP_124878553:601	CDD429619|Nohit	CDD276809|Nohit
10	9.B.353.1.10-OLF06340:579	CDD429619|Nohit	CDD276809|Nohit
11	9.B.353.1.11-HBU02613:581	CDD429619|Nohit	CDD276809|Nohit
12	9.B.353.1.12-WP_072717474:594	CDD429619|Nohit	CDD276809|Nohit
13	9.B.353.1.13-TLU55041:553	CDD429619|Nohit	CDD276809|Nohit
14	9.B.353.1.14-PIZ99763:549	CDD429619|473-502:4.72e-04|DirectHit	CDD276809|464-529:2.00e-07|473-526:1.46e-06|DirectHit
15	9.B.353.1.15-WP_138929475:567	CDD429619|Nohit	CDD276809|Nohit
16	9.B.353.2.1-RYZ91218:413	CDD429619|Nohit	CDD276809|Nohit
17	9.B.353.2.2-RYZ89732:423	CDD429619|Nohit	CDD276809|Nohit
