# CDD176851:  DirectHits:  9    Rescued Proteins:  0    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD426476:  DirectHits:  8    Rescued Proteins:  1    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD176879:  DirectHits:  6    Rescued Proteins:  3    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD176919:  DirectHits:  6    Rescued Proteins:  3    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD176885:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD176880:  DirectHits:  6    Rescued Proteins:  3    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD214575:  DirectHits:  9    Rescued Proteins:  0    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD176920:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
# CDD176877:  DirectHits:  7    Rescued Proteins:  2    Prots with Domain in 8.A.120:  9 (90.0% from a total of 10)
1	8.A.120.1.1-Q9NQZ5:370	CDD176851|131-276:1.07e-24|DirectHit	CDD214575|154-325:3.40e-22|DirectHit	CDD426476|161-324:9.93e-18|DirectHit	CDD176877|173-323:8.99e-08|DirectHit	CDD176919|141-324:1.90e-33|DirectHit	CDD176880|132-324:2.71e-21|DirectHit	CDD176879|119-325:2.22e-92|DirectHit	CDD176920|117-325:7.15e-132|DirectHit	CDD176885|138-276:4.04e-18|DirectHit
2	8.A.120.1.2-XP_006781310:267	CDD176851|11-209:2.40e-45|DirectHit	CDD214575|57-215:3.78e-26|DirectHit	CDD426476|54-211:3.98e-28|DirectHit	CDD176877|51-196:2.12e-15|DirectHit	CDD176919|64-211:2.14e-15|DirectHit	CDD176880|8-230:6.88e-119|DirectHit	CDD176879|63-211:2.42e-10|DirectHit	CDD176920|65-211:6.43e-13|DirectHit	CDD176885|22-206:3.31e-13|DirectHit
3	8.A.120.1.3-ORC88521:311	CDD176851|51-255:1.60e-30|DirectHit	CDD214575|44-236:5.38e-22|DirectHit	CDD426476|81-259:3.18e-21|DirectHit	CDD176877|89-237:3.69e-11|DirectHit	CDD176919|89-257:1.60e-07|DirectHit	CDD176880|39-276:6.01e-106|DirectHit	CDD176879|76-178:1.43e-07|DirectHit	CDD176920|70-256:2.52e-14|DirectHit	CDD176885|56-255:1.59e-05|DirectHit
4	8.A.120.1.4-WP_086374750:217	CDD176851|22-199:3.99e-21|DirectHit	CDD214575|45-189:1.05e-04|DirectHit	CDD426476|18-187:1.26e-06|DirectHit	CDD176877|36-202:1.1e-13|Rescued1	CDD176919|41-185:4.76e-10|DirectHit	CDD176880|23-184:7.49e-10|DirectHit	CDD176879|30-200:7.68e-10|DirectHit	CDD176920|19-200:2.04e-09|DirectHit	CDD176885|18-203:6.09e-63|DirectHit
5	8.A.120.1.5-WP_014802473:244	CDD176851|45-215:4.23e-29|DirectHit	CDD214575|57-213:3.53e-07|DirectHit	CDD426476|38-213:4.34e-08|DirectHit	CDD176877|45-226:9.58e-06|DirectHit	CDD176919|38-213:2.21e-14|DirectHit	CDD176880|45-222:3.53e-19|DirectHit	CDD176879|44-213:2.67e-10|DirectHit	CDD176920|43-214:3.49e-11|DirectHit	CDD176885|16-224:1.11e-53|DirectHit
6	8.A.120.1.6-NP_001154233:294	CDD176851|139-251:3.28e-07|DirectHit	CDD214575|148-271:2.45e-06|DirectHit	CDD426476|185-294:1e-06|Rescued1	CDD176877|186-294:4.1e-05|Rescued1	CDD176919|150-257:8.25e-05|DirectHit	CDD176880|154-294:1.2e-09|Rescued1	CDD176879|137-268:2.39e-57|DirectHit	CDD176920|158-294:1.2e-09|Rescued1	CDD176885|154-294:2.7e-10|Rescued1
7	8.A.120.2.1-Q14849:445	CDD176851|243-436:6.76e-30|DirectHit	CDD214575|240-444:1.20e-51|DirectHit	CDD426476|239-444:3.40e-59|DirectHit	CDD176877|233-441:2.36e-107|DirectHit	CDD176919|244-422:2.8e-07|Rescued1	CDD176880|255-419:4.86e-04|DirectHit	CDD176879|251-422:2.6e-07|Rescued1	CDD176920|251-422:5.3e-07|Rescued1	CDD176885|244-422:5.9e-07|Rescued1
8	8.A.120.2.2-Q9W145:583	CDD176851|263-555:2.01e-12|DirectHit	CDD214575|266-374:1.95e-07|487-574:1.62e-07|DirectHit	CDD426476|255-574:3.68e-12|DirectHit	CDD176877|247-571:5.18e-45|DirectHit	CDD176919|486-572:0.00049|Rescued1	CDD176880|266-359:1.4e-14|465-572:5.8e-12|Rescued1	CDD176879|486-572:0.00047|Rescued1	CDD176920|487-552:0.00072|Rescued1	CDD176885|261-359:1.9e-14|465-564:0.0047|Rescued2
9	8.A.120.2.3-O95772:234	CDD176851|Nohit	CDD214575|Nohit	CDD426476|Nohit	CDD176877|Nohit	CDD176919|Nohit	CDD176880|Nohit	CDD176879|Nohit	CDD176920|Nohit	CDD176885|Nohit
10	8.A.120.3.1-Q96DR4:205	CDD176851|25-205:1.24e-39|DirectHit	CDD214575|24-205:1.69e-13|DirectHit	CDD426476|25-205:1.49e-11|DirectHit	CDD176877|10-203:1.59e-23|DirectHit	CDD176919|28-204:2e-05|Rescued1	CDD176880|25-204:3.7e-14|Rescued1	CDD176879|25-204:5.1e-06|Rescued1	CDD176920|25-204:4.1e-06|Rescued1	CDD176885|26-205:1.3e-05|Rescued1
