# CDD187762:  DirectHits:  13    Rescued Proteins:  6    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD224194:  DirectHits:  18    Rescued Proteins:  1    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD187756:  DirectHits:  15    Rescued Proteins:  4    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD187758:  DirectHits:  12    Rescued Proteins:  7    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD187763:  DirectHits:  13    Rescued Proteins:  6    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD187761:  DirectHits:  15    Rescued Proteins:  4    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD187757:  DirectHits:  10    Rescued Proteins:  9    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD187760:  DirectHits:  10    Rescued Proteins:  9    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
# CDD427386:  DirectHits:  17    Rescued Proteins:  2    Prots with Domain in 2.A.16:  19 (100.0% from a total of 19)
1	2.A.16.1.1-P25396:330	CDD224194|1-323:1.08e-78|DirectHit	CDD427386|8-305:1.58e-37|DirectHit	CDD187761|12-306:8.44e-16|DirectHit	CDD187756|13-305:7.78e-17|DirectHit	CDD187763|8-305:6.91e-51|DirectHit	CDD187762|13-302:5.65e-76|DirectHit	CDD187758|6-306:3e-08|Rescued1	CDD187757|7-306:3.6e-05|Rescued1	CDD187760|7-298:2e-05|Rescued1
2	2.A.16.1.2-P44741:328	CDD224194|15-328:1.02e-64|DirectHit	CDD427386|23-317:4.64e-26|DirectHit	CDD187761|26-302:5.95e-06|DirectHit	CDD187756|27-316:2.81e-52|DirectHit	CDD187763|23-316:6.26e-42|DirectHit	CDD187762|27-316:3.09e-63|DirectHit	CDD187758|25-318:5.2e-06|Rescued1	CDD187757|27-318:9.2e-05|Rescued1	CDD187760|26-318:5.5e-05|Rescued1
3	2.A.16.2.1-P50537:438	CDD224194|26-390:1.85e-78|DirectHit	CDD427386|33-373:4.35e-85|DirectHit	CDD187761|34-370:5.00e-28|DirectHit	CDD187756|38-369:1.46e-97|DirectHit	CDD187763|33-374:7.97e-13|DirectHit	CDD187762|38-370:1.18e-11|DirectHit	CDD187758|30-369:4.86e-40|DirectHit	CDD187757|38-369:9.03e-139|DirectHit	CDD187760|136-330:1.21e-05|DirectHit
4	2.A.16.2.2-Q5EAK4:2100	CDD224194|1-154:1.10e-37|DirectHit	CDD427386|1-168:7.61e-40|DirectHit	CDD187761|1-136:2.90e-06|DirectHit	CDD187756|1-342:1.15e-76|DirectHit	CDD187763|1-203:1.1e-42|Rescued1	CDD187762|1-203:4.6e-43|Rescued1	CDD187758|1-168:4.82e-21|DirectHit	CDD187757|1-167:2.50e-70|DirectHit	CDD187760|1-203:4.1e-21|Rescued1
5	2.A.16.2.3-I7ZSL4:398	CDD224194|37-396:3.93e-35|DirectHit	CDD427386|42-379:5.46e-97|DirectHit	CDD187761|43-379:7.15e-20|DirectHit	CDD187756|47-375:8.35e-42|DirectHit	CDD187763|42-376:4.97e-10|DirectHit	CDD187762|50-375:8.71e-09|DirectHit	CDD187758|39-375:8.92e-44|DirectHit	CDD187757|47-375:4.86e-153|DirectHit	CDD187760|46-374:4.21e-05|DirectHit
6	2.A.16.3.1-P41930:458	CDD224194|5-427:1.38e-52|DirectHit	CDD427386|12-409:4.84e-64|DirectHit	CDD187761|13-409:8.8e-17|Rescued1	CDD187756|17-404:3.70e-76|DirectHit	CDD187763|12-406:4.3e-16|Rescued1	CDD187762|18-403:8.3e-16|Rescued1	CDD187758|9-405:2.06e-124|DirectHit	CDD187757|18-362:5.86e-05|DirectHit	CDD187760|21-376:1.50e-08|DirectHit
7	2.A.16.3.2-T2I7A2:384	CDD224194|23-370:2.55e-12|DirectHit	CDD427386|25-368:2.43e-48|DirectHit	CDD187761|28-361:1.42e-05|DirectHit	CDD187756|35-363:1.75e-18|DirectHit	CDD187763|25-364:5.9e-14|Rescued1	CDD187762|30-364:9.9e-13|Rescued1	CDD187758|22-364:2.16e-61|DirectHit	CDD187757|35-359:4.62e-09|DirectHit	CDD187760|28-367:3.70e-06|DirectHit
8	2.A.16.3.3-T2I8Z9:392	CDD224194|29-383:2.91e-13|DirectHit	CDD427386|29-380:3.44e-48|DirectHit	CDD187761|30-374:3.27e-05|DirectHit	CDD187756|34-372:6.66e-21|DirectHit	CDD187763|29-378:3.8e-17|Rescued1	CDD187762|34-378:9.9e-16|Rescued1	CDD187758|29-377:9.86e-72|DirectHit	CDD187757|35-338:3.72e-12|DirectHit	CDD187760|138-380:3.90e-10|DirectHit
9	2.A.16.4.1-A2QYD7:392	CDD224194|23-348:3.92e-39|DirectHit	CDD427386|25-347:1.03e-97|DirectHit	CDD187761|26-346:6.71e-39|DirectHit	CDD187756|30-347:7.29e-55|DirectHit	CDD187763|25-347:4.00e-21|DirectHit	CDD187762|30-347:3.65e-19|DirectHit	CDD187758|22-347:1.95e-163|DirectHit	CDD187757|30-347:1.26e-42|DirectHit	CDD187760|28-347:4.03e-34|DirectHit
10	2.A.16.4.2-A3R044:375	CDD224194|26-374:3.20e-35|DirectHit	CDD427386|28-365:5.75e-92|DirectHit	CDD187761|29-365:6.27e-35|DirectHit	CDD187756|33-361:1.35e-60|DirectHit	CDD187763|28-364:1.67e-19|DirectHit	CDD187762|33-361:2.30e-18|DirectHit	CDD187758|25-361:7.58e-151|DirectHit	CDD187757|33-361:6.00e-55|DirectHit	CDD187760|31-360:1.99e-36|DirectHit
11	2.A.16.4.3-Q2TJJ2:414	CDD224194|25-396:3.62e-33|DirectHit	CDD427386|27-384:5.89e-91|DirectHit	CDD187761|28-384:5.22e-32|DirectHit	CDD187756|32-379:3.27e-50|DirectHit	CDD187763|27-379:7.79e-18|DirectHit	CDD187762|32-378:8.88e-13|DirectHit	CDD187758|24-380:1.43e-155|DirectHit	CDD187757|32-379:1.12e-39|DirectHit	CDD187760|30-383:4.26e-33|DirectHit
12	2.A.16.4.4-Q58172:342	CDD224194|1-342:1.69e-76|DirectHit	CDD427386|7-328:1.80e-64|DirectHit	CDD187761|8-328:1.82e-113|DirectHit	CDD187756|12-322:2.87e-44|DirectHit	CDD187763|7-327:2.34e-34|DirectHit	CDD187762|12-324:9.15e-35|DirectHit	CDD187758|5-322:1.77e-41|DirectHit	CDD187757|12-324:9.84e-21|DirectHit	CDD187760|11-327:4.66e-31|DirectHit
13	2.A.16.4.5-Q4J820:346	CDD224194|17-345:1.24e-09|DirectHit	CDD427386|17-337:2.01e-24|DirectHit	CDD187761|17-311:7.73e-16|DirectHit	CDD187756|19-324:2.18e-16|DirectHit	CDD187763|16-342:2.8e-10|Rescued1	CDD187762|19-338:1.4e-10|Rescued1	CDD187758|17-305:1.96e-05|DirectHit	CDD187757|19-336:4e-10|Rescued1	CDD187760|17-327:8.5e-11|Rescued1
14	2.A.16.4.6-Q9KY69:338	CDD224194|19-291:5.7e-09|Rescued1	CDD427386|19-291:3.6e-09|Rescued1	CDD187761|19-280:2.3e-09|Rescued1	CDD187756|23-291:4.2e-09|Rescued1	CDD187763|13-331:0.0092|Rescued2	CDD187762|13-331:0.0073|Rescued2	CDD187758|19-280:1.9e-09|Rescued1	CDD187757|13-307:0.0028|Rescued2	CDD187760|13-312:0.0098|Rescued2
15	2.A.16.5.1-Q9LD83:556	CDD224194|188-498:9.27e-16|DirectHit	CDD427386|187-494:1.43e-40|DirectHit	CDD187761|188-495:7.39e-05|DirectHit	CDD187756|193-493:1.5e-51|Rescued1	CDD187763|187-493:1.36e-107|DirectHit	CDD187762|193-490:2.94e-75|DirectHit	CDD187758|188-490:1.6e-48|Rescued1	CDD187757|207-474:0.0013|Rescued1	CDD187760|176-493:5.1e-32|Rescued1
16	2.A.16.5.2-Q9FLV9:635	CDD224194|258-565:5.06e-17|DirectHit	CDD427386|257-561:2.60e-51|DirectHit	CDD187761|296-561:3.88e-18|DirectHit	CDD187756|263-559:2.65e-09|DirectHit	CDD187763|257-560:2.08e-126|DirectHit	CDD187762|263-557:4.64e-87|DirectHit	CDD187758|293-553:5.06e-05|DirectHit	CDD187757|252-546:0.0044|Rescued1	CDD187760|400-555:1.35e-05|DirectHit
17	2.A.16.6.1-Q9A061:302	CDD224194|1-302:5.89e-49|DirectHit	CDD427386|8-298:1.4e-09|Rescued1	CDD187761|8-291:3.3e-09|Rescued1	CDD187756|8-287:5.4e-10|Rescued1	CDD187763|11-290:4.25e-04|DirectHit	CDD187762|8-289:8.17e-51|DirectHit	CDD187758|7-295:0.0084|Rescued2	CDD187757|8-295:0.0076|Rescued2	CDD187760|8-295:0.0083|Rescued2
18	2.A.16.6.2-C4IKV8:314	CDD224194|47-281:8.41e-18|DirectHit	CDD427386|41-308:1.46e-09|DirectHit	CDD187761|9-312:2.1e-09|Rescued1	CDD187756|9-311:1.7e-09|Rescued1	CDD187763|35-302:6.33e-11|DirectHit	CDD187762|11-279:4.59e-52|DirectHit	CDD187758|40-281:0.00081|Rescued1	CDD187757|40-281:0.0014|Rescued1	CDD187760|40-281:0.00099|Rescued1
19	2.A.16.6.3-WP_057757662:332	CDD224194|5-312:4.46e-27|DirectHit	CDD427386|14-302:2.70e-12|DirectHit	CDD187761|16-302:3.07e-10|DirectHit	CDD187756|10-298:0.001|DirectHit	CDD187763|9-302:1.03e-15|DirectHit	CDD187762|7-300:9.35e-48|DirectHit	CDD187758|15-306:2.2e-06|Rescued1	CDD187757|15-306:4.8e-06|Rescued1	CDD187760|15-306:2.1e-06|Rescued1
