# CDD106978:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 1.W.10:  11 (100.0% from a total of 11)
# CDD432415:  DirectHits:  7    Rescued Proteins:  4    Prots with Domain in 1.W.10:  11 (100.0% from a total of 11)
1	1.W.10.1.1-P03728:536	CDD432415|18-485:4.64e-118|DirectHit	CDD106978|19-501:3.98e-05|DirectHit
2	1.W.10.1.2-SFK21429:478	CDD432415|19-467:2.87e-123|DirectHit	CDD106978|40-466:4.19e-53|DirectHit
3	1.W.10.1.3-HCE08097:553	CDD432415|17-500:0.0|DirectHit	CDD106978|7-543:0.0|DirectHit
4	1.W.10.1.5-WP_010699123:560	CDD432415|19-497:0.0|DirectHit	CDD106978|18-509:2.72e-110|DirectHit
5	1.W.10.1.6-WP_115732651:556	CDD432415|14-499:4.54e-42|DirectHit	CDD106978|14-554:6.55e-43|DirectHit
6	1.W.10.2.1-WP_005950206:517	CDD432415|113-483:2.77e-17|DirectHit	CDD106978|21-515:1.97e-16|DirectHit
7	1.W.10.2.2-PNX53637:505	CDD432415|10-450:8.95e-21|DirectHit	CDD106978|99-449:3.74e-14|DirectHit
8	1.W.10.3.1-YP_001285799:651	CDD432415|323-556:0.0011|Rescued1	CDD106978|323-556:0.00086|Rescued1
9	1.W.10.3.2-AUR96941:582	CDD432415|26-455:5.7e-05|Rescued1	CDD106978|25-463:0.0065|Rescued1
10	1.W.10.3.3-MBO00979:688	CDD432415|252-556:0.0048|Rescued1	CDD106978|130-604:0.00016|Rescued1
11	1.W.10.3.4-AXP07702:702	CDD432415|393-547:0.0036|Rescued1	CDD106978|393-642:0.0014|Rescued1
