# CDD399964:  DirectHits:  20    Rescued Proteins:  14    Prots with Domain in 1.H.3:  34 (97.1% from a total of 35)
1	1.H.3.1.1-Q4DDC5:174	CDD399964|14-171:1.08e-48|DirectHit
2	1.H.3.1.2-Q384H3:456	CDD399964|301-450:1.08e-32|DirectHit
3	1.H.3.1.3-A4H5G6:221	CDD399964|15-171:1.80e-56|DirectHit
4	1.H.3.1.4-XP_809365:461	CDD399964|119-279:1.81e-04|304-454:3.46e-07|DirectHit
5	1.H.3.1.5-Q4Q397:262	CDD399964|79-235:4.29e-70|DirectHit
6	1.H.3.1.6-A4I9R7:197	CDD399964|15-171:4.29e-69|DirectHit
7	1.H.3.1.7-EPY43125:331	CDD399964|20-125:1.58e-09|153-327:6.53e-10|DirectHit
8	1.H.3.1.8-CUG85860:380	CDD399964|45-190:1.97e-05|DirectHit
9	1.H.3.1.9-CCW65798:431	CDD399964|271-394:5.55e-04|DirectHit
10	1.H.3.1.10-EPY25617:270	CDD399964|52-266:4.89e-19|DirectHit
11	1.H.3.1.11-CCM20003:199	CDD399964|66-179:3.91e-05|DirectHit
12	1.H.3.1.12-ACS87844:216	CDD399964|57-212:5.22e-24|DirectHit
13	1.H.3.1.13-EPY15693:250	CDD399964|54-242:2.32e-19|DirectHit
14	1.H.3.1.14-XP_015658486:249	CDD399964|58-244:2.74e-27|DirectHit
15	1.H.3.1.15-XP_029226512:190	CDD399964|79-175:3.28e-05|DirectHit
16	1.H.3.1.16-RSH92550:194	CDD399964|12-172:7.5e-07|Rescued1
17	1.H.3.1.17-Q4QHJ4:490	CDD399964|136-280:3.03e-30|302-483:2.58e-05|DirectHit
18	1.H.3.1.18-Q384H4:299	CDD399964|118-295:9.05e-35|DirectHit
19	1.H.3.1.19-A5XDA6:183	CDD399964|5-180:2.05e-31|DirectHit
20	1.H.3.2.1-XP_020063232:523	CDD399964|15-146:2.26e-05|DirectHit
21	1.H.3.2.2-CCE43548:580	CDD399964|16-147:9.8e-32|Rescued1
22	1.H.3.2.3-OVF08426:553	CDD399964|16-145:6.1e-23|Rescued1
23	1.H.3.2.4-XP_002384136:561	CDD399964|14-147:5.5e-16|Rescued1
24	1.H.3.2.5-RDL40351:231	CDD399964|16-152:6.2e-08|Rescued1
25	1.H.3.2.6-ANZ75191:309	CDD399964|14-146:7e-08|Rescued1
26	1.H.3.2.7-GAX67971:551	CDD399964|17-158:1.2e-17|Rescued1
27	1.H.3.3.1-XP_001747030:367	CDD399964|136-243:7.2e-05|Rescued2
28	1.H.3.3.2-XP_001747976:597	CDD399964|89-223:0.0017|Rescued1
29	1.H.3.3.3-XP_004993488:262	CDD399964|123-239:0.0017|Rescued1
30	1.H.3.3.4-EPB80208:179	CDD399964|47-171:0.0038|Rescued2
31	1.H.3.3.5-TMS35833:195	CDD399964|8-148:0.0089|Rescued2
32	1.H.3.3.6-EGT43179:209	CDD399964|Nohit
33	1.H.3.4.1-XP_015663846:251	CDD399964|145-238:6.07e-04|DirectHit
34	1.H.3.4.2-XP_028883749:227	CDD399964|61-213:3e-05|Rescued1
35	1.H.3.4.3-SCU69693:221	CDD399964|69-205:7e-05|Rescued1
