# CDD223671:  DirectHits:  18    Rescued Proteins:  10    Prots with Domain in 1.A.35:  28 (100.0% from a total of 28)
# CDD213354:  DirectHits:  15    Rescued Proteins:  13    Prots with Domain in 1.A.35:  28 (100.0% from a total of 28)
# CDD213356:  DirectHits:  16    Rescued Proteins:  12    Prots with Domain in 1.A.35:  28 (100.0% from a total of 28)
# CDD213355:  DirectHits:  22    Rescued Proteins:  6    Prots with Domain in 1.A.35:  28 (100.0% from a total of 28)
# CDD213357:  DirectHits:  15    Rescued Proteins:  13    Prots with Domain in 1.A.35:  28 (100.0% from a total of 28)
# CDD426315:  DirectHits:  20    Rescued Proteins:  8    Prots with Domain in 1.A.35:  28 (100.0% from a total of 28)
1	1.A.35.1.1-P0ABI4:316	CDD213355|28-315:3.60e-72|DirectHit	CDD426315|27-312:2.88e-54|DirectHit	CDD223671|1-316:1.00e-95|DirectHit	CDD213356|28-316:2.12e-27|DirectHit	CDD213354|28-315:7.75e-132|DirectHit	CDD213357|7-315:2.2e-17|Rescued1
2	1.A.35.1.2-P0A2R8:316	CDD213355|28-315:5.76e-71|DirectHit	CDD426315|25-312:5.97e-54|DirectHit	CDD223671|1-316:1.07e-93|DirectHit	CDD213356|28-316:1.23e-27|DirectHit	CDD213354|28-315:6.15e-130|DirectHit	CDD213357|7-315:1.5e-17|Rescued1
3	1.A.35.1.3-P40948:317	CDD213355|11-297:2.44e-97|DirectHit	CDD426315|70-294:1.19e-22|DirectHit	CDD223671|6-297:1.24e-61|DirectHit	CDD213356|24-297:2.56e-29|DirectHit	CDD213354|30-297:1.87e-11|DirectHit	CDD213357|122-297:3.7e-15|Rescued1
4	1.A.35.2.1-Q08269:859	CDD213355|456-777:9.19e-06|DirectHit	CDD426315|456-779:1.36e-30|DirectHit	CDD223671|444-777:7.82e-70|DirectHit	CDD213356|456-777:4.58e-49|DirectHit	CDD213354|456-779:1.37e-12|DirectHit	CDD213357|522-800:1.5e-06|Rescued1
5	1.A.35.2.2-P35724:969	CDD213355|814-966:1.22e-09|DirectHit	CDD426315|662-965:9.38e-25|DirectHit	CDD223671|500-967:6.70e-59|DirectHit	CDD213356|500-966:6.34e-49|DirectHit	CDD213354|500-965:1.2e-59|Rescued1	CDD213357|808-966:1.9e-08|Rescued1
6	1.A.35.2.3-O13657:803	CDD213355|499-792:4.89e-13|DirectHit	CDD426315|494-795:2.94e-38|DirectHit	CDD223671|479-800:4.66e-83|DirectHit	CDD213356|499-801:1.18e-56|DirectHit	CDD213354|499-793:5.43e-16|DirectHit	CDD213357|565-799:7.4e-10|Rescued1
7	1.A.35.3.1-Q58439:317	CDD213355|30-316:1.14e-32|DirectHit	CDD426315|28-313:3.76e-53|DirectHit	CDD223671|1-317:1.35e-78|DirectHit	CDD213356|30-317:6.90e-76|DirectHit	CDD213354|30-316:3.30e-24|DirectHit	CDD213357|82-316:6.2e-26|Rescued1
8	1.A.35.3.2-Q9WZ31:351	CDD213355|61-350:1.42e-48|DirectHit	CDD426315|60-347:1.28e-81|DirectHit	CDD223671|27-351:1.68e-109|DirectHit	CDD213356|61-351:1.76e-129|DirectHit	CDD213354|61-351:7.28e-136|DirectHit	CDD213357|170-350:7.90e-06|DirectHit
9	1.A.35.3.3-O31543:319	CDD213355|31-314:2.81e-44|DirectHit	CDD426315|29-309:2.37e-79|DirectHit	CDD223671|1-315:1.31e-100|DirectHit	CDD213356|31-315:2.57e-116|DirectHit	CDD213354|31-314:3.44e-39|DirectHit	CDD213357|147-308:5.31e-06|DirectHit
10	1.A.35.3.4-A3CLT2:302	CDD213355|65-302:4.55e-09|DirectHit	CDD426315|9-297:5.14e-46|DirectHit	CDD223671|11-297:8.37e-50|DirectHit	CDD213356|13-298:1.25e-21|DirectHit	CDD213354|13-296:3.25e-05|DirectHit	CDD213357|120-302:2.2e-07|Rescued1
11	1.A.35.3.5-O50455:366	CDD213355|72-365:1.55e-35|DirectHit	CDD426315|68-361:2.34e-63|DirectHit	CDD223671|52-366:3.13e-108|DirectHit	CDD213356|72-366:7.99e-110|DirectHit	CDD213354|72-365:5.32e-35|DirectHit	CDD213357|123-357:7.86e-04|DirectHit
12	1.A.35.3.6-Q4QF51:831	CDD213355|674-830:1.29e-21|DirectHit	CDD426315|574-830:4.38e-22|DirectHit	CDD223671|483-830:9.01e-23|DirectHit	CDD213356|490-830:2.22e-30|DirectHit	CDD213354|679-830:5.00e-10|DirectHit	CDD213357|651-830:8.9e-14|Rescued1
13	1.A.35.3.7-YP_009222254:322	CDD213355|23-322:1.6e-06|Rescued1	CDD426315|18-316:1.42e-16|DirectHit	CDD223671|7-319:3.9e-07|Rescued1	CDD213356|23-319:1.6e-06|Rescued1	CDD213354|23-319:1.6e-06|Rescued1	CDD213357|139-288:0.0014|Rescued1
14	1.A.35.3.8-B0C555:373	CDD213355|71-367:2.31e-45|DirectHit	CDD426315|67-365:2.30e-68|DirectHit	CDD223671|38-368:1.99e-108|DirectHit	CDD213356|71-368:5.65e-112|DirectHit	CDD213354|71-368:3.16e-72|DirectHit	CDD213357|185-365:3.94e-04|DirectHit
15	1.A.35.3.9-NHJ46641:325	CDD213355|32-322:1.87e-20|DirectHit	CDD426315|27-322:1.64e-48|DirectHit	CDD223671|14-324:2.72e-63|DirectHit	CDD213356|32-322:9.80e-71|DirectHit	CDD213354|32-325:9.26e-31|DirectHit	CDD213357|96-324:3.2e-26|Rescued1
16	1.A.35.4.1-Q9EYX5:327	CDD213355|42-326:2.91e-34|DirectHit	CDD426315|37-323:2.55e-79|DirectHit	CDD223671|11-327:6.91e-90|DirectHit	CDD213356|42-327:4.22e-37|DirectHit	CDD213354|42-326:1.52e-23|DirectHit	CDD213357|109-326:8.3e-12|Rescued1
17	1.A.35.4.2-Q87M69:315	CDD213355|30-308:8.57e-72|DirectHit	CDD426315|30-305:3.48e-48|DirectHit	CDD223671|30-308:9.47e-39|DirectHit	CDD213356|57-308:1.49e-19|DirectHit	CDD213354|30-308:9.19e-134|DirectHit	CDD213357|131-305:4.1e-10|Rescued1
18	1.A.35.5.1-Q01926:470	CDD213355|81-374:3.86e-51|DirectHit	CDD426315|172-362:4.83e-04|DirectHit	CDD223671|201-359:3.63e-04|DirectHit	CDD213356|187-366:0.00019|Rescued1	CDD213354|187-366:0.00022|Rescued1	CDD213357|66-374:3.81e-107|DirectHit
19	1.A.35.5.2-Q9SAH0:443	CDD213355|68-439:2.8e-32|Rescued1	CDD426315|81-438:1.1e-38|Rescued1	CDD223671|97-438:2.4e-06|Rescued1	CDD213356|81-439:0.0098|Rescued2	CDD213354|354-429:0.0011|Rescued1	CDD213357|53-440:1.23e-125|DirectHit
20	1.A.35.5.3-Q058N4:459	CDD213355|147-459:9.38e-06|DirectHit	CDD426315|158-455:5.73e-04|DirectHit	CDD223671|158-456:2.5e-06|Rescued1	CDD213356|158-456:0.0013|Rescued1	CDD213354|158-456:0.0013|Rescued1	CDD213357|132-458:1.16e-88|DirectHit
21	1.A.35.5.4-Q93ZD7:436	CDD213355|215-432:7.94e-08|DirectHit	CDD426315|169-430:7.74e-08|DirectHit	CDD223671|217-427:2.6e-07|Rescued1	CDD213356|266-432:0.002|Rescued1	CDD213354|299-432:7.9e-05|Rescued1	CDD213357|65-433:8.15e-127|DirectHit
22	1.A.35.5.5-Q02783:413	CDD213355|100-386:1.52e-10|DirectHit	CDD426315|103-386:1.7e-26|Rescued1	CDD223671|218-380:1.3e-25|Rescued1	CDD213356|103-392:0.0052|Rescued2	CDD213354|103-392:0.0052|Rescued2	CDD213357|74-395:7.01e-105|DirectHit
23	1.A.35.5.6-Q9ZPR4:421	CDD213355|64-419:2e-28|Rescued1	CDD426315|79-412:2.6e-33|Rescued1	CDD223671|183-249:1e-05|296-398:1e-05|Rescued1	CDD213356|79-419:0.008|Rescued2	CDD213354|79-419:0.0083|Rescued2	CDD213357|51-418:7.05e-99|DirectHit
24	1.A.35.5.7-Q9HD23:443	CDD213355|104-399:2.1e-19|Rescued1	CDD426315|123-398:2.4e-18|Rescued1	CDD223671|226-383:1.1e-07|Rescued1	CDD213356|65-399:0.00026|Rescued2	CDD213354|122-399:9.3e-05|Rescued2	CDD213357|88-399:3.96e-91|DirectHit
25	1.A.35.5.8-Q8IIG4:529	CDD213355|319-511:2.30e-06|DirectHit	CDD426315|315-514:7.1e-12|Rescued1	CDD223671|232-514:2.2e-13|Rescued1	CDD213356|232-514:0.0016|Rescued1	CDD213354|264-514:0.0017|Rescued1	CDD213357|59-525:6.60e-58|DirectHit
26	1.A.35.5.9-C0H599:468	CDD213355|167-464:5.1e-13|Rescued1	CDD426315|176-464:5.3e-13|Rescued1	CDD223671|273-464:7.47e-06|DirectHit	CDD213356|176-464:0.00025|Rescued1	CDD213354|176-464:0.00026|Rescued1	CDD213357|130-468:4.20e-73|DirectHit
27	1.A.35.5.10-Q8ILI8:478	CDD213355|246-475:2.77e-07|DirectHit	CDD426315|258-473:6.4e-10|Rescued1	CDD223671|52-472:1e-08|Rescued1	CDD213356|52-469:0.0063|Rescued1	CDD213354|52-478:0.0027|Rescued2	CDD213357|146-478:9.17e-78|DirectHit
28	1.A.35.5.11-AED97921:378	CDD213355|42-366:6.5e-37|Rescued1	CDD426315|55-366:1.8e-43|Rescued1	CDD223671|71-367:1.5e-07|Rescued1	CDD213356|55-367:0.0045|Rescued2	CDD213354|304-364:0.0044|Rescued1	CDD213357|27-367:2.06e-108|DirectHit
