# CDD182485:  DirectHits:  12    Rescued Proteins:  3    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD182203:  DirectHits:  12    Rescued Proteins:  3    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD129873:  DirectHits:  10    Rescued Proteins:  5    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD182147:  DirectHits:  10    Rescued Proteins:  5    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD182094:  DirectHits:  12    Rescued Proteins:  3    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD308194:  DirectHits:  13    Rescued Proteins:  2    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD225330:  DirectHits:  14    Rescued Proteins:  1    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
# CDD237880:  DirectHits:  11    Rescued Proteins:  4    Prots with Domain in 2.A.8:  15 (100.0% from a total of 15)
1	2.A.8.1.1-P12012:448	CDD225330|1-448:2.14e-131|DirectHit	CDD308194|1-447:1.45e-179|DirectHit	CDD182203|3-448:1.37e-91|DirectHit	CDD182094|3-448:1.27e-84|DirectHit	CDD182485|1-437:5.42e-93|DirectHit	CDD237880|1-448:3.67e-159|DirectHit	CDD129873|1-448:0.0|DirectHit	CDD182147|9-448:1.87e-81|DirectHit
2	2.A.8.1.2-P39344:439	CDD225330|1-438:7.94e-138|DirectHit	CDD308194|1-437:0.0|DirectHit	CDD182203|9-438:6.37e-100|DirectHit	CDD182094|3-438:1.35e-81|DirectHit	CDD182485|1-438:2.51e-88|DirectHit	CDD237880|1-438:0.0|DirectHit	CDD129873|1-438:0.0|DirectHit	CDD182147|8-438:7.06e-73|DirectHit
3	2.A.8.1.3-P0AC94:447	CDD225330|5-446:5.70e-128|DirectHit	CDD308194|4-446:5.74e-173|DirectHit	CDD182203|1-447:0.0|DirectHit	CDD182094|10-446:1.57e-62|DirectHit	CDD182485|6-446:3.32e-61|DirectHit	CDD237880|6-446:3.55e-114|DirectHit	CDD129873|4-447:0.0|DirectHit	CDD182147|7-446:3.61e-63|DirectHit
4	2.A.8.1.4-P39835:438	CDD225330|1-438:8.68e-146|DirectHit	CDD308194|1-437:0.0|DirectHit	CDD182203|3-438:2.56e-103|DirectHit	CDD182094|3-438:3.09e-78|DirectHit	CDD182485|1-429:4.30e-84|DirectHit	CDD237880|1-438:0.0|DirectHit	CDD129873|1-438:0.0|DirectHit	CDD182147|8-438:1.51e-78|DirectHit
5	2.A.8.1.5-P08555:445	CDD225330|5-445:2.62e-130|DirectHit	CDD308194|6-444:6.39e-178|DirectHit	CDD182203|11-445:1.24e-67|DirectHit	CDD182094|12-445:3.41e-68|DirectHit	CDD182485|3-444:6.60e-68|DirectHit	CDD237880|13-445:1.41e-86|DirectHit	CDD129873|4-445:0.0|DirectHit	CDD182147|1-445:0.0|DirectHit
6	2.A.8.1.6-Q8EG39:452	CDD225330|1-451:2.66e-97|DirectHit	CDD308194|1-450:3.87e-72|DirectHit	CDD182203|1-451:5.47e-29|DirectHit	CDD182094|3-451:2.34e-58|DirectHit	CDD182485|1-451:4.09e-42|DirectHit	CDD237880|1-451:1.62e-37|DirectHit	CDD129873|1-451:6.72e-58|DirectHit	CDD182147|3-451:1.02e-48|DirectHit
7	2.A.8.1.7-Q46892:454	CDD225330|4-454:5.55e-109|DirectHit	CDD308194|6-448:1.10e-153|DirectHit	CDD182203|1-446:1.11e-44|DirectHit	CDD182094|1-454:0.0|DirectHit	CDD182485|1-446:3.35e-74|DirectHit	CDD237880|7-445:9.10e-66|DirectHit	CDD129873|7-454:2.42e-85|DirectHit	CDD182147|2-454:2.25e-41|DirectHit
8	2.A.8.1.8-P0AC96:446	CDD225330|5-442:1.81e-120|DirectHit	CDD308194|6-441:1.27e-167|DirectHit	CDD182203|16-440:2.31e-57|DirectHit	CDD182094|1-434:7.26e-80|DirectHit	CDD182485|1-445:0.0|DirectHit	CDD237880|4-436:3.62e-79|DirectHit	CDD129873|4-445:4.16e-177|DirectHit	CDD182147|2-438:9.05e-58|DirectHit
9	2.A.8.1.9-Q57493:419	CDD225330|1-414:3.49e-66|DirectHit	CDD308194|7-319:1.56e-15|DirectHit	CDD182203|11-413:2.56e-09|DirectHit	CDD182094|1-314:1.81e-10|DirectHit	CDD182485|1-321:1.16e-06|DirectHit	CDD237880|10-372:2.53e-04|DirectHit	CDD129873|4-419:1.4e-09|Rescued1	CDD182147|4-419:1.4e-09|Rescued1
10	2.A.8.1.10-L8A802:430	CDD225330|11-429:4.46e-53|DirectHit	CDD308194|6-428:1.27e-21|DirectHit	CDD182203|1-373:8.55e-14|DirectHit	CDD182094|11-245:1.95e-06|DirectHit	CDD182485|11-214:2.43e-08|DirectHit	CDD237880|1-429:3.4e-30|Rescued1	CDD129873|1-429:8.3e-09|Rescued1	CDD182147|8-429:9e-09|Rescued1
11	2.A.8.1.11-P39357:449	CDD225330|1-449:1.13e-121|DirectHit	CDD308194|1-448:4.96e-176|DirectHit	CDD182203|3-449:1.32e-76|DirectHit	CDD182094|3-449:3.11e-68|DirectHit	CDD182485|25-449:7.24e-73|DirectHit	CDD237880|1-449:3.74e-133|DirectHit	CDD129873|1-449:0.0|DirectHit	CDD182147|25-449:6.25e-64|DirectHit
