# CDD223459:  DirectHits:  10    Rescued Proteins:  0    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD260124:  DirectHits:  6    Rescued Proteins:  4    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD183812:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD260125:  DirectHits:  6    Rescued Proteins:  4    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD260126:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD260119:  DirectHits:  8    Rescued Proteins:  2    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD260129:  DirectHits:  7    Rescued Proteins:  3    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
# CDD426009:  DirectHits:  9    Rescued Proteins:  1    Prots with Domain in 9.B.241:  10 (100.0% from a total of 10)
1	9.B.241.1.1-AKM79803:308	CDD223459|6-304:5.11e-21|DirectHit	CDD426009|39-176:3.80e-14|DirectHit	CDD260119|9-167:7.23e-09|DirectHit	CDD260129|12-174:3.8e-06|Rescued1	CDD260125|9-174:6.4e-06|Rescued1	CDD260124|21-134:4.69e-07|DirectHit	CDD183812|8-174:1.6e-06|Rescued1	CDD260126|8-300:6.40e-102|DirectHit
2	9.B.241.1.2-WP_035967890:473	CDD223459|192-473:1.04e-27|DirectHit	CDD426009|207-455:9.43e-12|DirectHit	CDD260119|207-472:1.80e-07|DirectHit	CDD260129|237-373:6.8e-06|Rescued1	CDD260125|239-373:9.8e-06|Rescued1	CDD260124|208-353:1.69e-04|DirectHit	CDD183812|237-373:6.4e-06|Rescued1	CDD260126|189-469:3.86e-108|DirectHit
3	9.B.241.1.3-KUK17074:267	CDD223459|50-205:2.59e-21|DirectHit	CDD426009|22-205:8.39e-21|DirectHit	CDD260119|49-205:1.13e-14|DirectHit	CDD260129|53-201:2.79e-14|DirectHit	CDD260125|54-205:1.89e-11|DirectHit	CDD260124|50-205:6.12e-17|DirectHit	CDD183812|50-205:6.01e-16|DirectHit	CDD260126|55-169:2.04e-09|DirectHit
4	9.B.241.2.1-AKM80493:284	CDD223459|1-280:4.75e-22|DirectHit	CDD426009|22-270:2.82e-13|DirectHit	CDD260119|11-276:2.79e-14|DirectHit	CDD260129|8-281:3.09e-97|DirectHit	CDD260125|9-223:2.13e-05|DirectHit	CDD260124|8-264:7.7e-09|Rescued1	CDD183812|7-275:4.8e-09|Rescued1	CDD260126|12-177:0.0017|Rescued1
5	9.B.241.2.2-KJJ37662:233	CDD223459|2-223:5.11e-05|DirectHit	CDD426009|1-198:2.95e-07|DirectHit	CDD260119|2-188:7.37e-09|DirectHit	CDD260129|1-189:1.43e-22|DirectHit	CDD260125|46-223:3.37e-08|DirectHit	CDD260124|1-151:0.00015|Rescued1	CDD183812|48-152:5.44e-06|DirectHit	CDD260126|1-227:0.0082|Rescued2
6	9.B.241.2.3-PAV20236:240	CDD223459|37-199:8.21e-06|DirectHit	CDD426009|29-199:4.3e-06|Rescued1	CDD260119|29-199:3e-06|Rescued1	CDD260129|25-216:2.43e-35|DirectHit	CDD260125|29-199:1e-06|Rescued1	CDD260124|29-199:1.8e-06|Rescued2	CDD183812|29-199:1.9e-06|Rescued2	CDD260126|29-120:0.00013|Rescued2
7	9.B.241.2.4-WP_011499814:247	CDD223459|4-204:2.35e-27|DirectHit	CDD426009|21-204:2.66e-25|DirectHit	CDD260119|8-204:1.77e-16|DirectHit	CDD260129|17-204:1.68e-07|DirectHit	CDD260125|20-195:5.22e-05|DirectHit	CDD260124|6-195:3.00e-33|DirectHit	CDD183812|1-223:6.80e-38|DirectHit	CDD260126|57-173:8.64e-07|DirectHit
8	9.B.241.2.5-WP_015233269:283	CDD223459|5-274:1.22e-39|DirectHit	CDD426009|26-269:4.30e-32|DirectHit	CDD260119|11-273:1.09e-25|DirectHit	CDD260129|60-236:7.12e-05|DirectHit	CDD260125|11-241:4.30e-07|DirectHit	CDD260124|9-272:1.41e-67|DirectHit	CDD183812|9-276:4.59e-46|DirectHit	CDD260126|24-132:6.09e-06|DirectHit
9	9.B.241.2.6-WP_073151285:290	CDD223459|1-289:2.89e-55|DirectHit	CDD426009|23-275:3.32e-44|DirectHit	CDD260119|19-251:2.19e-17|DirectHit	CDD260129|22-282:2.56e-06|DirectHit	CDD260125|71-284:2.33e-04|DirectHit	CDD260124|12-252:3.37e-16|DirectHit	CDD183812|7-252:1.15e-12|DirectHit	CDD260126|46-182:1.7e-05|Rescued1
10	9.B.241.2.7-KKK45936:270	CDD223459|16-140:6.18e-04|DirectHit	CDD426009|16-133:2.91e-04|DirectHit	CDD260119|36-261:2.1e-05|Rescued1	CDD260129|36-236:6.3e-05|Rescued1	CDD260125|55-236:0.0016|Rescued1	CDD260124|5-261:5.3e-06|Rescued1	CDD183812|5-261:4.1e-06|Rescued1	CDD260126|31-236:0.0018|Rescued2
