# CDD435124:  DirectHits:  6    Rescued Proteins:  7    Prots with Domain in 1.E.25:  13 (100.0% from a total of 13)
# CDD406480:  DirectHits:  7    Rescued Proteins:  6    Prots with Domain in 1.E.25:  13 (100.0% from a total of 13)
1	1.E.25.1.1-Q5QF60:85	CDD406480|15-80:5.59e-06|DirectHit	CDD435124|14-65:0.007|Rescued2
2	1.E.25.1.2-E6V9V0:89	CDD406480|1-71:1.70e-21|DirectHit	CDD435124|21-59:0.00071|Rescued1
3	1.E.25.1.3-Q7WGT1:80	CDD406480|2-80:1.9e-07|Rescued1	CDD435124|8-58:0.00011|Rescued1
4	1.E.25.1.4-A1TMX7:100	CDD406480|1-76:3.54e-30|DirectHit	CDD435124|22-57:3e-06|Rescued1
5	1.E.25.1.5-C1D824:81	CDD406480|30-77:4.19e-22|DirectHit	CDD435124|24-55:0.0017|Rescued1
6	1.E.25.1.7-WP_083008638:83	CDD406480|15-78:4.39e-09|DirectHit	CDD435124|9-64:3e-06|Rescued1
7	1.E.25.2.1-Q54418:89	CDD406480|10-66:4.94e-06|DirectHit	CDD435124|18-69:1.73e-10|DirectHit
8	1.E.25.2.2-B2VHA2:71	CDD406480|3-54:4.6e-11|Rescued1	CDD435124|7-58:5.12e-06|DirectHit
9	1.E.25.2.3-WP_039294245:100	CDD406480|6-66:2.5e-06|Rescued1	CDD435124|6-52:1.10e-07|DirectHit
10	1.E.25.2.4-WP_148250445:94	CDD406480|26-70:0.0068|Rescued1	CDD435124|6-53:1.7e-05|Rescued1
11	1.E.25.2.5-WP_087770102:97	CDD406480|13-75:2.5e-07|Rescued1	CDD435124|14-62:6.09e-12|DirectHit
12	1.E.25.2.6-RYC38893:73	CDD406480|13-54:4.95e-05|DirectHit	CDD435124|6-60:8.42e-09|DirectHit
13	1.E.25.2.7-ALA46464:89	CDD406480|19-68:8.4e-06|Rescued1	CDD435124|29-69:6.18e-04|DirectHit
