# CDD340419:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD214643:  DirectHits:  8    Rescued Proteins:  1    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD340400:  DirectHits:  5    Rescued Proteins:  2    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD340435:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD340398:  DirectHits:  6    Rescued Proteins:  1    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD340426:  DirectHits:  6    Rescued Proteins:  1    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD236462:  DirectHits:  5    Rescued Proteins:  5    Prots with Domain in 9.B.238:  10 (83.3% from a total of 12)
# CDD340424:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD340428:  DirectHits:  5    Rescued Proteins:  2    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD236751:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD273593:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD227335:  DirectHits:  6    Rescued Proteins:  4    Prots with Domain in 9.B.238:  10 (83.3% from a total of 12)
# CDD426812:  DirectHits:  9    Rescued Proteins:  0    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD119399:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD340397:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD182895:  DirectHits:  6    Rescued Proteins:  3    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD236531:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD226370:  DirectHits:  6    Rescued Proteins:  4    Prots with Domain in 9.B.238:  10 (83.3% from a total of 12)
# CDD223715:  DirectHits:  8    Rescued Proteins:  2    Prots with Domain in 9.B.238:  10 (83.3% from a total of 12)
# CDD182539:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD236846:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD340416:  DirectHits:  6    Rescued Proteins:  1    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD214644:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD425726:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD340422:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD340425:  DirectHits:  6    Rescued Proteins:  1    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD236724:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD340417:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD340395:  DirectHits:  5    Rescued Proteins:  2    Prots with Domain in 9.B.238:  7 (58.3% from a total of 12)
# CDD340399:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD236674:  DirectHits:  6    Rescued Proteins:  3    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD340402:  DirectHits:  5    Rescued Proteins:  1    Prots with Domain in 9.B.238:  6 (50.0% from a total of 12)
# CDD340423:  DirectHits:  5    Rescued Proteins:  3    Prots with Domain in 9.B.238:  8 (66.7% from a total of 12)
# CDD237951:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
# CDD182101:  DirectHits:  5    Rescued Proteins:  4    Prots with Domain in 9.B.238:  9 (75.0% from a total of 12)
1	9.B.238.1.1-AKM78978:244	CDD426812|Nohit	CDD214643|Nohit	CDD223715|79-244:0.0057|Rescued2	CDD226370|77-220:7.6e-05|Rescued2	CDD340398|Nohit	CDD340417|Nohit	CDD340426|Nohit	CDD236674|Nohit	CDD182895|Nohit	CDD227335|77-220:7.5e-05|Rescued2	CDD340425|Nohit	CDD340416|Nohit	CDD119399|Nohit	CDD182101|Nohit	CDD340395|Nohit	CDD340397|Nohit	CDD340400|Nohit	CDD340423|Nohit	CDD340435|Nohit	CDD340419|Nohit	CDD237951|Nohit	CDD340399|Nohit	CDD236462|77-220:0.0001|Rescued2	CDD340402|Nohit	CDD236531|Nohit	CDD340428|Nohit	CDD340424|Nohit	CDD236724|Nohit	CDD273593|Nohit	CDD236751|Nohit	CDD340422|Nohit	CDD214644|Nohit	CDD425726|Nohit	CDD182539|Nohit	CDD236846|Nohit
2	9.B.238.1.2-OGK21971:247	CDD426812|Nohit	CDD214643|Nohit	CDD223715|Nohit	CDD226370|Nohit	CDD340398|Nohit	CDD340417|Nohit	CDD340426|Nohit	CDD236674|Nohit	CDD182895|Nohit	CDD227335|Nohit	CDD340425|Nohit	CDD340416|Nohit	CDD119399|Nohit	CDD182101|Nohit	CDD340395|Nohit	CDD340397|Nohit	CDD340400|Nohit	CDD340423|Nohit	CDD340435|Nohit	CDD340419|Nohit	CDD237951|Nohit	CDD340399|Nohit	CDD236462|Nohit	CDD340402|Nohit	CDD236531|Nohit	CDD340428|Nohit	CDD340424|Nohit	CDD236724|Nohit	CDD273593|Nohit	CDD236751|Nohit	CDD340422|Nohit	CDD214644|Nohit	CDD425726|Nohit	CDD182539|Nohit	CDD236846|Nohit
3	9.B.238.1.3-KXK07692:218	CDD426812|Nohit	CDD214643|Nohit	CDD223715|Nohit	CDD226370|Nohit	CDD340398|Nohit	CDD340417|Nohit	CDD340426|Nohit	CDD236674|Nohit	CDD182895|Nohit	CDD227335|Nohit	CDD340425|Nohit	CDD340416|Nohit	CDD119399|Nohit	CDD182101|Nohit	CDD340395|Nohit	CDD340397|Nohit	CDD340400|Nohit	CDD340423|Nohit	CDD340435|Nohit	CDD340419|Nohit	CDD237951|Nohit	CDD340399|Nohit	CDD236462|Nohit	CDD340402|Nohit	CDD236531|Nohit	CDD340428|Nohit	CDD340424|Nohit	CDD236724|Nohit	CDD273593|Nohit	CDD236751|Nohit	CDD340422|Nohit	CDD214644|Nohit	CDD425726|Nohit	CDD182539|Nohit	CDD236846|Nohit
4	9.B.238.2.1-PHS04621:399	CDD426812|299-393:1.04e-04|DirectHit	CDD214643|300-393:8.31e-06|DirectHit	CDD223715|192-393:9.59e-05|DirectHit	CDD226370|202-391:0.0031|Rescued1	CDD340398|Nohit	CDD340417|Nohit	CDD340426|Nohit	CDD236674|185-391:0.00058|Rescued1	CDD182895|198-391:0.0021|Rescued1	CDD227335|185-391:0.00019|Rescued1	CDD340425|Nohit	CDD340416|Nohit	CDD119399|Nohit	CDD182101|195-391:0.001|Rescued1	CDD340395|Nohit	CDD340397|Nohit	CDD340400|Nohit	CDD340423|285-391:0.0034|Rescued2	CDD340435|Nohit	CDD340419|Nohit	CDD237951|185-391:0.0011|Rescued1	CDD340399|Nohit	CDD236462|185-391:0.00036|Rescued1	CDD340402|Nohit	CDD236531|199-378:0.003|Rescued1	CDD340428|Nohit	CDD340424|301-393:2.3e-12|Rescued1	CDD236724|195-391:0.001|Rescued1	CDD273593|198-391:0.0013|Rescued1	CDD236751|198-349:0.0041|Rescued1	CDD340422|Nohit	CDD214644|Nohit	CDD425726|Nohit	CDD182539|198-391:0.0021|Rescued1	CDD236846|202-391:0.0037|Rescued1
5	9.B.238.2.2-WP_091873689:402	CDD426812|297-389:4.31e-07|DirectHit	CDD214643|297-389:8.38e-09|DirectHit	CDD223715|175-391:5.51e-09|DirectHit	CDD226370|176-389:1.1e-05|Rescued1	CDD340398|Nohit	CDD340417|Nohit	CDD340426|Nohit	CDD236674|121-389:8e-07|Rescued1	CDD182895|193-398:1e-05|Rescued1	CDD227335|176-389:3.7e-06|Rescued1	CDD340425|Nohit	CDD340416|Nohit	CDD119399|Nohit	CDD182101|176-389:6.8e-06|Rescued1	CDD340395|Nohit	CDD340397|Nohit	CDD340400|Nohit	CDD340423|287-389:0.0042|Rescued2	CDD340435|Nohit	CDD340419|Nohit	CDD237951|167-389:1.7e-05|Rescued1	CDD340399|Nohit	CDD236462|172-389:7.3e-06|Rescued1	CDD340402|Nohit	CDD236531|197-396:7.4e-06|Rescued1	CDD340428|Nohit	CDD340424|300-391:8.69e-04|DirectHit	CDD236724|193-389:6.6e-06|Rescued1	CDD273593|193-389:4.6e-06|Rescued1	CDD236751|196-351:1.1e-05|Rescued1	CDD340422|Nohit	CDD214644|Nohit	CDD425726|Nohit	CDD182539|191-389:9.8e-06|Rescued1	CDD236846|200-389:1.5e-05|Rescued1
6	9.B.238.3.1-WP_018128393:568	CDD426812|309-422:5.76e-31|DirectHit	CDD214643|309-422:5.05e-34|DirectHit	CDD223715|87-425:3.30e-53|DirectHit	CDD226370|203-422:6.07e-18|DirectHit	CDD340398|314-420:3.95e-21|DirectHit	CDD340417|307-412:1.69e-14|DirectHit	CDD340426|314-420:7.15e-14|DirectHit	CDD236674|113-423:7.41e-25|DirectHit	CDD182895|199-422:9.70e-20|DirectHit	CDD227335|178-421:8.48e-23|DirectHit	CDD340425|314-420:2.01e-10|DirectHit	CDD340416|314-420:1.24e-08|DirectHit	CDD119399|193-255:2.37e-14|DirectHit	CDD182101|196-423:1.41e-18|DirectHit	CDD340395|314-420:3.62e-10|DirectHit	CDD340397|314-420:1.03e-15|DirectHit	CDD340400|314-420:2.12e-10|DirectHit	CDD340423|297-419:3.01e-16|DirectHit	CDD340435|314-419:2.63e-09|DirectHit	CDD340419|314-420:2.04e-17|DirectHit	CDD237951|161-567:5.20e-65|DirectHit	CDD340399|314-421:3.30e-45|DirectHit	CDD236462|174-420:2.80e-26|DirectHit	CDD340402|310-420:1.43e-13|DirectHit	CDD236531|200-403:6.54e-16|DirectHit	CDD340428|314-420:1.32e-14|DirectHit	CDD340424|310-420:2.41e-16|DirectHit	CDD236724|195-420:2.59e-12|DirectHit	CDD273593|197-420:2.18e-22|DirectHit	CDD236751|198-391:6.45e-09|DirectHit	CDD340422|310-420:6.54e-19|DirectHit	CDD214644|196-258:5.27e-17|DirectHit	CDD425726|196-259:1.42e-14|DirectHit	CDD182539|199-420:3.15e-23|DirectHit	CDD236846|202-423:2.87e-20|DirectHit
7	9.B.238.3.2-WP_064329934:511	CDD426812|376-489:5.03e-30|DirectHit	CDD214643|376-486:1.29e-31|DirectHit	CDD223715|155-490:1.01e-55|DirectHit	CDD226370|249-467:5.94e-19|DirectHit	CDD340398|381-486:5.32e-14|DirectHit	CDD340417|374-481:8.09e-23|DirectHit	CDD340426|381-486:4.76e-18|DirectHit	CDD236674|241-488:5.40e-19|DirectHit	CDD182895|261-493:6.11e-30|DirectHit	CDD227335|237-486:9.95e-28|DirectHit	CDD340425|381-487:9.16e-17|DirectHit	CDD340416|381-467:1.22e-05|DirectHit	CDD119399|259-326:1.27e-16|DirectHit	CDD182101|203-486:9.19e-16|DirectHit	CDD340395|381-467:7.90e-13|DirectHit	CDD340397|381-468:2.18e-09|DirectHit	CDD340400|381-469:6.36e-08|DirectHit	CDD340423|366-479:3.18e-09|DirectHit	CDD340435|381-473:1.76e-10|DirectHit	CDD340419|381-486:5.96e-15|DirectHit	CDD237951|249-486:2.48e-43|DirectHit	CDD340399|381-486:4.36e-23|DirectHit	CDD236462|217-478:6.97e-28|DirectHit	CDD340402|377-467:3.52e-17|DirectHit	CDD236531|266-489:1.25e-17|DirectHit	CDD340428|381-489:1.11e-18|DirectHit	CDD340424|377-480:8.06e-14|DirectHit	CDD236724|270-468:8.96e-13|DirectHit	CDD273593|162-468:1.32e-25|DirectHit	CDD236751|265-487:5.95e-14|DirectHit	CDD340422|377-470:3.83e-13|DirectHit	CDD214644|261-330:1.31e-18|DirectHit	CDD425726|261-330:5.80e-19|DirectHit	CDD182539|243-467:1.62e-14|DirectHit	CDD236846|268-489:6.26e-26|DirectHit
8	9.B.238.3.3-WP_161837784:768	CDD426812|662-754:3.10e-10|DirectHit	CDD214643|668-753:1.19e-10|DirectHit	CDD223715|457-754:3.61e-34|DirectHit	CDD226370|537-750:1.33e-05|DirectHit	CDD340398|669-750:3.66e-04|DirectHit	CDD340417|662-751:4.20e-07|DirectHit	CDD340426|668-749:3.07e-08|DirectHit	CDD236674|537-753:2.23e-13|DirectHit	CDD182895|540-741:3.66e-15|DirectHit	CDD227335|541-749:7.35e-22|DirectHit	CDD340425|668-752:7.02e-07|DirectHit	CDD340416|668-749:7.04e-05|DirectHit	CDD119399|547-611:8.64e-16|DirectHit	CDD182101|471-758:5.52e-11|DirectHit	CDD340395|668-759:8.2e-05|Rescued1	CDD340397|668-766:6.2e-05|Rescued1	CDD340400|666-764:3.89e-33|DirectHit	CDD340423|647-759:4.4e-05|Rescued1	CDD340435|668-766:6.2e-05|Rescued1	CDD340419|668-759:8.4e-05|Rescued1	CDD237951|425-753:1.15e-11|DirectHit	CDD340399|668-766:4e-05|Rescued1	CDD236462|512-750:7.74e-10|DirectHit	CDD340402|662-754:3.28e-08|DirectHit	CDD236531|553-753:2.47e-09|DirectHit	CDD340428|670-744:5.91e-06|DirectHit	CDD340424|662-759:4.1e-05|Rescued1	CDD236724|468-753:5.25e-12|DirectHit	CDD273593|556-749:1.61e-17|DirectHit	CDD236751|556-754:1.69e-08|DirectHit	CDD340422|662-749:3.85e-09|DirectHit	CDD214644|549-615:2.08e-14|DirectHit	CDD425726|549-615:4.09e-14|DirectHit	CDD182539|498-750:2.56e-17|DirectHit	CDD236846|559-754:1.13e-09|DirectHit
9	9.B.238.3.4-WP_159769571:435	CDD426812|319-427:1.72e-14|DirectHit	CDD214643|319-427:2.87e-15|DirectHit	CDD223715|89-432:1.02e-23|DirectHit	CDD226370|188-401:2.83e-06|DirectHit	CDD340398|328-426:2.98e-05|DirectHit	CDD340417|322-411:3.36e-08|DirectHit	CDD340426|325-426:7.70e-08|DirectHit	CDD236674|137-428:2.68e-11|DirectHit	CDD182895|208-426:5.32e-04|DirectHit	CDD227335|191-426:7.39e-06|DirectHit	CDD340425|322-426:1.34e-04|DirectHit	CDD340416|326-427:4.12e-05|DirectHit	CDD119399|202-238:0.0061|Rescued2	CDD182101|158-405:3.6e-06|Rescued1	CDD340395|322-410:1.86e-04|DirectHit	CDD340397|319-426:7.92e-06|DirectHit	CDD340400|322-405:5.3e-05|Rescued1	CDD340423|303-407:1.45e-10|DirectHit	CDD340435|325-404:2.08e-07|DirectHit	CDD340419|320-401:1.10e-08|DirectHit	CDD237951|172-405:3.3e-06|Rescued1	CDD340399|325-427:2.88e-05|DirectHit	CDD236462|172-405:4.6e-06|Rescued1	CDD340402|319-405:2.8e-05|Rescued1	CDD236531|206-405:6.8e-06|Rescued1	CDD340428|322-405:4.9e-05|Rescued1	CDD340424|322-426:3.43e-04|DirectHit	CDD236724|191-405:4.5e-06|Rescued1	CDD273593|158-405:1.9e-06|Rescued1	CDD236751|196-426:2.65e-04|DirectHit	CDD340422|319-405:3.2e-05|Rescued1	CDD214644|202-238:0.0053|Rescued2	CDD425726|202-238:0.0056|Rescued2	CDD182539|179-405:7.3e-06|Rescued1	CDD236846|209-405:1.6e-05|Rescued1
10	9.B.238.3.5-O34757:370	CDD426812|279-366:1.40e-06|DirectHit	CDD214643|283-341:0.0088|Rescued1	CDD223715|66-369:0.00097|Rescued1	CDD226370|66-366:0.0027|Rescued2	CDD340398|324-366:0.0016|Rescued2	CDD340417|Nohit	CDD340426|324-366:0.0016|Rescued2	CDD236674|127-369:0.0013|Rescued1	CDD182895|202-366:0.0017|Rescued2	CDD227335|66-366:0.0027|Rescued2	CDD340425|324-366:0.0016|Rescued2	CDD340416|324-366:0.0016|Rescued2	CDD119399|Nohit	CDD182101|127-366:0.0027|Rescued2	CDD340395|324-366:0.0016|Rescued2	CDD340397|Nohit	CDD340400|324-366:0.0016|Rescued2	CDD340423|Nohit	CDD340435|Nohit	CDD340419|Nohit	CDD237951|66-366:0.0032|Rescued2	CDD340399|Nohit	CDD236462|66-366:0.0032|Rescued2	CDD340402|Nohit	CDD236531|202-366:0.0014|Rescued2	CDD340428|324-366:0.0016|Rescued2	CDD340424|283-364:0.0066|Rescued1	CDD236724|127-366:0.00014|Rescued2	CDD273593|156-366:0.00034|Rescued2	CDD236751|202-366:0.0015|Rescued2	CDD340422|Nohit	CDD214644|Nohit	CDD425726|Nohit	CDD182539|157-366:0.00042|Rescued2	CDD236846|202-366:0.0013|Rescued2
