# CDD396022:  DirectHits:  8    Rescued Proteins:  1    Prots with Domain in 1.C.40:  9 (90.0% from a total of 10)
# CDD237993:  DirectHits:  8    Rescued Proteins:  0    Prots with Domain in 1.C.40:  8 (80.0% from a total of 10)
# CDD397154:  DirectHits:  8    Rescued Proteins:  0    Prots with Domain in 1.C.40:  8 (80.0% from a total of 10)
# CDD214622:  DirectHits:  7    Rescued Proteins:  1    Prots with Domain in 1.C.40:  8 (80.0% from a total of 10)
# CDD237992:  DirectHits:  8    Rescued Proteins:  0    Prots with Domain in 1.C.40:  8 (80.0% from a total of 10)
# CDD238164:  DirectHits:  7    Rescued Proteins:  1    Prots with Domain in 1.C.40:  8 (80.0% from a total of 10)
# CDD128624:  DirectHits:  8    Rescued Proteins:  0    Prots with Domain in 1.C.40:  8 (80.0% from a total of 10)
1	1.C.40.1.1-P17213:487	CDD237992|35-260:1.48e-88|DirectHit	CDD128624|281-482:7.64e-80|DirectHit	CDD396022|44-215:3.29e-55|DirectHit	CDD237993|284-484:2.53e-80|DirectHit	CDD397154|249-486:1.24e-113|DirectHit	CDD214622|39-264:9.47e-99|DirectHit	CDD238164|35-258:2.41e-41|284-484:1.85e-42|DirectHit
2	1.C.40.1.2-P18428:481	CDD237992|29-252:7.83e-66|DirectHit	CDD128624|273-474:8.74e-82|DirectHit	CDD396022|38-207:7.31e-47|DirectHit	CDD237993|276-477:2.04e-79|DirectHit	CDD397154|241-478:1.40e-122|DirectHit	CDD214622|33-256:5.35e-90|DirectHit	CDD238164|29-250:1.48e-23|276-477:7.51e-44|DirectHit
3	1.C.40.1.3-P22687:497	CDD237992|11-238:1.85e-64|DirectHit	CDD128624|258-480:9.42e-36|DirectHit	CDD396022|20-189:4.13e-27|DirectHit	CDD237993|261-483:1.05e-30|DirectHit	CDD397154|234-482:5.25e-06|DirectHit	CDD214622|15-241:1.52e-61|DirectHit	CDD238164|11-236:1.03e-24|261-483:6.33e-14|DirectHit
4	1.C.40.1.4-P55058:493	CDD237992|21-239:4.15e-78|DirectHit	CDD128624|260-460:2.40e-68|DirectHit	CDD396022|30-199:1.71e-37|DirectHit	CDD237993|263-463:1.58e-65|DirectHit	CDD397154|228-464:3.28e-101|DirectHit	CDD214622|25-243:1.71e-66|DirectHit	CDD238164|21-236:1.79e-30|263-463:4.45e-36|DirectHit
5	1.C.40.1.5-Q93796:551	CDD237992|32-184:1.55e-11|DirectHit	CDD128624|322-518:1.71e-41|DirectHit	CDD396022|41-195:1.25e-24|DirectHit	CDD237993|325-521:8.18e-05|DirectHit	CDD397154|323-522:6.73e-05|DirectHit	CDD214622|36-278:9.84e-46|DirectHit	CDD238164|32-201:4.1e-08|Rescued1
6	1.C.40.1.6-Q8N4F0:458	CDD237992|24-227:5.02e-06|DirectHit	CDD128624|251-451:1.14e-26|DirectHit	CDD396022|33-184:3.25e-24|DirectHit	CDD237993|254-455:1.93e-59|DirectHit	CDD397154|253-456:6.47e-21|DirectHit	CDD214622|28-227:2.4e-07|Rescued1	CDD238164|254-452:2.00e-22|DirectHit
7	1.C.40.1.7-C0RWX4:472	CDD237992|21-240:2.25e-28|DirectHit	CDD128624|264-459:6.63e-34|DirectHit	CDD396022|30-192:9.05e-19|DirectHit	CDD237993|264-464:8.23e-30|DirectHit	CDD397154|229-465:4.27e-43|DirectHit	CDD214622|26-244:6.60e-37|DirectHit	CDD238164|21-238:1.11e-04|264-434:1.88e-09|DirectHit
8	1.C.40.1.8-P11597:493	CDD237992|27-254:1.17e-71|DirectHit	CDD128624|274-476:5.51e-52|DirectHit	CDD396022|36-207:1.43e-31|DirectHit	CDD237993|277-479:8.26e-42|DirectHit	CDD397154|250-478:1.56e-06|DirectHit	CDD214622|31-257:1.23e-72|DirectHit	CDD238164|27-252:4.49e-30|277-479:4.45e-23|DirectHit
9	1.C.40.2.1-B5ABT1:240	CDD237992|Nohit	CDD128624|Nohit	CDD396022|73-177:0.0066|Rescued2	CDD237993|Nohit	CDD397154|Nohit	CDD214622|Nohit	CDD238164|Nohit
10	1.C.40.2.2-G6CZM6:261	CDD237992|Nohit	CDD128624|Nohit	CDD396022|Nohit	CDD237993|Nohit	CDD397154|Nohit	CDD214622|Nohit	CDD238164|Nohit
