# CDD223469:  DirectHits:  22    Rescued Proteins:  0    Prots with Domain in 4.D.2:  22 (95.7% from a total of 23)
# CDD427452:  DirectHits:  22    Rescued Proteins:  0    Prots with Domain in 4.D.2:  22 (95.7% from a total of 23)
# CDD129470:  DirectHits:  17    Rescued Proteins:  5    Prots with Domain in 4.D.2:  22 (95.7% from a total of 23)
1	4.D.2.1.1-Q12TG6:342	CDD427452|16-323:1.57e-21|DirectHit	CDD223469|4-338:2.10e-12|DirectHit	CDD129470|14-332:4.58e-24|DirectHit
2	4.D.2.1.2-A2SSY9:347	CDD427452|9-325:1.97e-27|DirectHit	CDD223469|11-335:1.48e-15|DirectHit	CDD129470|30-332:4.17e-36|DirectHit
3	4.D.2.1.3-F2KRG7:330	CDD427452|5-313:2.12e-26|DirectHit	CDD223469|4-324:2.67e-15|DirectHit	CDD129470|8-313:1.01e-47|DirectHit
4	4.D.2.1.4-E0NY51:326	CDD427452|9-310:9.81e-20|DirectHit	CDD223469|2-311:1.33e-08|DirectHit	CDD129470|9-310:6.01e-08|DirectHit
5	4.D.2.1.5-E0QJ98:348	CDD427452|26-326:3.00e-14|DirectHit	CDD223469|12-344:4.23e-08|DirectHit	CDD129470|13-337:1.43e-06|DirectHit
6	4.D.2.1.6-F2KQZ0:538	CDD427452|243-523:1.73e-34|DirectHit	CDD223469|243-538:9.88e-27|DirectHit	CDD129470|247-527:3.77e-20|DirectHit
7	4.D.2.1.7-C9XJW8:360	CDD427452|12-327:4.50e-33|DirectHit	CDD223469|16-344:1.98e-07|DirectHit	CDD129470|38-333:3.63e-09|DirectHit
8	4.D.2.1.8-WP_010891778:387	CDD427452|90-362:4.67e-04|DirectHit	CDD223469|11-380:4.18e-19|DirectHit	CDD129470|24-372:1.2e-08|Rescued1
9	4.D.2.1.9-OHA89506:384	CDD427452|Nohit	CDD223469|Nohit	CDD129470|Nohit
10	4.D.2.1.10-RME73333:345	CDD427452|24-323:7.14e-25|DirectHit	CDD223469|17-334:2.89e-10|DirectHit	CDD129470|24-332:2.25e-15|DirectHit
11	4.D.2.2.1-Q5UXW9:344	CDD427452|9-327:1.15e-15|DirectHit	CDD223469|9-336:4.70e-11|DirectHit	CDD129470|9-328:8.34e-15|DirectHit
12	4.D.2.2.2-F8AGU2:330	CDD427452|22-319:1.68e-40|DirectHit	CDD223469|37-322:1.48e-25|DirectHit	CDD129470|20-322:1.93e-44|DirectHit
13	4.D.2.2.3-Q6MJ43:331	CDD427452|14-310:3.22e-33|DirectHit	CDD223469|62-316:7.23e-05|DirectHit	CDD129470|62-323:2.86e-11|DirectHit
14	4.D.2.2.4-WP_100905044:335	CDD427452|22-307:7.38e-39|DirectHit	CDD223469|37-314:7.35e-16|DirectHit	CDD129470|22-320:1.10e-60|DirectHit
15	4.D.2.2.5-WP_014012209:293	CDD427452|18-274:5.45e-26|DirectHit	CDD223469|14-292:5.13e-22|DirectHit	CDD129470|14-283:1.85e-27|DirectHit
16	4.D.2.3.1-D2ARG4:353	CDD427452|31-326:1.24e-09|DirectHit	CDD223469|19-340:4.06e-06|DirectHit	CDD129470|28-330:1.8e-06|Rescued1
17	4.D.2.4.1-O53655:412	CDD427452|43-346:1.13e-26|DirectHit	CDD223469|32-364:2.24e-41|DirectHit	CDD129470|44-352:1.2e-15|Rescued1
18	4.D.2.4.2-E6V6R4:335	CDD427452|37-314:7.56e-10|DirectHit	CDD223469|29-325:6.42e-33|DirectHit	CDD129470|34-314:3e-05|Rescued1
19	4.D.2.4.3-P75770:318	CDD427452|17-292:4.26e-09|DirectHit	CDD223469|7-314:5.24e-48|DirectHit	CDD129470|8-299:0.00024|Rescued1
20	4.D.2.4.4-KJF15500:377	CDD427452|36-343:2.96e-18|DirectHit	CDD223469|24-348:2.25e-22|DirectHit	CDD129470|59-343:1.09e-11|DirectHit
21	4.D.2.5.1-B8G562:348	CDD427452|8-316:2.29e-20|DirectHit	CDD223469|6-321:6.29e-13|DirectHit	CDD129470|8-319:4.00e-11|DirectHit
22	4.D.2.5.2-E1IDW6:341	CDD427452|13-321:4.86e-19|DirectHit	CDD223469|11-326:6.41e-12|DirectHit	CDD129470|23-316:8.64e-09|DirectHit
23	4.D.2.5.3-WP_081460202:370	CDD427452|44-359:1.63e-20|DirectHit	CDD223469|29-363:3.51e-14|DirectHit	CDD129470|43-363:9.83e-11|DirectHit
