# CDD273282:  DirectHits:  58    Rescued Proteins:  1    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271374:  DirectHits:  54    Rescued Proteins:  5    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271369:  DirectHits:  57    Rescued Proteins:  2    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD212037:  DirectHits:  52    Rescued Proteins:  7    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD226627:  DirectHits:  50    Rescued Proteins:  9    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271372:  DirectHits:  55    Rescued Proteins:  4    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271395:  DirectHits:  41    Rescued Proteins:  18    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271362:  DirectHits:  48    Rescued Proteins:  11    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271384:  DirectHits:  48    Rescued Proteins:  11    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271394:  DirectHits:  40    Rescued Proteins:  19    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD226625:  DirectHits:  54    Rescued Proteins:  5    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271382:  DirectHits:  45    Rescued Proteins:  14    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271379:  DirectHits:  45    Rescued Proteins:  14    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271385:  DirectHits:  52    Rescued Proteins:  7    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271363:  DirectHits:  51    Rescued Proteins:  8    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271368:  DirectHits:  55    Rescued Proteins:  4    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271357:  DirectHits:  59    Rescued Proteins:  0    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD212056:  DirectHits:  41    Rescued Proteins:  18    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD185317:  DirectHits:  47    Rescued Proteins:  12    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271393:  DirectHits:  36    Rescued Proteins:  23    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271371:  DirectHits:  56    Rescued Proteins:  3    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD223664:  DirectHits:  59    Rescued Proteins:  0    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271383:  DirectHits:  45    Rescued Proteins:  14    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271370:  DirectHits:  56    Rescued Proteins:  3    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD109527:  DirectHits:  57    Rescued Proteins:  2    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271381:  DirectHits:  44    Rescued Proteins:  15    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271360:  DirectHits:  50    Rescued Proteins:  9    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD212058:  DirectHits:  42    Rescued Proteins:  17    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD236699:  DirectHits:  49    Rescued Proteins:  10    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271361:  DirectHits:  50    Rescued Proteins:  9    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271402:  DirectHits:  40    Rescued Proteins:  19    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271386:  DirectHits:  51    Rescued Proteins:  8    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271380:  DirectHits:  45    Rescued Proteins:  14    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD212089:  DirectHits:  37    Rescued Proteins:  22    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD226626:  DirectHits:  49    Rescued Proteins:  10    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
# CDD271373:  DirectHits:  52    Rescued Proteins:  7    Prots with Domain in 2.A.21:  59 (100.0% from a total of 59)
1	2.A.21.1.1-P16256:483	CDD271357|5-467:3.84e-83|DirectHit	CDD223664|1-479:8.09e-68|DirectHit	CDD273282|39-432:1.02e-103|DirectHit	CDD109527|36-432:1.51e-143|DirectHit	CDD271369|6-469:1.31e-93|DirectHit	CDD271371|9-439:2.20e-33|DirectHit	CDD271370|5-435:2.88e-31|DirectHit	CDD271368|6-439:3.12e-35|DirectHit	CDD271372|9-465:8.31e-25|DirectHit	CDD226625|3-476:0.0|DirectHit	CDD271374|9-439:9.06e-35|DirectHit	CDD271373|6-445:2.59e-32|DirectHit	CDD271385|9-452:1.99e-19|DirectHit	CDD212037|5-474:0.0|DirectHit	CDD271363|6-446:4.00e-36|DirectHit	CDD271386|9-466:5.38e-32|DirectHit	CDD226627|5-454:3.74e-28|DirectHit	CDD271360|9-439:1.29e-13|DirectHit	CDD271361|5-352:1.35e-17|DirectHit	CDD236699|6-352:1.39e-16|DirectHit	CDD226626|1-437:2.33e-17|DirectHit	CDD271384|9-439:1.04e-19|DirectHit	CDD271362|10-439:4.08e-18|DirectHit	CDD185317|9-454:7.13e-29|DirectHit	CDD271379|9-432:1.72e-22|DirectHit	CDD271383|9-432:1.09e-16|DirectHit	CDD271382|6-446:1.50e-17|DirectHit	CDD271380|6-432:9.79e-19|DirectHit	CDD271381|6-446:2.89e-13|DirectHit	CDD212058|6-435:1.28e-16|DirectHit	CDD271395|11-351:7.17e-08|DirectHit	CDD212056|6-363:4.62e-17|DirectHit	CDD271394|13-482:1.71e-09|DirectHit	CDD271402|13-211:1.28e-05|DirectHit	CDD212089|11-358:7.34e-10|DirectHit	CDD271393|11-218:1.08e-10|DirectHit
2	2.A.21.2.1-P07117:502	CDD271357|8-470:2.08e-82|DirectHit	CDD223664|3-479:1.06e-133|DirectHit	CDD273282|38-437:3.57e-117|DirectHit	CDD109527|35-437:3.69e-144|DirectHit	CDD271369|8-472:0.0|DirectHit	CDD271371|12-484:3.18e-31|DirectHit	CDD271370|7-444:1.93e-24|DirectHit	CDD271368|12-477:1.82e-42|DirectHit	CDD271372|13-474:6.21e-23|DirectHit	CDD226625|8-479:9.88e-57|DirectHit	CDD271374|8-467:1.20e-46|DirectHit	CDD271373|13-476:1.50e-28|DirectHit	CDD271385|13-473:8.94e-24|DirectHit	CDD212037|7-477:1.75e-58|DirectHit	CDD271363|13-483:4.07e-30|DirectHit	CDD271386|8-468:1.05e-25|DirectHit	CDD226627|6-486:1.64e-48|DirectHit	CDD271360|9-476:7.86e-17|DirectHit	CDD271361|8-473:6.18e-22|DirectHit	CDD236699|8-376:9.38e-17|DirectHit	CDD226626|7-376:7.87e-13|DirectHit	CDD271384|8-453:1.83e-19|DirectHit	CDD271362|14-376:9.60e-20|DirectHit	CDD185317|1-502:0.0|DirectHit	CDD271379|13-463:1.92e-10|DirectHit	CDD271383|9-444:1.09e-19|DirectHit	CDD271382|8-440:1.05e-08|DirectHit	CDD271380|13-463:1.60e-10|DirectHit	CDD271381|8-461:2.30e-07|DirectHit	CDD212058|35-437:5.39e-08|DirectHit	CDD271395|24-448:2.11e-08|DirectHit	CDD212056|8-478:1.2e-130|Rescued1	CDD271394|34-359:1.94e-06|DirectHit	CDD271402|24-374:2.59e-07|DirectHit	CDD212089|24-376:1.17e-04|DirectHit	CDD271393|30-372:1.71e-12|DirectHit
3	2.A.21.2.2-Q7A4Q7:512	CDD271357|19-488:1.68e-80|DirectHit	CDD223664|14-500:5.77e-120|DirectHit	CDD273282|50-447:2.71e-71|DirectHit	CDD109527|47-447:4.35e-86|DirectHit	CDD271369|19-490:0.0|DirectHit	CDD271371|19-492:2.01e-48|DirectHit	CDD271370|16-488:2.65e-25|DirectHit	CDD271368|20-494:7.62e-37|DirectHit	CDD271372|19-493:3.24e-23|DirectHit	CDD226625|20-493:6.29e-59|DirectHit	CDD271374|20-490:3.47e-41|DirectHit	CDD271373|19-494:1.37e-35|DirectHit	CDD271385|19-488:1.05e-21|DirectHit	CDD212037|20-494:6.44e-69|DirectHit	CDD271363|19-494:3.83e-29|DirectHit	CDD271386|16-490:3.24e-25|DirectHit	CDD226627|15-494:2.93e-47|DirectHit	CDD271360|20-494:3.90e-15|DirectHit	CDD271361|19-379:5.36e-22|DirectHit	CDD236699|18-366:2.19e-15|DirectHit	CDD226626|19-386:1.27e-10|DirectHit	CDD271384|19-488:6.47e-17|DirectHit	CDD271362|25-366:1.10e-16|DirectHit	CDD185317|20-496:5.74e-142|DirectHit	CDD271379|21-492:1.55e-11|DirectHit	CDD271383|19-383:8.41e-21|DirectHit	CDD271382|20-494:5.44e-10|DirectHit	CDD271380|20-453:2.02e-12|DirectHit	CDD271381|20-390:1.42e-06|DirectHit	CDD212058|20-450:2.57e-09|DirectHit	CDD271395|19-366:2.58e-08|DirectHit	CDD212056|21-450:9.01e-05|DirectHit	CDD271394|19-456:1.03e-06|DirectHit	CDD271402|19-366:6.59e-08|DirectHit	CDD212089|19-366:6.57e-07|DirectHit	CDD271393|16-495:1e-94|Rescued1
4	2.A.21.2.3-Q9I5F5:506	CDD271357|8-471:4.24e-86|DirectHit	CDD223664|3-477:2.80e-140|DirectHit	CDD273282|38-437:3.20e-110|DirectHit	CDD109527|35-437:9.00e-138|DirectHit	CDD271369|8-473:0.0|DirectHit	CDD271371|12-485:1.55e-34|DirectHit	CDD271370|8-444:1.32e-26|DirectHit	CDD271368|9-478:3.45e-53|DirectHit	CDD271372|12-475:9.60e-27|DirectHit	CDD226625|8-475:4.35e-59|DirectHit	CDD271374|8-468:1.75e-55|DirectHit	CDD271373|8-477:1.87e-38|DirectHit	CDD271385|12-449:1.54e-31|DirectHit	CDD212037|7-478:1.08e-65|DirectHit	CDD271363|8-484:1.78e-39|DirectHit	CDD271386|8-473:4.47e-33|DirectHit	CDD226627|3-493:3.47e-54|DirectHit	CDD271360|9-477:9.44e-23|DirectHit	CDD271361|8-474:1.89e-25|DirectHit	CDD236699|7-475:2.54e-18|DirectHit	CDD226626|7-394:1.44e-13|DirectHit	CDD271384|8-443:6.22e-26|DirectHit	CDD271362|14-470:1.25e-20|DirectHit	CDD185317|1-495:0.0|DirectHit	CDD271379|12-437:6.58e-16|DirectHit	CDD271383|9-444:1.66e-24|DirectHit	CDD271382|8-443:1.82e-12|DirectHit	CDD271380|8-437:3.03e-14|DirectHit	CDD271381|8-439:2.59e-11|DirectHit	CDD212058|8-443:1.51e-12|DirectHit	CDD271395|34-444:4.21e-11|DirectHit	CDD212056|12-464:2.27e-10|DirectHit	CDD271394|34-439:7.04e-05|DirectHit	CDD271402|34-444:3.63e-11|DirectHit	CDD212089|34-437:1.80e-06|DirectHit	CDD271393|34-444:4.05e-09|DirectHit
5	2.A.21.2.4-J7JIE8:473	CDD271357|1-450:1.32e-84|DirectHit	CDD223664|1-461:9.04e-128|DirectHit	CDD273282|21-416:3.50e-83|DirectHit	CDD109527|18-416:2.64e-101|DirectHit	CDD271369|1-452:0.0|DirectHit	CDD271371|1-464:3.27e-47|DirectHit	CDD271370|1-452:1.07e-32|DirectHit	CDD271368|1-457:2.77e-49|DirectHit	CDD271372|1-457:2.36e-36|DirectHit	CDD226625|1-459:1.22e-58|DirectHit	CDD271374|2-423:1.30e-54|DirectHit	CDD271373|1-456:2.39e-38|DirectHit	CDD271385|1-450:1.64e-28|DirectHit	CDD212037|1-457:5.50e-63|DirectHit	CDD271363|2-457:3.42e-32|DirectHit	CDD271386|1-452:2.17e-38|DirectHit	CDD226627|2-459:3.41e-58|DirectHit	CDD271360|16-459:2.34e-22|DirectHit	CDD271361|1-436:6.23e-24|DirectHit	CDD236699|1-422:2.33e-33|DirectHit	CDD226626|2-460:1.32e-18|DirectHit	CDD271384|1-420:1.27e-26|DirectHit	CDD271362|1-450:2.34e-31|DirectHit	CDD185317|1-464:7.15e-163|DirectHit	CDD271379|1-416:1.09e-17|DirectHit	CDD271383|2-423:7.25e-28|DirectHit	CDD271382|1-459:3.67e-10|DirectHit	CDD271380|18-416:4.55e-18|DirectHit	CDD271381|1-418:5.14e-12|DirectHit	CDD212058|15-422:3.33e-13|DirectHit	CDD271395|6-437:3.93e-11|DirectHit	CDD212056|4-421:2.13e-13|DirectHit	CDD271394|108-416:1.94e-08|DirectHit	CDD271402|7-427:1.83e-10|DirectHit	CDD212089|6-433:5.84e-04|DirectHit	CDD271393|17-427:9.95e-09|DirectHit
6	2.A.21.2.5-M1TZ79:492	CDD271357|5-467:2.38e-86|DirectHit	CDD223664|1-477:1.31e-124|DirectHit	CDD273282|36-431:4.32e-78|DirectHit	CDD109527|33-431:5.25e-97|DirectHit	CDD271369|6-469:0.0|DirectHit	CDD271371|9-471:1.54e-47|DirectHit	CDD271370|5-470:2.76e-37|DirectHit	CDD271368|6-474:1.38e-47|DirectHit	CDD271372|9-471:5.07e-36|DirectHit	CDD226625|3-476:2.21e-66|DirectHit	CDD271374|17-468:2.22e-50|DirectHit	CDD271373|6-474:2.14e-38|DirectHit	CDD271385|9-437:2.46e-29|DirectHit	CDD212037|5-473:4.79e-74|DirectHit	CDD271363|6-473:1.87e-34|DirectHit	CDD271386|7-469:1.39e-29|DirectHit	CDD226627|5-473:4.75e-56|DirectHit	CDD271360|9-474:4.41e-22|DirectHit	CDD271361|5-467:2.17e-31|DirectHit	CDD236699|6-431:5.24e-23|DirectHit	CDD226626|1-384:2.79e-17|DirectHit	CDD271384|9-437:1.02e-26|DirectHit	CDD271362|16-434:5.74e-22|DirectHit	CDD185317|1-481:3.02e-154|DirectHit	CDD271379|3-480:4.36e-20|DirectHit	CDD271383|13-442:2.49e-22|DirectHit	CDD271382|6-479:1.24e-11|DirectHit	CDD271380|6-431:1.71e-16|DirectHit	CDD271381|6-437:3.16e-17|DirectHit	CDD212058|2-433:3.16e-16|DirectHit	CDD271395|11-442:2.58e-10|DirectHit	CDD212056|6-431:2.74e-12|DirectHit	CDD271394|2-470:3.16e-07|DirectHit	CDD271402|2-465:5.6e-102|Rescued1	CDD212089|25-356:4.03e-06|DirectHit	CDD271393|13-442:4.88e-08|DirectHit
7	2.A.21.2.6-O24896:496	CDD271357|10-471:3.11e-74|DirectHit	CDD223664|7-474:1.19e-116|DirectHit	CDD273282|41-436:3.44e-74|DirectHit	CDD109527|38-436:5.53e-82|DirectHit	CDD271369|11-473:0.0|DirectHit	CDD271371|15-479:5.13e-34|DirectHit	CDD271370|14-436:3.39e-28|DirectHit	CDD271368|15-472:1.03e-36|DirectHit	CDD271372|15-469:1.65e-24|DirectHit	CDD226625|10-473:7.33e-56|DirectHit	CDD271374|11-472:1.10e-47|DirectHit	CDD271373|11-475:2.54e-26|DirectHit	CDD271385|15-442:7.83e-28|DirectHit	CDD212037|14-475:4.56e-67|DirectHit	CDD271363|14-473:3.46e-21|DirectHit	CDD271386|14-473:1.17e-26|DirectHit	CDD226627|9-487:3.29e-50|DirectHit	CDD271360|14-495:1.22e-17|DirectHit	CDD271361|10-442:1.75e-21|DirectHit	CDD236699|14-473:5.37e-14|DirectHit	CDD226626|10-385:3.86e-09|DirectHit	CDD271384|13-442:1.08e-25|DirectHit	CDD271362|19-467:4.18e-14|DirectHit	CDD185317|4-483:2.49e-153|DirectHit	CDD271379|11-436:4.77e-09|DirectHit	CDD271383|11-436:1.66e-26|DirectHit	CDD271382|11-210:1.14e-04|DirectHit	CDD271380|10-478:1.2e-82|Rescued1	CDD271381|10-478:4e-84|Rescued1	CDD212058|7-478:2.1e-82|Rescued1	CDD271395|13-436:1.49e-06|DirectHit	CDD212056|10-478:1e-83|Rescued1	CDD271394|14-436:1.55e-12|DirectHit	CDD271402|13-436:4.25e-08|DirectHit	CDD212089|6-478:4.3e-82|Rescued1	CDD271393|12-384:1.36e-09|DirectHit
8	2.A.21.2.7-Q8PXA6:428	CDD271357|1-398:3.32e-65|DirectHit	CDD223664|1-411:3.22e-96|DirectHit	CDD273282|6-363:1.03e-66|DirectHit	CDD109527|4-363:7.81e-69|DirectHit	CDD271369|1-400:1.23e-170|DirectHit	CDD271371|3-413:1.65e-28|DirectHit	CDD271370|62-400:6.27e-21|DirectHit	CDD271368|20-402:7.69e-37|DirectHit	CDD271372|37-408:6.44e-22|DirectHit	CDD226625|14-398:3.20e-48|DirectHit	CDD271374|46-397:5.22e-35|DirectHit	CDD271373|4-369:8.46e-20|DirectHit	CDD271385|36-398:1.07e-13|DirectHit	CDD212037|34-392:1.31e-52|DirectHit	CDD271363|37-411:1.07e-24|DirectHit	CDD271386|41-400:7.57e-14|DirectHit	CDD226627|37-412:3.32e-34|DirectHit	CDD271360|37-404:2.62e-15|DirectHit	CDD271361|41-369:2.28e-14|DirectHit	CDD236699|37-369:1.47e-12|DirectHit	CDD226626|37-316:2.04e-11|DirectHit	CDD271384|8-380:1.19e-09|DirectHit	CDD271362|37-371:4.61e-11|DirectHit	CDD185317|5-402:2.07e-117|DirectHit	CDD271379|16-411:9.94e-13|DirectHit	CDD271383|41-221:2.47e-13|DirectHit	CDD271382|36-363:3.95e-04|DirectHit	CDD271380|16-369:1.41e-12|DirectHit	CDD271381|31-363:3.31e-07|DirectHit	CDD212058|16-409:5.48e-11|DirectHit	CDD271395|41-378:1.47e-04|DirectHit	CDD212056|16-312:1.54e-05|DirectHit	CDD271394|1-410:4.8e-65|Rescued1	CDD271402|41-378:3.94e-04|DirectHit	CDD212089|1-401:2e-65|Rescued1	CDD271393|41-378:1.50e-05|DirectHit
9	2.A.21.3.1-P13866:664	CDD271357|28-487:1.94e-76|DirectHit	CDD223664|27-553:3.26e-49|DirectHit	CDD273282|61-487:4.54e-174|DirectHit	CDD109527|58-487:3.66e-178|DirectHit	CDD271369|29-547:2.08e-44|DirectHit	CDD271371|28-558:2.82e-57|DirectHit	CDD271370|31-487:3.01e-27|DirectHit	CDD271368|29-552:1.11e-33|DirectHit	CDD271372|28-553:6.63e-85|DirectHit	CDD226625|29-486:2.10e-20|DirectHit	CDD271374|29-547:4.68e-15|DirectHit	CDD271373|28-552:5.14e-26|DirectHit	CDD271385|28-487:4.49e-63|DirectHit	CDD212037|29-552:4.52e-22|DirectHit	CDD271363|29-571:0.0|DirectHit	CDD271386|26-547:3.16e-47|DirectHit	CDD226627|25-564:1.10e-20|DirectHit	CDD271360|31-487:7.06e-93|DirectHit	CDD271361|28-481:9.44e-39|DirectHit	CDD236699|31-547:6.98e-69|DirectHit	CDD226626|29-552:7.49e-51|DirectHit	CDD271384|28-486:1.96e-45|DirectHit	CDD271362|36-545:9.04e-74|DirectHit	CDD185317|33-486:9.76e-11|DirectHit	CDD271379|27-664:0.0|DirectHit	CDD271383|27-487:5.26e-25|DirectHit	CDD271382|28-566:0.0|DirectHit	CDD271380|28-664:0.0|DirectHit	CDD271381|28-664:0.0|DirectHit	CDD212058|27-664:0.0|DirectHit	CDD271395|28-485:5.35e-16|DirectHit	CDD212056|27-664:0.0|DirectHit	CDD271394|27-485:5.22e-21|DirectHit	CDD271402|28-485:1.50e-14|DirectHit	CDD212089|26-486:6.67e-16|DirectHit	CDD271393|28-486:2.93e-17|DirectHit
10	2.A.21.3.2-P96169:543	CDD271357|11-498:1.08e-75|DirectHit	CDD223664|9-501:1.99e-50|DirectHit	CDD273282|47-463:6.85e-120|DirectHit	CDD109527|44-459:1.27e-53|DirectHit	CDD271369|13-499:9.12e-49|DirectHit	CDD271371|11-507:6.31e-63|DirectHit	CDD271370|13-468:3.75e-28|DirectHit	CDD271368|17-502:2.09e-45|DirectHit	CDD271372|11-502:6.76e-90|DirectHit	CDD226625|13-499:2.31e-22|DirectHit	CDD271374|13-470:1.56e-25|DirectHit	CDD271373|11-463:7.29e-36|DirectHit	CDD271385|11-474:1.28e-71|DirectHit	CDD212037|13-502:5.83e-28|DirectHit	CDD271363|13-543:4.06e-129|DirectHit	CDD271386|8-472:1.90e-74|DirectHit	CDD226627|13-498:1.88e-24|DirectHit	CDD271360|14-543:0.0|DirectHit	CDD271361|12-464:1.48e-50|DirectHit	CDD236699|10-542:1.03e-96|DirectHit	CDD226626|10-494:3.26e-65|DirectHit	CDD271384|12-497:1.64e-54|DirectHit	CDD271362|34-494:2.02e-100|DirectHit	CDD185317|13-461:3.00e-14|DirectHit	CDD271379|12-461:1.37e-77|DirectHit	CDD271383|11-508:5.60e-43|DirectHit	CDD271382|12-462:1.36e-68|DirectHit	CDD271380|12-478:7.14e-79|DirectHit	CDD271381|12-468:1.43e-78|DirectHit	CDD212058|9-468:1.27e-75|DirectHit	CDD271395|12-470:7.88e-24|DirectHit	CDD212056|12-468:5.14e-75|DirectHit	CDD271394|8-478:4.15e-24|DirectHit	CDD271402|12-470:7.13e-23|DirectHit	CDD212089|12-470:2.03e-19|DirectHit	CDD271393|12-487:2.74e-21|DirectHit
