# CDD428307:  DirectHits:  14    Rescued Proteins:  14    Prots with Domain in 1.E.2:  28 (93.3% from a total of 30)
# CDD273709:  DirectHits:  14    Rescued Proteins:  14    Prots with Domain in 1.E.2:  28 (93.3% from a total of 30)
1	1.E.2.1.1-P03705:107	CDD273709|2-103:2.54e-40|DirectHit	CDD428307|8-98:6.69e-32|DirectHit
2	1.E.2.1.2-P09962:108	CDD273709|3-104:2.87e-38|DirectHit	CDD428307|9-99:6.14e-31|DirectHit
3	1.E.2.1.3-P44188:118	CDD273709|1-110:1.01e-47|DirectHit	CDD428307|4-105:4.72e-34|DirectHit
4	1.E.2.1.4-Q9RIH4:111	CDD273709|6-108:1.22e-33|DirectHit	CDD428307|11-106:1.60e-41|DirectHit
5	1.E.2.1.5-E2MMB5:107	CDD273709|4-103:4.04e-21|DirectHit	CDD428307|5-103:3.72e-33|DirectHit
6	1.E.2.1.6-H3LPG4:115	CDD273709|2-108:7.57e-25|DirectHit	CDD428307|4-105:5.50e-22|DirectHit
7	1.E.2.1.7-E6WEN0:112	CDD273709|2-107:1.29e-25|DirectHit	CDD428307|4-105:2.49e-23|DirectHit
8	1.E.2.1.8-A6VNP3:129	CDD273709|3-110:3.38e-26|DirectHit	CDD428307|5-105:3.05e-39|DirectHit
9	1.E.2.1.9-C4K4W6:112	CDD273709|3-111:4.06e-13|DirectHit	CDD428307|5-109:6.69e-36|DirectHit
10	1.E.2.1.10-B7NA39:108	CDD273709|1-107:1.51e-26|DirectHit	CDD428307|4-102:1.11e-17|DirectHit
11	1.E.2.1.11-D4E385:238	CDD273709|22-103:3.70e-18|DirectHit	CDD428307|5-101:1.94e-25|DirectHit
12	1.E.2.1.12-OEY96124:96	CDD273709|2-93:2.56e-10|DirectHit	CDD428307|1-93:5.35e-14|DirectHit
13	1.E.2.1.13-WP_004936551:108	CDD273709|22-103:2.48e-18|DirectHit	CDD428307|5-101:5.25e-27|DirectHit
14	1.E.2.1.14-RYC44622:110	CDD273709|3-104:2.02e-20|DirectHit	CDD428307|5-102:4.36e-25|DirectHit
15	1.E.2.2.1-I6P4V0:108	CDD273709|22-108:2.3e-05|Rescued1	CDD428307|22-107:2.5e-05|Rescued1
16	1.E.2.2.2-A7ZFD7:99	CDD273709|20-95:0.0064|Rescued1	CDD428307|9-95:0.0087|Rescued1
17	1.E.2.2.3-E6RW96:104	CDD273709|2-102:0.0001|Rescued1	CDD428307|2-100:0.00011|Rescued1
18	1.E.2.2.4-E6L602:105	CDD273709|3-103:0.00098|Rescued2	CDD428307|3-101:0.001|Rescued2
19	1.E.2.3.1-B8HX24:72	CDD273709|3-54:0.0015|Rescued1	CDD428307|3-54:0.0011|Rescued1
20	1.E.2.3.2-WP_190656510:71	CDD273709|5-69:0.0015|Rescued2	CDD428307|5-69:0.0013|Rescued2
21	1.E.2.3.3-WP_190644422:83	CDD273709|4-46:9.6e-09|Rescued2	CDD428307|4-46:1.4e-08|Rescued2
22	1.E.2.3.4-BAY67089:72	CDD273709|5-63:0.0036|Rescued2	CDD428307|5-63:0.0088|Rescued2
23	1.E.2.3.5-WP_190511869:61	CDD273709|Nohit	CDD428307|Nohit
24	1.E.2.3.6-WP_171577162:68	CDD273709|4-33:2e-08|Rescued2	CDD428307|4-33:2.8e-08|Rescued2
25	1.E.2.3.7-NES94688:64	CDD273709|Nohit	CDD428307|Nohit
26	1.E.2.3.8-WP_190549107:71	CDD273709|4-48:1e-08|Rescued2	CDD428307|4-48:1.5e-08|Rescued2
27	1.E.2.4.1-QPX65640:93	CDD273709|12-92:0.0017|Rescued1	CDD428307|46-87:0.0019|Rescued1
28	1.E.2.4.2-WP_150140976:101	CDD273709|51-95:0.0023|Rescued1	CDD428307|51-95:0.0025|Rescued1
29	1.E.2.4.3-WP_052061192:111	CDD273709|47-101:0.00049|Rescued1	CDD428307|47-99:0.00076|Rescued1
30	1.E.2.4.4-WP_142694013:113	CDD273709|7-111:0.0003|Rescued2	CDD428307|7-109:0.00096|Rescued2
