# CDD427503:  DirectHits:  17    Rescued Proteins:  3    Prots with Domain in 1.E.14:  20 (100.0% from a total of 20)
# CDD234983:  DirectHits:  16    Rescued Proteins:  4    Prots with Domain in 1.E.14:  20 (100.0% from a total of 20)
# CDD224298:  DirectHits:  17    Rescued Proteins:  3    Prots with Domain in 1.E.14:  20 (100.0% from a total of 20)
# CDD235222:  DirectHits:  14    Rescued Proteins:  6    Prots with Domain in 1.E.14:  20 (100.0% from a total of 20)
# CDD167253:  DirectHits:  17    Rescued Proteins:  3    Prots with Domain in 1.E.14:  20 (100.0% from a total of 20)
1	1.E.14.1.1-P72358:147	CDD427503|26-119:4.16e-25|DirectHit	CDD224298|9-136:1.48e-35|DirectHit	CDD167253|18-130:7.92e-10|DirectHit	CDD234983|20-122:2.74e-12|DirectHit	CDD235222|7-144:2.27e-62|DirectHit
2	1.E.14.1.2-P60646:131	CDD427503|21-114:2.32e-19|DirectHit	CDD224298|22-131:1.49e-29|DirectHit	CDD167253|23-125:2.30e-18|DirectHit	CDD234983|22-129:5.42e-08|DirectHit	CDD235222|7-128:6.4e-13|Rescued1
3	1.E.14.1.3-C3WD05:115	CDD427503|13-105:3.55e-22|DirectHit	CDD224298|1-115:2.43e-25|DirectHit	CDD167253|6-115:9.51e-16|DirectHit	CDD234983|2-115:1.82e-13|DirectHit	CDD235222|6-115:1.33e-10|DirectHit
4	1.E.14.1.4-F4V3T5:135	CDD427503|25-116:1.22e-27|DirectHit	CDD224298|8-135:2.55e-36|DirectHit	CDD167253|11-121:7.78e-15|DirectHit	CDD234983|4-135:6.68e-68|DirectHit	CDD235222|31-121:1.84e-08|DirectHit
5	1.E.14.1.5-C5A1Q2:112	CDD427503|14-107:9.96e-28|DirectHit	CDD224298|1-112:4.16e-30|DirectHit	CDD167253|9-110:6.57e-13|DirectHit	CDD234983|5-112:1.83e-15|DirectHit	CDD235222|19-103:1.62e-08|DirectHit
6	1.E.14.1.6-Q8TZY1:109	CDD427503|12-104:1.13e-24|DirectHit	CDD224298|1-109:6.56e-26|DirectHit	CDD167253|5-107:3.17e-08|DirectHit	CDD234983|5-97:4.86e-15|DirectHit	CDD235222|6-107:2.26e-10|DirectHit
7	1.E.14.1.7-B8GAY6:113	CDD427503|13-106:1.37e-25|DirectHit	CDD224298|1-113:9.03e-24|DirectHit	CDD167253|14-113:3.75e-13|DirectHit	CDD234983|5-113:1.79e-15|DirectHit	CDD235222|14-105:8.79e-09|DirectHit
8	1.E.14.1.8-D2EIF4:136	CDD427503|23-98:3.94e-17|DirectHit	CDD224298|12-132:9.96e-17|DirectHit	CDD167253|7-85:1.39e-05|DirectHit	CDD234983|17-93:9.14e-07|DirectHit	CDD235222|6-98:1.53e-20|DirectHit
9	1.E.14.1.9-E7UC95:136	CDD427503|35-122:1.10e-16|DirectHit	CDD224298|12-135:4.46e-25|DirectHit	CDD167253|28-115:5.82e-12|DirectHit	CDD234983|15-132:1.5e-12|Rescued1	CDD235222|6-132:2.8e-12|Rescued1
10	1.E.14.1.10-I6TP65:155	CDD427503|26-121:7.44e-21|DirectHit	CDD224298|10-129:2.64e-19|DirectHit	CDD167253|40-129:4.15e-08|DirectHit	CDD234983|24-130:1.08e-08|DirectHit	CDD235222|10-146:6.65e-25|DirectHit
