# CDD185504:  DirectHits:  20    Rescued Proteins:  5    Prots with Domain in 8.A.82:  25 (100.0% from a total of 25)
# CDD227455:  DirectHits:  22    Rescued Proteins:  3    Prots with Domain in 8.A.82:  25 (100.0% from a total of 25)
# CDD185503:  DirectHits:  18    Rescued Proteins:  7    Prots with Domain in 8.A.82:  25 (100.0% from a total of 25)
# CDD238008:  DirectHits:  25    Rescued Proteins:  0    Prots with Domain in 8.A.82:  25 (100.0% from a total of 25)
# CDD433258:  DirectHits:  24    Rescued Proteins:  1    Prots with Domain in 8.A.82:  25 (100.0% from a total of 25)
1	8.A.82.1.1-P62158:149	CDD238008|12-74:1.42e-21|85-147:3.19e-23|DirectHit	CDD433258|14-73:4.17e-12|46-111:1.06e-05|83-147:1.31e-17|DirectHit	CDD227455|4-149:3.53e-59|12-79:3.09e-14|DirectHit	CDD185504|1-149:1.61e-93|DirectHit	CDD185503|4-149:9.61e-48|DirectHit
2	8.A.82.1.2-P22676:271	CDD238008|20-92:2.40e-09|111-180:6.50e-12|159-225:6.34e-09|DirectHit	CDD433258|23-92:9.82e-07|113-180:6.17e-08|DirectHit	CDD227455|20-185:5.82e-06|66-226:8.57e-09|110-234:0.001|DirectHit	CDD185504|13-180:3.77e-08|DirectHit	CDD185503|12-239:2.3e-11|Rescued1
3	8.A.82.1.3-Q9ZR02:154	CDD238008|5-62:3.67e-14|41-107:3.62e-06|83-145:7.89e-17|DirectHit	CDD433258|4-67:7.35e-11|39-107:6.74e-05|82-145:7.02e-12|DirectHit	CDD227455|5-146:1.84e-24|DirectHit	CDD185504|5-144:1.76e-30|83-146:1.51e-11|DirectHit	CDD185503|5-150:2.92e-19|DirectHit
4	8.A.82.1.4-Q9W0M9:151	CDD238008|88-148:5.20e-13|DirectHit	CDD433258|87-150:1.32e-11|DirectHit	CDD227455|8-149:4.10e-31|10-78:1.79e-04|DirectHit	CDD185504|8-146:8.62e-34|DirectHit	CDD185503|8-145:9.31e-26|11-78:1.94e-04|DirectHit
5	8.A.82.1.5-W9W090:148	CDD238008|15-71:0.001|90-143:2.91e-10|DirectHit	CDD433258|90-143:2.16e-07|DirectHit	CDD227455|15-148:1.41e-33|79-142:1.39e-05|DirectHit	CDD185504|15-148:3.87e-34|DirectHit	CDD185503|16-143:1.08e-17|DirectHit
6	8.A.82.1.6-Q99653:195	CDD238008|114-180:4.20e-11|DirectHit	CDD433258|113-180:1.05e-09|DirectHit	CDD227455|1-182:3.71e-16|DirectHit	CDD185504|24-180:1.03e-06|DirectHit	CDD185503|18-182:1.08e-06|DirectHit
7	8.A.82.1.7-K4DIE3:432	CDD238008|295-357:1.58e-23|368-430:1.13e-25|DirectHit	CDD433258|297-356:1.80e-14|329-394:5.25e-08|366-430:3.18e-20|DirectHit	CDD227455|283-432:1.22e-64|295-362:3.38e-15|DirectHit	CDD185504|286-432:7.64e-102|DirectHit	CDD185503|284-432:5.84e-54|DirectHit
8	8.A.82.1.8-XP_016322783:205	CDD238008|66-128:1.22e-05|139-201:1.56e-08|DirectHit	CDD433258|64-201:2.7e-14|Rescued1	CDD227455|59-200:5.23e-24|DirectHit	CDD185504|59-201:3.30e-35|DirectHit	CDD185503|59-201:9.96e-22|DirectHit
9	8.A.82.1.9-Q99828:191	CDD238008|111-178:2.29e-11|DirectHit	CDD433258|109-178:2.88e-08|DirectHit	CDD227455|67-182:1.51e-11|DirectHit	CDD185504|85-173:6.77e-05|DirectHit	CDD185503|67-181:1.23e-06|DirectHit
10	8.A.82.1.10-O75838:187	CDD238008|107-174:3.92e-07|DirectHit	CDD433258|107-173:1.52e-08|DirectHit	CDD227455|68-178:2.33e-10|DirectHit	CDD185504|62-173:3.36e-08|DirectHit	CDD185503|62-177:1.94e-04|DirectHit
11	8.A.82.1.11-Q9NZU7:370	CDD238008|229-332:1.85e-11|306-369:5.54e-22|DirectHit	CDD433258|227-290:4.85e-10|305-369:5.00e-18|DirectHit	CDD227455|217-370:2.67e-33|DirectHit	CDD185504|221-368:9.16e-38|304-370:6.47e-13|DirectHit	CDD185503|221-370:2.30e-26|DirectHit
12	8.A.82.2.1-Q9FUQ7:214	CDD238008|115-182:2.11e-11|DirectHit	CDD433258|111-181:1.25e-07|DirectHit	CDD227455|29-187:9.96e-18|DirectHit	CDD185504|84-181:7.29e-06|DirectHit	CDD185503|26-185:1.85e-09|DirectHit
13	8.A.82.2.2-Q6PIL6:250	CDD238008|124-186:2.28e-13|160-231:2.02e-13|DirectHit	CDD433258|123-186:3.58e-07|159-231:3.04e-12|DirectHit	CDD227455|80-239:6.16e-24|DirectHit	CDD185504|106-230:2.49e-05|DirectHit	CDD185503|157-247:0.001|DirectHit
14	8.A.82.2.3-M5BF43:222	CDD238008|76-137:0.001|112-182:1.04e-08|DirectHit	CDD433258|78-137:8.66e-04|111-182:1.79e-06|DirectHit	CDD227455|29-187:5.09e-18|DirectHit	CDD185504|76-177:2.89e-04|DirectHit	CDD185503|14-178:6.75e-07|DirectHit
15	8.A.82.2.4-Q9NS61:270	CDD238008|144-206:3.86e-13|180-251:2.87e-13|DirectHit	CDD433258|147-206:3.10e-07|178-251:1.19e-11|DirectHit	CDD227455|93-259:5.41e-25|DirectHit	CDD185504|89-255:6.2e-51|Rescued1	CDD185503|184-267:1.60e-05|DirectHit
16	8.A.82.2.5-Q9Y2W7:256	CDD238008|130-192:2.14e-12|166-238:4.52e-15|DirectHit	CDD433258|129-192:2.80e-06|165-240:2.98e-12|DirectHit	CDD227455|81-245:6.14e-29|DirectHit	CDD185504|134-235:2.04e-08|DirectHit	CDD185503|134-242:1.49e-04|163-253:9.92e-06|DirectHit
17	8.A.82.2.6-Q9NZI2:227	CDD238008|101-163:9.23e-09|137-208:2.44e-13|DirectHit	CDD433258|100-163:5.16e-05|136-208:1.86e-12|DirectHit	CDD227455|50-216:5.31e-25|DirectHit	CDD185504|57-217:1.3e-49|Rescued1	CDD185503|46-224:1.6e-43|Rescued1
18	8.A.82.2.7-P35243:200	CDD238008|65-127:6.19e-13|101-175:1.07e-07|DirectHit	CDD433258|63-127:1.19e-04|100-174:1.40e-06|DirectHit	CDD227455|14-182:7.14e-24|DirectHit	CDD185504|5-174:1.1e-26|Rescued1	CDD185503|5-189:6.2e-44|Rescued1
19	8.A.82.2.8-P84074:193	CDD238008|65-126:2.48e-16|100-174:7.25e-17|DirectHit	CDD433258|68-126:1.14e-06|98-174:9.57e-13|DirectHit	CDD227455|13-179:1.69e-35|DirectHit	CDD185504|73-171:5.77e-11|DirectHit	CDD185503|18-177:9.76e-05|69-174:4.55e-05|DirectHit
20	8.A.82.2.9-Q9UMX6:200	CDD238008|34-82:9.61e-05|57-118:5.75e-12|93-171:3.26e-12|DirectHit	CDD433258|61-118:2.22e-04|93-171:1.16e-09|DirectHit	CDD227455|20-174:2.30e-18|DirectHit	CDD185504|61-167:8.31e-11|DirectHit	CDD185503|34-173:4.70e-05|DirectHit
21	8.A.82.3.1-Q9BRK5:362	CDD238008|102-161:5.66e-06|288-341:3.77e-05|DirectHit	CDD433258|100-163:9.16e-07|DirectHit	CDD227455|47-345:5.2e-08|Rescued1	CDD185504|47-341:1.3e-07|Rescued1	CDD185503|47-346:3.1e-06|Rescued1
22	8.A.82.3.2-XP_014514637:405	CDD238008|238-293:2.59e-05|319-380:2.82e-07|DirectHit	CDD433258|319-380:1.36e-07|DirectHit	CDD227455|229-381:3.72e-05|DirectHit	CDD185504|231-379:7.03e-08|DirectHit	CDD185503|196-404:6.2e-10|Rescued1
23	8.A.82.4.1-Q8N7B9:438	CDD238008|52-113:2.14e-05|DirectHit	CDD433258|61-113:1.37e-04|DirectHit	CDD227455|23-117:3.8e-07|Rescued1	CDD185504|43-115:4.92e-04|54-115:1.19e-04|DirectHit	CDD185503|40-115:1.45e-06|53-118:6.02e-07|DirectHit
24	8.A.82.5.1-P07164:196	CDD238008|118-176:2.34e-13|DirectHit	CDD433258|119-172:5.97e-05|DirectHit	CDD227455|1-174:1.29e-06|DirectHit	CDD185504|20-174:3.07e-04|DirectHit	CDD185503|11-177:1.8e-06|Rescued1
25	8.A.82.5.2-Q8N987:351	CDD238008|31-87:1.89e-05|DirectHit	CDD433258|33-90:5.56e-04|DirectHit	CDD227455|34-138:0.00036|Rescued1	CDD185504|6-138:0.00032|Rescued1	CDD185503|34-138:0.00036|Rescued1
