# CDD238511:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD225779:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD425713:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD215323:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD239584:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD239583:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD215275:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
# CDD178121:  DirectHits:  11    Rescued Proteins:  1    Prots with Domain in 9.A.76:  12 (100.0% from a total of 12)
1	9.A.76.1.1-P48624:383	CDD238511|76-151:1.24e-14|DirectHit	CDD225779|23-329:2.04e-47|DirectHit	CDD215275|6-379:0.0|DirectHit	CDD425713|75-330:1.55e-21|DirectHit	CDD239584|47-315:1.60e-77|DirectHit	CDD178121|25-335:1.39e-91|DirectHit	CDD239583|89-315:5.02e-09|DirectHit	CDD215323|76-332:6.86e-32|DirectHit
2	9.A.76.1.2-RCK63797:435	CDD238511|128-200:7.25e-16|DirectHit	CDD225779|59-402:1.00e-24|DirectHit	CDD215275|54-390:1.23e-47|DirectHit	CDD425713|120-391:1.30e-14|DirectHit	CDD239584|72-374:1.57e-71|DirectHit	CDD178121|54-425:1.19e-121|DirectHit	CDD239583|114-387:1.6e-41|Rescued1	CDD215323|53-388:1.63e-20|DirectHit
3	9.A.76.1.3-WP_110860854:405	CDD238511|91-163:3.63e-14|DirectHit	CDD225779|39-378:8.19e-26|DirectHit	CDD215275|43-365:1.28e-40|DirectHit	CDD425713|89-366:5.34e-14|DirectHit	CDD239584|55-350:2.75e-63|DirectHit	CDD178121|43-397:1.99e-83|DirectHit	CDD239583|92-366:1.26e-08|DirectHit	CDD215323|42-363:2.14e-16|DirectHit
4	9.A.76.1.4-XP_029234550:419	CDD238511|127-197:3.49e-15|DirectHit	CDD225779|105-408:1.94e-31|DirectHit	CDD215275|120-375:1.81e-46|DirectHit	CDD425713|127-389:7.44e-13|DirectHit	CDD239584|112-371:8.90e-68|DirectHit	CDD178121|42-413:1.95e-103|DirectHit	CDD239583|126-370:3.34e-08|DirectHit	CDD215323|103-370:1.17e-25|DirectHit
5	9.A.76.1.5-XP_001023477:371	CDD238511|73-143:3.38e-12|DirectHit	CDD225779|27-337:3.01e-28|DirectHit	CDD215275|1-346:5.27e-43|DirectHit	CDD425713|70-341:8.90e-11|DirectHit	CDD239584|43-325:6.85e-55|DirectHit	CDD178121|24-371:1.30e-91|DirectHit	CDD239583|77-335:1.62e-07|DirectHit	CDD215323|23-334:1.08e-24|DirectHit
6	9.A.76.1.6-KJS27940:365	CDD238511|60-126:3.23e-12|DirectHit	CDD225779|5-308:4.16e-48|DirectHit	CDD215275|9-332:1.06e-66|DirectHit	CDD425713|55-312:8.32e-23|DirectHit	CDD239584|28-296:1.79e-60|DirectHit	CDD178121|9-339:3.15e-80|DirectHit	CDD239583|64-299:3.24e-14|DirectHit	CDD215323|4-304:9.95e-34|DirectHit
7	9.A.76.1.7-ATV93525:388	CDD238511|104-212:3.70e-12|DirectHit	CDD225779|47-352:2.55e-36|DirectHit	CDD215275|59-343:6.43e-63|DirectHit	CDD425713|106-359:9.47e-17|DirectHit	CDD239584|72-339:9.01e-56|DirectHit	CDD178121|56-370:3.10e-79|DirectHit	CDD239583|115-352:1.67e-06|DirectHit	CDD215323|49-350:5.97e-34|DirectHit
8	9.A.76.1.8-WP_090852276:339	CDD238511|54-120:2.70e-13|DirectHit	CDD225779|9-325:3.64e-62|DirectHit	CDD215275|53-294:2.29e-08|DirectHit	CDD425713|49-288:9.23e-23|DirectHit	CDD239584|24-284:1.72e-67|DirectHit	CDD178121|9-287:5.09e-08|DirectHit	CDD239583|54-280:5.74e-15|DirectHit	CDD215323|41-288:5.95e-22|DirectHit
9	9.A.76.1.9-WP_112939848:366	CDD238511|70-144:7.14e-15|DirectHit	CDD225779|33-318:7.81e-41|DirectHit	CDD215275|33-321:1.02e-22|DirectHit	CDD425713|69-316:2.85e-20|DirectHit	CDD239584|45-304:1.26e-62|DirectHit	CDD178121|30-312:6.88e-19|DirectHit	CDD239583|74-313:9.18e-16|DirectHit	CDD215323|32-345:1.35e-60|DirectHit
10	9.A.76.1.10-RJU95109:344	CDD238511|54-124:4.64e-12|DirectHit	CDD225779|10-296:4.25e-48|DirectHit	CDD215275|72-288:9.66e-13|DirectHit	CDD425713|53-292:4.77e-22|DirectHit	CDD239584|27-288:2.11e-62|DirectHit	CDD178121|65-287:1.05e-11|DirectHit	CDD239583|58-288:3.42e-12|DirectHit	CDD215323|47-294:8.11e-16|DirectHit
